timestep,obs,rewards,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,"[ 0.88658846  0.94113951  0.17825181 -0.41888146 -0.92663779 -1.41678121
  0.47188863 -0.24706283  2.56800921  2.83428159  0.        ]",-5.59844,[-5.4039248  -0.95820157],-0.364793956536,[-5.02365112 -0.96142328],[-0.7847864 -0.749915 ],"[[ 0.09741036 -0.01542215 -0.10669979 -0.1637746 ]
 [-0.00113356 -0.00343273  0.          0.        ]]"
1,"[ 0.89169581  0.9395283   0.11748415 -0.49600513 -0.92663749 -1.41678046
  0.27447861 -1.00412441  2.5756536   2.63755513  0.        ]",-5.42993,[-3.39437368 -0.47459287],-0.359297769497,[-4.48873472 -0.71717763],[-0.7847864 -0.749915 ],"[[ 0.0577122  -0.05354196 -0.10669979 -0.1637746 ]
 [-3.9555232  -3.79591337  0.          0.        ]]"
2,"[ 0.8914424   0.92796566 -0.06360893 -0.6852863  -0.92663718 -1.41677971
  0.0809326  -1.36394696  2.5487146   2.08758159  0.        ]",-4.78028,[-3.40580611 -0.83936596],-0.341951327161,[-3.54639316 -0.66657186],[-0.7847864 -0.749915 ],"[[-0.06029707 -0.14754554 -0.10669979 -0.1637746 ]
 [-7.83251137 -5.59843783  0.          0.        ]]"
3,"[ 0.84073078  0.88948835 -0.35850187 -0.96993697 -0.92663688 -1.41677896
 -0.10876779 -2.00496246  2.35951042  1.24257277  0.        ]",-3.82512,[-1.36137564 -0.44030956],-0.308352125458,[-1.67822707  0.03764632],[-0.7847864 -0.749915 ],"[[ -0.25507275  -0.29173302  -0.10669979  -0.1637746 ]
 [-11.63246665  -8.80959643   0.           0.        ]]"
4,"[ 0.67072827  0.80068279 -0.74081162 -1.32909044 -0.92663658 -1.41677821
 -0.29477198 -2.3178354   1.84389338  0.28615349  0.        ]",-3.30915,[ 1.4029948   1.41224589],-0.252688881711,[ 1.14092445  1.69192207],[-0.7847864 -0.749915 ],"[[ -0.52510419  -0.48365098  -0.10669979  -0.1637746 ]
 [-15.35838209 -10.37693884   0.           0.        ]]"
5,"[ 0.40318845  0.69174942 -1.06131607 -1.61192175 -0.92663627 -1.41677746
 -0.08221441 -1.48662353  1.16194069 -0.29359693  0.        ]",-2.87591,[ 0.94218252  1.95986538],-0.19226071557,[ 1.35206723  2.07866192],[-0.7847864 -0.749915 ],"[[ -0.78955307  -0.64941157  -0.10669979  -0.1637746 ]
 [-11.10056886  -6.21300431   0.           0.        ]]"
6,"[ 0.16987739  0.6266782  -1.23937396 -1.74184722 -0.92663597 -1.41677671
  0.1147509  -0.6718692   0.6732767  -0.47556997  0.        ]",-2.41554,[ 0.6921204   2.19522633],-0.15096548668,[ 1.152215    2.16221428],[-0.7847864 -0.749915 ],"[[-0.97197916 -0.7327205  -0.10669979 -0.1637746 ]
 [-7.15508943 -2.1315093   0.          0.        ]]"
7,"[ 0.00744384  0.62463564 -1.32975127 -1.74558519 -0.92663567 -1.41677595
  0.25844854  0.12680269  0.42014638 -0.5295998   0.        ]",-2.16018,[ 0.3445667   1.32110864],-0.129824472678,[ 0.52449858  1.72095692],[-0.7847864 -0.749915 ],"[[-1.08620081 -0.73520791 -0.10669979 -0.1637746 ]
 [-4.27663275  1.86942167  0.          0.        ]]"
8,"[-0.09877536  0.68499595 -1.37708257 -1.62646966 -0.92663536 -1.4167752
  0.33066097  0.90974329  0.35469902 -0.5805304   0.        ]",-2.00871,[-0.28161051  0.72573073],-0.12507176565,[-0.24241507  0.93342483],[-0.7847864 -0.749915 ],"[[-1.15722003 -0.65846744 -0.10669979 -0.1637746 ]
 [-2.83012008  5.7915477   0.          0.        ]]"
9,"[-0.20243419  0.78231094 -1.41535988 -1.38471518 -0.92663506 -1.41677445
  0.27778913  1.46056471  0.3770009  -0.64685629  0.        ]",-1.96625,[-0.85413462  0.9823453 ],-0.128177704121,[-0.44972375  0.38290465],[-0.7847864 -0.749915 ],"[[-1.22444861 -0.51495124 -0.10669979 -0.1637746 ]
 [-3.88921234  8.55088005  0.          0.        ]]"
10,"[-0.37881479  0.88411841 -1.46418335 -0.9986797  -0.92663476 -1.4167737
  0.11287687  2.20348665  0.37718434 -0.71705003  0.        ]",-1.88777,[-0.79511886 -0.156694  ],-0.12961062908,[-0.17159572 -0.11733791],[-0.7847864 -0.749915 ],"[[ -1.33537718  -0.30659309  -0.10669979  -0.1637746 ]
 [ -7.19262333  12.27254399   0.           0.        ]]"
11,"[-0.66419196  0.93829844 -1.50363849 -0.52883753 -0.92663445 -1.41677295
 -0.03702719  2.03137008  0.2608903  -0.76180925  0.        ]",-2.04919,[ 0.99612322 -0.00717655],-0.12102058077,[ 0.77258921 -0.05971667],[-0.7847864 -0.749915 ],"[[ -1.50935749  -0.06979295  -0.10669979  -0.1637746 ]
 [-10.19540002  11.41033809   0.           0.        ]]"
12,"[-0.93343917  0.92642589 -1.49872396 -0.07341773 -0.92663415 -1.4167722
  0.16976405  1.98027961  0.15611735 -0.75422249  0.        ]",-2.03832,[ 0.70189593 -0.48968062],-0.112314270464,[ 0.37154773 -0.32993987],[-0.7847864 -0.749915 ],"[[ -1.67170451   0.15584602  -0.10669979  -0.1637746 ]
 [ -6.05309798  11.15440968   0.           0.        ]]"
13,"[-1.0845057   0.8638831  -1.47805436  0.32032314 -0.92663385 -1.41677145
  0.31439841  1.54891901  0.18849786 -0.71232757  0.        ]",-2.07369,[ 0.58464143  0.43000207],-0.113907427169,[-0.02192692 -0.37325993],[-0.7847864 -0.749915 ],"[[-1.76369794  0.35725318 -0.10669979 -0.1637746 ]
 [-3.15588017  8.99351827  0.          0.        ]]"
14,"[-1.14827929  0.75895095 -1.46532798  0.67469299 -0.92663354 -1.4167707
  0.43295537  1.85308055  0.3331504  -0.63463353  0.        ]",-1.99103,[-0.42829337  0.13082218],-0.12424885859,[-0.84832871 -0.95755041],[-0.7847864 -0.749915 ],"[[ -1.80298844   0.55241121  -0.10669979  -0.1637746 ]
 [ -0.78102692  10.51721973   0.           0.        ]]"
