timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 0.09187153 -0.06522173],-1.42991,"[ 1.08764583  1.1945834   0.08893491 -0.05084761 -1.73872601 -0.26558784
 -0.16225884  0.03018439  2.23220073  0.29822893  0.        ]",[ 0.74291004  1.93629946],"[[ 0.07307448 -0.02946353 -0.1941923  -0.04124279]
 [-0.00075216 -0.00341957  0.          0.        ]]",[-0.01890169 -0.02638096],-0.407328323577
1,[ 0.09126527 -0.06639609],-1.61737,"[ 1.08394839  1.19495355  0.13324337  0.01419003 -1.73845288 -0.26557673
  0.10491049  0.55419107  2.22641479  0.36924064  0.        ]",[ 2.78235075 -1.01767518],"[[ 0.10253061  0.01018513 -0.1941923  -0.04124279]
 [ 2.9365904   3.95509643  0.          0.        ]]",[-0.01890169 -0.02638096],-0.407996085688
2,[ 0.09174769 -0.06524226],-1.64697,"[ 1.06325932  1.19340269  0.27927507  0.07743921 -1.73817987 -0.26556563
  0.45957891  0.01943247  2.20008421  0.53432849  0.        ]",[-0.18555197 -2.96292219],"[[ 0.20038593  0.04875833 -0.1941923  -0.04124279]
 [ 6.83595296 -0.08430989  0.          0.        ]]",[-0.01890169 -0.02638096],-0.408447152478
3,[ 0.09255372 -0.06426065],-1.42801,"[ 1.0165158   1.1947586   0.46575586  0.00955637 -1.737907   -0.26555453
  0.38063238 -0.50448957  2.16192763  0.67946145  0.        ]",[-0.29686669  0.73441607],"[[ 0.32839913  0.00736435 -0.1941923  -0.04124279]
 [ 5.9682511  -4.04189796  0.          0.        ]]",[-0.01890169 -0.02638096],-0.407750489902
4,[ 0.0920554  -0.06527609],-1.54469,"[ 0.96116932  1.19348383  0.61478334 -0.07385502 -1.73763425 -0.26554343
  0.26294907 -0.10882365  2.12354786  0.78471123  0.        ]",[ 0.40113574 -0.80178536],"[[ 0.43478531 -0.0434889  -0.1941923  -0.04124279]
 [ 4.67467801 -1.05338796  0.          0.        ]]",[-0.01890169 -0.02638096],-0.406378919188
5,[ 0.09298658 -0.06438725],-1.36696,"[ 0.88999556  1.18871811  0.75934089 -0.16012666 -1.73736163 -0.26553233
  0.398987   -0.5264453   2.07616413  0.8872671   0.        ]",[-0.38741305  1.25031144],"[[ 0.54328479 -0.09620638 -0.1941923  -0.04124279]
 [ 6.1702885  -4.20784296  0.          0.        ]]",[-0.01890169 -0.02638096],-0.404186060988
6,[ 0.09203725 -0.06568205],-1.5611,"[ 0.80622587  1.18211691  0.89264634 -0.23113387 -1.73708914 -0.26552123
  0.24831059  0.00893281  2.01887638  0.98859791  0.        ]",[-0.51415386 -1.71564712],"[[ 0.65007379 -0.13979296 -0.1941923  -0.04124279]
 [ 4.51412896 -0.1642943   0.          0.        ]]",[-0.01890169 -0.02638096],-0.401145555598
7,[ 0.09316036 -0.06429534],-1.5002,"[ 0.74529311  1.17327958  0.97329233 -0.3007157  -1.73681678 -0.26551013
  0.05528351 -0.51478399  1.98266586  1.04143002  0.        ]",[-0.17544641 -0.66328781],"[[ 0.7190688  -0.18276572 -0.1941923  -0.04124279]
 [ 2.3924287  -4.11980361  0.          0.        ]]",[-0.01890169 -0.02638096],-0.398950072332
8,[ 0.09389426 -0.06345903],-1.4931,"[ 0.70723969  1.14117489  1.01832481 -0.47277469 -1.73654455 -0.26549904
 -0.01207879 -0.85164862  1.98756137  1.01754264  0.        ]",[ 0.47348328 -0.45681167],"[[ 0.75948871 -0.29069153 -0.1941923  -0.04124279]
 [ 1.65201628 -6.66429923  0.          0.        ]]",[-0.01890169 -0.02638096],-0.398303664434
9,[ 0.09458639 -0.0628093 ],-1.50317,"[ 0.65637091  1.07323423  1.0732561  -0.70257066 -1.73627244 -0.26548795
  0.15541754 -1.07368509  1.99197227  0.97513281  0.        ]",[ 0.36694472 -0.91271829],"[[ 0.81100049 -0.44080874 -0.1941923  -0.04124279]
 [ 3.49303499 -8.34182211  0.          0.        ]]",[-0.01890169 -0.02638096],-0.396548414429
10,[ 0.09601708 -0.06119182],-1.37548,"[ 0.56831857  0.94204274  1.15633809 -0.98529999 -1.73600047 -0.26547685
  0.28131135 -1.53021555  1.97711663  0.92902961  0.        ]",[-0.27816029  0.18989704],"[[  0.89474516  -0.64225319  -0.1941923   -0.04124279]
 [  4.87681005 -11.79111343   0.           0.        ]]",[-0.01890169 -0.02638096],-0.391789478675
11,[ 0.09612066 -0.06103731],-1.41553,"[ 0.47208786  0.74651905  1.23264216 -1.25456471 -1.73572862 -0.26546576
  0.17235379 -1.39952821  1.95144278  0.86056881  0.        ]",[-0.02476563 -0.91091502],"[[  0.98026779  -0.86818448  -0.1941923   -0.04124279]
 [  3.67942338 -10.80531259   0.           0.        ]]",[-0.01890169 -0.02638096],-0.384283857113
12,[ 0.09757534 -0.05896638],-1.37857,"[ 0.38677847  0.48207975  1.28967081 -1.47791493 -1.73545689 -0.26545467
  0.15687463 -1.84842295  1.91611812  0.7537494   0.        ]",[ 0.04947961 -1.01002136],"[[  1.05215094  -1.11833209  -0.1941923   -0.04124279]
 [  3.5093801  -14.19814138   0.           0.        ]]",[-0.01890169 -0.02638096],-0.373597379384
13,[ 0.09871296 -0.05787436],-1.31984,"[ 0.29843027  0.09502427  1.3396339  -1.62862027 -1.7351853  -0.26544359
  0.16839055 -2.33482168  1.8446266   0.59449267  0.        ]",[ 0.79127009 -0.6014399 ],"[[  1.12361014  -1.43920225  -0.1941923   -0.04124279]
 [  3.63600671 -17.87661182   0.           0.        ]]",[-0.01890169 -0.02638096],-0.355566540431
14,[ 0.09936982 -0.05645479],-1.26652,"[ 0.16524833 -0.37937655  1.3996185  -1.5930741  -1.73491383 -0.2654325
  0.44676603 -2.60245637  1.70407851  0.43839602  0.        ]",[-0.75137827 -1.54785226],"[[  1.22702395  -1.81708176  -0.1941923   -0.04124279]
 [  6.69528386 -19.90451549   0.           0.        ]]",[-0.01890169 -0.02638096],-0.32780226116
15,[ 0.10031805 -0.05393984],-1.1749,"[ 0.02796499 -0.86650984  1.44414949 -1.27735506 -1.73464249 -0.26542141
  0.16397488 -3.07300309  1.48953809  0.27997724  0.        ]",[-0.15063698  0.84668413],"[[  1.32975475  -2.25094195  -0.1941923   -0.04124279]
 [  3.5878823  -23.46969057   0.           0.        ]]",[-0.01890169 -0.02638096],-0.289092151959
16,[ 0.09928171 -0.0527808 ],-1.0932,"[-0.06087634 -1.20461278  1.46430333 -0.7294279  -1.73437128 -0.26541033
  0.10315357 -2.56725765  1.2291728   0.16726411  0.        ]",[-0.11692285  0.79285543],"[[  1.39480589  -2.68203642  -0.1941923   -0.04124279]
 [  2.91961236 -19.65248887   0.           0.        ]]",[-0.01890169 -0.02638096],-0.244859630816
17,[ 0.09841006 -0.05258681],-1.01322,"[-0.13426968 -1.32915927  1.47607007 -0.16858635 -1.7341002  -0.26539925
  0.05575741 -1.75955708  0.9922889   0.14306877  0.        ]",[ 0.66822714  0.86681663],"[[  1.44797127  -3.03968407  -0.1941923   -0.04124279]
 [  2.39885959 -13.5478418    0.           0.        ]]",[-0.01890169 -0.02638096],-0.206409574379
18,[ 0.09489984 -0.05466482],-0.929687,"[-0.23726109 -1.33545264  1.48546504 -0.02472384 -1.73382924 -0.26538817
  0.29227815  0.13400331  0.93296208  0.14781787  0.        ]",[-1.12055263  1.18640131],"[[ 1.52202544 -3.12753746 -0.1941923  -0.04124279]
 [ 4.99772316  0.76999051  0.          0.        ]]",[-0.01890169 -0.02638096],-0.197037743554
19,[ 0.09432194 -0.05516165],-0.964637,"[-0.31994066 -1.33226737  1.48699159 -0.11767556 -1.73355841 -0.26537709
 -0.07707284  0.66697868  0.97934579  0.15040412  0.        ]",[ 0.04243874 -0.57376217],"[[ 1.58126409 -3.07082809 -0.1941923  -0.04124279]
 [ 0.9396595   4.80011091  0.          0.        ]]",[-0.01890169 -0.02638096],-0.20452554221
