timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
20,[-0.86654508 -0.58443546],-1.42525,"[-0.95367405 -0.54656365  1.25480923  0.32398872 -1.46200987  0.3740164
 -0.89965895  0.4092838   1.16835157 -0.31718234  0.        ]",[-0.82148155 -2.08657902],"[[ -4.12447001  -3.01261514  -0.16947862   0.04209937]
 [-24.76590381   0.30973208   0.           0.        ]]",[-0.3504177  -0.37625688],-0.190925197518
21,[-0.96144998 -0.64613354],-1.33184,"[-0.27928128 -0.54572109  1.50105828  0.30836336 -1.46200531  0.37401597
 -0.99030706  0.38878771  1.15647738 -0.38744933  0.        ]",[-1.69297    -0.84217507],"[[ -4.64750221  -3.00806022  -0.16947862   0.04209937]
 [-27.52811111   0.15834789   0.           0.        ]]",[-0.3504177  -0.37625688],-0.19136785694
22,[-0.97337806 -0.72529906],-1.2291,"[ 0.4940741  -0.54526419  1.30790794  0.30011714 -1.46200074  0.37401555
 -1.10235606  0.37902243  1.10689522 -0.44772741  0.        ]",[-1.44902739  0.82875093],"[[ -5.23232152  -3.00565531  -0.16947862   0.04209937]
 [-30.9424415    0.08622314   0.           0.        ]]",[-0.3504177  -0.37625688],-0.186951188501
23,[-0.89400315 -0.82858467],-1.27515,"[ 1.07904529 -0.53779703  0.59517317  0.18167995 -1.46199617  0.37401512
 -1.21217915  0.82314177  1.04074473 -0.49209649  0.        ]",[ 0.13883421 -1.42195892],"[[ -5.88474735  -2.9710186   -0.16947862   0.04209937]
 [-34.2889635    3.36656638   0.           0.        ]]",[-0.3504177  -0.37625688],-0.1801889937
24,[-0.5425179  -0.80678862],-1.22359,"[ 1.13515522 -0.53083305 -0.38441368  0.09002552 -1.4619916   0.3740147
 -1.17186337  0.2781679   0.94547255 -0.47669847  0.        ]",[ 0.68973763 -0.46803718],"[[ -6.55820153  -2.9440741   -0.16947862   0.04209937]
 [-33.06058092  -0.65869014   0.           0.        ]]",[-0.3504177  -0.37625688],-0.16745532891
25,[-0.27733308 -0.7376712 ],-1.18643,"[ 0.66344718 -0.53890292 -1.14659843  0.19765396 -1.46198704  0.37401427
 -1.06076628  0.02915205  0.90059298 -0.35833272  0.        ]",[ 0.79087353 -1.18661289],"[[ -7.18544837  -2.97570136  -0.16947862   0.04209937]
 [-29.67539502  -2.49795658   0.           0.        ]]",[-0.3504177  -0.37625688],-0.157063643551
26,[-0.2138979 -0.6945796],-1.19704,"[-0.03565759 -0.54954522 -1.45696082  0.38457867 -1.46198247  0.37401385
 -0.93872315  0.24192142  0.94959627 -0.25248053  0.        ]",[-0.85665222  0.90006484],"[[ -7.74164608  -3.03025368  -0.16947862   0.04209937]
 [-25.95665589  -0.92641129   0.           0.        ]]",[-0.3504177  -0.37625688],-0.160287793769
27,[-0.30499816 -0.68355966],-1.30054,"[-0.77108707 -0.54659923 -1.32757703  0.32475207 -1.4619779   0.37401342
 -1.03316142  0.72694726  0.97834367 -0.1999128   0.        ]",[ 0.30417629 -0.59050374],"[[ -8.28965232  -3.01283803  -0.16947862   0.04209937]
 [-28.83436156   2.65606022   0.           0.        ]]",[-0.3504177  -0.37625688],-0.162917960352
28,[-0.4341225  -0.63698441],-1.39008,"[-1.34455716 -0.54072105 -0.79035235  0.22496094 -1.46197334  0.374013
 -0.97490489  0.403345    1.02831046 -0.15771581  0.        ]",[-0.31362634 -1.89262116],"[[ -8.84852942  -2.98369817  -0.16947862   0.04209937]
 [-27.05927662   0.26589687   0.           0.        ]]",[-0.3504177  -0.37625688],-0.168850336655
29,[-0.52805072 -0.57438433],-1.44209,"[-1.5663659  -0.54613702 -0.02261213  0.31611603 -1.46196877  0.37401258
 -0.99807895  0.10839323  1.1091404  -0.2033169   0.        ]",[-0.62366025 -0.55680858],"[[ -9.39680083  -3.01032107  -0.16947862   0.04209937]
 [-27.76547697  -1.91265132   0.           0.        ]]",[-0.3504177  -0.37625688],-0.180491823652
30,[-0.71649277 -0.56023324],-1.38418,"[-1.36628746 -0.54823206  0.79093752  0.35687168 -1.4619642   0.37401215
 -1.06107154  0.38703081  1.15234055 -0.26640663  0.        ]",[-2.21404679 -0.42842185],"[[ -9.97136943  -3.02219294  -0.16947862   0.04209937]
 [-29.685001     0.14540034   0.           0.        ]]",[-0.3504177  -0.37625688],-0.187566842653
31,[-0.86359882 -0.59200585],-1.33826,"[-0.72196974 -0.54710898  1.38885537  0.33456123 -1.46195964  0.37401173
 -1.1717182   0.41818077  1.16416125 -0.34567835  0.        ]",[-2.04065136 -0.15557267],"[[-10.59889791  -3.01569643  -0.16947862   0.04209937]
 [-33.05661504   0.37548082   0.           0.        ]]",[-0.3504177  -0.37625688],-0.191144926735
32,[-0.94592392 -0.68009996],-1.26995,"[ 0.2137679  -0.54587956  1.43888687  0.3114014  -1.46195507  0.3740113
 -1.28017412  0.4048189   1.12737323 -0.42832184  0.        ]",[-1.91107225 -1.01957993],"[[-11.29318912  -3.00894691  -0.16947862   0.04209937]
 [-36.36149393   0.27679222   0.           0.        ]]",[-0.3504177  -0.37625688],-0.188917607872
33,[-0.80260462 -0.75800288],-1.18208,"[ 1.00936208 -0.54524707  0.74846001  0.29994523 -1.4619505   0.37401088
 -1.38648247  0.3796766   1.0407517  -0.46629156  0.        ]",[-1.49616139  0.19559537],"[[-12.05292159  -3.00560604  -0.16947862   0.04209937]
 [-39.60095643   0.09109206   0.           0.        ]]",[-0.3504177  -0.37625688],-0.179152541946
34,[-0.44909954 -0.76610291],-1.13024,"[ 1.12109144 -0.54334757 -0.43476817  0.26711489 -1.46194594  0.37401045
 -1.49068342  0.48440805  0.94648235 -0.42488422  0.        ]",[-1.75171753 -0.56329845],"[[ -1.28767993e+01  -2.99602321e+00  -1.69478616e-01   4.20993740e-02]
 [ -4.27762297e+01   8.64652058e-01   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.165456724581
35,[-0.16288276 -0.72196239],-1.16666,"[ 0.3125444  -0.54440233 -1.36386142  0.2850829  -1.46194137  0.37401003
 -1.59282546  0.23599217  0.91485064 -0.29693655  0.        ]",[ 0.25592136 -0.78077395],"[[ -1.37635533e+01  -3.00126962e+00  -1.69478616e-01   4.20993740e-02]
 [ -4.58887946e+01  -9.70166081e-01   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.156928523892
36,[-0.20621704 -0.67128795],-1.24947,"[-0.87998151 -0.54586262 -1.26637967  0.31114077 -1.4619368   0.3740096
 -1.5297537   0.36254838  0.98522444 -0.19237099  0.        ]",[-1.59086571 -1.68874006],"[[ -1.46620479e+01  -3.00887127e+00  -1.69478616e-01   4.20993740e-02]
 [ -4.39670723e+01  -3.54094263e-02   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.163690579694
37,[-0.44435769 -0.59390694],-1.44143,"[-1.55426491 -0.54566818 -0.18182403  0.30759881 -1.46193224  0.37400918
 -1.63111817  0.37942373  1.09566351 -0.1868915   0.        ]",[ 0.18228397 -0.99318972],"[[ -1.55723812e+01  -3.00783858e+00  -1.69478616e-01   4.20993740e-02]
 [ -4.70559627e+01   8.92362639e-02   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.178390221556
38,[-0.72003269 -0.56857252],-1.3906,"[-1.16014864 -0.54534918  1.07288681  0.30183896 -1.46192767  0.37400875
 -1.57685653  0.37695525  1.16877584 -0.2851835   0.        ]",[-1.19014217 -0.51007579],"[[ -1.64969127e+01  -3.00615887e+00  -1.69478616e-01   4.20993740e-02]
 [ -4.54027027e+01   7.10070220e-02   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.190191598501
39,[-0.86590981 -0.64546311],-1.32315,"[ 0.02517548 -0.5450391   1.48593215  0.29630913 -1.4619231   0.37400833
 -1.67728766  0.37757701  1.14345399 -0.41403349  0.        ]",[-0.37829869 -1.04270764],"[[ -1.74356735e+01  -3.00454588e+00  -1.69478616e-01   4.20993740e-02]
 [ -4.84631756e+01   7.56025581e-02   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.190526814815
40,[-0.69922125 -0.73639637],-1.20282,"[ 1.05621935 -0.54490311  0.65050213  0.29391148 -1.46191854  0.37400791
 -1.69494999  0.36871578  1.0319958  -0.46692184  0.        ]",[-1.06222684 -1.3837823 ],"[[ -1.84103389e+01  -3.00384646e+00  -1.69478616e-01   4.20993740e-02]
 [ -4.90015718e+01   1.01561952e-02   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.178059417593
41,[-0.31029212 -0.75682437],-1.13253,"[ 0.96861971 -0.54489576 -0.78356949  0.2937937  -1.46191397  0.37400748
 -1.79304168  0.36696681  0.92868625 -0.38594366  0.        ]",[-1.17511816 -1.87158184],"[[ -1.94203623e+01  -3.00381219e+00  -1.69478616e-01   4.20993740e-02]
 [ -5.19908047e+01  -2.75873872e-03   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.161694082463
42,[-0.11742578 -0.70656735],-1.19377,"[-0.28523749 -0.54490852 -1.4627624   0.29403133 -1.4619094   0.37400706
 -1.88919006  0.36687917  0.93794013 -0.23546233  0.        ]",[-0.07039906 -0.27635333],"[[ -2.04895766e+01  -3.00388161e+00  -1.69478616e-01   4.20993740e-02]
 [ -5.49208613e+01  -3.40296540e-03   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.158325735038
43,[-0.32530725 -0.62106001],-1.37214,"[-1.45208691 -0.54476948 -0.57482791  0.29159154 -1.46190484  0.37400663
 -1.86264853  0.37423093  1.06014259 -0.17221692  0.        ]",[-0.46425427  0.0419088 ],"[[ -2.15798817e+01  -3.00316983e+00  -1.69478616e-01   4.20993740e-02]
 [ -5.41123490e+01   5.09004754e-02   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.173371031796
44,[-0.65050137 -0.56689227],-1.42737,"[-1.26178225 -0.54423949  0.95131515  0.28237297 -1.46190027  0.37400621
 -1.8878065   0.39679879  1.16707021 -0.26521214  0.        ]",[ 0.31599696  0.22395191],"[[ -2.26698230e+01  -3.00047951e+00  -1.69478616e-01   4.20993740e-02]
 [ -5.48792176e+01   2.17590597e-01   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.189506642431
45,[-0.8803587  -0.66134763],-1.31329,"[ 0.05923429 -0.54148989  1.47964498  0.23711032 -1.4618957   0.37400578
 -1.81108468  0.51653392  1.15536139 -0.41742971  0.        ]",[-0.42246938  0.10356463],"[[ -2.37439533e+01  -2.98725452e+00  -1.69478616e-01   4.20993740e-02]
 [ -5.25415988e+01   1.10196120e+00   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.192192462416
46,[-0.68577266 -0.76849473],-1.17781,"[ 1.11189537 -0.53538553  0.50247444  0.1485605  -1.46189114  0.37400536
 -1.83183113  0.5693681   1.03445792 -0.49930992  0.        ]",[-2.09865593 -1.1913327 ],"[[ -2.48011307e+01  -2.96130050e+00  -1.69478616e-01   4.20993740e-02]
 [ -5.31740247e+01   1.49220063e+00   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.179696156975
47,[-0.21558298 -0.75120556],-1.09267,"[ 0.80705219 -0.53788546 -1.00540622  0.18317146 -1.46188657  0.37400493
 -1.92721587  0.02957535  0.90482132 -0.38436632  0.        ]",[-1.33411464 -0.41353635],"[[ -2.58937759e+01  -2.97145868e+00  -1.69478616e-01   4.20993740e-02]
 [ -5.60808607e+01  -2.49471234e+00   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.158560575205
48,[-0.09777413 -0.68186182],-1.2282,"[-0.64975111 -0.54725726 -1.38107545  0.33766922 -1.46188201  0.37400451
 -2.0207071   0.2552014   0.97297762 -0.20871012  0.        ]",[-0.58896656 -0.8241097 ],"[[ -2.70439807e+01  -3.01660298e+00  -1.69478616e-01   4.20993740e-02]
 [ -5.89300418e+01  -8.28236361e-01   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.162389856933
49,[-0.40264004 -0.58686829],-1.42396,"[-1.56579168 -0.5476994  -0.04055333  0.34639451 -1.46187744  0.37400409
 -2.05893607  0.40018286  1.10806427 -0.20382801  0.        ]",[-0.1817519  -0.96588844],"[[ -2.82342728e+01  -3.01914412e+00  -1.69478616e-01   4.20993740e-02]
 [ -6.00952877e+01   2.42599157e-01   0.00000000e+00   0.00000000e+00]]",[-0.3504177  -0.37625688],-0.180363278245
