timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[-1.99752331 -1.47451746],-1.89238,"[ 1.14435369  1.95203227  0.07311878  0.4204609   0.16302271 -1.66896475
 -0.10351237  0.34666964  1.13845105  1.56297759  0.        ]",[-1.85934082 -2.05434154],"[[ 0.03002041 -0.0893331   0.0166758  -0.19322373]
 [ 0.00087175  0.00207454  0.          0.        ]]",[-0.16802068 -0.3205103 ],-0.270684288491
1,[-1.859447   -1.41350794],-1.78907,"[ 1.14490468  1.94633942  0.0136228   0.30769288  0.16302235 -1.66895096
 -0.3017652  -0.20436234  1.13257626  1.46060303  0.        ]",[-2.0723432  -2.06022159],"[[-0.00963754 -0.12900444  0.0166758  -0.19322373]
 [-3.95351114 -3.95602215  0.          0.        ]]",[-0.16802068 -0.3205103 ],-0.261375461141
2,[-1.67671406 -1.36025548],-1.52114,"[ 1.13376283  1.91737624 -0.16284896 -0.02375047  0.16302198 -1.66893717
 -0.49610359 -0.74448582  1.07980747  1.16248846  0.        ]",[ 0.15970656 -1.46316608],"[[-0.12759951 -0.24705167  0.0166758  -0.19322373]
 [-7.82982114 -7.83576908  0.          0.        ]]",[-0.16802068 -0.3205103 ],-0.232058985717
3,[-1.51345646 -1.3220588 ],-1.15357,"[ 1.09270772  1.83111149 -0.38121208 -0.54750891  0.16302162 -1.66892338
 -0.4566087  -1.27415337  0.91881359  0.78441233  0.        ]",[-1.38628404 -0.53146428],"[[ -0.27629158  -0.44194065   0.0166758   -0.19322373]
 [ -7.04207932 -11.64044128   0.           0.        ]]",[-0.16802068 -0.3205103 ],-0.187386906216
4,[-1.26624227 -1.25599909],-0.731106,"[ 1.00453034  1.65400498 -0.63186657 -1.1525311   0.16302125 -1.66890959
 -0.6479782  -1.53480857  0.60297756  0.42264635  0.        ]",[-1.16849002 -1.64624449],"[[ -0.45542942  -0.69353582   0.0166758   -0.19322373]
 [-10.85917209 -13.5128196    0.           0.        ]]",[-0.16802068 -0.3205103 ],-0.127883750087
5,[-0.92126578 -1.11207461],-0.324845,"[ 0.81190952  1.35295038 -0.95011032 -1.73205556  0.16302089 -1.66889581
 -0.83560845 -2.04854223  0.07128304  0.18153186  0.        ]",[-0.83173174 -1.01252312],"[[ -7.10159103e-01  -1.00081910e+00   1.66757962e-02  -1.93223729e-01]
 [ -1.46016986e+01  -1.72031685e+01   0.00000000e+00   0.00000000e+00]]",[-0.16802068 -0.3205103 ],-0.0477726328354
6,[-0.62763041 -0.93290496],-0.303775,"[ 0.47376196  0.89211261 -1.26001    -2.13285941  0.16302052 -1.66888202
 -0.98627332 -2.55206991 -0.5812028   0.30353089  0.        ]",[ 1.5754476  -0.32401065],"[[ -1.03234080e+00  -1.38117551e+00   1.66757962e-02  -1.93223729e-01]
 [ -1.76069362e+01  -2.08203662e+01   0.00000000e+00   0.00000000e+00]]",[-0.16802068 -0.3205103 ],-0.0585174748527
7,[-0.54542601 -0.81617093],-0.562584,"[ 0.08064619  0.33847633 -1.43297544 -2.10514503  0.16302015 -1.66886823
 -0.77061677 -2.67319851 -0.98452321  0.80831408  0.        ]",[-0.78738784 -1.86251319],"[[ -1.34132417e+00  -1.80631588e+00   1.66757962e-02  -1.93223729e-01]
 [ -1.33055166e+01  -2.16907986e+01   0.00000000e+00   0.00000000e+00]]",[-0.16802068 -0.3205103 ],-0.141829907663
8,[-0.31616145 -0.66921055],-0.788852,"[-0.32263717 -0.20552092 -1.46909736 -1.50283505  0.16301979 -1.66885445
 -0.91389554 -3.16441621 -0.97193853  1.40350315  0.        ]",[ 0.10415103  0.72063874],"[[ -1.63610663e+00  -2.27554032e+00   1.66757962e-02  -1.93223729e-01]
 [ -1.61634171e+01  -2.52199079e+01   0.00000000e+00   0.00000000e+00]]",[-0.16802068 -0.3205103 ],-0.198351329432
9,[-0.19490589 -0.56000084],-0.949619,"[-0.74535592 -0.56649876 -1.36454782 -0.42560833  0.16301942 -1.66884066
 -0.87734363 -2.69754848 -0.63784207  1.73046926  0.        ]",[-1.9979848  -2.50581854],"[[ -1.95206608e+00  -2.74629235e+00   1.66757962e-02  -1.93223729e-01]
 [ -1.54344234e+01  -2.18665422e+01   0.00000000e+00   0.00000000e+00]]",[-0.16802068 -0.3205103 ],-0.21757233519
