timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
10,[-0.98582244 -0.43819678],-1.94421,"[-1.41388321 -0.54068427  0.68949889  1.06177264 -1.08519885 -1.58029441
 -1.03113255 -0.31855631  0.75643749  1.47711018  0.        ]",[-1.06367758 -1.2766639 ],"[[ -3.61324536  -3.21949485  -0.12636317  -0.18338305]
 [-31.21222529  -5.10744857   0.           0.        ]]",[-0.37333575 -0.38497782],-0.213443594624
11,[-1.28493416 -0.47789335],-2.04906,"[-0.77527846 -0.54259935  1.35678479  0.99182869 -1.08519681 -1.58028964
 -1.13337186  0.89935269  0.71501638  1.49545554  0.        ]",[-1.37039006  0.10299658],"[[ -4.27100973  -3.19978416  -0.12636317  -0.18338305]
 [-34.5532506    3.94077055   0.           0.        ]]",[-0.37333575 -0.38497782],-0.211836365427
12,[-1.42656898 -0.51980585],-2.23401,"[ 0.19714859 -0.54445141  1.44013186  0.68481864 -1.08519477 -1.58028486
 -1.23359825  0.97477132  0.73209774  1.50720082  0.        ]",[-1.58562122 -1.57937695],"[[ -4.99493661  -3.11342982  -0.12636317  -0.18338305]
 [-37.82851425   4.5010901    0.           0.        ]]",[-0.37333575 -0.38497782],-0.214318389179
13,[-1.37024128 -0.57801372],-2.19118,"[ 1.02225539 -0.53921038  0.72598335  0.46469167 -1.08519273 -1.58028009
 -1.33184164  0.63973282  0.70389604  1.48277016  0.        ]",[-0.80072485 -1.24460876],"[[ -5.78371889  -3.05142133  -0.12636317  -0.18338305]
 [-41.03899537   2.01199562   0.           0.        ]]",[-0.37333575 -0.38497782],-0.209741381146
14,[-1.25246525 -0.63009286],-2.16818,"[ 1.10936949 -0.53516207 -0.48623042  0.3680406  -1.08519069 -1.58027531
 -1.40399338  0.48628745  0.63400664  1.51896612  0.        ]",[-1.93441065 -1.21373784],"[[ -6.62815619  -3.02409934  -0.12636317  -0.18338305]
 [-43.39687416   0.87200893   0.           0.        ]]",[-0.37333575 -0.38497782],-0.207929430601
15,[-1.13663006 -0.66094339],-2.03037,"[ 0.25526329 -0.53309993 -1.38955181  0.32666681 -1.08518864 -1.58027054
 -1.49886026  0.41866785  0.60969654  1.62963345  0.        ]",[-1.93228719 -1.14542841],"[[ -7.52719881  -3.01237779  -0.12636317  -0.18338305]
 [-46.49705636   0.36964663   0.           0.        ]]",[-0.37333575 -0.38497782],-0.217331700864
16,[-1.11385167 -0.64286959],-1.87812,"[-1.00241683 -0.53217381 -1.18006785  0.30927884 -1.0851866  -1.58026576
 -1.59184829  0.38965536  0.68236507  1.73054675  0.        ]",[-1.49179543 -0.1936851 ],"[[ -8.4876293   -3.00744643  -0.12636317  -0.18338305]
 [-49.53586638   0.15410759   0.           0.        ]]",[-0.37333575 -0.38497782],-0.232604866205
17,[-1.21573186 -0.56862646],-2.03689,"[-1.55947484 -0.53161303  0.13911292  0.29906188 -1.08518456 -1.58026099
 -1.68299444  0.38540204  0.80599208  1.71573553  0.        ]",[-0.87673178 -1.90319218],"[[ -9.50823237  -3.00454734  -0.12636317  -0.18338305]
 [-52.51451483   0.12251131   0.           0.        ]]",[-0.37333575 -0.38497782],-0.240199710499
18,[-1.31117821 -0.49823809],-2.14136,"[-0.73926595 -0.53140786  1.37443067  0.29538459 -1.08518252 -1.58025621
 -1.75740031  0.37029224  0.85980076  1.57738568  0.        ]",[-0.35415313 -1.02635329],"[[ -1.05829201e+01  -3.00350367e+00  -1.26363168e-01  -1.83383048e-01]
 [ -5.49461505e+01   1.02592126e-02   0.00000000e+00   0.00000000e+00]]",[-0.37333575 -0.38497782],-0.2313885621
19,[-1.33013082 -0.53473449],-2.13075,"[ 0.68927833 -0.53141824  1.16014008  0.29558075 -1.08518048 -1.58025144
 -1.76701691  0.36769513  0.77488298  1.4554576   0.        ]",[-0.85027409 -0.77670627],"[[ -1.16849981e+01  -3.00355943e+00  -1.26363168e-01  -1.83383048e-01]
 [ -5.52606077e+01  -9.03275925e-03   0.00000000e+00   0.00000000e+00]]",[-0.37333575 -0.38497782],-0.21296354428
20,[-1.20155489 -0.60081005],-2.11345,"[ 1.14883796 -0.53140694 -0.34674767  0.2953887  -1.08517844 -1.58024666
 -1.83655249  0.37003091  0.63906429  1.48963948  0.        ]",[-1.50166115 -0.87583192],"[[ -1.28130112e+01  -3.00350499e+00  -1.26363168e-01  -1.83383048e-01]
 [ -5.75331243e+01   8.32310264e-03   0.00000000e+00   0.00000000e+00]]",[-0.37333575 -0.38497782],-0.205413616681
21,[-1.06412721 -0.63713557],-1.98446,"[ 0.0124149  -0.53139413 -1.45244742  0.29516958 -1.08517639 -1.58024189
 -1.92285121  0.36892251  0.6101736   1.65175724  0.        ]",[-2.38618522 -0.36602392],"[[ -1.39919710e+01  -3.00344287e+00  -1.26363168e-01  -1.83383048e-01]
 [ -6.03534625e+01   9.12160455e-05   0.00000000e+00   0.00000000e+00]]",[-0.37333575 -0.38497782],-0.219626646199
22,[-1.09913504 -0.59186238],-1.92127,"[-1.40786112 -0.5312898  -0.67116202  0.29331621 -1.08517435 -1.58023711
 -2.00744014  0.37379638  0.73721787  1.74439701  0.        ]",[-0.99240319 -1.17614843],"[[ -1.52267774e+01  -3.00291683e+00  -1.26363168e-01  -1.83383048e-01]
 [ -6.31179642e+01   3.63031516e-02   0.00000000e+00   0.00000000e+00]]",[-0.37333575 -0.38497782],-0.237896169317
23,[-1.24098933 -0.4960525 ],-2.11596,"[-1.13851696 -0.53129323  1.08794827  0.2933876  -1.08517231 -1.58023234
 -2.08943291  0.36625322  0.85763301  1.62953515  0.        ]",[-0.50211511 -1.67277288],"[[ -1.65160230e+01  -3.00293718e+00  -1.26363168e-01  -1.83383048e-01]
 [ -6.57976667e+01  -1.97342225e-02   0.00000000e+00   0.00000000e+00]]",[-0.37333575 -0.38497782],-0.236072378829
24,[-1.28417134 -0.50641048],-2.10157,"[ 0.54489194 -0.53137659  1.27228168  0.2948866  -1.08517027 -1.58022756
 -2.11039892  0.36629196  0.79042558  1.46305949  0.        ]",[-0.08178415 -0.40158324],"[[ -1.78388538e+01  -3.00336278e+00  -1.26363168e-01  -1.83383048e-01]
 [ -6.64831273e+01  -1.94437331e-02   0.00000000e+00   0.00000000e+00]]",[-0.37333575 -0.38497782],-0.21497872907
25,[-1.15692723 -0.58701617],-2.10006,"[ 1.1252845  -0.53131211 -0.43570201  0.29374478 -1.08516823 -1.58022279
 -2.08002303  0.37324406  0.6334143   1.49594226  0.        ]",[-1.53329784 -0.98285786],"[[ -1.91585600e+01  -3.00303873e+00  -1.26363168e-01  -1.83383048e-01]
 [ -6.54908012e+01   3.22078016e-02   0.00000000e+00   0.00000000e+00]]",[-0.37333575 -0.38497782],-0.205614876399
26,[-1.02049923 -0.6193279 ],-1.89252,"[-0.28972526 -0.53131148 -1.46391478  0.29374382 -1.08516619 -1.58021802
 -2.16149714  0.36672148  0.62347976  1.68040652  0.        ]",[-0.39081842 -0.92969419],"[[ -2.04950929e+01  -3.00303854e+00  -1.26363168e-01  -1.83383048e-01]
 [ -6.81536075e+01  -1.62473033e-02   0.00000000e+00   0.00000000e+00]]",[-0.37333575 -0.38497782],-0.223461481419
27,[-1.11778748 -0.55768782],-1.94131,"[-1.55246524 -0.53136977 -0.1783267   0.29479528 -1.08516414 -1.58021324
 -2.1675505   0.36723551  0.78159951  1.73238386  0.        ]",[-2.02414898  0.44740306],"[[ -2.18601533e+01  -3.00333709e+00  -1.26363168e-01  -1.83383048e-01]
 [ -6.83517725e+01  -1.24257847e-02   0.00000000e+00   0.00000000e+00]]",[-0.37333575 -0.38497782],-0.239979962909
28,[-1.30760264 -0.48813489],-2.19811,"[-0.60523126 -0.52769259  1.42886936  0.23302512 -1.0851621  -1.58020847
 -2.24728498  0.60611428  0.87037     1.56932375  0.        ]",[-2.16831237 -1.20590506],"[[-23.25333596  -2.98578059  -0.12636317  -0.18338305]
 [-70.95778436   1.76226154   0.           0.        ]]",[-0.37333575 -0.38497782],-0.231541935419
29,[-1.17592394 -0.51929522],-2.11329,"[ 1.06246979 -0.52874001  0.64009764  0.2498893  -1.08516006 -1.58020369
 -2.32545     0.06891302  0.72346893  1.43715271  0.        ]",[-1.95438186 -0.63732608],"[[-24.69812382  -2.99057843  -0.12636317  -0.18338305]
 [-73.51255414  -2.22872003   0.           0.        ]]",[-0.37333575 -0.38497782],-0.206994404082
30,[-1.00682402 -0.58995342],-2.04262,"[ 0.48558768 -0.53388095 -1.27924509  0.34205034 -1.08515802 -1.58019892
 -2.40206111  0.32367973  0.61005962  1.60699815  0.        ]",[-1.61305228 -2.82636819],"[[-26.19349908  -3.01673909  -0.12636317  -0.18338305]
 [-76.01659149  -0.3360035    0.           0.        ]]",[-0.37333575 -0.38497782],-0.215062398876
31,[-1.02208316 -0.56318599],-1.90802,"[-1.37118415 -0.53371663 -0.74202145  0.33881587 -1.08515598 -1.58019414
 -2.47715187  0.40026673  0.7367256   1.73490069  0.        ]",[-1.75253659 -0.76072683],"[[-27.73845673  -3.01582262  -0.12636317  -0.18338305]
 [-78.47099559   0.23297965   0.           0.        ]]",[-0.37333575 -0.38497782],-0.23691806186
32,[-1.19828367 -0.46325806],-2.10708,"[-0.86302364 -0.5327836   1.30790773  0.32083384 -1.08515394 -1.58018937
 -2.55075438  0.40048382  0.85595174  1.58810781  0.        ]",[-0.21340048 -1.10595452],"[[-29.33201502  -3.01072509  -0.12636317  -0.18338305]
 [-80.87681693   0.2345954    0.           0.        ]]",[-0.37333575 -0.38497782],-0.232068320541
33,[-1.18678451 -0.51156235],-2.07766,"[ 1.0386913  -0.5321207   0.6925421   0.30848016 -1.08515189 -1.58018459
 -2.52759924  0.38555182  0.72107367  1.44957602  0.        ]",[-0.63056106  0.1025075 ],"[[-30.94196443  -3.00722114  -0.12636317  -0.18338305]
 [-80.12064602   0.12366557   0.           0.        ]]",[-0.37333575 -0.38497782],-0.207971753126
34,[-1.01239097 -0.60054731],-1.96528,"[ 0.39134267 -0.53083365 -1.33101403  0.28537215 -1.08514985 -1.58017982
 -2.55544156  0.44036786  0.59921951  1.60883643  0.        ]",[-1.24015025 -0.36099294],"[[-32.55351197  -3.00066229  -0.12636317  -0.18338305]
 [-81.03106655   0.53090739   0.           0.        ]]",[-0.37333575 -0.38497782],-0.214505664175
35,[-1.02298617 -0.54664665],-1.89284,"[-1.47608747 -0.5310668  -0.50681134  0.28948874 -1.08514781 -1.58017505
 -2.62749286  0.31547512  0.75330209  1.74155615  0.        ]",[-0.75577102 -0.53435861],"[[-34.19776383  -3.00183125  -0.12636317  -0.18338305]
 [-83.38627458  -0.39694079   0.           0.        ]]",[-0.37333575 -0.38497782],-0.23879174827
36,[-1.19385457 -0.45136526],-2.13544,"[-0.52679459 -0.53165515  1.45306692  0.30001925 -1.08514577 -1.58017027
 -2.66852567  0.36807933  0.85435814  1.5529799   0.        ]",[-1.11377347 -0.69770706],"[[ -3.58789497e+01  -3.00482053e+00  -1.26363168e-01  -1.83383048e-01]
 [ -8.47278369e+01  -6.13235824e-03   0.00000000e+00   0.00000000e+00]]",[-0.37333575 -0.38497782],-0.228684144899
37,[-1.11487079 -0.52186966],-2.05767,"[ 1.1832678  -0.531558    0.16755006  0.29827644 -1.08514373 -1.5801655
 -2.73833315  0.37392114  0.67605164  1.46085814  0.        ]",[-1.31190521  1.18648608],"[[ -3.75964022e+01  -3.00432598e+00  -1.26363168e-01  -1.83383048e-01]
 [ -8.70098119e+01   3.72701392e-02   0.00000000e+00   0.00000000e+00]]",[-0.37333575 -0.38497782],-0.20545665083
38,[-1.05870688 -0.63994646],-1.90115,"[-0.30947356 -0.52247342 -1.46216661  0.15597335 -1.08514169 -1.58016072
 -2.80674399  0.9074687   0.59274707  1.67958501  0.        ]",[-1.30158179  0.05033437],"[[-39.35903776  -2.96381298  -0.12636317  -0.18338305]
 [-89.24620321   4.00109175   0.           0.        ]]",[-0.37333575 -0.38497782],-0.221332610915
39,[-1.31815851 -0.58475751],-2.07411,"[-1.49204693 -0.49729767  0.48949602 -0.12623741 -1.08513964 -1.58015595
 -2.87378965  0.92465266  0.84156144  1.80408189  0.        ]",[-0.06816056 -0.82129705],"[[-41.16595375  -2.88251552  -0.12636317  -0.18338305]
 [-91.43804113   4.12876515   0.           0.        ]]",[-0.37333575 -0.38497782],-0.251544724192
40,[-1.4343797  -0.58435392],-2.12682,"[ 0.55381424 -0.47760336  1.26620587 -0.29431272 -1.0851376  -1.58015118
 -2.82662457  0.47728973  0.9196145   1.4090724   0.        ]",[-1.09708522 -1.28056454],"[[-42.97925545  -2.83328849  -0.12636317  -0.18338305]
 [-89.89736992   0.80523838   0.           0.        ]]",[-0.37333575 -0.38497782],-0.221632680289
41,[-1.03204882 -0.63152552],-1.85118,"[ 0.7560616  -0.48748967 -1.06594241 -0.21377743 -1.08513556 -1.5801464
 -2.89330758 -0.05640533  0.53583406  1.45072965  0.        ]",[-2.04111145 -0.31565515],"[[-44.7990742   -2.85696438  -0.12636317  -0.18338305]
 [-92.07739718  -3.15966502   0.           0.        ]]",[-0.37333575 -0.38497782],-0.194066050104
42,[-0.95522475 -0.54467463],-1.92283,"[-1.41996801 -0.51371126 -0.64557319  0.04485351 -1.08513352 -1.58014163
 -2.95868019 -0.21498855  0.70542948  1.7972471   0.        ]",[-1.99833326 -1.50982861],"[[-46.66206593  -2.93197445  -0.12636317  -0.18338305]
 [-94.21466229  -4.33780466   0.           0.        ]]",[-0.37333575 -0.38497782],-0.24098775812
43,[-1.07532179 -0.41570887],-2.12519,"[-0.36174508 -0.53667617  1.48694619  0.40168127 -1.08513148 -1.58013685
 -3.0227504   0.02961881  0.84492989  1.53480285  0.        ]",[-1.50176814 -0.25243191],"[[-48.56737889  -3.03361881  -0.12636317  -0.18338305]
 [-96.30942765  -2.52058169   0.           0.        ]]",[-0.37333575 -0.38497782],-0.226214544805
44,[-0.99039078 -0.49978778],-2.05252,"[ 1.14815784 -0.53812053 -0.34967896  0.43644364 -1.08512944 -1.58013208
 -3.08552883  0.44882111  0.64326667  1.52797434  0.        ]",[ 0.07237489 -0.40963599],"[[-50.51416202  -3.04344455  -0.12636317  -0.18338305]
 [-98.36204209   0.59373244   0.           0.        ]]",[-0.37333575 -0.38497782],-0.209521504527
45,[-0.91462028 -0.54965401],-1.85387,"[-0.99021812 -0.53578792 -1.18960154  0.38183767 -1.0851274  -1.58012731
 -3.01715096  0.47214543  0.69598925  1.72047513  0.        ]",[-2.20706326  0.20728912],"[[-52.45898985  -3.02800561  -0.12636317  -0.18338305]
 [-96.12819013   0.76701558   0.           0.        ]]",[-0.37333575 -0.38497782],-0.232560844206
46,[-1.16920733 -0.45354077],-2.06028,"[-0.93673544 -0.53159378  1.25983793  0.29901167 -1.08512535 -1.58012253
 -3.08003638  0.58125146  0.85995048  1.60081404  0.        ]",[-0.44992276  0.06713213],"[[-54.40218372  -3.00453458  -0.12636317  -0.18338305]
 [-98.18432599   1.57758296   0.           0.        ]]",[-0.37333575 -0.38497782],-0.233591478997
47,[-1.15782964 -0.53094804],-2.07849,"[ 1.16717111 -0.52414375  0.28749935  0.17963267 -1.08512331 -1.58011776
 -3.07503477  0.61368702  0.69494497  1.42650892  0.        ]",[-1.49492236 -0.72223649],"[[-56.36423939  -2.97056748  -0.12636317  -0.18338305]
 [-98.0217697    1.81855612   0.           0.        ]]",[-0.37333575 -0.38497782],-0.203679679887
48,[-0.89551795 -0.57409656],-1.81115,"[-0.49479727 -0.52230655 -1.43050693  0.15374335 -1.08512127 -1.58011299
 -3.13677753  0.22491174  0.60349272  1.70021334  0.        ]",[-1.2597029   0.12452862],"[[ -58.34493003   -2.96317621   -0.12636317   -0.18338305]
 [-100.04063877   -1.06969948    0.            0.        ]]",[-0.37333575 -0.38497782],-0.224175588509
49,[-1.11821818 -0.46592942],-2.06698,"[-1.26191557 -0.52622159  0.94287708  0.21038768 -1.08511923 -1.58010821
 -3.1972963   0.29512619  0.8621458   1.66731287  0.        ]",[-0.76433369 -1.14937826],"[[ -60.36559824   -2.97933579   -0.12636317   -0.18338305]
 [-102.01957291   -0.54806647    0.            0.        ]]",[-0.37333575 -0.38497782],-0.24001294424
