timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
15,[ 0.13062838 -0.49282664],-1.50424,"[-0.78899917 -0.56907829  1.36585881  0.33120322  1.73461365 -1.33320974
 -0.87926653  0.43069584 -1.55748664  1.30913635  0.        ]",[-0.44750918 -1.2696666 ],"[[ -4.27302939  -3.01527704   0.19892419  -0.15487912]
 [-21.87621851   0.47460244   0.           0.        ]]",[-0.30725721 -0.36515033],-0.237837339466
16,[ 0.21544375 -0.45791879],-1.49333,"[-0.1867012  -0.5679168   1.50704294  0.30997485  1.73460512 -1.33320519
 -0.92767228  0.39415513 -1.57194582  1.25170916  0.        ]",[-1.47444946  0.43521708],"[[ -4.72398589  -3.00880787   0.19892419  -0.15487912]
 [-23.21496968   0.20737298   0.           0.        ]]",[-0.30725721 -0.36515033],-0.235049861194
17,[ 0.19884795 -0.4737851 ],-1.44488,"[ 0.47142759 -0.56366683  1.31709432  0.23989281  1.73459659 -1.33320065
 -1.05421177  0.62926039 -1.60119706  1.19592927  0.        ]",[ 0.76625741  0.96221155],"[[ -5.22339809  -2.98740935   0.19892419  -0.15487912]
 [-26.71457721   1.92677683   0.           0.        ]]",[-0.30725721 -0.36515033],-0.234181045238
18,[-0.04537515 -0.59468818],-1.64274,"[ 0.96425129 -0.54339005  0.81127714 -0.00815555  1.73458805 -1.33319611
 -0.92537614  1.14509243 -1.62401191  1.11864883  0.        ]",[-0.86930566 -0.21548929],"[[ -5.72194136  -2.91102359   0.19892419  -0.15487912]
 [-23.15160186   5.69923385   0.           0.        ]]",[-0.30725721 -0.36515033],-0.231398028636
19,[-0.14938204 -0.68656087],-1.67783,"[ 1.17249056 -0.50300309  0.120992   -0.33943861  1.73457952 -1.33319156
 -1.03324407  1.01307756 -1.68860365  1.02399877  0.        ]",[-0.32099328 -1.15978294],"[[ -6.21490534  -2.80672633   0.19892419  -0.15487912]
 [-26.13483184   4.73378785   0.           0.        ]]",[-0.30725721 -0.36515033],-0.2327845766
20,[-0.15489642 -0.74939275],-1.67911,"[ 1.03120774 -0.47644839 -0.64357325 -0.50659438  1.73457099 -1.33318702
 -1.06048453  0.45898626 -1.82657041  1.02224669  0.        ]",[-0.08380655  0.2712858 ],"[[ -6.74516097  -2.75270831   0.19892419  -0.15487912]
 [-26.88826114   0.68155658   0.           0.        ]]",[-0.30725721 -0.36515033],-0.249027167266
21,[-0.29178822 -0.85401994],-1.7454,"[ 0.54468705 -0.463283   -1.23048089 -0.58057988  1.73456246 -1.33318247
 -1.05322798  0.60418669 -1.95387567  1.13317334  0.        ]",[ 0.19767415 -1.29321613],"[[ -7.28091358  -2.72842286   0.19892419  -0.15487912]
 [-26.68765186   1.74345734   0.           0.        ]]",[-0.30725721 -0.36515033],-0.270573559458
22,[-0.19668944 -0.85900772],-1.72826,"[-0.13040886 -0.46616037 -1.46609203 -0.56482423  1.73455392 -1.33317793
 -1.00582853  0.05821069 -1.99885158  1.3178209   0.        ]",[-0.39169285 -0.81522372],"[[ -7.80151438  -2.73361535   0.19892419  -0.15487912]
 [-25.37685742  -2.24942179   0.           0.        ]]",[-0.30725721 -0.36515033],-0.287081714112
23,[-0.04692782 -0.78247428],-1.60568,"[-0.82153016 -0.50472832 -1.3097835  -0.32752844  1.73454539 -1.33317339
 -1.04375154 -0.37694035 -1.8996851   1.49379035  0.        ]",[-0.19325345 -0.78584854],"[[ -8.31957462  -2.81053348   0.19892419  -0.15487912]
 [-26.42571735  -5.43180655   0.           0.        ]]",[-0.30725721 -0.36515033],-0.287979584314
24,[ 0.12294879 -0.63223916],-1.43162,"[-1.35998902 -0.55454057 -0.78859296  0.11569154  1.73453686 -1.33316884
 -1.05252053 -0.78760366 -1.7128983   1.51334687  0.        ]",[ 0.34212862 -0.74690406],"[[ -8.8505229   -2.94930208   0.19892419  -0.15487912]
 [-26.66830487  -8.4351102    0.           0.        ]]",[-0.30725721 -0.36515033],-0.269728251065
25,[ 0.11226778 -0.58676696],-1.44073,"[-1.57861913 -0.57786383 -0.06936345  0.55893438  1.73452833 -1.3331643
 -0.98444512  0.11851321 -1.608187    1.37950168  0.        ]",[ 0.57593444 -2.02121539],"[[ -9.36500252  -3.0843978    0.19892419  -0.15487912]
 [-24.78569992  -1.80843375   0.           0.        ]]",[-0.30725721 -0.36515033],-0.248527961146
26,[ 0.04923242 -0.57075965],-1.42861,"[-1.46785786 -0.57717753  0.60994938  0.53229351  1.73451979 -1.33315976
 -0.88424235  0.56685398 -1.5918601   1.34998335  0.        ]",[-0.33907798 -0.71679193],"[[ -9.8329125   -3.07633231   0.19892419  -0.15487912]
 [-22.0145789    1.47040514   0.           0.        ]]",[-0.30725721 -0.36515033],-0.244561605862
27,[ 0.08965946 -0.51654482],-1.44235,"[-1.10457923 -0.57380239  1.14449604  0.43248911  1.73451126 -1.33315521
 -0.91702498  0.55016682 -1.57436928  1.32595041  0.        ]",[ 0.9983551  -0.83574487],"[[-10.28230104  -3.04607373   0.19892419  -0.15487912]
 [-22.92126138   1.3483741    0.           0.        ]]",[-0.30725721 -0.36515033],-0.240898776067
28,[ 0.13418216 -0.48966417],-1.42719,"[-0.60878405 -0.5706809   1.44111124  0.3626834   1.73450273 -1.33315067
 -0.75768761  0.47313688 -1.56813662  1.28634251  0.        ]",[ 0.50032832  0.06218321],"[[-10.69651402  -3.02485956   0.19892419  -0.15487912]
 [-18.51472297   0.78504039   0.           0.        ]]",[-0.30725721 -0.36515033],-0.237241477838
29,[ 0.14491437 -0.48779485],-1.4895,"[-0.13698031 -0.56754204  1.50544527  0.30352977  1.7344942  -1.33314613
 -0.67280322  0.50471484 -1.57281005  1.24747819  0.        ]",[-0.18481922 -0.38934834],"[[-11.04325526  -3.00684159   0.19892419  -0.15487912]
 [-16.16722434   1.01598327   0.           0.        ]]",[-0.30725721 -0.36515033],-0.234845064706
30,[ 0.20634882 -0.47626987],-1.46029,"[ 0.30239    -0.56624226  1.40366591  0.28126773  1.73448567 -1.33314158
 -0.68769026  0.34061901 -1.5964983   1.21178266  0.        ]",[ 0.33370115  0.47756313],"[[-11.37073094  -3.00004963   0.19892419  -0.15487912]
 [-16.57896901  -0.18408438   0.           0.        ]]",[-0.30725721 -0.36515033],-0.234810856143
31,[ 0.11645782 -0.52018356],-1.58967,"[ 0.67491728 -0.56307675  1.16664826  0.23110254  1.73447714 -1.33313704
 -0.62804414  0.59971367 -1.62120419  1.18105942  0.        ]",[ 0.1204817  -1.49430475],"[[-11.68576021  -2.98471989   0.19892419  -0.15487912]
 [-14.92944929   1.71074046   0.           0.        ]]",[-0.30725721 -0.36515033],-0.235355680055
32,[ 0.2036401  -0.50798893],-1.60372,"[ 0.94285809 -0.56432177  0.84686887  0.25023532  1.7344686  -1.33313249
 -0.60011409  0.05367816 -1.66388569  1.17258459  0.        ]",[ 1.12557383 -1.72555166],"[[-11.97659939  -2.9905709    0.19892419  -0.15487912]
 [-14.15705515  -2.28253648   0.           0.        ]]",[-0.30725721 -0.36515033],-0.239522625473
33,[ 0.10196343 -0.55947495],-1.67609,"[ 1.09253527 -0.56975785  0.52843117  0.34445491  1.73446007 -1.33312795
 -0.446813    0.31087148 -1.70830895  1.19794295  0.        ]",[ 1.03077558 -1.28068463],"[[-12.21720328  -3.01931199   0.19892419  -0.15487912]
 [ -9.9174461   -0.40162453   0.           0.        ]]",[-0.30725721 -0.36515033],-0.24621625707
34,[ 0.01722127 -0.60631597],-1.7911,"[ 1.15024344 -0.56956685  0.30411131  0.34078582  1.73445154 -1.33312341
 -0.29654779  0.4040713  -1.72524722  1.20293501  0.        ]",[-1.3004424  -1.23838748],"[[-12.37385709  -3.01819496   0.19892419  -0.15487912]
 [ -5.76179264   0.27996878   0.           0.        ]]",[-0.30725721 -0.36515033],-0.248455996474
35,[ 0.00514524 -0.61896598],-1.77504,"[ 1.17467198 -0.56854845  0.07703929  0.32169134  1.73444301 -1.33311887
 -0.43558739  0.40141337 -1.74075805  1.20709066  0.        ]",[-0.02075189 -1.89717345],"[[-12.52767334  -3.01237864   0.19892419  -0.15487912]
 [ -9.60702013   0.26053501   0.           0.        ]]",[-0.30725721 -0.36515033],-0.250481645322
36,[-0.04291867 -0.65188193],-1.77212,"[ 1.1597329  -0.56779646 -0.20629408  0.30813635  1.73443448 -1.33311432
 -0.43168086  0.38683641 -1.75992646  1.21901771  0.        ]",[ 0.33938494 -1.6187725 ],"[[-12.71872995  -3.00824707   0.19892419  -0.15487912]
 [ -9.4990004    0.15393502   0.           0.        ]]",[-0.30725721 -0.36515033],-0.253439889884
37,[-0.09627686 -0.68560755],-1.78115,"[ 1.10266971 -0.56737576 -0.45830784  0.3007421   1.73442595 -1.33310978
 -0.37629276  0.37646209 -1.77572893  1.2348711   0.        ]",[-0.59404038 -0.02785144],"[[-12.89334123  -3.00599239   0.19892419  -0.15487912]
 [ -7.96723254   0.07806956   0.           0.        ]]",[-0.30725721 -0.36515033],-0.256280704023
38,[-0.12093513 -0.70883614],-1.82074,"[ 1.00140823 -0.56697153 -0.70457772  0.29375324  1.73441742 -1.33310524
 -0.45563469  0.38053745 -1.78956637  1.25473579  0.        ]",[-0.88853217 -1.52816631],"[[-13.07470152  -3.00386069   0.19892419  -0.15487912]
 [-10.16148522   0.10787733   0.           0.        ]]",[-0.30725721 -0.36515033],-0.259169948888
39,[-0.14175846 -0.73450166],-1.75901,"[ 0.81069028 -0.56682648 -0.98891466  0.29128182  1.73440889 -1.33310069
 -0.57556693  0.36546091 -1.80204416  1.28598804  0.        ]",[-0.41328925 -0.18493503],"[[ -1.33112098e+01  -3.00310680e+00   1.98924189e-01  -1.54879117e-01]
 [ -1.34782842e+01  -2.37619626e-03   0.00000000e+00   0.00000000e+00]]",[-0.30725721 -0.36515033],-0.262681192889
40,[-0.18098287 -0.77136886],-1.71597,"[ 0.50911152 -0.5667083  -1.25443959  0.28928114  1.73440036 -1.33309615
 -0.62508634  0.37171602 -1.80790795  1.32696647  0.        ]",[-0.13429269 -0.396807  ],"[[-13.59451615  -3.00249648   0.19892419  -0.15487912]
 [-14.84779128   0.04337219   0.           0.        ]]",[-0.30725721 -0.36515033],-0.266146102489
41,[-0.21639426 -0.80403173],-1.64469,"[ 0.12937412 -0.56659951 -1.42432819  0.2874485   1.73439183 -1.33309161
 -0.6336829   0.36807298 -1.80304868  1.37057323  0.        ]",[ 0.15518788 -0.1446468 ],"[[-13.8938576   -3.00193737   0.19892419  -0.15487912]
 [-15.08556201   0.01673388   0.           0.        ]]",[-0.30725721 -0.36515033],-0.268668540077
42,[-0.21219434 -0.81760883],-1.58784,"[-0.27054937 -0.56650506 -1.46633641  0.28586524  1.7343833  -1.33308706
 -0.60066565  0.36919289 -1.78755484  1.40992951  0.        ]",[ 0.38163556 -0.626893  ],"[[-14.18640766  -3.00145433   0.19892419  -0.15487912]
 [-14.17248707   0.02492769   0.           0.        ]]",[-0.30725721 -0.36515033],-0.269812478498
43,[-0.19853391 -0.81974494],-1.53027,"[-0.62937988 -0.56652284 -1.39506842  0.28618085  1.73437477 -1.33308252
 -0.53588272  0.36315158 -1.76502177  1.43989148  0.        ]",[ 0.73168232 -0.80616504],"[[-14.45188202  -3.00155076   0.19892419  -0.15487912]
 [-12.38091872  -0.01924954   0.           0.        ]]",[-0.30725721 -0.36515033],-0.269602067312
44,[-0.2001776 -0.8196336],-1.47801,"[-0.90048877 -0.56663504 -1.26342839  0.28809672  1.73436624 -1.33307798
 -0.42226767  0.36158715 -1.74168549  1.45839843  0.        ]",[ 0.0922629   0.13175638],"[[-14.6679753   -3.00213552   0.19892419  -0.15487912]
 [ -9.2388796   -0.03068678   0.           0.        ]]",[-0.30725721 -0.36515033],-0.268521532082
45,[-0.20156993 -0.81579268],-1.53284,"[-1.10127471 -0.56572611 -1.10857407  0.27293652  1.73435771 -1.33307344
 -0.40244383  0.43301721 -1.72356152  1.47157399  0.        ]",[-1.01781878 -1.52496154],"[[-14.84725246  -2.99750803   0.19892419  -0.15487912]
 [ -8.69066207   0.49169428   0.           0.        ]]",[-0.30725721 -0.36515033],-0.267626430876
46,[-0.11970599 -0.75980818],-1.44537,"[-1.30093391 -0.56724435 -0.87947991  0.29859311  1.73434918 -1.33306889
 -0.53939012  0.26162277 -1.6966331   1.47974559  0.        ]",[-0.82092325  0.00574244],"[[-15.05906515  -3.00533797   0.19892419  -0.15487912]
 [-12.47796617  -0.76172967   0.           0.        ]]",[-0.30725721 -0.36515033],-0.265462542951
47,[-0.07963137 -0.71953845],-1.50987,"[-1.48820266 -0.56801649 -0.51733841  0.31223982  1.73434065 -1.33306435
 -0.64798413  0.37905487 -1.65428145  1.46922414  0.        ]",[-0.73891068 -2.25850327],"[[-15.33875667  -3.00949931   0.19892419  -0.15487912]
 [-15.4811864    0.09706716   0.           0.        ]]",[-0.30725721 -0.36515033],-0.260288507141
48,[-0.02105638 -0.66026968],-1.42907,"[-1.58031624 -0.56761543 -0.03002168  0.30512216  1.73433212 -1.33305981
 -0.74268784  0.37958213 -1.61539915  1.45475684  0.        ]",[ 0.27538482 -0.96575804],"[[-15.67465855  -3.00732938   0.19892419  -0.15487912]
 [-18.10027369   0.10092697   0.           0.        ]]",[-0.30725721 -0.36515033],-0.255184151492
49,[-0.00611348 -0.61464596],-1.41839,"[-1.5136082  -0.56730418  0.47923003  0.29968118  1.73432359 -1.33305527
 -0.69030398  0.37448913 -1.58132064  1.42442111  0.        ]",[-0.4193206  -0.11043566],"[[-16.02212925  -3.00567021   0.19892419  -0.15487912]
 [-16.65162407   0.06368524   0.           0.        ]]",[-0.30725721 -0.36515033],-0.249318497074
