timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[-1.37841594 -1.67957079],-2.26708,"[ 1.16281481  2.07894791  0.01980193  0.9186231  -1.63409548  0.09303056
 -0.10646432  0.35852779  2.67199086  0.01415974  0.        ]",[-1.91732809 -1.79838339],"[[-0.00158421  0.06651311 -0.19020869  0.00930105]
 [-0.0028869   0.00177534  0.          0.        ]]",[-0.21176665 -0.35759079],-0.399983523552
1,[-1.15372705 -1.61698401],-2.38384,"[ 1.16163587  2.08142953 -0.03948352  0.79621833 -1.63408566  0.09303041
 -0.2725463  -0.18815805  2.67293547 -0.09105581  0.        ]",[ 1.17768509 -2.14656026],"[[-0.04131645  0.02683584 -0.19020869  0.00930105]
 [-3.95717495 -3.95631573  0.          0.        ]]",[-0.21176665 -0.35759079],-0.400393726942
2,[-1.11139441 -1.61208689],-2.24052,"[ 1.158403    2.07627969 -0.09706536  0.43191298 -1.63407584  0.09303025
 -0.10304629 -0.7244476   2.65961811 -0.26519642  0.        ]",[-2.30310531 -1.28308593],"[[-0.07996902 -0.09124818 -0.19020869  0.00930105]
 [ 0.07847199 -7.83914066  0.          0.        ]]",[-0.21176665 -0.35759079],-0.399907229077
3,[-0.98309481 -1.58894837],-2.28494,"[ 1.15320408  2.02695637 -0.15368403 -0.15853338 -1.63406602  0.0930301
 -0.26920578 -1.24969011  2.6042179  -0.49982782  0.        ]",[-0.49947387 -1.54108079],"[[ -1.18091893e-01  -2.86186310e-01  -1.90208693e-01   9.30104611e-03]
 [ -3.87764893e+00  -1.16420054e+01   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.395910459311
4,[-0.8458066  -1.55462289],-2.17533,"[ 1.1311576   1.87815089 -0.29581807 -0.91789597 -1.6340562   0.09302995
 -0.3489405  -1.7646345   2.43123867 -0.85549531  0.        ]",[-1.37755154 -1.71439182],"[[ -2.14690866e-01  -5.56434239e-01  -1.90208693e-01   9.30104611e-03]
 [ -5.77607411e+00  -1.53703619e+01   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.382161656783
5,[-0.61008787 -1.4507935 ],-2.02875,"[ 1.07014185  1.57035178 -0.51584531 -1.70693407 -1.63404638  0.09302979
 -0.51032672 -2.26927239  2.0639576  -1.21277909  0.        ]",[ 0.59885365 -0.82774332],"[[ -3.68761516e-01  -9.00501569e-01  -1.90208693e-01   9.30104611e-03]
 [ -9.61855030e+00  -1.90241900e+01   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.350100977374
6,[-0.47154194 -1.30753946],-1.59503,"[ 0.96987804  1.0795375  -0.73940787 -2.27078594 -1.63403656  0.09302964
 -0.40289983 -2.66995749  1.55779081 -1.34385867  0.        ]",[-0.63243118 -2.26660365],"[[ -5.35469090e-01  -1.31009528e+00  -1.90208693e-01   9.30104611e-03]
 [ -7.06084056e+00  -2.19254939e+01   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.297184304275
7,[-0.30636716 -1.07695043],-1.11939,"[ 0.83830497  0.44577143 -0.93985801 -2.30521375 -1.63402674  0.09302948
 -0.50229941 -3.15673129  1.07343556 -1.13465718  0.        ]",[ 0.2576488  -0.59069146],"[[ -7.00427060e-01  -1.78397043e+00  -1.90208693e-01   9.30104611e-03]
 [ -9.42746742e+00  -2.54502872e+01   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.228292276367
8,[-0.14745912 -0.7934922 ],-0.713545,"[ 0.66596431 -0.17967381 -1.12527132 -1.56615244 -1.63401693  0.09302933
 -0.45180598 -3.41007524  0.81743545 -0.6381644   0.        ]",[-0.71172601 -1.91917222],"[[ -8.76916317e-01  -2.31138547e+00  -1.90208693e-01   9.30104611e-03]
 [ -8.22529322e+00  -2.72851079e+01   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.165483651431
9,[ 0.17023987 -0.49048454],-0.86327,"[ 0.44857385 -0.57687687 -1.28573735 -0.05133526 -1.63400711  0.09302918
 -0.56344317 -3.88220898  0.95444957 -0.10465919  0.        ]",[ 0.19724649  0.28069063],"[[ -1.06809319e+00  -2.89139349e+00  -1.90208693e-01   9.30104611e-03]
 [ -1.08832828e+01  -3.07043418e+01   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.164022278177
10,[-0.23680225 -0.69083595],-1.08072,"[ 0.18530825 -0.61792378 -1.40589186  0.83211865 -1.63399729  0.09302902
 -0.52155072  0.0972208   1.16938834  0.04822802  0.        ]",[-0.138167    0.34275119],"[[ -1.27575234e+00  -3.18005415e+00  -1.90208693e-01   9.30104611e-03]
 [ -9.88589586e+00  -1.89053179e+00   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.192819924736
11,[-0.38942659 -0.76411033],-1.04429,"[-0.08636624 -0.61890911 -1.46381753  0.72635405 -1.63398747  0.09302887
 -0.53629633  0.82765755  1.14963721  0.0394636   0.        ]",[-1.39536539 -0.70671991],"[[ -1.47699210e+00  -3.14580040e+00  -1.90208693e-01   9.30104611e-03]
 [ -1.02369990e+01   3.39834070e+00   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.190090216544
12,[-0.33593094 -0.7540673 ],-1.0557,"[-0.41955549 -0.61660068 -1.45391679  0.53243488 -1.63397765  0.09302872
 -0.69407954  0.72084075  1.11519474  0.0446228   0.        ]",[-0.64280735 -0.92529211],"[[ -1.71942394e+00  -3.08297937e+00  -1.90208693e-01   9.30104611e-03]
 [ -1.39936736e+01   2.62492825e+00   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.185345125257
13,[-0.30152631 -0.73552883],-1.07699,"[-0.81651394 -0.61232273 -1.32095903  0.40847942 -1.63396784  0.09302856
 -0.78933939  0.55948992  1.10951728  0.06617335  0.        ]",[-0.45196104 -1.15883982],"[[ -2.02205377e+00  -3.04271746e+00  -1.90208693e-01   9.30104611e-03]
 [ -1.62617479e+01   1.45664938e+00   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.184600212109
14,[-0.31970793 -0.71919501],-1.17064,"[-1.195684   -0.60923503 -1.02704068  0.34418263 -1.63395802  0.09302841
 -0.85097548  0.45660008  1.13090691  0.08755959  0.        ]",[ 1.04698242 -1.37327971],"[[ -2.36201305e+00  -3.02177401e+00  -1.90208693e-01   9.30104611e-03]
 [ -1.77292864e+01   7.11665694e-01   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.187621615786
15,[-0.40541601 -0.71254539],-1.10963,"[-1.44535453 -0.60756481 -0.65141366  0.31375323 -1.6339482   0.09302826
 -0.66993735  0.40344326  1.16261231  0.09558492  0.        ]",[-1.98628849 -1.24730655],"[[ -2.67335253e+00  -3.01184444e+00  -1.90208693e-01   9.30104611e-03]
 [ -1.34190255e+01   3.26781397e-01   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.192026816426
16,[-0.44200891 -0.70178366],-1.23535,"[-1.5754712  -0.60676809 -0.21971055  0.30005056 -1.63393838  0.0930281
 -0.82507313  0.3782328   1.19765533  0.08885302  0.        ]",[ 0.29433882 -1.85372131],"[[ -2.97879260e+00  -3.00736902e+00  -1.90208693e-01   9.30104611e-03]
 [ -1.71126713e+01   1.44246633e-01   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.196826599901
17,[-0.51087332 -0.70457447],-1.17273,"[-1.57511168 -0.60641164  0.26642647  0.29407978 -1.63392857  0.09302795
 -0.76189519  0.36686865  1.23246056  0.06626258  0.        ]",[-1.03734252 -0.17063525],"[[ -3.30595449e+00  -3.00541816e+00  -1.90208693e-01   9.30104611e-03]
 [ -1.56085301e+01   6.19679919e-02   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.201551793579
18,[-0.54635048 -0.7080037 ],-1.28369,"[-1.41615969 -0.60609485  0.75495476  0.28884743 -1.63391875  0.09302779
 -0.9152098   0.37030706  1.26087817  0.02903538  0.        ]",[ 1.36236308 -1.98831911],"[[ -3.65474966e+00  -3.00370816e+00  -1.90208693e-01   9.30104611e-03]
 [ -1.92588235e+01   8.68692041e-02   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.205432697802
19,[-0.61819756 -0.73807526],-1.22236,"[-1.12008493 -0.60598942  1.14824192  0.28713511 -1.63390893  0.09302764
 -0.73289913  0.35759128  1.2761394  -0.0169963   0.        ]",[ 0.77729609 -0.30975967],"[[ -3.99637607e+00  -3.00314857e+00  -1.90208693e-01   9.30104611e-03]
 [ -1.49182812e+01  -5.19596736e-03   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.207626277655
20,[-0.68504071 -0.7773596 ],-1.13783,"[-0.81676322 -0.60590062  1.36521089  0.2857018  -1.63389912  0.09302749
 -0.59123243  0.3631406   1.27812703 -0.05526471  0.        ]",[-1.11250037 -0.77739115],"[[ -4.26090057e+00  -3.00268016e+00  -1.90208693e-01   9.30104611e-03]
 [ -1.15454100e+01   3.49892579e-02   0.00000000e+00   0.00000000e+00]]",[-0.21176665 -0.35759079],-0.208087334669
