timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 0.26855236 -1.44393325],-2.18537,"[ 1.15031012  1.99871928 -0.03447318  0.44978008 -1.48613218  1.28075118
 -0.09920455  0.35118742  2.51242626 -1.29266468  0.        ]",[-0.46050858 -3.08636083],"[[ -4.00581444e-02  -8.16442425e-02  -1.73002961e-01   1.43846740e-01]
 [ -2.17944919e-05  -2.07383483e-03   0.00000000e+00   0.00000000e+00]]",[-0.16487856 -0.3357152 ],-0.414722388354
1,[ 0.45532203 -1.39127481],-2.2652,"[ 1.1490676   1.99335698 -0.06178796  0.33330791 -1.48612282  1.28074454
 -0.18489859 -0.19879845  2.50486467 -1.35909297  0.        ]",[ 1.27207068 -1.58719398],"[[-0.05832103 -0.12140605 -0.17300296  0.14384674]
 [-1.82021526 -3.96091545  0.          0.        ]]",[-0.16487856 -0.3357152 ],-0.416992340762
2,[ 0.46734768 -1.39142513],-2.30353,"[ 1.14934728  1.96522711 -0.05631212 -0.00881648 -1.48611346  1.28073791
  0.00310925 -0.73820593  2.48373848 -1.45613759  0.        ]",[ 0.87583727 -1.71180718],"[[-0.05465858 -0.23958088 -0.17300296  0.14384674]
 [ 2.17316041 -7.84361898  0.          0.        ]]",[-0.16487856 -0.3357152 ],-0.419305887017
3,[ 0.31857768 -1.42554772],-2.28154,"[ 1.15103053  1.87980535  0.06016234 -0.54998662 -1.48610411  1.28073127
  0.16427367 -1.26689262  2.45258313 -1.4914049   0.        ]",[-0.90020105 -1.63198932],"[[  0.02315065  -0.43463592  -0.17300296   0.14384674]
 [  5.59636909 -11.64918071   0.           0.        ]]",[-0.16487856 -0.3357152 ],-0.417305121554
4,[ 0.23526958 -1.43371451],-2.35241,"[ 1.14474984  1.68697873  0.1723862  -1.21831237 -1.48609475  1.28072463
 -0.00855368 -1.7847432   2.37418653 -1.58313945  0.        ]",[ 0.93669109 -1.12075914],"[[  0.09824803  -0.70501971  -0.17300296   0.14384674]
 [  1.92544831 -15.37680681   0.           0.        ]]",[-0.16487856 -0.3357152 ],-0.412795698812
5,[ 0.08517457 -1.42339444],-2.35538,"[ 1.13068773  1.33777979  0.28410453 -1.86315184 -1.48608539  1.280718
  0.16416025 -2.29266109  2.22376537 -1.69996901  0.        ]",[ 1.16806516 -0.69654793],"[[  0.17356407  -1.04924069  -0.17300296   0.14384674]
 [  5.59395942 -19.03304965   0.           0.        ]]",[-0.16487856 -0.3357152 ],-0.401841793957
6,[-0.0656307  -1.35782194],-2.19721,"[ 1.07967823  0.83195946  0.50228938 -2.23449245 -1.48607603  1.28071136
  0.345255   -2.62352616  2.02833891 -1.703446    0.        ]",[ 0.17519896 -1.25169951],"[[  0.32403534  -1.45380118  -0.17300296   0.14384674]
 [  9.44048404 -21.41495925   0.           0.        ]]",[-0.16487856 -0.3357152 ],-0.379204024596
7,[ 0.01496908 -1.13795304],-1.97354,"[ 0.97066787  0.22657717  0.76687755 -2.07932144 -1.48606667  1.28070472
  0.36911103 -3.11459343  1.76875205 -1.63191612  0.        ]",[ 0.42067723 -2.31304538],"[[  0.51793008  -1.9175712   -0.17300296   0.14384674]
 [  9.94720994 -24.95024833   0.           0.        ]]",[-0.16487856 -0.3357152 ],-0.344574277435
8,[ 0.2715964  -0.82386798],-1.74979,"[ 0.79878723 -0.34516376  1.02591276 -1.18492542 -1.48605731  1.28069809
  0.43822723 -3.59589613  1.4272512  -1.49374399  0.        ]",[ 0.9862857  -0.21361515],"[[  0.73160382  -2.4513448   -0.17300296   0.14384674]
 [ 11.41527603 -28.41554577   0.           0.        ]]",[-0.16487856 -0.3357152 ],-0.296535634128
9,[ 0.44091046 -0.59078276],-1.42386,"[ 0.5216594  -0.63927625  1.28300223  0.34008202 -1.48604796  1.28069145
  0.61143252 -2.95458575  1.05280339 -1.27199646  0.        ]",[ 1.27388393 -0.63314704],"[[  0.9968179   -3.0224939   -0.17300296   0.14384674]
 [ 15.09422637 -23.79946138   0.           0.        ]]",[-0.16487856 -0.3357152 ],-0.239190918263
10,[-0.02911705 -0.79010558],-1.24229,"[ 0.09480679 -0.64700704  1.481688    0.83722833 -1.4860386   1.28068481
  0.78381953  0.39728567  0.94705281 -1.21592105  0.        ]",[-0.69361739 -1.17321467],"[[  1.33544335  -3.1916336   -0.17300296   0.14384674]
 [ 18.75580952   0.32945036   0.           0.        ]]",[-0.16487856 -0.3357152 ],-0.2236731387
11,[-0.12195031 -0.8216148 ],-1.30938,"[-0.37568111 -0.64866192  1.51415748  0.68366747 -1.48602924  1.28067818
  0.637049    0.82918694  1.01749646 -1.23197973  0.        ]",[-0.98484228 -0.57406287],"[[  1.67928241  -3.13946241  -0.17300296   0.14384674]
 [ 15.63841747   3.43856545   0.           0.        ]]",[-0.16487856 -0.3357152 ],-0.232266897865
