timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 0.07298406 -0.55160451],-1.01472,"[ 1.0546025   1.41219254 -0.09733693  0.66689604  0.3884972   0.97559889
 -0.19688508  0.23485338  0.79603796 -0.79492415  0.        ]",[ 0.38580829 -0.00422662],"[[-0.06019683  0.09796716  0.04630215  0.10899532]
 [ 0.00055549  0.00482323  0.          0.        ]]",[-0.06252024 -0.12586457],-0.197487920889
1,[ 0.07170134 -0.55161858],-1.00752,"[ 1.05570976  1.41217418 -0.07391749  0.66673252  0.38849427  0.97558642
 -0.05512339  0.23244006  0.79605778 -0.77185853  0.        ]",[-0.44467962 -0.102968  ],"[[-0.04487281  0.09788881  0.04630215  0.10899532]
 [ 1.52676491 -0.0125986   0.          0.        ]]",[-0.06252024 -0.12586457],-0.195710887746
2,[ 0.07118642 -0.55254549],-1.01631,"[ 1.05637186  1.41265133 -0.05467274  0.65803045  0.38849135  0.97557395
 -0.22130677  0.17612929  0.79602762 -0.75625909  0.        ]",[ 0.82891199 -0.35259442],"[[-0.03228851  0.09355561  0.04630215  0.10899532]
 [-0.26237829 -0.41936813  0.          0.        ]]",[-0.06252024 -0.12586457],-0.194524668786
3,[ 0.07307594 -0.55083948],-1.00603,"[ 1.05706929  1.41486321 -0.01227408  0.61317101  0.38848842  0.97556148
  0.08380438 -0.01616633  0.79610524 -0.73209041  0.        ]",[ 0.33663428 -0.45412568],"[[-0.00457862  0.07123093  0.04630215  0.10899532]
 [ 3.02242751 -1.80846631  0.          0.        ]]",[-0.06252024 -0.12586457],-0.192735845511
4,[ 0.07104989 -0.55193198],-0.98879,"[ 1.05378642  1.41774253  0.09969426  0.50470894  0.38848549  0.97554901
  0.20200864 -0.26019999  0.79352708 -0.66414177  0.        ]",[-0.12896591 -0.37791107],"[[ 0.06863816  0.01737441  0.04630215  0.10899532]
 [ 4.29501077 -3.5713085   0.          0.        ]]",[-0.06252024 -0.12586457],-0.187558380673
5,[ 0.06738232 -0.5550065 ],-0.963971,"[ 1.04169555  1.41505206  0.22127304  0.33198251  0.38848256  0.97553654
  0.14677961 -0.45752482  0.78825167 -0.61152811  0.        ]",[ 0.55194386  0.31588667],"[[ 0.14857286 -0.06835362  0.04630215  0.10899532]
 [ 3.70043807 -4.99674386  0.          0.        ]]",[-0.06252024 -0.12586457],-0.183335136195
6,[ 0.05407418 -0.55998236],-0.952483,"[ 1.01582867  1.40330358  0.36408317  0.15892726  0.38847963  0.97552408
  0.34274446 -0.27078818  0.77571118 -0.53747723  0.        ]",[-0.18499093 -0.83932104],"[[ 0.24374907 -0.15475457  0.04630215  0.10899532]
 [ 5.81016497 -3.64784098  0.          0.        ]]",[-0.06252024 -0.12586457],-0.177020788406
7,[ 0.05746634 -0.5584619 ],-0.911523,"[ 0.97179792  1.37677204  0.52161487 -0.04925275  0.38847671  0.97551161
  0.26420927 -0.72080619  0.75511796 -0.46167333  0.        ]",[ 0.40949009  0.80919899],"[[ 0.35146968 -0.26032769  0.04630215  0.10899532]
 [ 4.964703   -6.89863718  0.          0.        ]]",[-0.06252024 -0.12586457],-0.169871418858
8,[ 0.04031615 -0.5633986 ],-0.867317,"[ 0.90834521  1.3376106   0.68238997 -0.24955827  0.38847378  0.97549914
  0.40544447 -0.25840869  0.72496104 -0.37815683  0.        ]",[ 0.10163359  0.05959779],"[[ 0.46601932 -0.36478776  0.04630215  0.10899532]
 [ 6.48521483 -3.55849199  0.          0.        ]]",[-0.06252024 -0.12586457],-0.161403571436
9,[ 0.03478753 -0.56265736],-0.888239,"[ 0.81469333  1.30535825  0.85692077 -0.37604418  0.38847085  0.97548667
  0.43086756 -0.21598939  0.67536459 -0.24558704  0.        ]",[ 0.99654224 -2.00843532],"[[ 0.59846999 -0.43288337  0.04630215  0.10899532]
 [ 6.75894353 -3.25208601  0.          0.        ]]",[-0.06252024 -0.12586457],-0.148872217373
