timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
10,[ 0.12187967 -0.61700034],-0.395558,"[-0.40489315  0.01601305 -1.45735554 -1.88571466 -0.37058705 -0.45742964
 -0.74492746 -2.81632821 -0.62641838  0.22522483  0.        ]",[ 1.83250305 -0.89074404],"[[ -1.70388222  -2.11229098  -0.04425368  -0.05414474]
 [-14.51938384 -22.90169729   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0598308124103
11,[ 0.13520378 -0.4814702 ],-0.428361,"[-0.7344909  -0.44186234 -1.36344332 -0.85153446 -0.3705863  -0.45742865
 -0.55701112 -3.24185727 -0.30504244  0.60529302  0.        ]",[-1.42811158  0.19176318],"[[ -1.95170625  -2.6011587   -0.04425368  -0.05414474]
 [-10.27679688 -25.97487105   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0706849884404
12,[ 0.20209588 -0.44171607],-0.593129,"[-1.02764665 -0.63186358 -1.18877399  0.60052826 -0.37058555 -0.45742766
 -0.7234176  -2.4468994   0.10961955  0.55969366  0.        ]",[-1.13825688 -1.97209946],"[[ -2.19494359  -3.10787728  -0.04425368  -0.05414474]
 [-14.03382159 -20.23470138   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0797379005631
13,[ 0.0027325  -0.55932772],-0.622135,"[-1.3367123  -0.62755499 -0.85535089  0.96488172 -0.3705848  -0.45742667
 -0.8864326   0.61458727  0.19003961  0.45045928  0.        ]",[ 1.46405371 -0.05985184],"[[ -2.51254451  -3.22863714  -0.04425368  -0.05414474]
 [-17.71429247   1.87249878   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0774468629101
14,[-0.1359276  -0.60307956],-0.686964,"[-1.53147026 -0.63251229 -0.44329236  0.74084556 -0.37058404 -0.45742569
 -0.69552637  0.94229256  0.16162076  0.4882776   0.        ]",[ 2.00834902 -1.46732474],"[[ -2.82358551  -3.15434681  -0.04425368  -0.05414474]
 [-13.40422536   4.23889975   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0777564661355
15,[-0.16096674 -0.60444117],-0.618348,"[-1.59471594 -0.63035454 -0.11374286  0.52670649 -0.37058329 -0.4574247
 -0.50840619  0.73766992  0.15571947  0.5351688   0.        ]",[ 1.52658446  0.30505354],"[[-3.0492832  -3.08340968 -0.04425368 -0.05414474]
 [-9.17962428  2.76132331  0.          0.        ]]",[-0.19121316 -0.34094971],-0.0813954770631
16,[-0.27343416 -0.64641249],-0.601845,"[-1.59887072 -0.62217714  0.09832677  0.32584751 -0.37058254 -0.45742371
 -0.32498531  0.8973974   0.16024174  0.58445656  0.        ]",[ 0.84045781 -0.00914266],"[[-3.19132679 -3.01661054 -0.04425368 -0.05414474]
 [-5.0385367   3.91474406  0.          0.        ]]",[-0.19121316 -0.34094971],-0.0863938027099
17,[-0.36396605 -0.68524545],-0.702116,"[-1.59128151 -0.60536297  0.1971824   0.095995   -0.37058179 -0.45742272
 -0.17317762  0.88166952  0.16352075  0.6486126   0.        ]",[ 0.77261481 -1.78743059],"[[-3.25770968 -2.93945492 -0.04425368 -0.05414474]
 [-1.61117989  3.80119249  0.          0.        ]]",[-0.19121316 -0.34094971],-0.0928690913811
18,[-0.28591692 -0.64811879],-0.609601,"[-1.59107666 -0.59498392  0.19898328 -0.00875633 -0.37058103 -0.45742174
 -0.0362807   0.32292422  0.16081375  0.68052691  0.        ]",[-1.24345379 -1.20815424],"[[-3.25892312 -2.90391271 -0.04425368 -0.05414474]
 [ 1.47953679 -0.23352656  0.          0.        ]]",[-0.19121316 -0.34094971],-0.0958232526459
19,[-0.10837479 -0.56712919],-0.616438,"[-1.58930908 -0.60767705  0.21445349  0.12208783 -0.37058028 -0.45742075
 -0.21295273 -0.22479804  0.16576661  0.63967401  0.        ]",[ 0.27278521 -0.46841875],"[[-3.26935243 -2.94826628 -0.04425368 -0.05414474]
 [-2.50918475 -4.18864906  0.          0.        ]]",[-0.19121316 -0.34094971],-0.0921771518975
20,[-0.13017695 -0.57344651],-0.492717,"[-1.58144505 -0.62466672  0.27188551  0.37375239 -0.37057953 -0.45741976
 -0.1629107   0.09254154  0.17093602  0.57528973  0.        ]",[-0.43086226  1.449063  ],"[[-3.30820169 -3.03258164 -0.04425368 -0.05414474]
 [-1.37939772 -1.89713281  0.          0.        ]]",[-0.19121316 -0.34094971],-0.0864727989838
21,[-0.24098484 -0.62164366],-0.559393,"[-1.56993945 -0.6239536   0.33710132  0.35939965 -0.37057878 -0.45741877
 -0.23725281  0.66403791  0.17385311  0.55996977  0.        ]",[-0.88141464 -1.15089999],"[[-3.35262974 -3.0277999  -0.04425368 -0.05414474]
 [-3.05781896  2.2296583   0.          0.        ]]",[-0.19121316 -0.34094971],-0.0853191596775
22,[-0.19821866 -0.5966267 ],-0.494396,"[-1.53622367 -0.62016806  0.47512054  0.29151944 -0.37057802 -0.45741779
 -0.38914753  0.41612744  0.18387057  0.57114644  0.        ]",[-2.16620598 -0.39962973],"[[-3.44819376 -3.00514671 -0.04425368 -0.05414474]
 [-6.48713624  0.43950336  0.          0.        ]]",[-0.19121316 -0.34094971],-0.0872548950998
23,[-0.19152842 -0.58336091],-0.521039,"[-1.44802228 -0.61939721  0.70726497  0.27906888 -0.37057727 -0.4574168
 -0.55882855  0.36431497  0.19754155  0.55490484  0.        ]",[-1.45318375 -0.75941567],"[[ -3.616373    -3.00098452  -0.04425368  -0.05414474]
 [-10.31801747   0.06537147   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0870547918339
24,[-0.19908021 -0.57123876],-0.507964,"[-1.25941015 -0.61941901  1.00820152  0.27944043 -0.37057652 -0.45741581
 -0.72514957  0.34973816  0.21108133  0.52261096  0.        ]",[-0.39841639 -0.27891481],"[[ -3.86040883  -3.00110895  -0.04425368  -0.05414474]
 [-14.07305092  -0.03988228   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0855513207233
25,[-0.22977482 -0.5655604 ],-0.484984,"[-0.9512426  -0.61947253  1.29230898  0.28031914 -0.37057577 -0.45741483
 -0.78267768  0.35523581  0.21761172  0.48009595  0.        ]",[-0.23740593 -0.13501597],"[[ -4.15490161e+00  -3.00140297e+00  -4.42536845e-02  -5.41447448e-02]
 [ -1.53718987e+01  -1.78783742e-04   0.00000000e+00   0.00000000e+00]]",[-0.19121316 -0.34094971],-0.0826954258686
26,[-0.26430082 -0.56733501],-0.511954,"[-0.55448911 -0.6194284   1.4744501   0.27963806 -0.37057501 -0.45741384
 -0.81083034  0.35744999  0.2127707   0.43482728  0.        ]",[ 0.16828364 -0.65031761],"[[ -4.46871725e+00  -3.00117540e+00  -4.42536845e-02  -5.41447448e-02]
 [ -1.60075475e+01   1.58149089e-02   0.00000000e+00   0.00000000e+00]]",[-0.19121316 -0.34094971],-0.0786399334213
27,[-0.30305064 -0.58213902],-0.510723,"[-0.13010188 -0.61947592  1.51527874  0.28042112 -0.37057426 -0.45741285
 -0.76728     0.35164592  0.19581407  0.39380713  0.        ]",[ 1.05898761 -0.76481899],"[[ -4.7790037   -3.00143743  -0.04425368  -0.05414474]
 [-15.02437349  -0.02609083   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0737284136163
28,[-0.36260939 -0.61253923],-0.449293,"[ 0.21754432 -0.61959027  1.4406341   0.28227806 -0.37057351 -0.45741186
 -0.57873382  0.35113949  0.17353819  0.36568149  0.        ]",[-0.57408068  0.06592434],"[[ -5.03678214  -3.00205851  -0.04425368  -0.05414474]
 [-10.7676559   -0.02974266   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0692149119675
29,[-0.37906998 -0.62203461],-0.469947,"[ 0.51091909 -0.61920808  1.28996031  0.27620706 -0.37057276 -0.45741088
 -0.66996688  0.38736917  0.15015323  0.34555242  0.        ]",[ 0.29597123 -0.5000326 ],"[[ -5.27280168  -3.00002853  -0.04425368  -0.05414474]
 [-12.82743307   0.23187473   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0651561465109
30,[-0.40022951 -0.63255   ],-0.484029,"[ 0.76964315 -0.61990287  1.06242389  0.28737967 -0.37057201 -0.45740989
 -0.60681359  0.33932041  0.11852618  0.33497137  0.        ]",[-0.54855755 -0.0693837 ],"[[ -5.51504548  -3.00376442  -0.04425368  -0.05414474]
 [-11.40167738  -0.11507616   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0608768590721
31,[-0.40169126 -0.63549626],-0.515111,"[ 0.97412808 -0.6198864   0.76736636  0.2871361  -0.37057125 -0.4574089
 -0.69301501  0.36408013  0.08757394  0.33092564  0.        ]",[-0.23460832 -0.62004789],"[[ -5.76260564  -3.00368319  -0.04425368  -0.05414474]
 [-13.34785502   0.06371654   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0572193040721
32,[-0.39888525 -0.6381405 ],-0.652484,"[ 1.11492433 -0.61973979  0.38933606  0.28478392 -0.3705705  -0.45740791
 -0.72245253  0.35832289  0.05364793  0.33611879  0.        ]",[-1.55396755 -2.77256607],"[[ -6.03623132  -3.00289705  -0.04425368  -0.05414474]
 [-14.01249832   0.02214941   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0541211748121
33,[-0.35207218 -0.62977135],-0.576777,"[ 1.15334598 -0.6197623  -0.08090997  0.28517212 -0.37056975 -0.45740693
 -0.88553439  0.35246244  0.01730375  0.35589137  0.        ]",[ 0.43660326 -0.94215793],"[[ -6.35342293  -3.00302701  -0.04425368  -0.05414474]
 [-17.69439193  -0.02016308   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0523763409563
34,[-0.35232067 -0.63733399],-0.59572,"[ 1.04615264 -0.61982433 -0.56253558  0.28620118 -0.370569   -0.45740594
 -0.79344879  0.35337019 -0.01294811  0.38966002  0.        ]",[ 0.51093781  0.54336424],"[[ -6.68645224e+00  -3.00337121e+00  -4.42536845e-02  -5.41447448e-02]
 [ -1.56154673e+01  -1.36032349e-02   0.00000000e+00   0.00000000e+00]]",[-0.19121316 -0.34094971],-0.0530619443178
35,[-0.42751706 -0.68720192],-0.657552,"[ 0.83945813 -0.61558976 -0.92988855  0.22252433 -0.37056824 -0.45740495
 -0.69014547  0.65139408 -0.03889702  0.40995289  0.        ]",[-1.13616835 -1.47761337],"[[ -6.975362    -2.98205152  -0.04425368  -0.05414474]
 [-13.2832757    2.13839555   0.           0.        ]]",[-0.19121316 -0.34094971],-0.053234885801
36,[-0.2052929  -0.60330218],-0.569993,"[ 0.52885451 -0.61502757 -1.22955982  0.21472724 -0.37056749 -0.45740396
 -0.85387439  0.09717721 -0.0517486   0.45493761  0.        ]",[-0.97347442 -0.32445533],"[[ -7.27811547  -2.97943626  -0.04425368  -0.05414474]
 [-16.97976611  -1.86351776   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0572503938004
37,[-0.10991459 -0.60101247],-0.549143,"[ 0.05330828 -0.62155624 -1.44051744  0.31540805 -0.37056674 -0.45740298
 -1.00970134  0.27192106 -0.02213101  0.52613336  0.        ]",[-0.24481203 -0.92789385],"[[ -7.65300961  -3.0131287   -0.04425368  -0.05414474]
 [-20.49787841  -0.60171785   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0668252500267
38,[-0.07743855 -0.60432863],-0.52833,"[-0.51553956 -0.62188028 -1.43629538  0.32113736 -0.37056599 -0.45740199
 -1.03465554  0.37902273  0.00582142  0.57311476  0.        ]",[-0.3526323  -0.91402463],"[[ -8.06862054  -3.01504142  -0.04425368  -0.05414474]
 [-21.0613438    0.17164973   0.           0.        ]]",[-0.19121316 -0.34094971],-0.073652961437
39,[-0.050534  -0.5901655],-0.540564,"[-1.05148972 -0.62114393 -1.16970156  0.30832474 -0.37056523 -0.457401
 -1.07802508  0.38417978  0.0460877   0.60605283  0.        ]",[-0.49892885 -1.39580085],"[[ -8.4996723   -3.01076398  -0.04425368  -0.05414474]
 [-22.0405712    0.20889348   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0797799114745
40,[-0.04272033 -0.57097596],-0.544358,"[-1.45175234 -0.62055443 -0.65134333  0.29837005 -0.37056448 -0.45740002
 -1.14619197  0.37246015  0.09945051  0.61699675  0.        ]",[ 0.13670676 -0.66042187],"[[ -8.9559258   -3.00743903  -0.04425368  -0.05414474]
 [-23.57964981   0.12427388   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0846939695277
41,[-0.07524481 -0.56475186],-0.551114,"[-1.60047683 -0.62015886  0.01298703  0.29183588 -0.37056373 -0.45739903
 -1.101537    0.36745074  0.15342742  0.59904017  0.        ]",[-0.48728572 -1.04664186],"[[ -9.41740463  -3.00525582  -0.04425368  -0.05414474]
 [-22.57159336   0.08810733   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0872073011051
42,[-0.11710228 -0.5553357 ],-0.5559,"[-1.45785323 -0.61997857  0.68609806  0.28890604 -0.37056298 -0.45739804
 -1.16719621  0.3584559   0.19557309  0.55389956  0.        ]",[ 0.79129781 -0.13615004],"[[ -9.88371060e+00  -3.00427679e+00  -4.42536845e-02  -5.41447448e-02]
 [ -2.40540628e+01   2.31627982e-02   0.00000000e+00   0.00000000e+00]]",[-0.19121316 -0.34094971],-0.086781219046
43,[-0.18980123 -0.55704129],-0.537489,"[-1.07472965 -0.61976367  1.19828078  0.28543641 -0.37056223 -0.45739705
 -1.00732923  0.3647243   0.21544815  0.4948882   0.        ]",[ 0.27031422 -0.70307712],"[[-10.32857992  -3.00311718  -0.04425368  -0.05414474]
 [-20.44489721   0.06843081   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0836752213011
44,[-0.24242522 -0.55913031],-0.488364,"[-0.59343948 -0.61965426  1.46327923  0.28369317 -0.37056147 -0.45739607
 -0.94199342  0.35603669  0.21279883  0.43845513  0.        ]",[-0.43737017 -0.45883789],"[[ -1.07226788e+01  -3.00253457e+00  -4.42536845e-02  -5.41447448e-02]
 [ -1.89699107e+01   5.70486734e-03   0.00000000e+00   0.00000000e+00]]",[-0.19121316 -0.34094971],-0.0789207980212
45,[-0.27880085 -0.57388777],-0.474185,"[-0.0566806  -0.61961051  1.50781074  0.28301257 -0.37056072 -0.45739508
 -1.00205822  0.35702271  0.19111619  0.38740312  0.        ]",[-0.39912408 -0.43998002],"[[ -1.11156836e+01  -3.00230721e+00  -4.42536845e-02  -5.41447448e-02]
 [ -2.03260483e+01   1.28298834e-02   0.00000000e+00   0.00000000e+00]]",[-0.19121316 -0.34094971],-0.0727426226653
46,[-0.29768676 -0.58738005],-0.442004,"[ 0.48509905 -0.61956447  1.30709601  0.28229629 -0.37055997 -0.45739409
 -1.05422623  0.35663803  0.15114707  0.34780079  0.        ]",[-0.24335555  0.15503745],"[[ -1.15340225e+01  -3.00206791e+00  -4.42536845e-02  -5.41447448e-02]
 [ -2.15039123e+01   1.00573885e-02   0.00000000e+00   0.00000000e+00]]",[-0.19121316 -0.34094971],-0.0654298870328
47,[-0.33533531 -0.61064577],-0.518066,"[ 0.91839064 -0.61835193  0.86402953  0.26327892 -0.37055922 -0.4573931
 -1.07804229  0.44166353  0.10155456  0.32576633  0.        ]",[-1.08572076 -0.65474989],"[[-11.96949647  -2.99570683  -0.04425368  -0.05414474]
 [-22.04169108   0.62400953   0.           0.        ]]",[-0.19121316 -0.34094971],-0.0583349414238
48,[-0.24789687 -0.58281982],-0.509803,"[ 1.14672801 -0.62009699  0.20392938  0.29099164 -0.37055846 -0.45739212
 -1.23408451  0.22102929  0.03723818  0.34800332  0.        ]",[ 0.45720064  0.1814414 ],"[[-12.44567812  -3.00497491  -0.04425368  -0.05414474]
 [-25.56471518  -0.9691234    0.           0.        ]]",[-0.19121316 -0.34094971],-0.0535289954231
49,[-0.28482866 -0.61118978],-0.590911,"[ 1.06476789 -0.62106168 -0.51280581  0.30717319 -0.37055771 -0.45739113
 -1.1314815   0.37934725 -0.0088635   0.39186531  0.        ]",[-0.47469002  0.27941383],"[[-12.93373195  -3.01038116  -0.04425368  -0.05414474]
 [-23.24839247   0.1740484    0.           0.        ]]",[-0.19121316 -0.34094971],-0.0536064550667
