timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[-0.10956569 -0.57116139],-1.57932,"[ 1.07088346  1.31205703  0.04092389  0.55485761 -0.28454854 -1.57732635
 -0.2337888   0.18421756  1.26495348  1.42552734  0.        ]",[-0.46137393 -0.71626449],"[[ 0.02319831  0.09804874 -0.03215826 -0.19090735]
 [ 0.00350018  0.00250557  0.          0.        ]]",[-0.07445627 -0.0982912 ],-0.317635688798
1,[-0.10724726 -0.5682106 ],-1.54826,"[ 1.07122013  1.31492743  0.01307079  0.50159772 -0.28454593 -1.5772797
 -0.40620068 -0.20087608  1.26824705  1.37757757  0.        ]",[ 0.63924495 -1.83877035],"[[ 0.00496647  0.06964981 -0.03215826 -0.19090735]
 [-1.8206127  -2.8329503   0.          0.        ]]",[-0.07445627 -0.0982912 ],-0.313583776969
2,[-0.10241467 -0.56297201],-1.5002,"[ 1.07119521  1.31743596 -0.00322218  0.32135429 -0.28454332 -1.57723304
 -0.16362968 -0.73115718  1.26979444  1.28913926  0.        ]",[ 0.1023518  -1.74573327],"[[ -5.69725763e-03  -2.61843100e-02  -3.21582580e-02  -1.90907348e-01]
 [  7.45688834e-01  -6.73744615e+00   0.00000000e+00   0.00000000e+00]]",[-0.07445627 -0.0982912 ],-0.305807973772
3,[-0.09772788 -0.55747622],-1.47888,"[ 1.07107835  1.2936761   0.02556723 -0.00201012 -0.28454071 -1.5771864
 -0.12661483 -1.25080933  1.25809525  1.1855328   0.        ]",[ 1.10855382 -1.47224744],"[[  0.01314564  -0.19932427  -0.03215826  -0.19090735]
 [  1.13727818 -10.56379678   0.           0.        ]]",[-0.07445627 -0.0982912 ],-0.295391301095
4,[-0.09089561 -0.54975396],-1.37565,"[ 1.06724029  1.19730907  0.12053188 -0.4449734  -0.28453811 -1.57713975
  0.24530909 -1.76031487  1.22067249  1.09210619  0.        ]",[-1.91936742 -1.99821757],"[[  0.07537005  -0.44824459  -0.03215826  -0.19090735]
 [  5.07206162 -14.31570715   0.           0.        ]]",[-0.07445627 -0.0982912 ],-0.282812198771
5,[-0.08183929 -0.53554434],-1.30209,"[ 1.05832676  0.9725191   0.21282185 -0.94137379 -0.2845355  -1.57709311
 -0.13804513 -2.2592732   1.12898954  0.95952381  0.        ]",[ 0.48882164 -2.23657757],"[[  0.13612166  -0.77142808  -0.03215826  -0.19090735]
 [  1.01639472 -17.99043498   0.           0.        ]]",[-0.07445627 -0.0982912 ],-0.260150519599
6,[-0.06119839 -0.50816327],-1.15386,"[ 1.04979384  0.57689559  0.27248538 -1.36021339 -0.28453289 -1.57704648
  0.04286621 -2.74852102  0.94646045  0.80111207  0.        ]",[ 0.34558972 -1.33617025],"[[  0.17565332  -1.1673968   -0.03215826  -0.19090735]
 [  2.93031453 -21.59439605   0.           0.        ]]",[-0.07445627 -0.0982912 ],-0.22347178999
7,[-0.0323259  -0.46825099],-1.02946,"[ 1.02888543  0.02020257  0.37962907 -1.50738781 -0.28453028 -1.57699984
  0.16657468 -3.22789418  0.68404349  0.7383157   0.        ]",[ 1.20812015  0.43444311],"[[  0.2473917   -1.63472555  -0.03215826  -0.19090735]
 [  4.23906819 -25.12667672   0.           0.        ]]",[-0.07445627 -0.0982912 ],-0.18372812374
8,[-0.0121465  -0.43876857],-0.976526,"[ 0.97670783 -0.53335286  0.55945944 -1.23933008 -0.28452767 -1.57695322
  0.53264954 -2.92655397  0.4143585   0.81835577  0.        ]",[ 0.59680185  0.35649247],"[[  0.37102645  -2.11501193  -0.03215826  -0.19090735]
 [  8.11188187 -22.90925706   0.           0.        ]]",[-0.07445627 -0.0982912 ],-0.159485800372
9,[ 0.00422332 -0.41305265],-1.03834,"[ 0.8626001  -0.91728992  0.81106236 -0.67178011 -0.28452506 -1.57690659
  0.74076194 -2.67309288  0.19402754  0.98967298  0.        ]",[ 0.18768024 -0.32340331],"[[  0.55535317  -2.55448188  -0.03215826  -0.19090735]
 [ 10.31361886 -21.04392685   0.           0.        ]]",[-0.07445627 -0.0982912 ],-0.160361143216
10,[ 0.02167931 -0.38719088],-1.06321,"[ 0.68259963 -1.10640152  1.06584671  0.07542563 -0.28452246 -1.57685997
  0.79168728 -2.79015675 -0.01725342  1.18974418  0.        ]",[-0.61964906  0.3805933 ],"[[  0.76703202  -2.98402621  -0.03215826  -0.19090735]
 [ 10.85247467 -21.9076546    0.           0.        ]]",[-0.07445627 -0.0982912 ],-0.176604362261
11,[ 0.00255224 -0.41279513],-1.18975,"[ 0.48245647 -1.12080767  1.25475611  0.43363859 -0.28451985 -1.57681336
  0.53955559  0.15660456 -0.11439479  1.28048441  0.        ]",[ 0.44248618  0.92348595],"[[ 0.95732167 -3.17502778 -0.03215826 -0.19090735]
 [ 8.18523889 -0.20295885  0.          0.        ]]",[-0.07445627 -0.0982912 ],-0.186962534912
