timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 1.11620772 -1.30457246],-1.42677,"[ 1.18416733  2.22371567  0.06295773  0.46688025  0.17280798  0.73649801
 -0.09758031  0.36619302  1.18760766 -0.69864425  0.        ]",[-0.59561683 -0.72114207],"[[ 0.02885333 -0.08561765  0.0197761   0.08361934]
 [-0.00265706  0.00385319  0.          0.        ]]",[-0.32508045 -0.35114926],-0.208965576266
1,[ 1.22451949 -1.27590048],-1.53751,"[ 1.18471868  2.21971576  0.0277613   0.37067925  0.17280779  0.73649675
 -0.17887321 -0.02187454  1.18441247 -0.7665042   0.        ]",[ 1.05910704 -1.01976347],"[[ 0.00517144 -0.11418159  0.0197761   0.08361934]
 [-2.35769658 -2.8507362   0.          0.        ]]",[-0.32508045 -0.35114926],-0.212071512807
2,[ 1.18888843 -1.30339766],-1.60026,"[ 1.18473168  2.19796764  0.01738521  0.04948149  0.17280759  0.73649549
 -0.04065915 -0.55269798  1.17111169 -0.86631879  0.        ]",[ 1.4571968  -0.84506232],"[[ -1.80893351e-03  -2.10373417e-01   1.97760998e-02   8.36193352e-02]
 [  1.64632230e+00  -6.75542605e+00   0.00000000e+00   0.00000000e+00]]",[-0.32508045 -0.35114926],-0.216089383452
3,[ 0.9660067  -1.37308645],-1.66685,"[ 1.18131219  2.13017646  0.12477441 -0.49204758  0.17280739  0.73649423
  0.09481327 -0.98960003  1.14960325 -0.89044652  0.        ]",[ 2.42545311 -0.63189324],"[[ 0.07049403 -0.37772745  0.0197761   0.08361934]
 [ 5.57091685 -9.96924719  0.          0.        ]]",[-0.32508045 -0.35114926],-0.215002125321
4,[ 0.59931451 -1.45782065],-1.57365,"[ 1.15139957  1.98423705  0.34520242 -1.15561745  0.17280719  0.73649297
  0.22760075 -1.30307807  1.11396738 -0.82904725  0.        ]",[-0.32782166 -0.74698478],"[[  0.22050811  -0.60024912   0.0197761    0.08361934]
 [  9.41772979 -12.27518711   0.           0.        ]]",[-0.32508045 -0.35114926],-0.207120739965
5,[ 0.31900948 -1.48009038],-1.6089,"[ 1.07926887  1.72870334  0.59069524 -1.83733186  0.172807    0.73649171
  0.1764356  -1.67202936  1.04221468 -0.77371428  0.        ]",[ 1.11440837 -2.22206015],"[[  0.39399173  -0.87298339   0.0197761    0.08361934]
 [  7.93550139 -14.98920748   0.           0.        ]]",[-0.32508045 -0.35114926],-0.195357022262
6,[ 0.09392457 -1.44703937],-1.42215,"[ 0.95138384  1.32428195  0.84811935 -2.41003495  0.1728068   0.73649045
  0.30763995 -2.17005462  0.91532083 -0.73835997  0.        ]",[-0.93536082 -0.45762084],"[[  0.59083687  -1.20952598   0.0197761    0.08361934]
 [ 11.73644676 -18.65273958   0.           0.        ]]",[-0.32508045 -0.35114926],-0.178280907556
7,[ 0.10561819 -1.29279625],-1.30859,"[ 0.78088884  0.79308047  1.07190369 -2.62734467  0.1728066   0.73648919
  0.17186172 -2.36599851  0.72295874 -0.74580082  0.        ]",[ 0.73218276 -1.06378165],"[[  7.86103088e-01  -1.59704254e+00   1.97760998e-02   8.36193352e-02]
 [  7.80301832e+00  -2.00942192e+01   0.00000000e+00   0.00000000e+00]]",[-0.32508045 -0.35114926],-0.156895193946
8,[ 0.29811114 -1.01339912],-0.997521,"[ 0.58673752  0.20387706  1.24597496 -2.27081378  0.1728064   0.73648793
  0.26656997 -2.85016615  0.4546917  -0.78584995  0.        ]",[-0.58108152 -1.52553333],"[[  9.69690925e-01  -2.03466375e+00   1.97760998e-02   8.36193352e-02]
 [  1.05466798e+01  -2.36559596e+01   0.00000000e+00   0.00000000e+00]]",[-0.32508045 -0.35114926],-0.132649445337
9,[ 0.69201243 -0.60868305],-0.767357,"[ 0.36369259 -0.32579092  1.38014663 -1.15148154  0.17280621  0.73648667
  0.17994354 -3.32468185  0.09210076 -0.81018231  0.        ]",[ 0.12656125  0.18231157],"[[  1.15544778e+00  -2.54280730e+00   1.97760998e-02   8.36193352e-02]
 [  8.03716259e+00  -2.71468429e+01   0.00000000e+00   0.00000000e+00]]",[-0.32508045 -0.35114926],-0.108198349642
