timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
20,[ 0.54809767 -0.50045127],-0.623469,"[-0.90014991 -0.68705339  1.35686789 -0.06806653  0.58002609  1.31551385
  2.16935022 -1.23181956 -0.50542183 -1.07311848  0.        ]",[ 0.1197071 -0.793196 ],"[[  8.33924663  -2.87085091   0.06557747   0.14813954]
 [ 37.68283014 -11.16977824   0.           0.        ]]",[-0.13591351 -0.27511591],-0.144472308056
21,[ 0.58023244 -0.52892995],-0.72993,"[-1.55926127 -0.73131105  0.51730162  0.47928339  0.58002381  1.31550327
  2.15272269 -0.31786134 -0.62003971 -1.08357983  0.        ]",[ 0.56181302 -1.60026926],"[[  9.09018056  -3.0832078    0.06557747   0.14813954]
 [ 37.41157448  -4.62167629   0.           0.        ]]",[-0.13591351 -0.27511591],-0.150696847335
22,[ 0.60353196 -0.55785954],-0.812977,"[-1.51104552 -0.73215954 -0.6056932   0.51292368  0.58002152  1.31549269
  2.24345656  0.52880422 -0.65814278 -1.07357389  0.        ]",[ 0.58960434 -0.97742329],"[[  9.85330306  -3.09607692   0.06557747   0.14813954]
 [ 38.89562852   1.44430894   0.           0.        ]]",[-0.13591351 -0.27511591],-0.151530010454
23,[ 0.65047395 -0.563196  ],-0.859025,"[-0.72806604 -0.72934413 -1.39715134  0.42141797  0.58001924  1.31548212
  2.3390988   0.56323819 -0.74253715 -1.0441655   0.        ]",[ 1.99006226 -0.24965673],"[[ 10.64691194  -3.06105008   0.06557747   0.14813954]
 [ 40.46002472   1.69102763   0.           0.        ]]",[-0.13591351 -0.27511591],-0.153265788776
24,[ 0.70140851 -0.5555774 ],-0.774673,"[ 0.39445412 -0.72592761 -1.30875945  0.34762052  0.58001696  1.31547154
  2.53221673  0.48115266 -0.81263834 -1.11930523  0.        ]",[ 0.19686069  0.41747409],"[[ 11.48780026  -3.03273141   0.06557747   0.14813954]
 [ 43.61828045   1.10293736   0.           0.        ]]",[-0.13591351 -0.27511591],-0.166331810529
25,[ 0.69752496 -0.56390697],-0.812519,"[ 1.09210895 -0.71966707 -0.28872851  0.24783745  0.58001468  1.31546096
  2.52701899  0.7089694  -0.79155008 -1.25086673  0.        ]",[ 1.29720284 -1.03439564],"[[ 12.35932244  -2.99429664   0.06557747   0.14813954]
 [ 43.53419815   2.73515201   0.           0.        ]]",[-0.13591351 -0.27511591],-0.179705568592
26,[ 0.65523022 -0.52935463],-0.705873,"[ 0.80203623 -0.7168297   0.98796228  0.21046924  0.58001239  1.31545039
  2.71638767  0.14895816 -0.67429629 -1.29135693  0.        ]",[ 2.18988419 -0.4157669 ],"[[ 13.26108168  -2.97984974   0.06557747   0.14813954]
 [ 46.63144659  -1.27703727   0.           0.        ]]",[-0.13591351 -0.27511591],-0.177947010337
27,[ 0.58842868 -0.51447773],-0.623877,"[-0.37688217 -0.72293224  1.52543529  0.29622548  0.58001011  1.31543981
  2.90200974  0.21173527 -0.59706273 -1.20037977  0.        ]",[ 1.51713184 -0.15041336],"[[ 14.22417399  -3.01295931   0.06557747   0.14813954]
 [ 49.66771618  -0.8272682    0.           0.        ]]",[-0.13591351 -0.27511591],-0.163537463154
28,[ 0.52560735 -0.52907377],-0.634574,"[-1.49204789 -0.72337962  0.69252382  0.30345829  0.58000783  1.31542923
  3.08393287  0.35863579 -0.60735204 -1.07437249  0.        ]",[-0.51873989  0.09787824],"[[ 15.24738874  -3.01574518   0.06557747   0.14813954]
 [ 52.64381676   0.22520102   0.           0.        ]]",[-0.13591351 -0.27511591],-0.148987158948
29,[ 0.55319422 -0.54573476],-0.795394,"[-1.42420546 -0.72199446 -0.78186259  0.2817545   0.58000555  1.31541866
  2.89450539  0.4122915  -0.70916051 -1.00295988  0.        ]",[ 1.42196003 -0.3288856 ],"[[ 16.26920183  -3.00738398   0.06557747   0.14813954]
 [ 49.54780603   0.60962355   0.           0.        ]]",[-0.13591351 -0.27511591],-0.146484628998
30,[ 0.62548536 -0.5419929 ],-0.753584,"[-0.24151023 -0.72093127 -1.48787515  0.26599285  0.58000326  1.31540808
  3.07656     0.34285497 -0.81653285 -1.07049905  0.        ]",[ 0.11795339  1.09644676],"[[ 17.2900409   -3.00130615   0.06557747   0.14813954]
 [ 52.52618515   0.11215999   0.           0.        ]]",[-0.13591351 -0.27511591],-0.161260906758
31,[ 0.66626227 -0.57163447],-0.830539,"[ 0.94292362 -0.71233916 -0.72157334  0.15756754  0.58000098  1.31539751
  3.04143779  0.89546718 -0.8265893  -1.24556775  0.        ]",[ 1.36529536 -1.22255197],"[[ 18.33481802  -2.95934013   0.06557747   0.14813954]
 [ 51.95337831   4.07132359   0.           0.        ]]",[-0.13591351 -0.27511591],-0.18132567759
32,[ 0.64771694 -0.54716718],-0.737578,"[ 0.91554823 -0.70183669  0.81541752  0.05265881  0.5799987   1.31538693
  3.22053774  0.33191546 -0.66124634 -1.3344684   0.        ]",[ 1.28264544 -0.66013469],"[[  1.94032869e+01  -2.91842445e+00   6.55774674e-02   1.48139539e-01]
 [  5.48838022e+01   3.38291685e-02   0.00000000e+00   0.00000000e+00]]",[-0.13591351 -0.27511591],-0.182460939687
33,[ 0.57523674 -0.51318008],-0.619612,"[-0.40764071 -0.70862893  1.52211163  0.1180032   0.57999642  1.31537636
  3.39609093 -0.03259498 -0.55093867 -1.18308616  0.        ]",[ 0.82739987 -2.20246457],"[[ 20.52978615  -2.94394969   0.06557747   0.14813954]
 [ 57.75659454  -2.57765818   0.           0.        ]]",[-0.13591351 -0.27511591],-0.159564625415
34,[ 0.53100085 -0.51660115],-0.682914,"[-1.58014572 -0.72339351  0.44576061  0.30399093  0.57999413  1.31536579
  3.52637463 -0.0555143  -0.61685418 -1.03938029  0.        ]",[ 1.17097661 -1.25984225],"[[ 21.70631664  -3.01595097   0.06557747   0.14813954]
 [ 59.88941308  -2.74186129   0.           0.        ]]",[-0.13591351 -0.27511591],-0.145345044002
35,[ 0.5653916  -0.53320175],-0.71927,"[-1.06927695 -0.72591264 -1.19817414  0.34799477  0.57999185  1.31535521
  3.69583371  0.35718299 -0.73583706 -1.0246703   0.        ]",[-0.10405607  0.69546776],"[[ 22.93193677  -3.03287702   0.06557747   0.14813954]
 [ 62.66328969   0.21484479   0.           0.        ]]",[-0.13591351 -0.27511591],-0.150658108421
36,[ 0.64286888 -0.55494761],-0.778535,"[ 0.52895701 -0.72085309 -1.21858023  0.26513136  0.57998957  1.31534464
  3.59464287  0.74122546 -0.83229271 -1.15143696  0.        ]",[ 1.05215213  0.28019133],"[[ 24.16862298  -3.00097491   0.06557747   0.14813954]
 [ 61.01080224   2.96626718   0.           0.        ]]",[-0.13591351 -0.27511591],-0.171244647491
37,[ 0.63380468 -0.57813174],-0.75125,"[ 1.06645772 -0.70529113  0.44413456  0.08500514  0.57998729  1.31533406
  3.76269406  0.88830564 -0.71355806 -1.33167603  0.        ]",[ 1.45961839  0.09990012],"[[ 25.41644305  -2.93107922   0.06557747   0.14813954]
 [ 63.7619915    4.02002686   0.           0.        ]]",[-0.13591351 -0.27511591],-0.184680131287
38,[ 0.51912844 -0.57977867],-0.615234,"[-0.27801821 -0.67868696  1.53096432 -0.12689206  0.57998501  1.31532349
  3.92736718  0.93305981 -0.48326952 -1.17780074  0.        ]",[ 1.21678248  0.10114382],"[[  2.67187373e+01  -2.84746443e+00   6.55774674e-02   1.48139539e-01]
 [  6.64583974e+01   4.34069559e+00   0.00000000e+00   0.00000000e+00]]",[-0.13591351 -0.27511591],-0.15658075593
39,[ 0.43751091 -0.5855065 ],-0.584078,"[-1.6082262  -0.64051653  0.32135447 -0.34908498  0.57998272  1.31531292
  4.08872611  0.97789671 -0.63656798 -0.82236195  0.        ]",[ 0.23094331 -1.24673951],"[[  2.80744209e+01  -2.75743084e+00   6.55774674e-02   1.48139539e-01]
 [  6.91010927e+01   4.66196056e+00   0.00000000e+00   0.00000000e+00]]",[-0.13591351 -0.27511591],-0.121516077307
40,[ 0.540057  -0.5552265],-0.75726,"[-0.78532678 -0.61372578 -1.37274435 -0.4754898   0.57998044  1.31530234
  4.06074162  0.41348924 -1.01036753 -1.00072048  0.        ]",[ 0.41235705 -0.77896532],"[[  2.94518828e+01  -2.70476356e+00   6.55774674e-02   1.48139539e-01]
 [  6.86467743e+01   6.18392367e-01   0.00000000e+00   0.00000000e+00]]",[-0.13591351 -0.27511591],-0.169920470506
41,[ 0.63357067 -0.55415541],-0.888069,"[ 0.88976173 -0.62356135 -0.81621158 -0.43114388  0.57997816  1.31529177
  4.07726955 -0.01754155 -0.88478695 -1.43231447  0.        ]",[-0.15557877  0.51586909],"[[  3.08275643e+01  -2.72337838e+00   6.55774674e-02   1.48139539e-01]
 [  6.89205930e+01  -2.46962975e+00   0.00000000e+00   0.00000000e+00]]",[-0.13591351 -0.27511591],-0.206096748032
42,[ 0.56888527 -0.5714227 ],-0.74053,"[ 0.73249903 -0.63775495  1.0726436  -0.36295668  0.57997588  1.3152812
  3.95604153  0.27547683 -0.51209913 -1.38746933  0.        ]",[-0.13177196 -0.28222289],"[[  3.21861119e+01  -2.75170673e+00   6.55774674e-02   1.48139539e-01]
 [  6.69406720e+01  -3.70366367e-01   0.00000000e+00   0.00000000e+00]]",[-0.13591351 -0.27511591],-0.183286915595
43,[ 0.49044392 -0.54544318],-0.582742,"[-0.94167922 -0.6465014   1.33184353 -0.31805408  0.57997359  1.31527063
  3.84297788  0.12149478 -0.45567856 -0.99967799  0.        ]",[ 0.98811624 -2.30663426],"[[ 33.50639643  -2.77018122   0.06557747   0.14813954]
 [ 65.09397316  -1.47352673   0.           0.        ]]",[-0.13591351 -0.27511591],-0.133817141472
44,[ 0.51160991 -0.52120936],-0.693649,"[-1.58308698 -0.67550748 -0.39136171 -0.14801084  0.57997131  1.31526006
  4.00317478 -0.42621264 -0.73684149 -0.87876011  0.        ]",[ 1.88308489 -2.07280586],"[[  3.48346029e+01  -2.83902032e+00   6.55774674e-02   1.48139539e-01]
 [  6.77180370e+01  -5.39742861e+00   0.00000000e+00   0.00000000e+00]]",[-0.13591351 -0.27511591],-0.134697220623
45,[ 0.61011696 -0.49004748],-0.81908,"[-0.13734902 -0.71792723 -1.48226354  0.22526652  0.57996903  1.31524948
  4.16306055 -0.96329919 -0.83251091 -1.08304115  0.        ]",[ 2.4742929   0.45976986],"[[  3.62152459e+01  -2.98557112e+00   6.55774674e-02   1.48139539e-01]
 [  7.03375197e+01  -9.24525956e+00   0.00000000e+00   0.00000000e+00]]",[-0.13591351 -0.27511591],-0.163791737525
46,[ 0.66755152 -0.53105432],-0.686947,"[ 1.11976435 -0.72985449 -0.05589626  0.43673152  0.57996675  1.31523891
  4.31973802  0.29813664 -0.77865802 -1.19704296  0.        ]",[ 0.81649926  0.0108585 ],"[[  3.76477590e+01  -3.06691119e+00   6.55774674e-02   1.48139539e-01]
 [  7.29050513e+01  -2.08084653e-01   0.00000000e+00   0.00000000e+00]]",[-0.13591351 -0.27511591],-0.172819993307
47,[ 0.60839796 -0.52599144],-0.58566,"[-0.05635689 -0.72814019  1.51505179  0.39438674  0.57996447  1.31522834
  4.42883906  0.49889124 -0.64881539 -1.22613166  0.        ]",[ 1.37639309 -1.06117582],"[[  3.91238153e+01  -3.05068086e+00   6.55774674e-02   1.48139539e-01]
 [  7.46945729e+01   1.23016903e+00   0.00000000e+00   0.00000000e+00]]",[-0.13591351 -0.27511591],-0.169003919509
48,[ 0.54158586 -0.52112573],-0.680171,"[-1.60870274 -0.72537045  0.31868442  0.33866303  0.57996218  1.31521777
  4.58013576  0.44684122 -0.62656646 -1.05844962  0.        ]",[ 1.32853001 -1.08581535],"[[  4.06425946e+01  -3.02928495e+00   6.55774674e-02   1.48139539e-01]
 [  7.71750913e+01   8.57285874e-01   0.00000000e+00   0.00000000e+00]]",[-0.13591351 -0.27511591],-0.148101954078
49,[ 0.58762652 -0.52886963],-0.697444,"[-0.53229191 -0.72340472 -1.45756941  0.30489688  0.5799599   1.3152072
  4.72839493  0.39203914 -0.78943461 -1.04690032  0.        ]",[-0.27944689 -0.50931457],"[[  4.22104917e+01  -3.01629558e+00   6.55774674e-02   1.48139539e-01]
 [  7.96065210e+01   4.64685613e-01   0.00000000e+00   0.00000000e+00]]",[-0.13591351 -0.27511591],-0.156779850985
