timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 0.06022285 -0.13149288],-1.48891,"[ 1.08433057  1.1777596   0.07819213 -0.05995586 -1.63246845  0.89547952
 -0.25274842  0.06336266  2.16327804 -0.69638844  0.        ]",[ 1.80834866 -1.22969224],"[[ 0.06605132 -0.09746794 -0.18701857  0.10102243]
 [-0.00311478  0.00019727  0.          0.        ]]",[-0.06555999 -0.06211317],-0.408641098692
1,[ 0.06087058 -0.13133401],-1.52049,"[ 1.0795877   1.17187474  0.13840774 -0.12607577 -1.63235116  0.89544788
  0.10925433 -0.45868219  2.16096507 -0.67035187  0.        ]",[-0.29794364  0.95901516],"[[ 0.10569565 -0.13720726 -0.18701857  0.10102243]
 [ 3.95436769 -3.9609208   0.          0.        ]]",[-0.06555999 -0.06211317],-0.407384926088
2,[ 0.05986845 -0.13208604],-1.52039,"[ 1.06683066  1.16390045  0.23874354 -0.19280305 -1.63223389  0.89541625
 -0.00585219  0.05219056  2.15544105 -0.60785157  0.        ]",[ 1.6522907   0.19178874],"[[ 0.17215771 -0.17753432 -0.18701857  0.10102243]
 [ 2.69603207 -0.08470631  0.          0.        ]]",[-0.06555999 -0.06211317],-0.404460501236
3,[ 0.05954865 -0.13222001],-1.48779,"[ 1.03890261  1.1651368   0.3772178  -0.1830189  -1.63211665  0.89538462
  0.35110969  0.15230229  2.13998776 -0.47598545  0.        ]",[ 0.67713897 -0.07463655],"[[ 0.26523113 -0.17160724 -0.18701857  0.10102243]
 [ 6.59831583  0.67489187  0.          0.        ]]",[-0.06555999 -0.06211317],-0.398302625655
4,[ 0.06002135 -0.1318354 ],-1.44042,"[ 0.96554579  1.16723954  0.60309814 -0.16584773 -1.63199943  0.895353
  0.58420913  0.11146414  2.08757955 -0.2580736   0.        ]",[ 0.15597518  0.77878926],"[[ 0.42276526 -0.16121808 -0.18701857  0.10102243]
 [ 9.14661259  0.36506438  0.          0.        ]]",[-0.06555999 -0.06211317],-0.385766628159
5,[ 0.05963265 -0.1318223 ],-1.4079,"[  8.37946027e-01   1.17396044e+00   8.51050809e-01  -1.02539002e-01
  -1.63188224e+00   8.95321374e-01   6.23976445e-01   5.16928090e-01
   1.97601763e+00   1.61469165e-03   0.00000000e+00]",[ 1.22073552  1.14155149],"[[ 0.61006099 -0.12305081 -0.18701857  0.10102243]
 [ 9.58150948  3.44140893  0.          0.        ]]",[-0.06555999 -0.06211317],-0.366273617247
6,[ 0.05953832 -0.13090247],-1.36343,"[ 0.62828684  1.1832364   1.11230328  0.07767798 -1.63176507  0.89528975
  0.9683488   1.0296192   1.74633517  0.3082428   0.        ]",[ 0.73883501 -0.96433319],"[[  0.83946466  -0.01519259  -0.18701857   0.10102243]
 [ 13.34632754   7.33144602   0.           0.        ]]",[-0.06555999 -0.06211317],-0.332941319977
7,[ 0.06159784 -0.12849645],-1.1453,"[ 0.29120664  1.17806506  1.35838543  0.25651002 -1.63164793  0.89525814
  1.21165968  0.50704871  1.36987383  0.56515829  0.        ]",[ 0.27262574  1.92032635],"[[  1.133083     0.0916585   -0.18701857   0.10102243]
 [ 16.00665406   3.36686095   0.           0.        ]]",[-0.06555999 -0.06211317],-0.282475061243
8,[ 0.06163695 -0.12607655],-1.11198,"[-0.1427825   1.15877407  1.49283327  0.4328367  -1.63153081  0.89522653
  1.2811645   1.02006887  0.89229468  0.66372736  0.        ]",[ 0.37193029 -1.1421046 ],"[[  1.46084604   0.19805042  -0.18701857   0.10102243]
 [ 16.76715892   7.25933644   0.           0.        ]]",[-0.06555999 -0.06211317],-0.217060610685
9,[ 0.06339909 -0.12316214],-0.813522,"[-0.61852467  1.12648257  1.45938482  0.60162121 -1.63141372  0.89519492
  1.38550547  0.47910628  0.39761008  0.54904238  0.        ]",[-0.9754363   1.28688029],"[[  1.80764212   0.30205989  -0.18701857   0.10102243]
 [ 17.90862497   3.15526202   0.           0.        ]]",[-0.06555999 -0.06211317],-0.140279706225
10,[ 0.06297103 -0.12090676],-0.834716,"[-1.01966212  1.08214802  1.27484486  0.76225364 -1.63129665  0.89516331
  0.9999603   0.99290826  0.01685283  0.26385651  0.        ]",[ 0.35012443 -0.94777763],"[[  2.12353168   0.40427835  -0.18701857   0.10102243]
 [ 13.69440526   7.05359692   0.           0.        ]]",[-0.06555999 -0.06211317],-0.0651095097474
11,[ 0.06369677 -0.11937571],-0.791502,"[-1.32100627  1.02591672  0.99730383  0.91569062 -1.63117961  0.89513171
  1.10199944  0.47972538 -0.22118402 -0.11173748  0.        ]",[ 0.58414083 -1.27328007],"[[  2.40861715   0.50628819  -0.18701857   0.10102243]
 [ 14.81038516   3.16034098   0.           0.        ]]",[-0.06555999 -0.06211317],-0.0108913487072
12,[ 0.06476722 -0.11819161],-0.753518,"[-1.55758992  1.01171206  0.59398613  0.94891272 -1.63106259  0.89510011
  1.28666932 -0.05061052 -0.33843096 -0.53161789  0.        ]",[-0.64421553  0.31697765],"[[  2.72508751   0.52912691  -0.18701857   0.10102243]
 [ 16.8298738   -0.8630837    0.           0.        ]]",[-0.06555999 -0.06211317],-0.074210215721
13,[ 0.06416523 -0.11853996],-0.838675,"[-1.66740123  1.01450277  0.14273837  0.94237025 -1.6309456   0.89506851
  1.02299828  0.11714883 -0.33404723 -0.93913818  0.        ]",[-0.70535318  0.26909818],"[[  3.03276923   0.52463441  -0.18701857   0.10102243]
 [ 13.94791137   0.40962292   0.           0.        ]]",[-0.06555999 -0.06211317],-0.135223887854
