timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
10,[ 1.52932572 -0.64917815],-1.46825,"[-1.5814355  -0.5904622  -0.04466681  0.83166091  1.40276177  1.66705409
  1.05579959 -0.96223952 -1.32487674 -1.50680065  0.        ]",[ 1.12406257 -1.32228855],"[[  3.18511592  -3.1705       0.16109359   0.1893722 ]
 [ 30.51869046  -9.66243523   0.           0.        ]]",[-0.26213753 -0.37265551],-0.238116248343
11,[ 1.54037523 -0.7021538 ],-1.40915,"[-1.26968935 -0.58891049 -0.92503164  0.91806532  1.40275619  1.66704565
  1.1831924   0.78112945 -1.30843905 -1.54597264  0.        ]",[ 2.09466024  0.1495834 ],"[[  3.82916013  -3.1971664    0.16109359   0.1893722 ]
 [ 33.87439286   3.03608304   0.           0.        ]]",[-0.26213753 -0.37265551],-0.240344643598
12,[ 1.59150851 -0.72384703],-1.36684,"[-0.44176144 -0.59071127 -1.4469434   0.66755088  1.40275062  1.66703722
  1.30804368  0.9436435  -1.4000801  -1.46821346  0.        ]",[ 0.92027131 -0.88472985],"[[  4.53964578  -3.11989522   0.16109359   0.1893722 ]
 [ 37.16317651   4.21983416   0.           0.        ]]",[-0.26213753 -0.37265551],-0.24134285134
13,[ 1.65073442 -0.71339369],-1.42557,"[ 0.57267724 -0.58623857 -1.20924244  0.46747692  1.40274505  1.66702878
  1.41842943  0.65789498 -1.49070156 -1.53092607  0.        ]",[ 1.64021205  0.51005798],"[[  5.312084    -3.05811134   0.16109359   0.1893722 ]
 [ 40.07095753   2.13848423   0.           0.        ]]",[-0.26213753 -0.37265551],-0.255235032823
14,[ 1.60183096 -0.73692769],-1.435,"[ 1.15977292 -0.57636256 -0.18460131  0.26576085  1.40273947  1.66702035
  1.5386162   0.92948765 -1.47551891 -1.67655615  0.        ]",[ 0.38953399 -0.33056342],"[[  6.14526879  -2.99549407   0.16109359   0.1893722 ]
 [ 43.23694003   4.11674915   0.           0.        ]]",[-0.26213753 -0.37265551],-0.266873479443
15,[ 1.46524632 -0.73839796],-1.24227,"[ 0.8183438  -0.55947412  1.01737435  0.04756215  1.4027339   1.66701191
  1.56465379  0.73880849 -1.32131178 -1.74145371  0.        ]",[ 2.06959426 -0.60432439],"[[  7.01689083  -2.92709511   0.16109359   0.1893722 ]
 [ 43.9229792    2.7278767    0.           0.        ]]",[-0.26213753 -0.37265551],-0.260073928231
16,[ 1.30796325 -0.6889261 ],-1.13309,"[-0.30456426 -0.55006587  1.50547722 -0.04727093  1.40272832  1.66700348
  1.68193539  0.4031786  -1.19745243 -1.59395706  0.        ]",[ 2.75016216 -1.40836722],"[[  7.92634818  -2.89706676   0.16109359   0.1893722 ]
 [ 47.0124936    0.28319586   0.           0.        ]]",[-0.26213753 -0.37265551],-0.23593432327
17,[ 1.32619262 -0.66456497],-1.20807,"[-1.39524922 -0.56065314  0.77015602  0.06045556  1.40272275  1.66699504
  1.79690219 -0.1408607  -1.26282191 -1.4195967   0.        ]",[ 1.75356359 -0.32879027],"[[  8.89698426  -2.93116193   0.16109359   0.1893722 ]
 [ 50.04108281  -3.67951419   0.           0.        ]]",[-0.26213753 -0.37265551],-0.2246945615
18,[ 1.46249473 -0.68358207],-1.40517,"[-1.41220249 -0.58036524 -0.69752639  0.33507021  1.40271718  1.66698661
  1.90960261 -0.17407815 -1.38491545 -1.41671613  0.        ]",[ 3.03465389 -1.21817412],"[[  9.92759393  -3.01706156   0.16109359   0.1893722 ]
 [ 53.01002763  -3.92146702   0.           0.        ]]",[-0.26213753 -0.37265551],-0.235410194425
19,[ 1.58773112 -0.71658421],-1.37116,"[-0.17542701 -0.58425088 -1.46876352  0.41653668  1.4027116   1.66697817
  2.02006801  0.39634142 -1.47513995 -1.47644107  0.        ]",[ 1.73556824 -0.20827017],"[[ 11.01699365  -3.0423389    0.16109359   0.1893722 ]
 [ 55.92015914   0.23338551   0.           0.        ]]",[-0.26213753 -0.37265551],-0.249050082945
20,[ 1.60908902 -0.73141026],-1.38758,"[ 1.06283004 -0.58240367 -0.56303042  0.37551961  1.40270603  1.66696974
  2.12833407  0.46876472 -1.49319885 -1.61763031  0.        ]",[ 1.08258726 -0.92913181],"[[ 12.1640147   -3.02962143   0.16109359   0.1893722 ]
 [ 58.7724227    0.76091069   0.           0.        ]]",[-0.26213753 -0.37265551],-0.263135277915
21,[ 1.42563236 -0.71914721],-1.16059,"[ 0.75385036 -0.58038139  1.08963801  0.33543142  1.40270046  1.66696131
  2.23445225  0.42963103 -1.37024428 -1.68840908  0.        ]",[ 2.82735448  0.08952134],"[[ 13.36751387  -3.01717438   0.16109359   0.1893722 ]
 [ 61.56817907   0.47587252   0.           0.        ]]",[-0.26213753 -0.37265551],-0.258964380467
22,[ 1.25689828 -0.68015677],-1.15124,"[-0.85240222 -0.57804288  1.33469394  0.2936216   1.40269488  1.66695287
  2.3384671   0.47732494 -1.26720399 -1.56080792  0.        ]",[-0.39322354 -1.0203112 ],"[[ 14.62637311  -3.00417205   0.16109359   0.1893722 ]
 [ 64.308607     0.82327211   0.           0.        ]]",[-0.26213753 -0.37265551],-0.238311868563
23,[ 1.37937129 -0.68309128],-1.28915,"[-1.56140248 -0.57810595 -0.24089776  0.29471411  1.40268931  1.66694444
  2.23101291  0.25050704 -1.34879416 -1.42117706  0.        ]",[ 0.93911248 -0.64185638],"[[ 15.88415037  -3.00451223   0.16109359   0.1893722 ]
 [ 61.47856907  -0.82882471   0.           0.        ]]",[-0.26213753 -0.37265551],-0.232493879209
24,[ 1.54053295 -0.72800028],-1.36019,"[-0.39711702 -0.5791298  -1.45454596  0.31257839  1.40268374  1.66693601
  2.32594587  0.36902249 -1.49035364 -1.46195382  0.        ]",[ 1.57224769 -1.10227405],"[[  1.71388175e+01  -3.01007046e+00   1.61093594e-01   1.89372199e-01]
 [  6.39797880e+01   3.44227943e-02   0.00000000e+00   0.00000000e+00]]",[-0.26213753 -0.37265551],-0.24925464296
25,[ 1.58565438 -0.74679005],-1.3422,"[ 1.06187581 -0.57878996 -0.56545483  0.30658884  1.40267816  1.66692757
  2.42814543  0.37958249 -1.49814907 -1.63668821  0.        ]",[ 2.46601041 -0.57437591],"[[ 18.44543016  -3.00820755   0.16109359   0.1893722 ]
 [ 66.67250225   0.11134393   0.           0.        ]]",[-0.26213753 -0.37265551],-0.26529529057
26,[ 1.36037803 -0.72891593],-1.12801,"[ 0.58998402 -0.57834841  1.23651546  0.29892579  1.40267259  1.66691914
  2.52831786  0.37919437 -1.34432378 -1.6872066   0.        ]",[ 1.69421591 -0.69029644],"[[ 19.80536219  -3.00582341   0.16109359   0.1893722 ]
 [ 69.31190401   0.1085212    0.           0.        ]]",[-0.26213753 -0.37265551],-0.256714319366
27,[ 1.23475337 -0.6942454 ],-1.14111,"[-1.19062145 -0.57804583  1.06067667  0.2937575   1.40266702  1.66691071
  2.62650328  0.37203002 -1.27138291 -1.51601696  0.        ]",[-0.4323959  -0.59926766],"[[  2.12175580e+01  -3.00421505e+00   1.61093594e-01   1.89372199e-01]
 [  7.18990553e+01   5.63417480e-02   0.00000000e+00   0.00000000e+00]]",[-0.26213753 -0.37265551],-0.234420966777
28,[ 1.41270912 -0.71308446],-1.2977,"[-1.31584442 -0.57787529 -0.86077025  0.29087892  1.40266144  1.66690227
  2.5074566   0.36888742 -1.40815937 -1.40711925  0.        ]",[ 0.153199   -0.42092039],"[[  2.26240813e+01  -3.00331915e+00   1.61093594e-01   1.89372199e-01]
 [  6.87637241e+01   3.34558551e-02   0.00000000e+00   0.00000000e+00]]",[-0.26213753 -0.37265551],-0.236753654001
29,[ 1.57951915 -0.74928463],-1.40748,"[ 0.3692297  -0.57774492 -1.33363086  0.28869509  1.40265587  1.66689384
  2.47878266  0.36842261 -1.52394512 -1.53891674  0.        ]",[ 0.61989431 -0.95726111],"[[  2.39917834e+01  -3.00263943e+00   1.61093594e-01   1.89372199e-01]
 [  6.80090029e+01   3.00744218e-02   0.00000000e+00   0.00000000e+00]]",[-0.26213753 -0.37265551],-0.259063533845
30,[ 1.50192988 -0.75585288],-1.29279,"[ 1.13647449 -0.57776183  0.36014182  0.28899691  1.4026503   1.66688541
  2.52081881  0.36131577 -1.4335839  -1.69503257  0.        ]",[ 0.53146728  0.17721793],"[[  2.53630804e+01  -3.00273352e+00   1.61093594e-01   1.89372199e-01]
 [  6.91170054e+01  -2.16860808e-02   0.00000000e+00   0.00000000e+00]]",[-0.26213753 -0.37265551],-0.26494848961
31,[ 1.25305665 -0.70734686],-1.08557,"[-0.27278788 -0.57646498  1.50756433  0.26767626  1.40264473  1.66687697
  2.548731    0.45812125 -1.27556398 -1.62112226  0.        ]",[ 0.97091411  0.79458787],"[[ 26.75280479  -2.99609296   0.16109359   0.1893722 ]
 [ 69.85296887   0.68342584   0.           0.        ]]",[-0.26213753 -0.37265551],-0.244783291141
32,[ 1.22139287 -0.74031651],-1.15679,"[-1.5758758  -0.56606764  0.16847481  0.12336332  1.40263915  1.66686854
  2.64213046  0.88871832 -1.32181148 -1.38681665  0.        ]",[-0.11428885 -1.54792197],"[[ 28.17455868  -2.95095825   0.16109359   0.1893722 ]
 [ 72.314149     3.8197979    0.           0.        ]]",[-0.26213753 -0.37265551],-0.226987208867
33,[ 1.48048794 -0.76170278],-1.38462,"[-0.53671207 -0.55581272 -1.42527956  0.00928301  1.40263358  1.66686011
  2.57057005  0.33535152 -1.55818204 -1.44553116  0.        ]",[ 1.08253353 -1.37970035],"[[ 29.60193347  -2.91500326   0.16109359   0.1893722 ]
 [ 70.42969679  -0.21077651   0.           0.        ]]",[-0.26213753 -0.37265551],-0.254459855045
34,[ 1.58975351 -0.75423276],-1.40912,"[ 1.07475335 -0.56808427 -0.53178661  0.14853286  1.40262801  1.66685168
  2.66791326 -0.20704132 -1.50504261 -1.68388908  0.        ]",[ 1.08820491 -0.05971394],"[[ 31.03626344  -2.95885585   0.16109359   0.1893722 ]
 [ 72.99482756  -4.16142045   0.           0.        ]]",[-0.26213753 -0.37265551],-0.270178621992
35,[ 1.32676065 -0.72485191],-1.11085,"[ 0.41331275 -0.58118347  1.35102537  0.35111123  1.40262243  1.66684324
  2.76333772  0.21846042 -1.34197116 -1.6710888   0.        ]",[ 0.87460552 -0.39233779],"[[ 32.52139087  -3.02204616   0.16109359   0.1893722 ]
 [ 75.50950986  -1.06218328   0.           0.        ]]",[-0.26213753 -0.37265551],-0.2549939019
36,[ 1.2332834  -0.70438325],-1.13807,"[-1.40994828 -0.58156528  0.74218908  0.35869266  1.40261686  1.66683481
  2.83800988  0.41558804 -1.29070326 -1.49772075  0.        ]",[ 1.01159986 -0.60300316],"[[ 34.05132774  -3.02440032   0.16109359   0.1893722 ]
 [ 77.47758039   0.37364172   0.           0.        ]]",[-0.26213753 -0.37265551],-0.234356456862
37,[ 1.444664   -0.74442637],-1.29467,"[-0.86922473 -0.58013404 -1.28457459  0.33110027  1.40261129  1.66682638
  2.93004078  0.41969198 -1.45142553 -1.43110625  0.        ]",[ 2.12701811 -1.61941632],"[[ 35.62521499  -3.01582996   0.16109359   0.1893722 ]
 [ 79.90305703   0.40353842   0.           0.        ]]",[-0.26213753 -0.37265551],-0.242920849901
38,[ 1.51828754 -0.77434111],-1.32156,"[ 1.03451521 -0.57905466 -0.63028764  0.3114924   1.40260572  1.66681795
  3.02024471  0.39414452 -1.50105568 -1.62960755  0.        ]",[ 0.63448035 -2.20462017],"[[ 37.24712991  -3.00973408   0.16109359   0.1893722 ]
 [ 82.28051544   0.21746297   0.           0.        ]]",[-0.26213753 -0.37265551],-0.264938914897
39,[ 1.25436115 -0.75117779],-1.062,"[ 0.29112709 -0.57848288  1.40949975  0.30147654  1.40260015  1.66680952
  3.0537275   0.37877024 -1.31791522 -1.66865804  0.        ]",[ 0.85462163 -0.79329505],"[[ 38.90160173  -3.00661843   0.16109359   0.1893722 ]
 [ 83.16372543   0.10548582   0.           0.        ]]",[-0.26213753 -0.37265551],-0.252796043143
40,[ 1.21781099 -0.73007774],-1.1122,"[-1.53698257 -0.57816709  0.40067871  0.29605166  1.40259457  1.66680109
  3.11962806  0.37298856 -1.30375004 -1.45161276  0.        ]",[ 0.49064666  0.88378191],"[[  4.05823075e+01  -3.00493042e+00   1.61093594e-01   1.89372199e-01]
 [  8.49010636e+01   6.33780764e-02   0.00000000e+00   0.00000000e+00]]",[-0.26213753 -0.37265551],-0.23123585018
41,[ 1.41041005 -0.80770779],-1.28795,"[-0.38154653 -0.57043215 -1.45681437  0.17937768  1.402589    1.66679265
  3.12952052  0.85390117 -1.524897   -1.46399045  0.        ]",[ 1.3324543  -0.69503338],"[[ 42.2829564   -2.96851984   0.16109359   0.1893722 ]
 [ 85.16287615   3.56620033   0.           0.        ]]",[-0.26213753 -0.37265551],-0.252764997159
42,[ 1.40767002 -0.82898903],-1.27741,"[ 1.17237869 -0.55896328  0.05992507  0.04234583  1.40258343  1.66678422
  3.21574476  0.46726033 -1.44507648 -1.7528395   0.        ]",[ 1.29393405 -0.39366985],"[[ 44.00901836  -2.9254541    0.16109359   0.1893722 ]
 [ 87.43580278   0.75004333   0.           0.        ]]",[-0.26213753 -0.37265551],-0.271340354907
43,[ 1.11877882 -0.76729518],-0.996358,"[-0.51500581 -0.5591727   1.47116397  0.04460651  1.40257786  1.66677579
  3.30027038  0.25223519 -1.21530374 -1.57023122  0.        ]",[ 2.05107058 -1.51462584],"[[ 45.78009124  -2.92616768   0.16109359   0.1893722 ]
 [ 89.66410377  -0.81612364   0.           0.        ]]",[-0.26213753 -0.37265551],-0.235046281627
44,[ 1.34167409 -0.74264908],-1.23552,"[-1.43244946 -0.57349907 -0.65618078  0.22244183  1.40257229  1.66676736
  3.3831282  -0.28821697 -1.39727281 -1.39055768  0.        ]",[ 0.73343565 -0.42108333],"[[ 47.59529024  -2.98198327   0.16109359   0.1893722 ]
 [ 91.84859459  -4.75259042   0.           0.        ]]",[-0.26213753 -0.37265551],-0.234312776289
45,[ 1.49405062 -0.78733665],-1.2555,"[ 0.73269648 -0.58221617 -1.07107025  0.37213566  1.40256671  1.66675893
  3.42429113  0.31695252 -1.50696323 -1.56585836  0.        ]",[  2.07485605e+00  -1.85026952e-03],"[[ 49.44315994  -3.02857315   0.16109359   0.1893722 ]
 [ 92.93464201  -0.3447504    0.           0.        ]]",[-0.26213753 -0.37265551],-0.259840893727
46,[ 1.21681786 -0.7846483 ],-1.0216,"[ 0.47148041 -0.58141345  1.31755151  0.35586699  1.40256114  1.6667505
  3.50467509  0.43608541 -1.34619787 -1.67411453  0.        ]",[ 1.22768972 -2.0010482 ],"[[ 51.32311901  -3.02352372   0.16109359   0.1893722 ]
 [ 95.0541726    0.52297469   0.           0.        ]]",[-0.26213753 -0.37265551],-0.255643246552
47,[ 1.17421854 -0.75902265],-1.10641,"[-1.56467388 -0.57989501  0.26037639  0.32685692  1.40255557  1.66674207
  3.58345864  0.41352295 -1.31295762 -1.45081845  0.        ]",[ 1.25654704 -1.06052417],"[[ 53.24504671  -3.01451191   0.16109359   0.1893722 ]
 [ 97.13167578   0.35864294   0.           0.        ]]",[-0.26213753 -0.37265551],-0.231981669182
48,[ 1.43473983 -0.81451571],-1.26548,"[ 0.10950738 -0.57892833 -1.42980132  0.30943219  1.40255     1.66673364
  3.66067643  0.39081833 -1.51386591 -1.50777796  0.        ]",[ 0.90609329 -1.30943328],"[[ 55.20811197  -3.00909413   0.16109359   0.1893722 ]
 [ 99.16806707   0.19327565   0.           0.        ]]",[-0.26213753 -0.37265551],-0.255447400952
49,[ 1.25340354 -0.81503868],-1.05027,"[ 0.88428406 -0.57841826  0.9321528   0.30053055  1.40254443  1.66672521
  3.72224903  0.37715454 -1.38077088 -1.69798272  0.        ]",[ 1.35653772 -0.55577981],"[[  5.72077703e+01  -3.00632496e+00   1.61093594e-01   1.89372199e-01]
 [  1.00792357e+02   9.37582004e-02   0.00000000e+00   0.00000000e+00]]",[-0.26213753 -0.37265551],-0.260779954423
