timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[-2.12142754 -1.73862755],-2.45842,"[ 1.1770508   2.21144561 -0.01767791  0.61745425 -1.41416347 -0.51743888
 -0.08327926  0.36694179  2.53634785  0.46268714  0.        ]",[-1.11751715 -2.53738081],"[[-0.02501676 -0.04052542 -0.16409865 -0.06120556]
 [ 0.00463525  0.00355666  0.          0.        ]]",[-0.30810881 -0.36046836],-0.377361846303
1,[-1.9483366  -1.69336009],-2.38497,"[ 1.17460363  2.20809785 -0.0764753   0.48531611 -1.41415847 -0.5174381
 -0.22335989 -0.17327461  2.52829181  0.35657545  0.        ]",[-2.78040313 -1.83630014],"[[-0.06460008 -0.08016739 -0.16409865 -0.06120556]
 [-3.94980894 -3.9545672   0.          0.        ]]",[-0.30810881 -0.36046836],-0.374762979026
2,[-1.75802624 -1.67573202],-2.35159,"[ 1.15458724  2.18527373 -0.25033829  0.09522261 -1.41415348 -0.51743733
 -0.36067378 -0.70279756  2.4680816   0.04788123  0.        ]",[-1.27906357 -1.88439214],"[[-0.18248839 -0.19818581 -0.16409865 -0.06120556]
 [-7.82615028 -7.83434406  0.          0.        ]]",[-0.30810881 -0.36046836],-0.364571954412
3,[-1.51850808 -1.65400946],-2.18804,"[ 1.0806013   2.10626199 -0.52808533 -0.52626168 -1.41414848 -0.51743656
 -0.49528629 -1.22182899  2.25797252 -0.40974621  0.        ]",[-1.60417702 -0.63084138],"[[ -0.37713763  -0.39302881  -0.16409865  -0.06120556]
 [-11.62623554 -11.6372655    0.           0.        ]]",[-0.30810881 -0.36046836],-0.340062313594
4,[-1.23461294 -1.59395623],-1.89898,"[ 0.8988469   1.92954449 -0.87689534 -1.26433628 -1.41414348 -0.51743579
 -0.62728935 -1.53105825  1.79964878 -0.85335501  0.        ]",[-0.99220103 -1.35951976],"[[ -0.64704862  -0.64850747  -0.16409865  -0.06120556]
 [-15.35266209 -13.90300514   0.           0.        ]]",[-0.30810881 -0.36046836],-0.293205355937
5,[-0.91108525 -1.45494688],-1.35966,"[ 0.55485855  1.61402139 -1.22401598 -1.9896939  -1.41413849 -0.51743501
 -0.75563327 -2.03360955  1.09300019 -1.01748513  0.        ]",[-0.43848757 -1.80768132],"[[ -0.99044984  -0.96351352  -0.16409865  -0.06120556]
 [-18.97580023 -17.58524993   0.           0.        ]]",[-0.30810881 -0.36046836],-0.217032253156
6,[-0.74169767 -1.28219616],-0.72859,"[ 0.05553107  1.12191285 -1.44150653 -2.50675391 -1.41413349 -0.51743424
 -0.80392131 -2.5262289   0.38514904 -0.64816672  0.        ]",[-0.79703279 -0.83295948],"[[ -1.38363885  -1.35143501  -0.16409865  -0.06120556]
 [-20.33899615 -21.19480831   0.           0.        ]]",[-0.30810881 -0.36046836],-0.114707557434
7,[-0.65441406 -1.07237744],-0.581664,"[-0.53834939  0.49619341 -1.42223384 -2.49621621 -1.41412849 -0.51743347
 -0.90161155 -2.91872548  0.0936887   0.15653403  0.        ]",[-0.24080974 -1.45001039],"[[ -1.81808463  -1.80418802  -0.16409865  -0.06120556]
 [-23.09680527 -24.0708692    0.           0.        ]]",[-0.30810881 -0.36046836],-0.0447153698554
8,[-0.52922839 -0.77778083],-0.804838,"[-1.10389936 -0.13131039 -1.10400037 -1.69132652 -1.4141235  -0.51743269
 -0.91942432 -3.39375469  0.42339218  0.82883075  0.        ]",[-0.63437765 -1.79679283],"[[ -2.28506674  -2.32052987  -0.16409865  -0.06120556]
 [-23.5997088  -27.55180403   0.           0.        ]]",[-0.30810881 -0.36046836],-0.128742724188
9,[-0.36093271 -0.54615217],-1.14508,"[-1.48906076 -0.53678967 -0.50980976 -0.02737103 -1.4141185  -0.51743192
 -0.99201672 -3.85946293  0.97254931  0.76720825  0.        ]",[ 1.30465845  0.06741798],"[[ -2.77762822  -2.90580607  -0.16409865  -0.06120556]
 [-25.64902653 -30.96464862   0.           0.        ]]",[-0.30810881 -0.36046836],-0.18373081549
