timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 2.54453659 -1.11055398],-1.30796,"[ 1.18211308  2.25725438  0.07908975  0.9092016   1.3888493   1.40568628
 -0.07651706  0.36801564  0.1611401  -1.20732742  0.        ]",[ 3.57226194 -0.946742  ],"[[ 0.0419457   0.04104314  0.15943313  0.15982293]
 [ 0.00494247 -0.00288478  0.          0.        ]]",[-0.32999536 -0.36254838],-0.154840565901
1,[ 2.5168798  -1.11018205],-1.22403,"[ 1.17871852  2.25841965  0.13806507  0.77987203  1.38884509  1.40568196
  0.05424115 -0.1412002   0.15917773 -1.1717503   0.        ]",[ 1.62470795 -2.16391008],"[[  8.17486923e-02   3.35856272e-03   1.59433134e-01   1.59822926e-01]
 [  3.96217579e+00  -3.75307012e+00   0.00000000e+00   0.00000000e+00]]",[-0.32999536 -0.36254838],-0.150781962267
2,[ 2.40518641 -1.14353585],-1.18537,"[ 1.15586141  2.2497828   0.31165417  0.38909336  1.38884089  1.40567764
  0.18241514 -0.66896286  0.14663363 -1.06897175  0.        ]",[ 1.96086463 -2.46988836],"[[ 0.19991161 -0.11070026  0.15943313  0.15982293]
 [ 7.84120108 -7.63984815  0.          0.        ]]",[-0.32999536 -0.36254838],-0.138782099288
3,[ 2.20413804 -1.19933283],-1.08147,"[ 1.0772111   2.19470506  0.58797133 -0.25179777  1.38883669  1.40567332
  0.30805603 -1.18625831  0.10417102 -0.90776761  0.        ]",[ 1.91725868 -2.09700678],"[[  0.39488565  -0.30172157   0.15943313   0.15982293]
 [ 11.64356643 -11.44955145   0.           0.        ]]",[-0.32999536 -0.36254838],-0.11893336229
4,[ 1.92332768 -1.25068712],-1.00533,"[ 0.88939937  2.03685419  0.93311235 -1.0788958   1.38883249  1.405669
  0.43122099 -1.69326237  0.00317312 -0.7074547   0.        ]",[ 2.37549396 -1.66580897],"[[  0.66515472  -0.56817728   0.15943313   0.15982293]
 [ 15.3710027  -15.18349225   0.           0.        ]]",[-0.32999536 -0.36254838],-0.0920543735804
5,[ 1.5511378  -1.25153828],-0.858119,"[ 0.53876475  1.71536186  1.27345264 -1.93891767  1.38882829  1.40566468
  0.55197052 -2.19012788 -0.1851353  -0.50998573  0.        ]",[ 1.6383847  -1.75753784],"[[  1.00923844  -0.90856386   0.15943313   0.15982293]
 [ 19.02534299 -18.84282024   0.           0.        ]]",[-0.32999536 -0.36254838],-0.064208422451
6,[ 1.28461492 -1.14006484],-0.823903,"[ 0.00393799  1.19639645  1.48584458 -2.55833193  1.38882409  1.40566036
  0.67036501 -2.6769994  -0.47221541 -0.38553506  0.        ]",[ 1.52155994 -1.03511424],"[[  1.42569338  -1.32139992   0.15943313   0.15982293]
 [ 22.60841658 -22.42862998   0.           0.        ]]",[-0.32999536 -0.36254838],-0.0608917352484
7,[ 1.29467249 -0.8888917 ],-0.954898,"[-0.65821605  0.52085516  1.41530488 -2.57061879  1.38881989  1.40565604
  0.78645574 -3.15405045 -0.82757967 -0.42241964  0.        ]",[ 1.17813446 -1.27391531],"[[  1.91311051  -1.80522755   0.15943313   0.15982293]
 [ 26.12177737 -25.94223404   0.           0.        ]]",[-0.32999536 -0.36254838],-0.0994366175351
8,[ 1.42930031 -0.6076659 ],-1.11505,"[-1.27482471 -0.15105014  0.94047749 -1.65315285  1.38881569  1.40565172
  0.90027167 -3.62153798 -1.15853611 -0.68979208  0.        ]",[ 2.26173113 -0.67211661],"[[  2.47010582  -2.35862057   0.15943313   0.15982293]
 [ 29.5663043  -29.38556356   0.           0.        ]]",[-0.32999536 -0.36254838],-0.154193489104
9,[ 1.68586075 -0.55864054],-1.41589,"[-1.57266938 -0.54021887  0.08551689  0.17262737  1.38881149  1.4056474
  1.01181168 -3.90356578 -1.31986674 -1.16184543  0.        ]",[ 1.77340753 -0.38045284],"[[  3.09530366  -2.96717409   0.15943313   0.15982293]
 [ 32.94196621 -31.46314307   0.           0.        ]]",[-0.32999536 -0.36254838],-0.206127617382
10,[ 1.84251285 -0.64650458],-1.45364,"[-1.29653297 -0.55377856 -0.87661987  1.12968547  1.38880729  1.40564308
  1.12113548  0.29598713 -1.27474142 -1.36252896  0.        ]",[ 0.365614   0.0133898],"[[  3.78734219  -3.24704596   0.15943313   0.15982293]
 [ 36.25057292  -0.53353435   0.           0.        ]]",[-0.32999536 -0.36254838],-0.218968114092
11,[ 1.86008716 -0.67322129],-1.34226,"[-0.45945965 -0.56025576 -1.4403145   0.9187903   1.38880309  1.40563877
  1.14526221  0.98446535 -1.33612054 -1.24637983  0.        ]",[ 2.02430223 -0.62780489],"[[  4.51968125  -3.18543101   0.15943313   0.15982293]
 [ 36.98081661   4.53710113   0.           0.        ]]",[-0.32999536 -0.36254838],-0.214647319696
12,[ 1.86820543 -0.67198384],-1.41376,"[ 0.55934926 -0.56059593 -1.22558075  0.63819669  1.38879889  1.40563445
  1.25189411  0.8244518  -1.45351705 -1.26874779  0.        ]",[ 1.45122958 -0.45243684],"[[  5.29167709  -3.10367072   0.15943313   0.15982293]
 [ 40.20798      3.35861685   0.           0.        ]]",[-0.32999536 -0.36254838],-0.227975098283
13,[ 1.81805277 -0.67916453],-1.48544,"[ 1.16666374 -0.55595916 -0.21326498  0.46134396  1.38879469  1.40563013
  1.35641161  0.62254223 -1.4689989  -1.38975343  0.        ]",[ 1.12619997 -0.32062203],"[[  6.12757406  -3.05204284   0.15943313   0.15982293]
 [ 43.37117589   1.87156622   0.           0.        ]]",[-0.32999536 -0.36254838],-0.239339386592
14,[ 1.66776621 -0.68216711],-1.40198,"[ 0.82001866 -0.55201313  1.02108626  0.36854314  1.38879049  1.40562581
  1.45886002  0.49510144 -1.37413832 -1.45287302  0.        ]",[ 1.80829773 -0.41809414],"[[  7.02610687  -3.0248647    0.15943313   0.15982293]
 [ 46.47177889   0.93297438   0.           0.        ]]",[-0.32999536 -0.36254838],-0.235876306
15,[ 1.52766788 -0.65900683],-1.32163,"[-0.37695293 -0.54976143  1.48851566  0.32429299  1.38878629  1.40562149
  1.55928057  0.42632104 -1.27471974 -1.38024003  0.        ]",[ 2.7812171  -0.80483848],"[[  7.98603628  -3.01187611   0.15943313   0.15982293]
 [ 49.5110392    0.42641362   0.           0.        ]]",[-0.32999536 -0.36254838],-0.220549353265
