timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[-1.24572587 -1.23283052],-1.65852,"[ 1.17056593  2.18328562 -0.09404232  1.05541566  0.84298911 -1.45203648
 -0.09109502  0.36575315  0.61637895  1.39423058  0.        ]",[-1.35819227 -0.39794516],"[[-0.07619087  0.09421034  0.09609109 -0.16821517]
 [ 0.0007833   0.00249253  0.          0.        ]]",[-0.2961835 -0.3645657],-0.198341159838
1,[-1.13567388 -1.20134282],-1.60941,"[ 1.1653204   2.18515156 -0.15279641  1.00375171  0.8429873  -1.45203083
 -0.23601922  0.15029314  0.61315452  1.30997097  0.        ]",[-1.95524523 -2.00374979],"[[-0.11585979  0.07846559  0.09609109 -0.16821517]
 [-3.95450645 -1.57172672  0.          0.        ]]",[-0.2961835 -0.3645657],-0.189937254407
2,[-0.91811848 -1.16173196],-1.30487,"[ 1.13704413  2.18935988 -0.32558211  0.77072054  0.84298549 -1.45202517
 -0.37804298 -0.38718311  0.57809209  1.03996611  0.        ]",[-0.57095357 -0.42859645],"[[ -2.33840269e-01   7.63047581e-03   9.60910893e-02  -1.68215175e-01]
 [ -7.83063882e+00  -5.49870153e+00   0.00000000e+00   0.00000000e+00]]",[-0.2961835 -0.3645657],-0.161982225125
3,[-0.77704775 -1.162269  ],-0.915771,"[ 1.05946211  2.17970216 -0.57605279  0.35697543  0.84298368 -1.45201951
 -0.45510379 -0.60444197  0.44662519  0.63914923  0.        ]",[-1.15746428 -0.6370268 ],"[[-0.4115545  -0.11827019  0.09609109 -0.16821517]
 [-9.93380191 -7.08606901  0.          0.        ]]",[-0.2961835 -0.3645657],-0.1160186885
4,[-0.56260949 -1.13850784],-0.494072,"[ 0.89519696  2.13389756 -0.87889266 -0.17684706  0.84298188 -1.45201385
 -0.59282639 -0.93025549  0.14391808  0.19384239  0.        ]",[-0.39908318 -0.76325555],"[[ -0.6479425   -0.28387618   0.09609109  -0.16821517]
 [-13.69255204  -9.46657668   0.           0.        ]]",[-0.2961835 -0.3645657],-0.0529905376874
5,[-0.39383078 -1.10378075],-0.399446,"[ 0.61478492  2.01859349 -1.17799132 -0.8381362   0.84298007 -1.4520082
 -0.64073703 -1.31812615 -0.37896679 -0.14872243  0.        ]",[-0.58930455 -2.54628692],"[[ -0.93491183  -0.50164184   0.09609109  -0.16821517]
 [-15.00015805 -12.30050921   0.           0.        ]]",[-0.2961835 -0.3645657],-0.030570248072
6,[-0.3048389  -1.07533503],-0.596155,"[ 0.22383869  1.78386367 -1.3954018  -1.5821473   0.84297826 -1.45200254
 -0.71530457 -1.82653926 -1.06061239 -0.17978688  0.        ]",[ 0.63625329 -0.88070595],"[[ -1.25533123  -0.78492333   0.09609109  -0.16821517]
 [-17.03528784 -16.01520391   0.           0.        ]]",[-0.2961835 -0.3645657],-0.117505928392
7,[-0.33309466 -1.04248142],-0.980279,"[-0.19915268  1.38586406 -1.46882057 -2.24287139  0.84297645 -1.45199688
 -0.61079202 -2.26041352 -1.65221059  0.21131204  0.        ]",[-1.71611576 -1.06903115],"[[ -1.56741712  -1.13703477   0.09609109  -0.16821517]
 [-14.1829682  -19.18535814   0.           0.        ]]",[-0.2961835 -0.3645657],-0.196605912468
8,[-0.2909047  -0.95748037],-1.14982,"[-0.6337348   0.82296915 -1.39458682 -2.54752202  0.84297465 -1.45199123
 -0.74564672 -2.75007487 -1.92279477  0.9195283   0.        ]",[-0.24894152 -0.83284184],"[[ -1.88799852  -1.55664021   0.09609109  -0.16821517]
 [-17.86344878 -22.76321871   0.           0.        ]]",[-0.2961835 -0.3645657],-0.255324885403
9,[-0.21834156 -0.82887727],-1.30036,"[-1.07144197  0.17607587 -1.13702252 -2.19123038  0.84297284 -1.45198557
 -0.76900589 -3.13949529 -1.71466218  1.63219695  0.        ]",[-0.49013117 -0.27902004],"[[ -2.25166285  -2.04045505   0.09609109  -0.16821517]
 [-18.50100629 -25.60880235   0.           0.        ]]",[-0.2961835 -0.3645657],-0.279358381948
10,[ 0.0196231  -0.59389412],-1.22942,"[-1.41073846 -0.35371237 -0.69946571 -1.06746997  0.84297103 -1.45197991
 -0.82687478 -3.22109905 -1.19027992  1.8533887   0.        ]",[-0.10101702 -1.99872621],"[[ -2.6375325   -2.55861589   0.09609109  -0.16821517]
 [-20.08040436 -26.20537634   0.           0.        ]]",[-0.2961835 -0.3645657],-0.254501618445
