timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
10,[-0.60470331 -0.40591246],-1.4351,"[-1.4714365  -0.5411842   0.55290496  1.11994565 -0.21108554 -1.44356643
 -1.07776708  0.52671592  0.01433183  1.33795316  0.        ]",[-1.16416998 -0.93278293],"[[ -3.51167770e+00  -3.23737111e+00  -2.50061844e-02  -1.67932754e-01]
 [ -3.22641896e+01   1.17227765e+00   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.156327295254
11,[-0.80571681 -0.4187707 ],-1.59333,"[-0.87435712 -0.54726473  1.3025169   0.87095598 -0.21108535 -1.44356247
 -1.18065515  0.94600196 -0.00152203  1.37383115  0.        ]",[ 0.36231814 -1.23504862],"[[ -4.19027648e+00  -3.16682278e+00  -2.50061844e-02  -1.67932754e-01]
 [ -3.55846946e+01   4.28283143e+00   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.16012040678
12,[-0.88091511 -0.42943481],-1.53326,"[ 0.04283301 -0.54598288  1.47932702  0.60732518 -0.21108515 -1.44355851
 -1.11437499  0.77173222  0.0084498   1.36985068  0.        ]",[ 0.04550355  0.12650146],"[[ -4.88050977e+00  -3.09225532e+00  -2.50061844e-02  -1.67932754e-01]
 [ -3.34457593e+01   2.98999116e+00   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.159892960331
13,[-0.96813327 -0.5216561 ],-1.60139,"[ 0.82727688 -0.53853142  1.01926042  0.3809467  -0.21108496 -1.44355455
 -1.0882711   0.83132606 -0.00692084  1.32898034  0.        ]",[-1.31719408 -1.09460253],"[[ -5.54097337e+00  -3.02802008e+00  -2.50061844e-02  -1.67932754e-01]
 [ -3.26033973e+01   3.43210688e+00   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.154765801558
14,[-0.79140341 -0.5411768 ],-1.65977,"[ 1.1872514  -0.53257837  0.10047584  0.26776329 -0.21108476 -1.44355058
 -1.19095585  0.37236305 -0.0775308   1.32333278  0.        ]",[-2.75229129 -2.08916097],"[[ -6.22629119e+00  -2.99574361e+00  -2.50061844e-02  -1.67932754e-01]
 [ -3.59173449e+01   2.72201536e-02   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.152749752861
15,[-0.66427749 -0.58449233],-1.50938,"[ 0.87091279 -0.53463932 -0.93326921  0.30386658 -0.21108456 -1.44354662
 -1.2916056   0.32789918 -0.1397094   1.41211957  0.        ]",[-0.33163889 -0.48219356],"[[ -6.97722959e+00  -3.00605426e+00  -2.50061844e-02  -1.67932754e-01]
 [ -3.91656357e+01  -3.02639424e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.16253557895
16,[-0.65291715 -0.63899559],-1.36681,"[-0.06651085 -0.53485433 -1.46233572  0.30780456 -0.21108437 -1.44354266
 -1.30826382  0.3788235  -0.13282008  1.52453905  0.        ]",[-0.91153539  0.78237638],"[[ -7.76593721e+00  -3.00717808e+00  -2.50061844e-02  -1.67932754e-01]
 [ -3.97033359e+01   7.51529113e-02   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.175873381479
17,[-0.77084619 -0.65514493],-1.35123,"[-1.11037732 -0.52787992 -1.08556721  0.19389793 -0.21108417 -1.4435387
 -1.39572926  0.79633066 -0.07693704  1.61625935  0.        ]",[-1.14477986 -0.84457296],"[[ -8.58832656e+00  -2.97459901e+00  -2.50061844e-02  -1.67932754e-01]
 [ -4.25261622e+01   3.17249709e+00   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.18725435244
18,[-0.79388243 -0.54853344],-1.49199,"[-1.56325309 -0.52033817  0.08337086  0.09205335 -0.21108397 -1.44353473
 -1.4923235   0.33728025  0.04683649  1.63767642  0.        ]",[-2.19723937 -0.14138579],"[[ -9.47012793e+00  -2.94531862e+00  -2.50061844e-02  -1.67932754e-01]
 [ -4.56436188e+01  -2.33029296e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.192015240387
19,[-0.83100277 -0.45664605],-1.60781,"[-0.94446611 -0.52310478  1.25597769  0.1275184  -0.21108378 -1.44353077
 -1.58700519  0.26267034  0.13996459  1.49694323  0.        ]",[-1.19008192 -0.04098104],"[[ -1.04136597e+01  -2.95553291e+00  -2.50061844e-02  -1.67932754e-01]
 [ -4.86993782e+01  -7.86530944e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.178501190157
20,[-0.80381352 -0.4452768 ],-1.59157,"[ 0.37659643 -0.52742971  1.36997078  0.18733676 -0.21108358 -1.44352681
 -1.67981196  0.24313914  0.08052133  1.33062589  0.        ]",[-1.68376756 -1.14190016],"[[ -1.14176998e+01  -2.97271736e+00  -2.50061844e-02  -1.67932754e-01]
 [ -5.16946575e+01  -9.31423909e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.157422799729
21,[-0.6614399  -0.48693627],-1.54869,"[ 1.18447296 -0.53645986  0.14255502  0.33830487 -0.21108339 -1.44352285
 -1.77078335  0.19896962 -0.07456985  1.32368134  0.        ]",[-0.67069333 -1.09445834],"[[ -1.24810524e+01  -3.01587596e+00  -2.50061844e-02  -1.67932754e-01]
 [ -5.46307357e+01  -1.25909944e+00   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.152839255758
22,[-0.58196962 -0.58282185],-1.4455,"[ 0.52949262 -0.53751982 -1.2509812   0.35963978 -0.21108319 -1.44351888
 -1.81954637  0.39776984 -0.13643966  1.4687161   0.        ]",[-0.42683543 -0.30495861],"[[ -1.35894588e+01  -3.02195442e+00  -2.50061844e-02  -1.67932754e-01]
 [ -5.62046651e+01   2.15725645e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.169252137872
23,[-0.6063723  -0.59191859],-1.32816,"[-0.94477133 -0.53627887 -1.22359148  0.33479039 -0.21108299 -1.44351492
 -1.83742699  0.41995193 -0.067216    1.58845951  0.        ]",[-1.45416212 -0.8484616 ],"[[ -1.47193442e+01  -3.01487444e+00  -2.50061844e-02  -1.67932754e-01]
 [ -5.67819495e+01   3.80289069e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.184107890401
24,[-0.69592702 -0.48173061],-1.52159,"[-1.54352185 -0.53520324  0.27517344  0.31433693 -0.2110828  -1.44351096
 -1.92527043  0.39713017  0.06592134  1.5672301   0.        ]",[-2.12204507 -1.23723258],"[[ -1.58834296e+01  -3.00904216e+00  -2.50061844e-02  -1.67932754e-01]
 [ -5.96171479e+01   2.10986559e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.184309472339
25,[-0.74786705 -0.40588161],-1.61281,"[-0.42749099 -0.53465325  1.47755625  0.30422798 -0.2110826  -1.443507
 -2.01137372  0.38119353  0.10110273  1.40666154  0.        ]",[-0.5803698  -0.68951918],"[[ -1.71036560e+01  -3.00615798e+00  -2.50061844e-02  -1.67932754e-01]
 [ -6.23962253e+01   9.27619226e-02   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.166833288278
26,[-0.72040886 -0.45953891],-1.51008,"[ 1.0291844  -0.53434627  0.71105002  0.29868397 -0.2110824  -1.44350303
 -2.04429061  0.37711263 -0.02516366  1.31196676  0.        ]",[-1.31842693  0.07970372],"[[ -1.83622421e+01  -3.00457578e+00  -2.50061844e-02  -1.67932754e-01]
 [ -6.34588493e+01   6.24902320e-02   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.152378217452
27,[-0.57729042 -0.57016778],-1.49768,"[ 0.76291259 -0.53346955 -1.05783963  0.28317724 -0.21108221 -1.44349907
 -2.12803462  0.41981002 -0.14692577  1.42358698  0.        ]",[-0.43731543 -1.67561775],"[[ -1.96585392e+01  -3.00014834e+00  -2.50061844e-02  -1.67932754e-01]
 [ -6.61618478e+01   3.79247799e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.163848440572
28,[-0.56674469 -0.57720101],-1.31741,"[-0.92566344 -0.53510858 -1.23690401  0.31262345 -0.21108201 -1.44349511
 -2.14109212  0.33716551 -0.07339794  1.58980773  0.        ]",[-2.25873903 -0.54984239],"[[ -2.09860081e+01  -3.00855367e+00  -2.50061844e-02  -1.67932754e-01]
 [ -6.65835957e+01  -2.33854666e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.184187395796
29,[-0.68534374 -0.45645741],-1.52384,"[-1.47973932 -0.5351133   0.52922679  0.31272197 -0.21108182 -1.44349115
 -2.2229181   0.38434179  0.08127019  1.5486963   0.        ]",[-0.50189532 -0.44419932],"[[ -2.23441796e+01  -3.00858186e+00  -2.50061844e-02  -1.67932754e-01]
 [ -6.92247522e+01   1.16128992e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.182588705264
30,[-0.73056525 -0.40490997],-1.55457,"[ 0.0493467  -0.53460537  1.4781164   0.30341131 -0.21108162 -1.44348719
 -2.24201586  0.38552714  0.07826791  1.36314979  0.        ]",[-0.96796504 -0.24906717],"[[ -2.37348625e+01  -3.00592534e+00  -2.50061844e-02  -1.67932754e-01]
 [ -6.98414860e+01   1.24925463e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.161090973003
31,[-0.62869209 -0.49205649],-1.44692,"[ 1.18910399 -0.53417246 -0.01883824  0.29562083 -0.21108142 -1.44348322
 -2.31791164  0.38089501 -0.0873892   1.33367049  0.        ]",[-0.08149521  0.5537347 ],"[[ -2.51562722e+01  -3.00370183e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.22913188e+01   9.05646165e-02   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.153831968139
32,[-0.59999442 -0.63372749],-1.34235,"[-0.03291178 -0.52910218 -1.45868979  0.21230936 -0.21108123 -1.44347926
 -2.28354719  0.67664734 -0.15576222  1.51467478  0.        ]",[ 0.05521431 -0.81228513],"[[ -2.65909754e+01  -2.97987751e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.11826672e+01   2.28462683e+00   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.174573335133
33,[-0.63319755 -0.52342176],-1.39901,"[ -1.51253292e+00  -5.25996729e-01  -3.88416485e-01   1.66961544e-01
  -2.11081031e-01  -1.44347530e+00  -2.23310089e+00   2.37508968e-01
   2.09424147e-03   1.63418525e+00   0.00000000e+00]",[-0.69619918 -0.30531599],"[[ -2.79982970e+01  -2.96687142e+00  -2.50061844e-02  -1.67932754e-01]
 [ -6.95549696e+01  -9.73143245e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.190639394117
34,[-0.6854955  -0.39632827],-1.59475,"[-0.77649328 -0.53307829  1.3576884   0.2764803  -0.21108083 -1.44347134
 -2.27583883  0.07759984  0.11445133  1.44859993  0.        ]",[-1.85437466  0.01654518],"[[ -2.94032394e+01  -2.99823586e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.09346841e+01  -2.15943621e+00   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.172094586777
35,[-0.6787563  -0.43660951],-1.56836,"[ 0.97299201 -0.53668294  0.81493341  0.34287068 -0.21108064 -1.44346738
 -2.35499218  0.36534164 -0.02181455  1.32151069  0.        ]",[-1.73506699 -0.71236867],"[[ -3.08475686e+01  -3.01717813e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.34897060e+01  -2.48091073e-02   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.153569768374
36,[-0.52991456 -0.55714977],-1.46953,"[ 0.63946168 -0.53603277 -1.17059833  0.33017418 -0.21108044 -1.44346341
 -2.43257634  0.40407972 -0.14185953  1.44989559  0.        ]",[-1.58569262 -0.1622795 ],"[[ -3.23424905e+01  -3.01355941e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.59941348e+01   2.62573827e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.166996306112
37,[-0.56082374 -0.53839463],-1.37174,"[-1.26652929 -0.53503811 -0.90616142  0.3114183  -0.21108025 -1.44345945
 -2.50862281  0.40063508 -0.03348486  1.60371561  0.        ]",[-2.25303891 -1.34240886],"[[ -3.38870035e+01  -3.00821050e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.84489892e+01   2.37022717e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.186419403976
38,[-0.69550443 -0.40821227],-1.56027,"[-1.01898774 -0.5344904   1.19922904  0.30141302 -0.21108005 -1.44345549
 -2.58316227  0.37914382  0.10953712  1.47530212  0.        ]",[ 0.19493696  0.13890179],"[[ -3.54801262e+01  -3.00535562e+00  -2.50061844e-02  -1.67932754e-01]
 [ -8.08552616e+01   7.75921422e-02   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.174996534388
39,[-0.70097333 -0.44229957],-1.51626,"[ 0.92861903 -0.53308048  0.88528773  0.27656889 -0.21107985 -1.44345153
 -2.50963514  0.45360108 -0.00372754  1.30805729  0.        ]",[-0.08848084 -1.17658281],"[[ -3.70734273e+01  -2.99826164e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.84827450e+01   6.29958331e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.152414594883
40,[-0.51005667 -0.55243123],-1.42971,"[ 0.6335786  -0.534288   -1.17533527  0.29778641 -0.21107966 -1.44344757
 -2.47233716  0.26977894 -0.15204234  1.43927198  0.        ]",[-0.50204645 -0.7559555 ],"[[ -3.86310095e+01  -3.00432066e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.72794753e+01  -7.33726790e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.165678810466
41,[-0.55880016 -0.53587538],-1.30126,"[-1.27587888 -0.53525146 -0.89330932  0.31542359 -0.21107946 -1.44344361
 -2.48650818  0.37174549 -0.03127765  1.60295568  0.        ]",[ 0.70374532 -0.10845889],"[[ -4.01811930e+01  -3.00935340e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.77373534e+01   2.27156529e-02   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.186369199348
42,[-0.71012533 -0.41953647],-1.63583,"[-1.09452805 -0.53477015  1.13290795  0.30654571 -0.21107926 -1.44343964
 -2.35248069  0.39072717  0.1073785   1.48446239  0.        ]",[ 0.09438448 -1.2044929 ],"[[ -4.16925432e+01  -3.00682067e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.34120803e+01   1.63534254e-01   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.175980639249
43,[-0.71531636 -0.42968765],-1.52252,"[ 0.73172266 -0.53439373  1.1211003   0.29972083 -0.21107907 -1.44343568
 -2.2958606   0.37569273  0.0196594   1.31851724  0.        ]",[-0.72667757 -0.69465345],"[[ -4.31424540e+01  -3.00487307e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.15850828e+01   5.20041108e-02   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.154222987641
44,[-0.55940264 -0.53788483],-1.53921,"[ 0.94387965 -0.53421031 -0.82989347  0.29643614 -0.21107887 -1.44343172
 -2.34108302  0.37387499 -0.13658259  1.39790016  0.        ]",[-1.18660196 -1.58391998],"[[ -4.45888042e+01  -3.00393557e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.30450759e+01   3.85220601e-02   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.160892050397
45,[-0.54368395 -0.57178295],-1.29042,"[-0.87401271 -0.53415755 -1.27055169  0.29550304 -0.21107868 -1.44342776
 -2.41893784  0.36854046 -0.08250778  1.58880591  0.        ]",[-0.05260527 -0.79887882],"[[ -4.60749220e+01  -3.00366929e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.55583330e+01  -1.04929844e-03   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.18396412677
46,[-0.68521422 -0.44575939],-1.60989,"[-1.42799816 -0.53413359  0.66068421  0.29508588 -0.21107848 -1.4434238
 -2.37903237  0.3698613   0.08961013  1.54184695  0.        ]",[-0.68019041 -1.80575109],"[[ -4.75731707e+01  -3.00355028e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.42708250e+01   8.75205084e-03   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.182046847923
47,[-0.71250689 -0.40724877],-1.46418,"[ 0.31829982 -0.53414359  1.39647197  0.29527492 -0.21107828 -1.44341984
 -2.41690316  0.36758216  0.06112038  1.34219719  0.        ]",[-1.0840095   0.82951331],"[[ -4.90708557e+01  -3.00360433e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.54935982e+01  -8.15286349e-03   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.158148925698
48,[-0.66686964 -0.56480682],-1.45559,"[ 1.11067235 -0.52694455 -0.47882967  0.18055867 -0.21107809 -1.44341587
 -2.49324428  0.81085003 -0.12319208  1.33425784  0.        ]",[-0.49690118 -0.56011808],"[[ -5.06054551e+01  -2.97077584e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.79580724e+01   3.28022436e+00   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.153490662375
49,[-0.5981124  -0.64103317],-1.30713,"[-0.63719096 -0.51530155 -1.38674754  0.0321615  -0.21107789 -1.44341191
 -2.50636182  0.50382682 -0.16336545  1.58371342  0.        ]",[-0.04639576 -1.46995827],"[[ -5.21688694e+01  -2.92802560e+00  -2.50061844e-02  -1.67932754e-01]
 [ -7.83819754e+01   1.00258746e+00   0.00000000e+00   0.00000000e+00]]",[-0.37368715 -0.3843438 ],-0.182714967136
