timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 1.68829131 -1.19498539],-1.63419,"[ 1.16382284  2.09310538 -0.02068439  0.66171939 -0.2171778   1.41540589
 -0.10842776  0.35882794  1.48963554 -1.36342487  0.        ]",[ 2.71855294 -1.0759466 ],"[[-0.02815425 -0.0177567  -0.02659029  0.16056327]
 [-0.00479756 -0.00359662  0.          0.        ]]",[-0.2179354  -0.35627526],-0.290291172164
1,[ 1.72454739 -1.18393588],-1.6354,"[ 1.16427416  2.09105755  0.03841517  0.53799593 -0.21717744  1.41539912
  0.05538112 -0.18795475  1.48986073 -1.33074337  0.        ]",[ 1.06990838 -2.24580303],"[[ 0.0114567  -0.0575712  -0.02659029  0.16056327]
 [ 3.95271153 -3.96464623  0.          0.        ]]",[-0.2179354  -0.35627526],-0.288051275891
2,[ 1.67364776 -1.1877383 ],-1.6015,"[ 1.15283344  2.07240837  0.21391414  0.1729712  -0.21717708  1.41539235
  0.21594965 -0.72390424  1.48381684 -1.23336295  0.        ]",[ 1.36597329 -1.19813917],"[[ 0.1294323  -0.17581941 -0.02659029  0.16056327]
 [ 7.83193644 -7.84722151  0.          0.        ]]",[-0.2179354  -0.35627526],-0.280819067116
3,[ 1.51378453 -1.20792222],-1.52027,"[ 1.09255835  2.00116969  0.49667875 -0.41038997 -0.21717672  1.41538558
  0.3733459  -1.2492193   1.45203309 -1.07637353  0.        ]",[ 0.21772785 -0.80755234],"[[  0.32422322  -0.37094665  -0.02659029   0.16056327]
 [ 11.63452332 -11.65277944   0.           0.        ]]",[-0.2179354  -0.35627526],-0.267200310335
4,[ 1.25701952 -1.23258507],-1.43487,"[ 0.95147183  1.83029619  0.81804732 -1.1246928  -0.21717635  1.41537881
  0.39952885 -1.65874756  1.37655282 -0.91926481  0.        ]",[ 0.02973643 -1.28933419],"[[  0.56326036  -0.6337695   -0.02659029   0.16056327]
 [ 12.26709987 -14.61958477   0.           0.        ]]",[-0.2179354  -0.35627526],-0.248976218455
5,[ 1.00332832 -1.21576965],-1.37459,"[ 0.73909481  1.51245662  1.09934751 -1.83594566 -0.21717599  1.41537205
  0.39441866 -2.1652858   1.25694598 -0.83996266  0.        ]",[ 1.64898741 -0.28440808],"[[  0.80736418  -0.96298024  -0.02659029   0.16056327]
 [ 12.14365956 -18.28923722   0.           0.        ]]",[-0.2179354  -0.35627526],-0.22995996419
6,[ 0.7059859  -1.16391838],-1.24655,"[ 0.42664282  1.05362613  1.34258829 -2.30789493 -0.21717563  1.41536528
  0.5482944  -2.27075729  1.0773045  -0.78808745  0.        ]",[ 0.41491609 -0.79620381],"[[  1.08753461  -1.33643417  -0.02659029   0.16056327]
 [ 15.8611898  -19.05346912   0.           0.        ]]",[-0.2179354  -0.35627526],-0.205193503617
7,[ 0.6504178  -0.99711084],-1.05107,"[-0.00408824  0.50403675  1.4960945  -2.34563361 -0.21717527  1.41535851
  0.60333621 -2.65370711  0.83250595 -0.77123381  0.        ]",[ 1.34971635 -1.25218489],"[[  1.41810039  -1.74534138  -0.02659029   0.16056327]
 [ 17.19098169 -21.82794984   0.           0.        ]]",[-0.2179354  -0.35627526],-0.175301848364
8,[ 0.67572427 -0.78221536],-0.882738,"[-0.52442076 -0.07648194  1.47502115 -1.76532635 -0.21717491  1.41535174
  0.75316091 -3.14041592  0.53153962 -0.86097698  0.        ]",[ 0.71132395 -0.3540583 ],"[[  1.79823631  -2.21728221  -0.02659029   0.16056327]
 [ 20.81065266 -25.35428157   0.           0.        ]]",[-0.2179354  -0.35627526],-0.150223891429
9,[ 0.78674865 -0.5859291 ],-0.898829,"[-1.0670461  -0.50361709  1.19292096 -0.51753924 -0.21717454  1.41534497
  0.85272253 -3.2644069   0.21884376 -1.07995178  0.        ]",[ 1.52959145  0.20434909],"[[  2.23858363  -2.73338409  -0.02659029   0.16056327]
 [ 23.2160238  -26.25297979   0.           0.        ]]",[-0.2179354  -0.35627526],-0.147680373053
