timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 0.96424353 -1.32989621],-1.79956,"[ 1.17815524  2.2335428   0.10825429  1.08611083 -0.42242789  0.85771642
 -0.07457886  0.36755247  1.69357644 -0.59024076  0.        ]",[ 0.44743761 -2.03670705],"[[ 0.06028789  0.09559168 -0.04972219  0.09638872]
 [ 0.00321892 -0.00014287  0.          0.        ]]",[-0.32858157 -0.35699466],-0.268405700833
1,[ 1.01697969 -1.31995285],-1.86071,"[ 1.17645167  2.23774711  0.13469294  0.95161484 -0.42242734  0.8577148
 -0.01433222 -0.17126419  1.69522695 -0.59533895  0.        ]",[ 1.77109552 -1.46077876],"[[ 0.0781261   0.05585411 -0.04972219  0.09638872]
 [ 1.77469821 -3.96041344  0.          0.        ]]",[-0.32858157 -0.35699466],-0.26878701644
2,[ 0.84853232 -1.37822533],-1.88004,"[ 1.16455515  2.23719738  0.24512783  0.55073858 -0.4224268   0.85771317
  0.11906153 -0.69952643  1.69279484 -0.57256616  0.        ]",[ 1.78733206 -1.45395592],"[[ 0.15297351 -0.06231061 -0.04972219  0.09638872]
 [ 5.69697982 -7.84311243  0.          0.        ]]",[-0.32858157 -0.35699466],-0.267741666467
3,[ 0.4904533  -1.47685206],-1.86871,"[ 1.11682297  2.19368378  0.46558077 -0.10187455 -0.42242626  0.85771155
  0.2498175  -1.21731697  1.66961743 -0.48667474  0.        ]",[ 1.61398195 -1.62115526],"[[  0.3054882   -0.2573574   -0.04972219   0.09638872]
 [  9.54170134 -11.64885888   0.           0.        ]]",[-0.32858157 -0.35699466],-0.262165979328
4,[ 0.00191371 -1.58024478],-1.74955,"[ 0.98862461  2.04892931  0.77511348 -0.94735853 -0.42242571  0.85770993
  0.37799387 -1.7248164   1.6018655  -0.34951181  0.        ]",[-0.78066415 -3.01287049],"[[  0.53413588  -0.52776096  -0.04972219   0.09638872]
 [ 13.31057431 -15.37899918   0.           0.        ]]",[-0.32858157 -0.35699466],-0.249837345626
5,[-0.34566021 -1.59641445],-1.66168,"[ 0.79489332  1.73925348  1.04950872 -1.83676599 -0.42242517  0.8577083
  0.2640508  -2.22189656  1.49359266 -0.29702524  0.        ]",[-0.75561899 -0.1339167 ],"[[  0.76673386  -0.87199849  -0.04972219   0.09638872]
 [  9.96023903 -19.03261721   0.           0.        ]]",[-0.32858157 -0.35699466],-0.234325789038
6,[-0.49706954 -1.55164325],-1.64109,"[ 0.62184029  1.27336653  1.21322773 -2.46363639 -0.42242463  0.85770668
  0.15566284 -2.24260385  1.36409265 -0.39877381  0.        ]",[-0.15819015 -1.960458  ],"[[  0.93396419  -1.25417832  -0.04972219   0.09638872]
 [  6.77324353 -19.18492369   0.           0.        ]]",[-0.32858157 -0.35699466],-0.219509885047
7,[-0.29130912 -1.34210086],-1.46959,"[ 0.47384244  0.69208204  1.31611437 -2.6143528  -0.42242409  0.85770506
  0.1298125  -2.72957701  1.17868381 -0.5815517   0.        ]",[-0.66891224 -3.08228395],"[[  1.06180468  -1.67379033  -0.04972219   0.09638872]
 [  6.01315447 -22.76436598   0.           0.        ]]",[-0.32858157 -0.35699466],-0.201864248995
8,[ 0.19982705 -0.96165812],-1.28943,"[ 0.35978017  0.05146765  1.3774344  -2.05186858 -0.42242354  0.85770343
  0.0356801  -3.20688526  0.88474861 -0.79965525  0.        ]",[-0.32421882 -1.62958218],"[[  1.1543002   -2.16427926  -0.04972219   0.09638872]
 [  3.24532619 -26.27290098   0.           0.        ]]",[-0.32858157 -0.35699466],-0.178124604377
9,[ 0.66497964 -0.56822562],-1.08461,"[ 0.29431307 -0.44665753  1.40649866 -0.61376958 -0.422423    0.85770181
 -0.0102154  -3.67476509  0.46002142 -0.92416612  0.        ]",[ 0.01733362 -0.22239815],"[[  1.2056668   -2.72424575  -0.04972219   0.09638872]
 [  1.89583542 -29.71230851   0.           0.        ]]",[-0.32858157 -0.35699466],-0.145062538195
