timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
40,[ 0.06191818 -0.56981069],-0.63083,"[ 0.01486522 -0.8270048   1.49659968  0.2455242   0.81894487 -0.57205346
  0.31224479  0.30087877 -0.81106992  0.44302641  0.        ]",[ 0.17143793  0.34251421],"[[ 1.34354135 -3.00254735  0.09418991 -0.06620502]
 [ 6.10176341  0.04242924  0.          0.        ]]",[-0.09015762 -0.21132401],-0.0976767212879
41,[ 0.04863578 -0.58019227],-0.653787,"[-0.15917891 -0.82439486  1.52819076  0.21213106  0.81893911 -0.57205026
  0.35628949  0.49045284 -0.79040994  0.45681144  0.        ]",[ 0.22284697 -0.72185457],"[[ 1.47117555 -2.98809936  0.09418991 -0.06620502]
 [ 6.65979454  1.39785364  0.          0.        ]]",[-0.09015762 -0.21132401],-0.0962061635309
42,[ 0.06937172 -0.56261504],-0.628634,"[-0.35355296 -0.82457705  1.53443478  0.21443361  0.81893335 -0.57204706
  0.41551423  0.08682064 -0.7823117   0.47441014  0.        ]",[ 1.76992425 -0.05318019],"[[ 1.61189991 -2.98909703  0.09418991 -0.06620502]
 [ 7.41014589 -1.48800136  0.          0.        ]]",[-0.09015762 -0.21132401],-0.0966135709788
43,[ 0.05617322 -0.5703333 ],-0.635624,"[-0.60872338 -0.82852027  1.49643178  0.2669359   0.81892758 -0.57204387
  0.71645163  0.24920704 -0.79089927  0.4923703   0.        ]",[ 0.02984054  0.17239778],"[[  1.79835626  -3.01179728   0.09418991  -0.06620502]
 [ 11.22280267  -0.32698081   0.           0.        ]]",[-0.09015762 -0.21132401],-0.0990439782083
44,[ 0.05097584 -0.57803702],-0.66602,"[-0.89947703 -0.82819537  1.38339774  0.26235301  0.81892182 -0.57204067
  0.70823882  0.35818785 -0.78301343  0.52160353  0.        ]",[-0.78478794 -0.56884765],"[[  2.02176898  -3.0098192    0.09418991  -0.06620502]
 [ 11.11881099   0.45220742   0.           0.        ]]",[-0.09015762 -0.21132401],-0.10054049227
45,[ 0.05875707 -0.57810658],-0.677788,"[-1.12257906 -0.82730858  1.23425174  0.25004725  0.81891606 -0.57203747
  0.44560128  0.31436807 -0.77980604  0.5493234   0.        ]",[-0.67124431 -0.54182822],"[[ 2.21076096 -3.0045043   0.09418991 -0.06620502]
 [ 7.79147817  0.13892233  0.          0.        ]]",[-0.09015762 -0.21132401],-0.102552420746
46,[ 0.07141722 -0.57561529],-0.690078,"[-1.25703353 -0.82702424  1.10853884  0.24625577  0.8189103  -0.57203427
  0.22364883  0.30095558 -0.78159162  0.56716353  0.        ]",[ 0.6997644  -1.05061279],"[[ 2.33837781 -3.00286631  0.09418991 -0.06620502]
 [ 4.97957926  0.04303817  0.          0.        ]]",[-0.09015762 -0.21132401],-0.104311659268
47,[ 0.07281584 -0.57643783],-0.689783,"[-1.37481282 -0.82701581  0.9664469   0.2462199   0.81890454 -0.57203108
  0.43455546  0.29204043 -0.78605951  0.58342323  0.        ]",[-0.48437954 -1.40187416],"[[ 2.46477832 -3.00285128  0.09418991 -0.06620502]
 [ 7.65156824 -0.0206919   0.          0.        ]]",[-0.09015762 -0.21132401],-0.106239541137
48,[ 0.083671   -0.57550168],-0.631317,"[-1.47961116 -0.82708782  0.801502    0.24727416  0.81889877 -0.57202788
  0.27121925  0.29198643 -0.79281032  0.59923637  0.        ]",[ 1.59035261  0.00324726],"[[ 2.597048   -3.00330739  0.09418991 -0.06620502]
 [ 5.58229579 -0.02106842  0.          0.        ]]",[-0.09015762 -0.21132401],-0.108381567147
49,[ 0.08211347 -0.57826471],-0.619299,"[-1.57350484 -0.82695785  0.59756688  0.24559293  0.81889301 -0.57202468
  0.57501524  0.30354852 -0.80237353  0.61676903  0.        ]",[ 0.66141751 -0.32060705],"[[ 2.74731002 -3.00258126  0.09418991 -0.06620502]
 [ 9.43107874  0.06160498  0.          0.        ]]",[-0.09015762 -0.21132401],-0.110983522669
