timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 1.57752538 -1.15296984],-0.848441,"[ 1.18439223  2.22205603  0.04146411  0.72238501  1.18028214  0.45606211
 -0.09996691  0.36534365  0.33018446 -0.38162034  0.        ]",[ 2.68867334 -1.21919416],"[[  1.41482847e-02  -9.35868702e-03   1.36952227e-01   5.09992587e-02]
 [ -4.63021641e-03  -1.00714063e-04   0.00000000e+00   0.00000000e+00]]",[-0.32132617 -0.3548609 ],-0.087982845879
1,[ 1.53913546 -1.15303195],-0.836021,"[ 1.18253812  2.22041886  0.10031696  0.58845531  1.18027895  0.45606149
  0.03789249 -0.17358739  0.32920081 -0.34857724  0.        ]",[ 2.55845767 -0.25370882],"[[ 0.05376255 -0.04910397  0.13695223  0.05099926]
 [ 3.95287521 -3.96121992  0.          0.        ]]",[-0.32132617 -0.3548609 ],-0.0857325695542
2,[ 1.32029974 -1.21051979],-0.73806,"[ 1.16427813  2.20887981  0.27447314  0.29138081  1.18027576  0.45606086
  0.17298486 -0.29979787  0.31903318 -0.22328138  0.        ]",[ 1.05174288 -0.22580609],"[[ 0.17172985 -0.13763582  0.13695223  0.05099926]
 [ 7.83094822 -4.88886265  0.          0.        ]]",[-0.32132617 -0.3548609 ],-0.0776144505733
3,[ 1.01375401 -1.27736795],-0.690116,"[ 1.09311785  2.18089746  0.55314132 -0.05865979  1.18027257  0.45606024
  0.30540582 -0.40846325  0.2755698   0.01554943  0.        ]",[ 0.60457353 -1.18470923],"[[  0.36648909  -0.24342682   0.13695223   0.05099926]
 [ 11.63233454  -5.68755029   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.0655968878787
4,[ 0.73473608 -1.30254745],-0.71816,"[ 0.9276749   2.11409432  0.88521614 -0.54581995  1.18026937  0.45605962
  0.38076119 -0.93194679  0.1733614   0.295339    0.        ]",[ 0.94185869 -2.41770055],"[[  0.62083974  -0.39578224   0.13695223   0.05099926]
 [ 13.79555429  -9.53513223   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.0605813471052
5,[ 0.41000652 -1.31293988],-0.709413,"[ 0.62942614  1.9585859   1.21337729 -1.21678736  1.18026618  0.456059
  0.50111693 -1.44508182 -0.00261714  0.55326808  0.        ]",[-0.08964054 -1.57908158],"[[  0.93141543  -0.62432692   0.13695223   0.05099926]
 [ 17.25059018 -13.3066754    0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.0683098816636
6,[ 0.20720436 -1.24321365],-0.739226,"[ 0.21664172  1.66312717  1.44004607 -1.94361393  1.18026299  0.45605837
  0.47694589 -1.94780467 -0.23111306  0.71151473  0.        ]",[ 0.72941447 -0.25144105],"[[  1.26946565  -0.92753445   0.13695223   0.05099926]
 [ 16.55673899 -17.00173483   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.081462214272
7,[ 0.08030041 -1.15538633],-0.852914,"[-0.26818623  1.23363738  1.50473549 -2.47015221  1.1802598   0.45605775
  0.56612317 -2.03737984 -0.49173458  0.75678302  0.        ]",[-0.11085538 -0.70690591],"[[  1.6262843   -1.27417696   0.13695223   0.05099926]
 [ 19.11674382 -17.66019601   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.0952440137506
8,[ 0.22810389 -0.97257352],-0.935446,"[-0.76517974  0.71221994  1.37190602 -2.60626185  1.18025661  0.45605713
  0.53773202 -2.3703917  -0.75507591  0.67879956  0.        ]",[ 0.84435091 -1.29252852],"[[  2.00044281  -1.65193986   0.13695223   0.05099926]
 [ 18.30175214 -20.10795937   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.107985557105
9,[ 0.52224571 -0.73551196],-0.891879,"[-1.20341966  0.13265486  1.02850493 -2.17335236  1.18025342  0.45605651
  0.64160229 -2.85474218 -0.97727773  0.44861703  0.        ]",[ 0.40993048 -0.58879847],"[[  2.39639433  -2.08982067   0.13695223   0.05099926]
 [ 21.28354402 -23.66816484   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.116821841394
10,[ 0.81321764 -0.50085914],-0.816786,"[-1.50367439 -0.35806404  0.47031067 -1.0360707   1.18025023  0.45605588
  0.68350915 -3.10794892 -1.12491429  0.08583348  0.        ]",[ 1.69568775 -0.87662621],"[[  2.83413648  -2.58185891   0.13695223   0.05099926]
 [ 22.48657899 -25.52953108   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.125924233034
11,[ 1.00132978 -0.48253891],-0.861483,"[-1.54657618 -0.57092902 -0.24213624  0.68855645  1.18024704  0.45605526
  0.80595027 -2.76428959 -1.13781032 -0.3655221   0.        ]",[ 0.86368845 -0.13030462],"[[  3.31913333  -3.12219497   0.13695223   0.05099926]
 [ 26.00148591 -23.00377938   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.135940236356
12,[ 1.05539167 -0.62350947],-0.797982,"[-1.22046983 -0.56165271 -0.9673299   1.14727961  1.18024384  0.45605464
  0.90717717  0.66392736 -1.08868753 -0.43548521  0.        ]",[ 0.92126188 -0.41725068],"[[  3.86832228  -3.25853109   0.13695223   0.05099926]
 [ 28.90741489   2.19435106   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.132929567775
13,[ 1.02619863 -0.67325091],-0.812891,"[-0.51239637 -0.57044158 -1.42530569  0.86430262  1.18024065  0.45605402
  1.01431021  1.00616613 -1.16240948 -0.32452627  0.        ]",[ 0.99525554  0.10352325],"[[  4.47732864  -3.1743337    0.13695223   0.05099926]
 [ 31.98290101   4.70989396   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.137517275142
14,[ 1.00425947 -0.68822902],-1.05442,"[ 0.39164881 -0.56827288 -1.32598742  0.53618887  1.18023746  0.4560534
  1.12951999  1.04927772 -1.28436509 -0.34898231  0.        ]",[ 2.03791628 -0.39176484],"[[  5.15017073  -3.0769571    0.13695223   0.05099926]
 [ 35.29025952   5.02679136   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.15428672521
15,[ 0.94735378 -0.71164936],-1.21254,"[ 1.07881201 -0.55579342 -0.55094408  0.25475719  1.18023427  0.45605277
  1.24309494  0.82479952 -1.31214995 -0.49561503  0.        ]",[ 0.17747439 -0.43117556],"[[  5.88868918  -2.99297677   0.13695223   0.05099926]
 [ 38.55070759   3.37684132   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.163784743088
16,[ 0.85673368 -0.68292642],-1.0108,"[ 1.08842199 -0.54380054  0.56618049  0.08957951  1.18023108  0.45605215
  1.24097629  0.58358016 -1.20208055 -0.59101639  0.        ]",[ 0.38923057  0.00416744],"[[  6.65909402  -2.94322961   0.13695223   0.05099926]
 [ 38.48999065   1.60383585   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.155103276855
17,[ 0.65407008 -0.68724728],-0.794251,"[ 0.36595539 -0.53431298  1.37946828 -0.01562336  1.18022789  0.45605153
  1.26810881  0.58169834 -1.05994811 -0.53754483  0.        ]",[ 0.43048137 -1.13363681],"[[  7.43670972  -2.91129205   0.13695223   0.05099926]
 [ 39.26898014   1.59001056   0.           0.        ]]",[-0.32132617 -0.3548609 ],-0.135046031209
