timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
39,[ 0.75234872 -0.73187757],-0.657632,"[-1.39793566 -0.56055419  0.73758012  0.29847999  0.77598741  1.05986314
  2.2645104   0.36745865 -0.75347764 -0.9103847   0.        ]",[ 1.14242046 -0.85862271],"[[  3.40549266e+01  -3.00623444e+00   8.97480435e-02   1.20760070e-01]
 [  6.72573168e+01   1.77080849e-02   0.00000000e+00   0.00000000e+00]]",[-0.30432901 -0.35407415],-0.134715474113
40,[ 0.96288311 -0.75100517],-0.724313,"[-1.08042188 -0.56038854 -1.11371771  0.29557493  0.77598598  1.05986054
  2.35680121  0.37204524 -0.90440539 -0.84482719  0.        ]",[ 0.72301284 -0.52753485],"[[  3.54264388e+01  -3.00536125e+00   8.97480435e-02   1.20760070e-01]
 [  6.98851486e+01   5.13960936e-02   0.00000000e+00   0.00000000e+00]]",[-0.30432901 -0.35407415],-0.141287924871
41,[ 1.08937573 -0.7782864 ],-0.901057,"[ 0.70611271 -0.56015191 -1.10523407  0.29145121  0.77598454  1.05985795
  2.40874006  0.3731771  -0.98971517 -1.00829855  0.        ]",[ 2.76762144 -1.67856294],"[[  3.68389824e+01  -3.00412153e+00   8.97480435e-02   1.20760070e-01]
 [  7.13642834e+01   5.97122431e-02   0.00000000e+00   0.00000000e+00]]",[-0.30432901 -0.35407415],-0.163643058907
42,[ 0.84331101 -0.81044388],-0.728787,"[ 0.94985825 -0.56006093  0.85191501  0.28988473  0.77598311  1.05985536
  2.49817081  0.36537165 -0.85590888 -1.1296923   0.        ]",[ 1.770279   -1.09137811],"[[  3.82918182e+01  -3.00365060e+00   8.97480435e-02   1.20760070e-01]
 [  7.39108091e+01   2.39164757e-03   0.00000000e+00   0.00000000e+00]]",[-0.30432901 -0.35407415],-0.164322168903
43,[ 0.63743532 -0.77682626],-0.590495,"[-0.88182411 -0.56007427  1.30774583  0.29013051  0.77598168  1.05985277
  2.5858283   0.36418489 -0.73486888 -0.98429084  0.        ]",[ 1.34539377 -0.48721967],"[[  3.97950788e+01  -3.00372462e+00   8.97480435e-02   1.20760070e-01]
 [  7.64069271e+01  -6.32054466e-03   0.00000000e+00   0.00000000e+00]]",[-0.30432901 -0.35407415],-0.140831629611
44,[ 0.8138603  -0.78220826],-0.764747,"[-1.39495641 -0.55999175 -0.70041384  0.2887147   0.77598025  1.05985017
  2.67174731  0.36948442 -0.86001117 -0.835634    0.        ]",[ 2.75209561  0.17295241],"[[  4.13477659e+01  -3.00329898e+00   8.97480435e-02   1.20760070e-01]
 [  7.88536306e+01   3.26032825e-02   0.00000000e+00   0.00000000e+00]]",[-0.30432901 -0.35407415],-0.136433462192
45,[ 0.95924705 -0.83152199],-0.857509,"[ 0.51282203 -0.55849932 -1.25555119  0.26360096  0.77597882  1.05984758
  2.75596182  0.46318924 -0.9969069  -0.98785368  0.        ]",[ 0.83717822 -0.62856779],"[[ 42.94890114  -2.99574291   0.08974804   0.12076007]
 [ 81.25189016   0.72078455   0.           0.        ]]",[-0.30432901 -0.35407415],-0.162455534416
46,[ 0.77286071 -0.83840328],-0.69111,"[ 0.9373714  -0.55984313  0.87159964  0.28617878  0.77597738  1.05984499
  2.81586117  0.24614569 -0.8553488  -1.12765952  0.        ]",[ 1.70684661 -1.06168682],"[[ 44.59105632  -3.00253655   0.08974804   0.12076007]
 [ 82.95798784  -0.87319892   0.           0.        ]]",[-0.30432901 -0.35407415],-0.164077730603
47,[ 0.57536519 -0.80241346],-0.539858,"[-1.09970722 -0.56112193  1.13875378  0.30875497  0.77597595  1.0598424
  2.89721903  0.36122329 -0.74020645 -0.95988113  0.        ]",[-0.12823459 -0.31680172],"[[  4.62734644e+01  -3.00932324e+00   8.97480435e-02   1.20760070e-01]
 [  8.52750741e+01  -2.80570294e-02   0.00000000e+00   0.00000000e+00]]",[-0.30432901 -0.35407415],-0.138717796374
48,[ 0.84088588 -0.80043375],-0.701094,"[-1.11754596 -0.56076332 -1.07855962  0.30232623  0.77597452  1.05983981
  2.82005941  0.38514736 -0.8986326  -0.84432257  0.        ]",[ 0.83706883 -1.7338959 ],"[[ 47.95693411  -3.00739147   0.08974804   0.12076007]
 [ 83.07921032   0.14764669   0.           0.        ]]",[-0.30432901 -0.35407415],-0.140714684847
49,[ 0.92822433 -0.84117079],-0.852692,"[ 0.92022917 -0.56038989 -0.85458021  0.29572947  0.77597309  1.05983721
  2.87867036  0.37354733 -0.98083621 -1.03952573  0.        ]",[ 1.23292199 -0.76026918],"[[  4.96352691e+01  -3.00540868e+00   8.97480435e-02   1.20760070e-01]
 [  8.47487218e+01   6.24589987e-02   0.00000000e+00   0.00000000e+00]]",[-0.30432901 -0.35407415],-0.165710000735
