timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
10,[ 0.00437824 -0.53608537],-1.00165,"[ 0.50468329 -0.54342701 -1.26563789  1.00451629 -0.23083087 -0.29530586
 -0.33458242  0.40894938  0.01250022  0.43896913  0.        ]",[-0.28545421 -1.78923063],"[[-1.04250007 -3.2032458  -0.02762546 -0.03532355]
 [-9.0931483   0.28789781  0.          0.        ]]",[-0.38156933 -0.38371912],-0.0561901984491
11,[-0.13292705 -0.62189317],-0.886077,"[ 0.26536789 -0.54611041 -1.38437991  0.80990616 -0.23083066 -0.29530558
 -0.36352875  0.86254213 -0.01985923  0.41646971  0.        ]",[-0.42202585 -0.25278098],"[[ -1.23389442  -3.14829982  -0.02762546  -0.03532355]
 [-10.04319126   3.651277     0.           0.        ]]",[-0.38156933 -0.38371912],-0.0516979798511
12,[-0.1911581  -0.65065616],-0.892526,"[-0.023737   -0.54360531 -1.45681344  0.57508657 -0.23083044 -0.2953053
 -0.40838272  0.74951573 -0.05959531  0.40941048  0.        ]",[ 0.15602562 -2.01077295],"[[ -1.44952866  -3.08201272  -0.02762546  -0.03532355]
 [-11.51533076   2.81319922   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0485466252693
13,[-0.23751353 -0.6595248 ],-0.809907,"[-0.32906493 -0.53887222 -1.46020745  0.42916393 -0.23083023 -0.29530501
 -0.38261578  0.56347908 -0.07745875  0.42271998  0.        ]",[-0.39906804 -0.01672329],"[[ -1.67135045  -3.04070646  -0.02762546  -0.03532355]
 [-10.66966254   1.4337517    0.           0.        ]]",[-0.38156933 -0.38371912],-0.0490683111176
14,[-0.28025997 -0.67134637],-0.799737,"[-0.6345417  -0.53433342 -1.38882674  0.33154306 -0.23083002 -0.29530473
 -0.42432102  0.55072064 -0.07998519  0.44520263  0.        ]",[ 1.24140464 -0.59988568],"[[ -1.89847729  -3.01298061  -0.02762546  -0.03532355]
 [-12.03845818   1.3391533    0.           0.        ]]",[-0.38156933 -0.38371912],-0.0514311113535
15,[-0.29441512 -0.6630317 ],-0.796577,"[-0.88354118 -0.53190578 -1.26708347  0.28721608 -0.2308298  -0.29530445
 -0.29642568  0.37471001 -0.06903475  0.46517084  0.        ]",[-0.7618233  -0.72703334],"[[-2.09713099 -3.00035952 -0.02762546 -0.03532355]
 [-7.84089893  0.03404769  0.          0.        ]]",[-0.38156933 -0.38371912],-0.0541395969908
16,[-0.30962032 -0.64669794],-0.786318,"[-1.0916495  -0.53206457 -1.10774139  0.290003   -0.23082959 -0.29530417
 -0.38359877  0.3626437  -0.04588781  0.47640303  0.        ]",[-0.34915329 -1.163159  ],"[[ -2.28265495  -3.00115376  -0.02762546  -0.03532355]
 [-10.70195976  -0.05542051   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0565068743236
17,[-0.34155101 -0.62461931],-0.756494,"[-1.30258232 -0.5322953  -0.86250386  0.29407671 -0.23082937 -0.29530388
 -0.41926343  0.36307448 -0.01608023  0.48305478  0.        ]",[-0.85785492 -1.02663123],"[[ -2.50843854  -3.00231452  -0.02762546  -0.03532355]
 [-11.87249846  -0.05222366   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0588725239793
18,[-0.37743807 -0.58667111],-0.694682,"[-1.4795783  -0.53245885 -0.51317249  0.29698831 -0.23082916 -0.2953036
 -0.51558939  0.36594305  0.01952824  0.48112114  0.        ]",[ 0.4192538  -0.09980918],"[[ -2.77760849  -3.00314407  -0.02762546  -0.03532355]
 [-15.0339607   -0.03095067   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0609265065068
19,[-0.43126941 -0.55008668],-0.746752,"[-1.56519863 -0.53235921 -0.10832088  0.29522901 -0.23082895 -0.29530332
 -0.4559437   0.3768939   0.05439937  0.46875863  0.        ]",[-0.44556083 -1.06629325],"[[ -3.05864676  -3.00264297  -0.02762546  -0.03532355]
 [-13.07639066   0.05025177   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0622088664443
20,[-0.46311259 -0.51000941],-0.669968,"[-1.54414475 -0.5323569   0.29975773  0.29519837 -0.23082873 -0.29530304
 -0.50180638  0.3667752   0.0845553   0.44593691  0.        ]",[ 1.28313753  0.44995518],"[[ -3.33527715  -3.00263432  -0.02762546  -0.03532355]
 [-14.58163204  -0.02477484   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0624888370333
21,[-0.56608254 -0.51992762],-0.664291,"[-1.43696327 -0.52869929  0.6494003   0.23423978 -0.23082852 -0.29530276
 -0.37237226  0.60715615  0.1102402   0.43344802  0.        ]",[-0.8329179   0.46853737],"[[ -3.58428784  -2.98524623  -0.02762546  -0.03532355]
 [-10.33359052   1.75763294   0.           0.        ]]",[-0.38156933 -0.38371912],-0.063625341817
22,[-0.6800999  -0.54026127],-0.712874,"[-1.26277611 -0.51479915  0.94691107  0.04809514 -0.23082831 -0.29530247
 -0.46661453  0.85266034  0.14849864  0.44419115  0.        ]",[-1.34951585 -0.14461207],"[[ -3.82199347  -2.93182908  -0.02762546  -0.03532355]
 [-13.42665458   3.57803217   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0680859386824
23,[-0.7455759  -0.53890997],-0.764014,"[-0.95202931 -0.49246885  1.25032954 -0.17588148 -0.23082809 -0.29530219
 -0.57914805  0.7658964   0.20667903  0.43191988  0.        ]",[-0.98808838 -0.49333553],"[[ -4.12758364  -2.86672359  -0.02762546  -0.03532355]
 [-17.12004429   2.93469409   0.           0.        ]]",[-0.38156933 -0.38371912],-0.072869270346
24,[-0.75852865 -0.53084779],-0.741431,"[-0.47346451 -0.47650687  1.46512652 -0.30652121 -0.23082788 -0.29530191
 -0.6880177   0.49466131  0.25132942  0.3538743   0.        ]",[ 0.26787822 -0.37278813],"[[ -4.505835    -2.8282089   -0.02762546  -0.03532355]
 [-20.69318999   0.92351754   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0723828386742
25,[-0.77947468 -0.56865406],-0.694595,"[ 0.07339268 -0.47496313  1.46923442 -0.31825766 -0.23082767 -0.29530163
 -0.64322148  0.29320417  0.24117278  0.23979994  0.        ]",[ 0.0161945  -0.15905672],"[[ -4.90494776  -2.82472602  -0.02762546  -0.03532355]
 [-19.22299901  -0.57026356   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0651155867302
26,[-0.72018838 -0.59469616],-0.688836,"[ 0.55673533 -0.48259435  1.26024694 -0.25879372 -0.23082745 -0.29530135
 -0.62967439  0.20985579  0.17957165  0.14737359  0.        ]",[-0.62895204 -0.14270859],"[[ -5.28494696  -2.84233198  -0.02762546  -0.03532355]
 [-18.77840726  -1.18828096   0.           0.        ]]",[-0.38156933 -0.38371912],-0.053823800503
27,[-0.5427267  -0.58872628],-0.784461,"[ 0.94674943 -0.49431482  0.85308348 -0.15948276 -0.23082724 -0.29530106
 -0.69422305  0.13687553  0.08412505  0.098598    0.        ]",[-1.47513683 -1.79914379],"[[ -5.68177086  -2.87152711  -0.02762546  -0.03532355]
 [-20.89692937  -1.72942004   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0400253173441
28,[-0.13530906 -0.50091076],-0.772592,"[ 1.17371531 -0.51873379  0.23287458  0.09554362 -0.23082702 -0.29530078
 -0.80226289 -0.39246032 -0.03698659  0.14314117  0.        ]",[-0.53704615 -0.48919896],"[[ -6.13528638  -2.94549593  -0.02762546  -0.03532355]
 [-24.44284252  -5.65438187   0.           0.        ]]",[-0.38156933 -0.38371912],-0.026381878837
29,[-0.06365533 -0.52447116],-0.846539,"[ 1.1015913  -0.53850438 -0.504109    0.42048315 -0.23082681 -0.2953005
 -0.85230488  0.16179727 -0.09656052  0.27507574  0.        ]",[-0.13475814  0.25204321],"[[ -6.64062356  -3.03824372  -0.02762546  -0.03532355]
 [-26.08526592  -1.54463336   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0321642738645
30,[-0.1155773  -0.59721231],-0.867214,"[ 0.68900245 -0.53863625 -1.12724711  0.42366354 -0.2308266  -0.29530022
 -0.85282309  0.47306179 -0.11087181  0.33484295  0.        ]",[ 0.33315463 -0.72278498],"[[ -7.16249973  -3.03914592  -0.02762546  -0.03532355]
 [-26.10231603   0.76335408   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0378168439815
31,[-0.15662687 -0.63971663],-0.8362,"[ 0.06701347 -0.53624762 -1.44161766  0.37008286 -0.23082638 -0.29529993
 -0.79688645  0.45986231 -0.10943673  0.39010166  0.        ]",[-0.41726065 -0.8026711 ],"[[ -7.66612677  -3.02393685  -0.02762546  -0.03532355]
 [-24.26651095   0.66548551   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0440298139373
32,[-0.2014129  -0.64137423],-0.769421,"[-0.61035737 -0.53442976 -1.39738746  0.3335906  -0.23082617 -0.29529965
 -0.8325849   0.42146808 -0.08131345  0.44344401  0.        ]",[ 0.0465414   0.11566466],"[[ -8.16321268  -3.01356295  -0.02762546  -0.03532355]
 [-25.43817586   0.38080117   0.           0.        ]]",[-0.38156933 -0.38371912],-0.0511773416274
33,[-0.2866028  -0.62740642],-0.748501,"[-1.19066939 -0.53210887 -1.00630103  0.29094998 -0.23082596 -0.29529937
 -0.81162415  0.48226959 -0.03304177  0.48039405  0.        ]",[-0.9009519  -0.99142425],"[[ -8.66507436  -3.00142355  -0.02762546  -0.03532355]
 [-24.75028227   0.83163897   0.           0.        ]]",[-0.38156933 -0.38371912],-0.057623967899
34,[-0.34790677 -0.54865682],-0.652518,"[-1.532397   -0.53265613 -0.32894107  0.30067383 -0.23082574 -0.29529909
 -0.90538285  0.34593158  0.03650058  0.47542743  0.        ]",[-1.07186254  0.20407337],"[[ -9.19095501e+00  -3.00419371e+00  -2.76254550e-02  -3.53235468e-02]
 [ -2.78274916e+01  -1.79283337e-01   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.06153761293
35,[-0.44705296 -0.47649115],-0.683105,"[-1.48299569 -0.53174774  0.53233031  0.28466548 -0.23082553 -0.29529881
 -1.00923114  0.45543727  0.09990461  0.43096012  0.        ]",[-0.35228924 -0.39594871],"[[ -9.78170207e+00  -2.99963285e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.12358519e+01   6.32687006e-01   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.0624796444728
36,[-0.47927392 -0.42536071],-0.635553,"[-0.94806522 -0.53197667  1.25313317  0.2886632  -0.23082532 -0.29529852
 -1.03288876  0.30968536  0.12857011  0.34086365  0.        ]",[ 0.08898433  0.65758827],"[[ -1.04142101e+01  -3.00077219e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.20123569e+01  -4.48036610e-01   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.0579540033363
37,[-0.58396888 -0.45040935],-0.694518,"[-0.12302809 -0.52830222  1.49484875  0.22817112 -0.2308251  -0.29529824
 -1.00283849  0.66212883  0.1229578   0.25283739  0.        ]",[-0.39136986 -0.65028246],"[[ -1.10445626e+01  -2.98351275e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.10261647e+01   2.16527639e+00   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.0514647036216
38,[-0.44653243 -0.45860592],-0.697765,"[ 0.67557036 -0.52425995  1.16797921  0.16858371 -0.23082489 -0.29529796
 -1.03133783  0.30918332  0.06960708  0.17592443  0.        ]",[-0.74436852  0.00496281],"[[ -1.16744710e+01  -2.96646489e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.19615749e+01  -4.51749479e-01   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.0409329960739
39,[-0.23108079 -0.50559777],-0.753152,"[ 1.15262855 -0.52638287  0.35156473  0.19911492 -0.23082467 -0.29529768
 -1.10185547  0.31313511 -0.03303639  0.16604839  0.        ]",[ 0.36958543 -0.4707714 ],"[[ -1.23369242e+01  -2.97520599e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.42760348e+01  -4.22445439e-01   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.0282451949885
40,[-0.07634263 -0.54161912],-0.858652,"[ 1.06055745 -0.53227227 -0.60957591  0.29390181 -0.23082446 -0.2952974
 -1.03659705  0.13504351 -0.11049504  0.24748387  0.        ]",[-0.15772886 -1.22094851],"[[ -1.30009565e+01  -3.00226496e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.21343143e+01  -1.74295988e+00   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.0284215812067
41,[-0.10822819 -0.61178637],-0.819977,"[ 0.46300877 -0.53477521 -1.29074211  0.34039701 -0.23082425 -0.29529711
 -1.03623865  0.3654649  -0.12466257  0.34635551  0.        ]",[-0.27726867 -0.06089841],"[[ -1.36435253e+01  -3.01549938e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.21226137e+01  -3.44278785e-02   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.0385114560994
42,[-0.1616839  -0.63451004],-0.819966,"[-0.40140387 -0.5340824  -1.45027394  0.32706149 -0.23082403 -0.29529683
 -1.05030901  0.40780167 -0.09661858  0.4281436   0.        ]",[-0.62621392 -1.21664724],"[[ -1.42906114e+01  -3.01170604e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.25844668e+01   2.79493873e-01   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.04881508457
43,[-0.22181828 -0.60135967],-0.677388,"[-1.20240998 -0.53331217 -0.99284783  0.31268239 -0.23082382 -0.29529655
 -1.10619664  0.38921082 -0.02753838  0.47715544  0.        ]",[-1.22532019  0.516095  ],"[[ -1.49607049e+01  -3.00761374e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.44187712e+01   1.41649475e-01   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.0575846778017
44,[-0.42199069 -0.53949153],-0.662182,"[-1.56946172 -0.52847463 -0.02405334  0.23092278 -0.23082361 -0.29529627
 -1.2060653   0.66452185  0.05843496  0.48177374  0.        ]",[-0.1211689  -0.23688242],"[[ -1.56819676e+01  -2.98429940e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.76965494e+01   2.18302837e+00   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.0637790902474
45,[-0.52813643 -0.4657101 ],-0.645087,"[-1.22277825 -0.52009241  0.99763253  0.11284676 -0.23082339 -0.29529599
 -1.19794068  0.53234     0.14505993  0.42123868  0.        ]",[-0.47651194  0.58686516],"[[ -1.64332239e+01  -2.95047277e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.74299831e+01   1.20293306e+00   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.0658629057959
46,[-0.68449789 -0.49421516],-0.706305,"[-0.30828445 -0.50573323  1.4912194  -0.05040992 -0.23082318 -0.2952957
 -1.23283758  0.84269104  0.19418632  0.29378516  0.        ]",[-0.27467618 -0.60648412],"[[ -1.71933162e+01  -2.90332611e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.85753908e+01   3.50412671e+00   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.062172345591
47,[-0.59302533 -0.53867757],-0.720786,"[ 0.68670712 -0.48902413  1.15822261 -0.20555449 -0.23082297 -0.29529542
 -1.24269971  0.50969198  0.14758587  0.13004974  0.        ]",[ 0.20359116 -1.54090227],"[[ -1.79680722e+01  -2.85801748e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.88991580e+01   1.03501716e+00   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.0491560964954
48,[-0.24509995 -0.55824071],-0.729488,"[ 1.17897425 -0.49645554  0.19088637 -0.13999039 -0.23082275 -0.29529514
 -1.19468126 -0.02684197 -0.02261657  0.0843426   0.        ]",[-0.68674112  0.5179441 ],"[[ -1.87302433e+01  -2.87723206e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.73232716e+01  -2.94325989e+00   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.0256362398798
49,[-0.1592357  -0.61902118],-0.816091,"[ 0.90998805 -0.50955055 -0.87899718 -0.010417   -0.23082254 -0.29529486
 -1.25501322  0.25780072 -0.15583313  0.20243187  0.        ]",[ 0.63520547 -1.63405321],"[[ -1.94965770e+01  -2.91492119e+00  -2.76254550e-02  -3.53235468e-02]
 [ -3.93034660e+01  -8.32699318e-01   0.00000000e+00   0.00000000e+00]]",[-0.38156933 -0.38371912],-0.0211220154997
