timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
10,[ 0.21631131 -0.59780425],-0.555285,"[ 0.13864841  0.65772169  1.45675785 -1.60044535  1.29601293  0.37867604
  0.77449089 -1.65169932 -0.30864967  0.37062955  0.        ]",[-0.46799663 -0.83792717],"[[  1.23841329  -1.30120294   0.14923523   0.04146775]
 [ 11.00125648 -13.83518853   0.           0.        ]]",[-0.07850059 -0.18013367],-0.0466560781596
11,[ 0.26409805 -0.53992331],-0.570895,"[-0.12965052  0.28497854  1.52686279 -1.67901165  1.29599587  0.37867392
  0.59644822 -2.07563499 -0.44776642  0.31674846  0.        ]",[ 0.19266421 -0.47252515],"[[  1.43768267  -1.60843865   0.14923523   0.04146775]
 [  8.93242313 -16.87829203   0.           0.        ]]",[-0.07850059 -0.18013367],-0.0477227743553
12,[ 0.2856718  -0.50651896],-0.580932,"[-0.38483379 -0.13578375  1.53833828 -1.51336849  1.29597881  0.37867179
  0.64687685 -2.28964789 -0.60255207  0.18828388  0.        ]",[ 0.44379711 -0.55837276],"[[  1.62221113  -1.96142145   0.14923523   0.04146775]
 [  9.51846098 -18.41485645   0.           0.        ]]",[-0.07850059 -0.18013367],-0.055134493417
13,[ 0.30341911 -0.48321483],-0.612256,"[-0.66659908 -0.52902946  1.48993627 -1.04291299  1.29596176  0.37866966
  0.78185892 -2.54675163 -0.79434422  0.02946704  0.        ]",[ 1.3761153  -1.30117489],"[[  1.82831806  -2.34824084   0.14923523   0.04146775]
 [ 11.08703307 -20.26090862   0.           0.        ]]",[-0.07850059 -0.18013367],-0.0792408413156
14,[ 0.34404409 -0.46161741],-0.681194,"[-0.99840825 -0.81973537  1.34073643 -0.22720212  1.29594471  0.37866754
  1.10367932 -3.04230236 -1.03165081 -0.16599351  0.        ]",[ 0.9725019 -0.8104766],"[[  2.0875799   -2.7891583    0.14923523   0.04146775]
 [ 14.82673895 -23.81895441   0.           0.        ]]",[-0.07850059 -0.18013367],-0.117428978851
15,[ 0.29290688 -0.48960745],-0.718044,"[-1.35396538 -0.89497039  1.02178518  0.57102987  1.29592765  0.37866541
  1.40983717 -0.53428089 -1.2296182  -0.35468478  0.        ]",[ 0.3105293  -0.31485013],"[[  2.41980845  -3.15605976   0.14923523   0.04146775]
 [ 18.38454982  -5.81626399   0.           0.        ]]",[-0.07850059 -0.18013367],-0.152805773107
16,[ 0.22188339 -0.5305472 ],-0.696031,"[-1.61771298 -0.89493293  0.52943764  0.57453092  1.2959106   0.37866328
  1.48433313  0.66992162 -1.2059621  -0.32662973  0.        ]",[-0.80764346 -0.44857427],"[[  2.79618878  -3.15763905   0.14923523   0.04146775]
 [ 19.25047239   2.827571     0.           0.        ]]",[-0.07850059 -0.18013367],-0.148255737152
17,[ 0.20638297 -0.54687166],-0.705346,"[-1.69953099 -0.8937855   0.00633116  0.43684453  1.29589355  0.37866116
  1.17633738  0.67442022 -1.19756482 -0.2479485   0.        ]",[ 2.04411943 -0.81850264],"[[  3.14529119  -3.09558822   0.14923523   0.04146775]
 [ 15.67166694   2.85989659   0.           0.        ]]",[-0.07850059 -0.18013367],-0.14405845981
18,[ 0.1921083  -0.55422431],-0.705941,"[-1.61369399 -0.88995151 -0.51744398  0.33623309  1.2958765   0.37865903
  1.49033418  0.51225147 -1.22705037 -0.19008891  0.        ]",[-0.73981843  0.22515917],"[[  3.49533594  -3.05014723   0.14923523   0.04146775]
 [ 19.32064654   1.69587364   0.           0.        ]]",[-0.07850059 -0.18013367],-0.14660906927
19,[ 0.20609403 -0.56281406],-0.738881,"[-1.3673518  -0.88407921 -0.98065789  0.24245147  1.29585945  0.3786569
  1.20533138  0.63177479 -1.28176212 -0.15789165  0.        ]",[ 0.50207632  0.79745334],"[[  3.84852214  -3.00762152   0.14923523   0.04146775]
 [ 16.00900576   2.55383896   0.           0.        ]]",[-0.07850059 -0.18013367],-0.153877535173
20,[ 0.19651763 -0.57233179],-0.8402,"[-1.01047008 -0.86650585 -1.30901417  0.0627306   1.2958424   0.37865478
  1.34910869  1.06466006 -1.37542362 -0.14837731  0.        ]",[-1.76475721 -0.49363506],"[[  4.18546777  -2.92536835   0.14923523   0.04146775]
 [ 17.67995779   5.66114494   0.           0.        ]]",[-0.07850059 -0.18013367],-0.167502101784
21,[ 0.24171764 -0.56964821],-0.889621,"[-0.61129785 -0.83708215 -1.48059597 -0.13544884  1.29582535  0.37865265
  0.9782406   0.77674974 -1.47569767 -0.19650689  0.        ]",[ 0.99078465 -0.20820176],"[[  4.49582804  -2.83287989   0.14923523   0.04146775]
 [ 13.37045277   3.59458355   0.           0.        ]]",[-0.07850059 -0.18013367],-0.183252244946
22,[ 0.26770148 -0.56230885],-0.937747,"[-0.19229863 -0.81134082 -1.51041648 -0.2670572   1.2958083   0.37865053
  1.2930042   0.65204382 -1.53200123 -0.29292826  0.        ]",[ 0.75533085 -1.40984266],"[[  4.79993763  -2.76996937   0.14923523   0.04146775]
 [ 17.02831001   2.69948543   0.           0.        ]]",[-0.07850059 -0.18013367],-0.193953363899
23,[ 0.33076245 -0.53721714],-0.940173,"[ 0.29527739 -0.8051122  -1.36093977 -0.29537646  1.29579125  0.3786484
  1.52130604  0.09305049 -1.5184755  -0.40833612  0.        ]",[ 1.46084903  0.07939551],"[[  5.16712426  -2.7562377    0.14923523   0.04146775]
 [ 19.68155148  -1.31291726   0.           0.        ]]",[-0.07850059 -0.18013367],-0.195977674195
24,[ 0.36205673 -0.51947129],-0.934586,"[ 0.75843603 -0.81533401 -0.95676337 -0.24819434  1.2957742   0.37864627
  1.82845457  0.14058541 -1.44426089 -0.49770511  0.        ]",[ 0.37047561  0.69867172],"[[  5.59657083  -2.77907297   0.14923523   0.04146775]
 [ 23.2512098   -0.97171231   0.           0.        ]]",[-0.07850059 -0.18013367],-0.18950414963
25,[ 0.36554223 -0.51271504],-0.882816,"[ 1.04161809 -0.81157878 -0.30875329 -0.26585484  1.29575716  0.37864415
  1.91502922  0.52880281 -1.33624492 -0.57335673  0.        ]",[ 0.6580053  -1.17305774],"[[  6.07169451  -2.77054862   0.14923523   0.04146775]
 [ 24.25776814   1.81487563   0.           0.        ]]",[-0.07850059 -0.18013367],-0.178915743344
26,[ 0.37385195 -0.48821518],-0.74925,"[ 1.0126237  -0.81324477  0.45638034 -0.25802824  1.29574011  0.37864202
  2.09782381 -0.02769383 -1.20366875 -0.57410286  0.        ]",[ 1.17711338 -0.70571896],"[[  6.57816869  -2.77432883   0.14923523   0.04146775]
 [ 26.38262294  -2.17955747   0.           0.        ]]",[-0.07850059 -0.18013367],-0.161523923879
27,[ 0.34204817 -0.47848895],-0.710524,"[ 0.59378126 -0.8416552   1.16739689 -0.10867385  1.29572306  0.3786399
  2.39351372 -0.41081318 -1.12373558 -0.47216332  0.        ]",[-1.08380096 -1.76257274],"[[  7.14030648  -2.84551138   0.14923523   0.04146775]
 [ 29.81973482  -4.92952223   0.           0.        ]]",[-0.07850059 -0.18013367],-0.144548302389
28,[ 0.33458936 -0.47328705],-0.711407,"[-0.08870537 -0.87958662  1.52010069  0.18806598  1.29570602  0.37863777
  2.00198981 -0.94877183 -1.1578423  -0.37011884  0.        ]",[-1.23755554 -0.68394061],"[[  7.6910558   -2.98284329   0.14923523   0.04146775]
 [ 25.27032802  -8.79092089   0.           0.        ]]",[-0.07850059 -0.18013367],-0.143532785705
29,[ 0.28020611 -0.49425486],-0.661365,"[-0.72012633 -0.89139659  1.47307389  0.36895584  1.29568897  0.37863564
  1.61826285  0.22950219 -1.19333473 -0.33733824  0.        ]",[ 0.61012844 -0.1586502 ],"[[  8.15172357  -3.06493114   0.14923523   0.04146775]
 [ 20.81122728  -0.33355495   0.           0.        ]]",[-0.07850059 -0.18013367],-0.146968950305
30,[ 0.22754717 -0.51723969],-0.672244,"[-1.24199751 -0.88988671  1.14669633  0.3366499   1.29567193  0.37863352
  1.79064363  0.44003634 -1.17124581 -0.28870781  0.        ]",[-0.00344327 -0.10956803],"[[  8.58805269  -3.0503257    0.14923523   0.04146775]
 [ 22.81497473   1.17761824   0.           0.        ]]",[-0.07850059 -0.18013367],-0.141811524465
31,[ 0.19421789 -0.53483635],-0.684886,"[-1.59798963 -0.88714418  0.58610416  0.28838071  1.29565489  0.37863139
  1.75056916  0.40361657 -1.17448414 -0.22545407  0.        ]",[-0.34379481 -0.69059327],"[[  9.03968349  -3.02846544   0.14923523   0.04146775]
 [ 22.3496516    0.91622502   0.           0.        ]]",[-0.07850059 -0.18013367],-0.140018733186
32,[ 0.18251584 -0.54758358],-0.699818,"[-1.69813502 -0.8851518  -0.05491665  0.2585604   1.29563785  0.37862927
  1.59534364  0.34177669 -1.20649337 -0.17837138  0.        ]",[-0.35754674  1.32271265],"[[  9.46857974  -3.01493409   0.14923523   0.04146775]
 [ 20.54598818   0.47237285   0.           0.        ]]",[-0.07850059 -0.18013367],-0.14333542418
33,[ 0.16447708 -0.56855357],-0.709644,"[-1.56951858 -0.8760791  -0.63402813  0.15086611  1.29562081  0.37862714
  1.43852486  0.89214508 -1.26752396 -0.12856029  0.        ]",[ 0.80218984 -1.94694655],"[[  9.86121636  -2.96585108   0.14923523   0.04146775]
 [ 18.72372379   4.42276915   0.           0.        ]]",[-0.07850059 -0.18013367],-0.151236711898
34,[ 0.19241713 -0.56129771],-0.805769,"[-1.23950158 -0.86443359 -1.12506108  0.04676737  1.29560376  0.37862501
  1.67986364  0.32835319 -1.35264542 -0.12285274  0.        ]",[-1.27518437  0.42035818],"[[ 10.26383582  -2.91799757   0.14923523   0.04146775]
 [ 21.52889573   0.37609728   0.           0.        ]]",[-0.07850059 -0.18013367],-0.163729418149
35,[ 0.23124716 -0.56367636],-0.829267,"[-0.78237647 -0.85751177 -1.42612741 -0.00535341  1.29558672  0.37862289
  1.30250622  0.55923474 -1.41860976 -0.17021122  0.        ]",[ 0.93779049 -1.04267071],"[[ 10.65041334  -2.8938482    0.14923523   0.04146775]
 [ 17.14346174   2.03329622   0.           0.        ]]",[-0.07850059 -0.18013367],-0.174334278056
36,[ 0.28719124 -0.54136848],-0.883237,"[-0.26970286 -0.85734216 -1.51547972 -0.00651355  1.29556969  0.37862076
  1.59273982  0.00203688 -1.44603998 -0.24212789  0.        ]",[-0.20601331 -0.15474551],"[[ 11.02712889  -2.89330903   0.14923523   0.04146775]
 [ 20.51687925  -1.96602788   0.           0.        ]]",[-0.07850059 -0.18013367],-0.180038401565
37,[ 0.34817082 -0.52168941],-0.896373,"[ 0.26388644 -0.86970575 -1.37732724  0.09099013  1.29555265  0.37861864
  1.48759242 -0.07786031 -1.42037319 -0.30190875  0.        ]",[ 0.05454165 -0.38305815],"[[ 11.42520818  -2.93838316   0.14923523   0.04146775]
 [ 19.29511932  -2.53949519   0.           0.        ]]",[-0.07850059 -0.18013367],-0.17808044639
38,[ 0.39161223 -0.50118977],-0.90421,"[ 0.69411233 -0.8833211  -1.03738265  0.2342485   1.29553561  0.37861651
  1.47328897 -0.17085977 -1.37660837 -0.32146503  0.        ]",[-0.43574946 -0.16177994],"[[ 11.80944498  -3.00388382   0.14923523   0.04146775]
 [ 19.12914882  -3.2070046    0.           0.        ]]",[-0.07850059 -0.18013367],-0.172447161295
39,[ 0.40309805 -0.4952085 ],-0.849429,"[ 0.96558284 -0.88681381 -0.57665303  0.28411432  1.29551857  0.37861439
  1.29225808  0.28353632 -1.35309514 -0.34472751  0.        ]",[ 1.85780596  0.82538543],"[[ 12.1709205   -3.02653053   0.14923523   0.04146775]
 [ 17.0253635    0.05441653   0.           0.        ]]",[-0.07850059 -0.18013367],-0.169952142558
40,[ 0.38372302 -0.49348015],-0.860619,"[ 1.07229886 -0.88133957 -0.01634218  0.20958496  1.29550154  0.37861226
  1.60390349  0.7387722  -1.32427973 -0.40628421  0.        ]",[-0.03413539 -0.73909445],"[[ 12.54777218  -2.99265888   0.14923523   0.04146775]
 [ 20.64771634   3.32187982   0.           0.        ]]",[-0.07850059 -0.18013367],-0.16848007031
41,[ 0.3894009  -0.48430172],-0.729702,"[ 0.96903385 -0.87390271  0.59155687  0.12987704  1.2954845   0.37861014
  1.55706367  0.32190847 -1.26214693 -0.44882868  0.        ]",[ 2.42080643 -0.98119927],"[[ 12.95526737  -2.95624099   0.14923523   0.04146775]
 [ 20.10363157   0.32988932   0.           0.        ]]",[-0.07850059 -0.18013367],-0.161943423128
42,[ 0.37087929 -0.47641021],-0.716741,"[ 0.62527307 -0.88059159  1.13643278  0.20086206  1.29546746  0.37860801
  1.86342897 -0.22023292 -1.22024269 -0.41831394  0.        ]",[-0.04674913 -0.36651162],"[[ 13.39307034  -2.9886846    0.14923523   0.04146775]
 [ 23.66481841  -3.56127425   0.           0.        ]]",[-0.07850059 -0.18013367],-0.154606848898
43,[ 0.32061785 -0.48301175],-0.696452,"[ 0.06602783 -0.88631759  1.48193164  0.27692278  1.29545043  0.37860588
  1.80717442  0.2451045  -1.19768004 -0.37820459  0.        ]",[-0.504961   -0.88118332],"[[ 13.85981142  -3.02326981   0.14923523   0.04146775]
 [ 23.01143553  -0.22137664   0.           0.        ]]",[-0.07850059 -0.18013367],-0.149493900113
44,[ 0.28198972 -0.49563435],-0.655236,"[-0.53188994 -0.88577877  1.52121868  0.26895773  1.2954334   0.37860376
  1.59593831  0.32630939 -1.16523532 -0.33751166  0.        ]",[ 1.3456952  -1.45231129],"[[ 14.29541032  -3.01965617   0.14923523   0.04146775]
 [ 20.55662301   0.36146915   0.           0.        ]]",[-0.07850059 -0.18013367],-0.143063229053
45,[ 0.23321578 -0.51252991],-0.702438,"[-1.1017978  -0.8847284   1.26901555  0.2539775   1.29541636  0.37860163
  1.90153015  0.31599388 -1.15074324 -0.28118358  0.        ]",[-1.41910001 -0.4768727 ],"[[ 14.7421845   -3.01285488   0.14923523   0.04146775]
 [ 24.10895539   0.28744407   0.           0.        ]]",[-0.07850059 -0.18013367],-0.138630141493
46,[ 0.20671262 -0.52951741],-0.695194,"[-1.51062405 -0.88391668  0.78211977  0.24295099  1.29539933  0.37859951
  1.51979729  0.30395327 -1.1614694  -0.2244848   0.        ]",[-0.41703478 -0.86202989],"[[ 15.17985003  -3.00784499   0.14923523   0.04146775]
 [ 19.67238249   0.20103722   0.           0.        ]]",[-0.07850059 -0.18013367],-0.138140516417
47,[ 0.1954736  -0.54174554],-0.682915,"[-1.68277675 -0.88347308  0.24815883  0.23714372  1.2953823   0.37859738
  1.34421224  0.2872109  -1.18826552 -0.18503516  0.        ]",[ 0.63717797 -0.8175884 ],"[[ 15.55282353  -3.00520539   0.14923523   0.04146775]
 [ 17.63176933   0.08088457   0.           0.        ]]",[-0.07850059 -0.18013367],-0.140879519415
48,[ 0.18670407 -0.55089694],-0.689978,"[-1.66619553 -0.88328018 -0.32046828  0.23470997  1.29536527  0.37859526
  1.53120511  0.28089929 -1.22657373 -0.16052032  0.        ]",[ 0.29097965 -0.55395204],"[[ 15.92726858  -3.0040992    0.14923523   0.04146775]
 [ 19.8054919    0.03559561   0.           0.        ]]",[-0.07850059 -0.18013367],-0.145891719838
49,[ 0.19838461 -0.55494606],-0.716622,"[-1.43895504 -0.88314429 -0.87974735  0.23303661  1.29534824  0.37859313
  1.59656351  0.28075579 -1.27379192 -0.15402816  0.        ]",[ 1.23277727 -0.94277552],"[[ 16.33100368  -3.0033387    0.14923523   0.04146775]
 [ 20.56548523   0.03457635   0.           0.        ]]",[-0.07850059 -0.18013367],-0.152698898202
