timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
13,[ 1.65214992 -0.64436024],-1.16419,"[ 0.48510521 -0.54669771 -1.27704801  0.48154905  0.87743893  1.20548743
  1.15377627  0.67055965 -1.04759401 -1.099629    0.        ]",[ 1.16287128 -0.47492667],"[[  5.2257536   -3.05642685   0.10039321   0.13710186]
 [ 38.9298573    2.22528795   0.           0.        ]]",[-0.3785812  -0.38230786],-0.174997187042
14,[ 1.61007059 -0.65597564],-1.20932,"[ 1.14515245 -0.54230473 -0.34762256  0.37432802  0.87743747  1.20548466
  1.25359939  0.50519389 -1.04151763 -1.21704472  0.        ]",[ 2.96211506 -0.09524859],"[[  6.03634204  -3.02565732   0.10039321   0.13710186]
 [ 42.1183705    1.00253232   0.           0.        ]]",[-0.3785812  -0.38230786],-0.185260212225
15,[ 1.43438375 -0.63288665],-1.09752,"[ 0.92471702 -0.53947656  0.88463572  0.31844527  0.87743602  1.2054819
  1.35144729  0.45166195 -0.94306259 -1.27586657  0.        ]",[ 2.86282987 -0.288573  ],"[[  6.91006801  -3.00957859   0.10039321   0.13710186]
 [ 45.24381303   0.60670641   0.           0.        ]]",[-0.3785812  -0.38230786],-0.183308929328
16,[ 1.23263872 -0.5708164 ],-0.991377,"[-0.18078752 -0.53819378  1.49758614  0.29525869  0.87743457  1.20547914
  1.44735787  0.39061565 -0.83930327 -1.20828558  0.        ]",[ 1.04421984 -1.37461774],"[[  7.84568214  -3.00289749   0.10039321   0.13710186]
 [ 48.30739833   0.155317     0.           0.        ]]",[-0.3785812  -0.38230786],-0.169210446835
17,[ 1.17861545 -0.59430832],-1.03475,"[-1.34373796 -0.53802617  0.83088362  0.29232179  0.87743312  1.20547637
  1.54136976  0.36691606 -0.8338653  -1.06457888  0.        ]",[ 2.52054851  0.15889572],"[[  8.84195979e+00  -3.00205088e+00   1.00393205e-01   1.37101857e-01]
 [  5.13103626e+01  -1.99209937e-02   0.00000000e+00   0.00000000e+00]]",[-0.3785812  -0.38230786],-0.154415186178
18,[ 1.30551171 -0.66411912],-1.09386,"[-1.42003902 -0.53682654 -0.66074019  0.27174141  0.87743167  1.20547361
  1.63352013  0.45230444 -0.94725479 -0.97670687  0.        ]",[ 1.5626122  -1.04494964],"[[  9.89770054  -2.99611482   0.10039321   0.13710186]
 [ 54.25389632   0.61146609   0.           0.        ]]",[-0.3785812  -0.38230786],-0.155210351692
19,[ 1.49017704 -0.68291116],-1.10757,"[-0.16995262 -0.54000687 -1.46800828  0.32843837  0.87743022  1.20547085
  1.72384504  0.28606025 -1.06675043 -1.05771873  0.        ]",[ 1.39474885 -1.46143036],"[[ 11.01172629  -3.01245656   0.10039321   0.13710186]
 [ 57.13915308  -0.61778254   0.           0.        ]]",[-0.3785812  -0.38230786],-0.172983621717
20,[ 1.48659015 -0.70390636],-1.1857,"[ 1.08678416 -0.54042095 -0.54012216  0.33637466  0.87742877  1.20546808
  1.81238196  0.39044399 -1.05306638 -1.21155707  0.        ]",[ 0.94502738 -1.51589316],"[[ 12.18288558  -3.01474126   0.10039321   0.13710186]
 [ 59.96733288   0.15405918   0.           0.        ]]",[-0.3785812  -0.38230786],-0.185700413617
21,[ 1.24258745 -0.66362971],-1.00455,"[ 0.72679383 -0.53969339  1.12043988  0.32255602  0.87742732  1.20546532
  1.89234912  0.39626496 -0.91718212 -1.26975644  0.        ]",[ 1.41959117 -0.73927791],"[[ 13.40786226  -3.01076299   0.10039321   0.13710186]
 [ 62.52181931   0.19710391   0.           0.        ]]",[-0.3785812  -0.38230786],-0.18083630597
22,[ 1.05225432 -0.62198716],-0.903089,"[-0.9112782  -0.53903183  1.28015027  0.31035122  0.87742587  1.20546256
  1.97754597  0.38899965 -0.82356365 -1.13138919  0.        ]",[ 1.70974751  0.06125067],"[[ 14.68560499  -3.00724762   0.10039321   0.13710186]
 [ 65.24338452   0.14338567   0.           0.        ]]",[-0.3785812  -0.38230786],-0.160339974333
23,[ 1.1686933  -0.69495177],-1.09325,"[-1.50597994 -0.53800193 -0.43663825  0.29196343  0.87742441  1.20545979
  2.06105491  0.42178446 -0.92319214 -0.98449467  0.        ]",[ 2.50673801 -1.30190599],"[[ 16.01723854  -3.00194813   0.10039321   0.13710186]
 [ 67.9110765    0.38580732   0.           0.        ]]",[-0.3785812  -0.38230786],-0.153861606212
24,[ 1.39191246 -0.72992265],-1.0734,"[-0.02310173 -0.53842318 -1.45700919  0.29941341  0.87742296  1.20545703
  2.1429084   0.28710792 -1.07701161 -1.07340214  0.        ]",[ 1.8559483  -0.12720191],"[[ 17.40169563  -3.00409586   0.10039321   0.13710186]
 [ 70.52593405  -0.61001826   0.           0.        ]]",[-0.3785812  -0.38230786],-0.175283795788
25,[ 1.32281411 -0.73876214],-1.11711,"[ 1.18686757 -0.53909973 -0.0025187   0.3116248   0.87742151  1.20545427
  2.22314228  0.37837803 -1.01993946 -1.25482008  0.        ]",[ 1.28450251 -1.37142701],"[[  1.88379316e+01  -3.00761480e+00   1.00393205e-01   1.37101857e-01]
 [  7.30891049e+01   6.48552626e-02   0.00000000e+00   0.00000000e+00]]",[-0.3785812  -0.38230786],-0.187103359166
26,[ 1.00446284 -0.66155434],-0.878417,"[-0.06081147 -0.53882503  1.49088811  0.306644    0.87742006  1.2054515
  2.30178452  0.37858775 -0.84838369 -1.21929011  0.        ]",[ 1.14275768 -1.01203385],"[[  2.03249212e+01  -3.00617982e+00   1.00393205e-01   1.37101857e-01]
 [  7.56014841e+01   6.64089717e-02   0.00000000e+00   0.00000000e+00]]",[-0.3785812  -0.38230786],-0.170951026038
27,[ 1.00387049 -0.69780904],-0.9497,"[-1.55986918 -0.53861894  0.20620166  0.3029448   0.87741861  1.20544874
  2.37886809  0.37503234 -0.87130678 -1.01521125  0.        ]",[ 0.35908412  0.3596695 ],"[[  2.18616594e+01  -3.00511391e+00   1.00393205e-01   1.37101857e-01]
 [  7.80641271e+01   4.01225419e-02   0.00000000e+00   0.00000000e+00]]",[-0.3785812  -0.38230786],-0.152490479656
28,[ 1.2668848  -0.77743781],-1.03535,"[-0.38501502 -0.53553179 -1.45364154  0.25053548  0.87741716  1.20544598
  2.37498109  0.5680298  -1.06475449 -1.038178    0.        ]",[-0.53976846 -1.3446002 ],"[[ 23.42170122  -2.98999389   0.10039321   0.13710186]
 [ 77.94044044   1.46718835   0.           0.        ]]",[-0.3785812  -0.38230786],-0.171102449496
29,[ 1.35160398 -0.72651577],-1.16761,"[ 1.16236214 -0.53773621 -0.26411486  0.28739567  0.87741571  1.20544322
  2.25975476  0.12688521 -1.03824557 -1.24591458  0.        ]",[ 0.2558268  -1.60694886],"[[ 24.94358512  -3.00063157   0.10039321   0.13710186]
 [ 74.26031027  -1.79471736   0.           0.        ]]",[-0.3785812  -0.38230786],-0.187716802906
30,[ 1.05755353 -0.66223741],-0.91641,"[ 0.18803306 -0.54041538  1.44015718  0.33638928  0.87741426  1.20544045
  2.24543291  0.36092987 -0.87167692 -1.23812023  0.        ]",[ 0.16365402 -1.78270474],"[[  2.64242059e+01  -3.01474627e+00   1.00393205e-01   1.37101857e-01]
 [  7.38032472e+01  -6.41455747e-02   0.00000000e+00   0.00000000e+00]]",[-0.3785812  -0.38230786],-0.174461159672
31,[ 1.0221405  -0.66879046],-0.973654,"[-1.47189094 -0.53998245  0.56781763  0.32811942  0.87741281  1.20543769
  2.21996557  0.39623033 -0.84995832 -1.04859268  0.        ]",[ 1.05260453 -1.31115783],"[[ 27.89211297  -3.01236576   0.10039321   0.13710186]
 [ 72.99015993   0.19687537   0.           0.        ]]",[-0.3785812  -0.38230786],-0.154056478874
32,[ 1.2602551  -0.74575257],-0.986422,"[-0.81436371 -0.53930114 -1.30875528  0.31540143  0.87741135  1.20543493
  2.29866696  0.39038564 -1.01801649 -1.0071255   0.        ]",[-0.49759823 -0.48068778],"[[ 29.37714323  -3.00870334   0.10039321   0.13710186]
 [ 75.50448726   0.15366185   0.           0.        ]]",[-0.3785812  -0.38230786],-0.164166022294
33,[ 1.3927598  -0.74210525],-1.13117,"[ 0.97376028 -0.53874326 -0.77732701  0.30524787  0.8774099   1.20543216
  2.19018243  0.38644641 -1.06715505 -1.19739311  0.        ]",[ 1.7464849   0.51921391],"[[ 30.85246881  -3.00577814   0.10039321   0.13710186]
 [ 72.03961667   0.1245376    0.           0.        ]]",[-0.3785812  -0.38230786],-0.185570710358
34,[ 1.06679642 -0.72423667],-0.939046,"[ 0.66211684 -0.53391307  1.17885844  0.22512592  0.87740845  1.2054294
  2.2694726   0.6646194  -0.88988014 -1.28018995  0.        ]",[ 1.30822712 -1.31885849],"[[ 32.31867732  -2.9826515    0.10039321   0.13710186]
 [ 74.57275567   2.18139955   0.           0.        ]]",[-0.3785812  -0.38230786],-0.179976414933
35,[ 0.94956923 -0.66148424],-0.890002,"[-1.2268526  -0.53311397  0.99528702  0.21299385  0.877407    1.20542664
  2.347186    0.1238518  -0.81676583 -1.0660099   0.        ]",[ 0.53902289 -0.80227581],"[[ 33.83504266  -2.97914255   0.10039321   0.13710186]
 [ 77.0555776   -1.81711909   0.           0.        ]]",[-0.3785812  -0.38230786],-0.153315364124
36,[ 1.20724249 -0.72986394],-1.05196,"[-1.1283403  -0.54141904 -1.07430075  0.35629944  0.87740555  1.20542387
  2.3662356   0.26834824 -0.97638969 -0.99864197  0.        ]",[ 2.2709078  -1.87853415],"[[ 35.38226378  -3.02047519   0.10039321   0.13710186]
 [ 77.66453929  -0.74868899   0.           0.        ]]",[-0.3785812  -0.38230786],-0.159725868557
37,[ 1.33200336 -0.76215523],-1.09395,"[ 0.8269548  -0.54160951 -0.9843823   0.36018448  0.8774041   1.20542111
  2.44203826  0.41028444 -1.06782541 -1.16080043  0.        ]",[ 2.13778993 -1.73414572],"[[ 36.95985417  -3.02159262   0.10039321   0.13710186]
 [ 80.08639957   0.30081074   0.           0.        ]]",[-0.3785812  -0.38230786],-0.18228268871
38,[ 1.03565419 -0.71710253],-0.922297,"[ 0.67982654 -0.54040575  1.16357783  0.33630115  0.87740265  1.20541835
  2.51633579  0.41327059 -0.91453158 -1.26584254  0.        ]",[ 1.85375444 -1.6519513 ],"[[ 38.58539967  -3.01472156   0.10039321   0.13710186]
 [ 82.46023588   0.32289402   0.           0.        ]]",[-0.3785812  -0.38230786],-0.180262221938
39,[ 0.8694663  -0.69958216],-0.891362,"[-1.34377785 -0.53944825  0.83080327  0.31820202  0.8774012   1.20541559
  2.58916034  0.39624867 -0.83649474 -1.07087032  0.        ]",[ 1.9222091   0.63916356],"[[ 40.25795032  -3.0095106    0.10039321   0.13710186]
 [ 84.78707689   0.1970349    0.           0.        ]]",[-0.3785812  -0.38230786],-0.155237563227
40,[ 1.11661184 -0.82057238],-0.988025,"[-0.77333282 -0.53334669 -1.33014308  0.21654951  0.87739975  1.20541282
  2.66054024  0.73862388 -1.04390877 -1.00211562  0.        ]",[ 2.15129496 -0.13985318],"[[ 41.97657593  -2.98017177   0.10039321   0.13710186]
 [ 87.06782961   2.72860778   0.           0.        ]]",[-0.3785812  -0.38230786],-0.166078426504
41,[ 1.1329788  -0.84068549],-1.1282,"[ 1.14679874 -0.52060396 -0.34056548  0.04949337  0.8773983   1.20541006
  2.73049458  0.65728488 -1.04713686 -1.30473978  0.        ]",[ 0.82096026 -1.73191866],"[[ 43.7403598   -2.93163712   0.10039321   0.13710186]
 [ 89.30310553   2.12718385   0.           0.        ]]",[-0.3785812  -0.38230786],-0.194023931413
42,[ 0.71547771 -0.72187817],-0.770704,"[-0.17594953 -0.51986713  1.49752937  0.04103583  0.87739685  1.2054073
  2.77687693  0.11711929 -0.78021699 -1.19746765  0.        ]",[-0.21556519  0.4014569 ],"[[ 45.54129364  -2.92916758   0.10039321   0.13710186]
 [ 90.78545108  -1.86686317   0.           0.        ]]",[-0.3785812  -0.38230786],-0.164226879199
43,[ 0.91625261 -0.76891363],-0.976071,"[-1.54210277 -0.5258419  -0.28936446  0.11291388  0.87739539  1.20540453
  2.69388338  0.33801355 -0.92552077 -0.94350554  0.        ]",[ 1.05687337 -0.73787377],"[[ 47.33041007  -2.95011533   0.10039321   0.13710186]
 [ 88.13497764  -0.23354397   0.           0.        ]]",[-0.3785812  -0.38230786],-0.150340476253
44,[ 1.2525984  -0.77738553],-1.0807,"[ 0.370968   -0.53420667 -1.33892802  0.22975282  0.87739394  1.20540177
  2.76318935 -0.05565234 -1.094869   -1.1241989   0.        ]",[ 1.4576582  -0.09948052],"[[ 49.1153291   -2.98398987   0.10039321   0.13710186]
 [ 90.34960536  -3.14435113   0.           0.        ]]",[-0.3785812  -0.38230786],-0.18136314793
45,[ 0.97765708 -0.75051457],-0.926271,"[ 0.88139284 -0.54180872  0.94557481  0.36437728  0.87739249  1.20539901
  2.83112798  0.3034035  -0.94547201 -1.26516658  0.        ]",[ 0.32981872 -1.56674645],"[[ 50.94410426  -3.02279844   0.10039321   0.13710186]
 [ 92.52061811  -0.48945486   0.           0.        ]]",[-0.3785812  -0.38230786],-0.182437933819
46,[ 0.7713201  -0.71933061],-0.872183,"[-1.3164475  -0.5415709   0.87372477  0.35951201  0.87739104  1.20539625
  2.81464776  0.41609421 -0.83946168 -1.08566525  0.        ]",[ 1.67558544 -0.46785197],"[[ 52.78924233  -3.02139951   0.10039321   0.13710186]
 [ 91.99491553   0.34379387   0.           0.        ]]",[-0.3785812  -0.38230786],-0.156919692269
47,[ 1.11577928 -0.81026602],-0.972992,"[-0.63558401 -0.54021547 -1.38948677  0.33275081  0.87738959  1.20539348
  2.88155341  0.41807428 -1.02849808 -1.01987475  0.        ]",[ 2.31158971 -0.12742489],"[[ 54.65059274  -3.01369997   0.10039321   0.13710186]
 [ 94.13299631   0.35843808   0.           0.        ]]",[-0.3785812  -0.38230786],-0.166232623482
48,[ 1.07818627 -0.80811465],-1.00801,"[ 1.1869475  -0.53907712  0.02304005  0.31147654  0.87738814  1.20539072
  2.94713196  0.40237174 -1.01799123 -1.25639035  0.        ]",[ 1.48375563 -1.13390839],"[[ 56.55428003  -3.00757368   0.10039321   0.13710186]
 [ 96.22874964   0.24233548   0.           0.        ]]",[-0.3785812  -0.38230786],-0.187108382565
49,[ 0.62931728 -0.73147464],-0.763326,"[-0.70379299 -0.53855332  1.39184606  0.30201735  0.87738669  1.20538796
  3.01141009  0.378519   -0.82358233 -1.15474807  0.        ]",[-0.901164   -0.93748988],"[[  5.84994662e+01  -3.00484819e+00   1.00393205e-01   1.37101857e-01]
 [  9.82830289e+01   6.59695520e-02   0.00000000e+00   0.00000000e+00]]",[-0.3785812  -0.38230786],-0.162711169676
