timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
11,[ 0.58340991 -0.53286374],-0.562641,"[-0.10930852 -0.55695296  1.49703738  0.99136398 -0.16555499  0.80639109
  0.22121652  1.05112253 -0.12229679 -0.81769265  0.        ]",[ 1.51036964  0.10344414],"[[ 1.50852556 -3.20584101 -0.01958718  0.09134124]
 [ 9.16155781  5.03063507  0.          0.        ]]",[-0.33580455 -0.37412405],-0.101261810377
12,[ 0.41471153 -0.57267749],-0.603454,"[-0.41325985 -0.55876553  1.48121847  0.63422511 -0.16555481  0.80638974
  0.34459013  1.09320038 -0.01937151 -0.81633905  0.        ]",[ 0.1623036   0.42754636],"[[  1.7296623   -3.10211638  -0.01958718   0.09134124]
 [ 12.93951571   5.34080256   0.           0.        ]]",[-0.33580455 -0.37412405],-0.103616092352
13,[ 0.23332953 -0.61867601],-0.631766,"[-0.75931267 -0.54132625  1.36997641  0.21379975 -0.16555464  0.80638839
  0.35720921  1.3085398   0.08311507 -0.74377606  0.        ]",[ 0.02260153  0.04385727],"[[  1.99233007  -2.97937498  -0.01958718   0.09134124]
 [ 13.32594947   6.92806377   0.           0.        ]]",[-0.33580455 -0.37412405],-0.0999308396923
14,[ 0.08701791 -0.66957033],-0.655055,"[-1.06890367 -0.4963155   1.16385743 -0.2516411  -0.16555447  0.80638704
  0.3515087   1.31351016  0.14768511 -0.59713989  0.        ]",[-0.03214788 -0.99955955],"[[  2.25709798  -2.84044602  -0.01958718   0.09134124]
 [ 13.1514009    6.96472635   0.           0.        ]]",[-0.33580455 -0.37412405],-0.088699791381
15,[ 0.11331885 -0.67519367],-0.662445,"[-1.31306675 -0.4487511   0.88450865 -0.56927821 -0.1655543   0.80638569
  0.33883827  0.75787661  0.13057772 -0.45207796  0.        ]",[-0.09620087 -0.66733509],"[[  2.51623292  -2.74224297  -0.01958718   0.09134124]
 [ 12.76342003   2.86923742   0.           0.        ]]",[-0.33580455 -0.37412405],-0.0734193209514
16,[ 0.25379169 -0.65690076],-0.65631,"[-1.47746    -0.43151633  0.5612826  -0.66483398 -0.16555412  0.80638434
  0.31814424  0.3917152   0.06192974 -0.37817725  0.        ]",[ 0.05030157 -0.1042203 ],"[[  2.76514317  -2.71193736  -0.01958718   0.09134124]
 [ 12.12974055   0.1703169    0.           0.        ]]",[-0.33580455 -0.37412405],-0.0608427114805
17,[ 0.35442027 -0.65387774],-0.669404,"[-1.56160127 -0.4319656   0.21432336 -0.66243582 -0.16555395  0.80638299
  0.31680579  0.33530648 -0.01711309 -0.35517395  0.        ]",[ 0.44000105 -0.31787372],"[[  3.00732683  -2.71270265  -0.01958718   0.09134124]
 [ 12.08876566  -0.24546062   0.           0.        ]]",[-0.33580455 -0.37412405],-0.0527268323299
18,[ 0.46375   -0.6514312],-0.721251,"[-1.56365832 -0.44203651 -0.16586058 -0.60743725 -0.16555378  0.80638164
  0.36587923  0.16525032 -0.09643189 -0.36846458  0.        ]",[ 1.48841382 -1.17282037],"[[  3.26417944  -2.7301883   -0.01958718   0.09134124]
 [ 13.59149722  -1.49891699   0.           0.        ]]",[-0.33580455 -0.37412405],-0.0498971779357
19,[ 0.61972106 -0.63143766],-0.707359,"[-1.44764439 -0.47808063 -0.60505492 -0.38515297 -0.1655536   0.80638029
  0.48638628 -0.36785236 -0.15240533 -0.44242723  0.        ]",[ 0.81359702  0.11294797],"[[  3.57303366  -2.79959199  -0.01958718   0.09134124]
 [ 17.28165902  -5.42833362   0.           0.        ]]",[-0.33580455 -0.37412405],-0.056803056005
20,[ 0.74195188 -0.63385916],-0.644609,"[-1.14987073 -0.51972092 -1.05525803 -0.04535304 -0.16555343  0.80637894
  0.58041449 -0.29252371 -0.16644349 -0.54443036  0.        ]",[-0.66448945 -1.04145445],"[[  3.94755616e+00  -2.90258784e+00  -1.95871752e-02   9.13412401e-02]
 [  2.01609940e+01  -4.87310117e+00   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0685766862105
21,[ 0.89267582 -0.61224592],-0.758908,"[-0.72190505 -0.55240805 -1.35603137  0.41672628 -0.16555326  0.80637758
  0.48146675 -0.55606709 -0.11322109 -0.62892397  0.        ]",[ 1.03672808 -0.15262807],"[[  4.32037507  -3.03880775  -0.01958718   0.09134124]
 [ 17.13105866  -6.81563872   0.           0.        ]]",[-0.33580455 -0.37412405],-0.0793555009313
22,[ 0.89924383 -0.63865113],-0.753161,"[-0.21311026 -0.55706216 -1.46849425  0.55344025 -0.16555309  0.80637623
  0.59969971  0.46215595 -0.11013375 -0.65541991  0.        ]",[ 0.95145049 -1.03560748],"[[  4.69932323e+00  -3.07863236e+00  -1.95871752e-02   9.13412401e-02]
 [  2.07515825e+01   6.89503738e-01   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0825093957277
23,[ 0.85757083 -0.66797578],-0.791857,"[ 0.38679113 -0.5544193  -1.32998652  0.46809547 -0.16555291  0.80637488
  0.70930325  0.5542852  -0.15675163 -0.69981045  0.        ]",[ 1.9905911  -1.04590144],"[[  5.14802977e+00  -3.05378762e+00  -1.95871752e-02   9.13412401e-02]
 [  2.41078640e+01   1.36857669e+00   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.086962540758
24,[ 0.77558202 -0.69332194],-0.721038,"[ 0.92871512 -0.55116214 -0.84441847  0.38845286 -0.16555274  0.80637353
  0.82301205  0.49266351 -0.17108546 -0.77753703  0.        ]",[ 0.55344548 -1.52808893],"[[  5.66512311e+00  -3.03055401e+00  -1.95871752e-02   9.13412401e-02]
 [  2.75898636e+01   9.14379595e-01   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0959917659519
25,[ 0.63610703 -0.71911192],-0.735467,"[ 1.18209915 -0.54887837 -0.05817704  0.34143511 -0.16555257  0.80637218
  0.87673164  0.43481214 -0.13526794 -0.85123292  0.        ]",[ 1.99664889 -1.27542846],"[[  6.23342550e+00  -3.01681039e+00  -1.95871752e-02   9.13412401e-02]
 [  2.92348962e+01   4.87972444e-01   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.105019238843
26,[ 0.42114371 -0.71963024],-0.645209,"[ 0.96665093 -0.54761793  0.81517557  0.31760723 -0.1655524   0.80637083
  0.98712599  0.40055833 -0.06145639 -0.88367535  0.        ]",[ 0.82365184  0.67095688],"[[  6.85204127e+00  -3.00983649e+00  -1.95871752e-02   9.13412401e-02]
 [  3.26154174e+01   2.35498098e-01   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.110177839986
27,[ 0.17158082 -0.72961646],-0.578025,"[ 0.24309064 -0.54111969  1.42297114  0.21086193 -0.16555222  0.80636948
  1.07253534  0.76047463  0.04249406 -0.85589765  0.        ]",[-0.14566016 -1.23978343],"[[  7.53059152e+00  -2.97850979e+00  -1.95871752e-02   9.13412401e-02]
 [  3.52308673e+01   2.88837467e+00   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.110416832115
28,[ 0.17842416 -0.62603641],-0.660403,"[-0.69172993 -0.53690001  1.40029704  0.15154928 -0.16555205  0.80636813
  1.03091665  0.21563376  0.09551714 -0.74382225  0.        ]",[ 0.44202771 -0.69651311],"[[  8.22242235e+00  -2.96103522e+00  -1.95871752e-02   9.13412401e-02]
 [  3.39564988e+01  -1.12752981e+00   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.100608152517
29,[ 0.32214192 -0.58477187],-0.800996,"[-1.39690429 -0.54783508  0.74334564  0.32166179 -0.16555188  0.80636678
  1.06611589 -0.03274826  0.0476954  -0.67108593  0.        ]",[ 1.61205308 -0.90799428],"[[  8.91236700e+00  -3.01102377e+00  -1.95871752e-02   9.13412401e-02]
 [  3.50344297e+01  -2.95829935e+00   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0901665571174
30,[ 0.45036206 -0.62944829],-0.777973,"[-1.54044816 -0.55118778 -0.30978488  0.38910705 -0.16555171  0.80636543
  1.17276645  0.38637335 -0.01475253 -0.62249563  0.        ]",[ 0.70170632 -0.17196032],"[[  9.64582407e+00  -3.03074548e+00  -1.95871752e-02   9.13412401e-02]
 [  3.83003371e+01   1.30954141e-01   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0818291882153
31,[ 0.62672055 -0.68060815],-0.761118,"[-0.93160361 -0.54973605 -1.23915999  0.35854482 -0.16555153  0.80636408
  1.23873122  0.44335701 -0.10821785 -0.61387611  0.        ]",[ 1.20573973 -0.42481975],"[[  1.04320988e+01  -3.02181478e+00  -1.95871752e-02   9.13412401e-02]
 [  4.03203882e+01   5.50971322e-01   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0777184662246
32,[ 0.66847336 -0.71767139],-0.778037,"[ 0.17887762 -0.54809223 -1.41298812  0.32650508 -0.16555136  0.80636273
  1.34195682  0.41872901 -0.18173444 -0.69765992  0.        ]",[ 1.09707824 -0.74515523],"[[  1.12702225e+01  -3.01244199e+00  -1.95871752e-02   9.13412401e-02]
 [  4.34814504e+01   3.69447943e-01   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0865087946426
33,[ 0.54178739 -0.75633848],-0.724656,"[ 1.07740107 -0.5471236  -0.55610007  0.3086872  -0.16555119  0.80636138
  1.44313826  0.39220654 -0.16616097 -0.82504005  0.        ]",[ 0.85530266 -0.74453639],"[[  1.21709396e+01  -3.00722477e+00  -1.95871752e-02   9.13412401e-02]
 [  4.65799409e+01   1.73960686e-01   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.101627263156
34,[ 0.26339757 -0.77835584],-0.609393,"[ 0.97253338 -0.54666452  0.8051893   0.30048911 -0.16555102  0.80636003
  1.52360731  0.37920245 -0.05985731 -0.88724753  0.        ]",[-0.01359353 -0.53499856],"[[  1.31272632e+01  -3.00482312e+00  -1.95871752e-02   9.13412401e-02]
 [  4.90442038e+01   7.81141217e-02   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.110632492254
35,[ 0.09720926 -0.70888329],-0.588097,"[-0.14091861 -0.54641534  1.49876013  0.29610541 -0.16555084  0.80635868
  1.4901385   0.37529472  0.04660367 -0.82003353  0.        ]",[ 0.32980466 -0.64007569],"[[  1.40978659e+01  -3.00353863e+00  -1.95871752e-02   9.13412401e-02]
 [  4.80194771e+01   4.93144517e-02   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.106573771528
36,[ 0.10643212 -0.65652543],-0.71373,"[-1.29602867 -0.5462936   0.90933464  0.29398493 -0.16555067  0.80635733
  1.50173225  0.37105064  0.05786731 -0.68195713  0.        ]",[ 0.38854164 -0.697067  ],"[[  1.50618190e+01  -3.00291727e+00  -1.95871752e-02   9.13412401e-02]
 [  4.83746511e+01   1.80356163e-02   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0918824437334
37,[ 0.35848883 -0.67829734],-0.737514,"[-1.50085012 -0.54626027 -0.46135514  0.29341513 -0.1655505   0.80635597
  1.52069074  0.36893256 -0.03623633 -0.5927026   0.        ]",[ 0.10948596 -0.11400961],"[[  1.60351384e+01  -3.00275036e+00  -1.95871752e-02   9.13412401e-02]
 [  4.89553524e+01   2.42693052e-03   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0775888187761
38,[ 0.58535838 -0.71787453],-0.715482,"[-0.56273948 -0.54613682 -1.41488912  0.29127706 -0.16555032  0.80635462
  1.50319322  0.37431062 -0.15405256 -0.63171645  0.        ]",[ 0.02285107 -0.76708465],"[[  1.70088710e+01  -3.00212377e+00  -1.95871752e-02   9.13412401e-02]
 [  4.84196969e+01   4.20703096e-02   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0789878540202
39,[ 0.61659336 -0.7368083 ],-0.735159,"[ 0.68241613 -0.54612464 -1.12927774  0.29107761 -0.16555015  0.80635327
  1.47484064  0.36626767 -0.19201863 -0.76332873  0.        ]",[-0.30992691 -0.61859511],"[[  1.79685553e+01  -3.00206540e+00  -1.95871752e-02   9.13412401e-02]
 [  4.75516303e+01  -1.72088619e-02   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0942135444501
40,[ 0.43458828 -0.76910591],-0.693734,"[ 1.18220513 -0.54616987  0.08727246  0.29187609 -0.16554998  0.80635192
  1.40402321  0.36758577 -0.12323294 -0.87208962  0.        ]",[-0.27607883 -0.34250275],"[[  1.88978313e+01  -3.00229954e+00  -1.95871752e-02   9.13412401e-02]
 [  4.53831879e+01  -7.49046097e-03   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.107632648031
41,[ 0.22814512 -0.74071777],-0.612547,"[ 0.62266176 -0.54613149  1.21072526  0.2912209  -0.16554981  0.80635057
  1.33898453  0.37091409 -0.01078185 -0.87695536  0.        ]",[-0.61428999  0.21766286],"[[  1.97855136e+01  -3.00210759e+00  -1.95871752e-02   9.13412401e-02]
 [  4.33916867e+01   1.70448218e-02   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.110841492041
42,[ 0.1212202  -0.66836512],-0.61384,"[-0.46900622 -0.54430836  1.47032465  0.26055576 -0.16554963  0.80634922
  1.23150536  0.48792377  0.06820484 -0.78478555  0.        ]",[ 0.50928578 -1.01508531],"[[  2.06203264e+01  -2.99311331e+00  -1.95871752e-02   9.13412401e-02]
 [  4.01005485e+01   8.79492136e-01   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.10365940927
43,[ 0.23245272 -0.61581397],-0.699864,"[-1.36589986 -0.5473691   0.79971143  0.31326745 -0.16554946  0.80634787
  1.27142402  0.16236231  0.0487324  -0.68043221  0.        ]",[-0.58973879 -0.98043029],"[[  2.14346025e+01  -3.00856716e+00  -1.95871752e-02   9.13412401e-02]
 [  4.13230445e+01  -1.52011943e+00   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0912415330874
44,[ 0.44582179 -0.63393492],-0.755225,"[-1.53503185 -0.54915557 -0.33469405  0.34712474 -0.16554929  0.80634652
  1.16845943  0.37983752 -0.02016353 -0.61025436  0.        ]",[ 0.37535705 -0.52748581],"[[  2.22294296e+01  -3.01847631e+00  -1.95871752e-02   9.13412401e-02]
 [  3.81701380e+01   8.28247636e-02   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0802287926143
45,[ 0.63813341 -0.67750037],-0.713376,"[-0.92962332 -0.54827974 -1.24049865  0.33021471 -0.16554912  0.80634517
  1.19231226  0.40930633 -0.11462886 -0.61060695  0.        ]",[ 0.26373701  0.15688115],"[[  2.30001619e+01  -3.01352893e+00  -1.95871752e-02   9.13412401e-02]
 [  3.89006517e+01   3.00033372e-01   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.077194642018
46,[ 0.68915439 -0.71360624],-0.740338,"[ 0.10445912 -0.54597806 -1.43317056  0.2886229  -0.16554894  0.80634382
  1.20126083  0.49289827 -0.18802744 -0.69371334  0.        ]",[ 0.07735838 -0.93716815],"[[  2.37809253e+01  -3.00134655e+00  -1.95871752e-02   9.13412401e-02]
 [  3.91747672e+01   9.16166640e-01   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0860150074804
47,[ 0.66895771 -0.72299838],-0.74548,"[ 0.96355402 -0.54622755 -0.78908984  0.29296653 -0.16554877  0.80634247
  1.18593306  0.3461139  -0.17942153 -0.80678529  0.        ]",[ 0.35705428 -0.06437714],"[[  2.45597117e+01  -3.00261987e+00  -1.95871752e-02   9.13412401e-02]
 [  3.87054868e+01  -1.65728861e-01   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.0993931387011
48,[ 0.45319971 -0.75283957],-0.663891,"[ 1.15421397 -0.54634161  0.32153721  0.29497233 -0.1655486   0.80634112
  1.20707358  0.37443934 -0.10434125 -0.8805161   0.        ]",[ 1.12246101 -1.55590146],"[[  2.53403177e+01  -3.00320783e+00  -1.95871752e-02   9.13412401e-02]
 [  3.93529472e+01   4.30514177e-02   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.108920387005
49,[ 0.2190621  -0.73063874],-0.589128,"[  5.18876439e-01  -5.46320241e-01   1.28545232e+00   2.94610479e-01
  -1.65548426e-01   8.06339768e-01   1.31092407e+00   3.66642268e-01
  -8.25787537e-04  -8.70657082e-01   0.00000000e+00]",[ 1.04926414 -1.35155351],"[[  2.61592850e+01  -3.00310188e+00  -1.95871752e-02   9.13412401e-02]
 [  4.25331853e+01  -1.44149526e-02   0.00000000e+00   0.00000000e+00]]",[-0.33580455 -0.37412405],-0.110453866598
