timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
27,[-0.50029635 -0.65741611],-1.5254,"[ 0.75917785 -0.54986953 -1.05358997  0.29354442  0.34914673 -1.4644701
 -1.17006035  0.37322651 -0.62870332  1.43091366  0.        ]",[-0.64506066 -1.35616045],"[[-13.37134473  -3.00291089   0.03942676  -0.16971384]
 [-32.8587738    0.03722906   0.           0.        ]]",[-0.32877824 -0.36232674],-0.17502262717
28,[-0.48465478 -0.69135976],-1.33237,"[-0.07317598 -0.54987181 -1.46221674  0.29359694  0.34914632 -1.46446526
 -1.233488    0.3654664  -0.61975032  1.52931961  0.        ]",[ 0.31983687 -0.64791028],"[[ -1.40476186e+01  -3.00292649e+00   3.94267606e-02  -1.69713841e-01]
 [ -3.47622711e+01  -1.98750556e-02   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.185709115839
29,[-0.49490476 -0.68193913],-1.13256,"[-0.95906963 -0.54988206 -1.22034106  0.29378817  0.34914591 -1.46446042
 -1.16835472  0.36899933 -0.55891069  1.59958275  0.        ]",[-0.61335492  0.24726729],"[[ -1.47232539e+01  -3.00298304e+00   3.94267606e-02  -1.69713841e-01]
 [ -3.28077740e+01   6.12733795e-03   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.191465427201
30,[-0.51438487 -0.62582302],-1.28305,"[-1.50920458 -0.54787667 -0.43720308  0.26010221  0.3491455  -1.46445558
 -1.22763064  0.50210996 -0.47687258  1.61928383  0.        ]",[-0.91717904 -1.25679456],"[[-15.39725785  -2.99303231   0.03942676  -0.16971384]
 [-34.58668264   0.98570248   0.           0.        ]]",[-0.32877824 -0.36232674],-0.191326806909
31,[-0.42614859 -0.49158755],-1.40722,"[-1.46062004 -0.55058037  0.60952019  0.30613934  0.34914509 -1.46445074
 -1.32582458  0.1688637  -0.39877101  1.54396586  0.        ]",[-0.90798209 -1.6126678 ],"[[-16.11855812  -3.00662824   0.03942676  -0.16971384]
 [-37.53350243  -1.46667647   0.           0.        ]]",[-0.32877824 -0.36232674],-0.180798290396
32,[-0.47921968 -0.4466868 ],-1.46514,"[-0.7090472  -0.5524134   1.39530973  0.34023271  0.34914467 -1.4644459
 -1.42085446  0.37440897 -0.38326954  1.43649237  0.        ]",[-0.30413167 -0.90916275],"[[ -1.68978421e+01  -3.01668061e+00   3.94267606e-02  -1.69713841e-01]
 [ -4.03853940e+01   4.59459082e-02   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.167920198094
33,[-0.49834198 -0.45648563],-1.49522,"[ 0.37935965 -0.55173672  1.36603279  0.32735206  0.34914426 -1.46444105
 -1.43433382  0.40065639 -0.43530176  1.34581551  0.        ]",[-0.61405754 -1.00286855],"[[ -1.77096098e+01  -3.01288448e+00   3.94267606e-02  -1.69713841e-01]
 [ -4.07900354e+01   2.39105618e-01   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.158507571
34,[-0.47342938 -0.51535374],-1.48068,"[ 1.11746135 -0.55098168  0.4667482   0.31341742  0.34914385 -1.46443621
 -1.48843662  0.39033957 -0.5329022   1.32495922  0.        ]",[-0.84379163 -0.38194261],"[[ -1.85417019e+01  -3.00877561e+00   3.94267606e-02  -1.69713841e-01]
 [ -4.24137636e+01   1.63187118e-01   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.159189682923
35,[-0.41960567 -0.5875929 ],-1.4329,"[ 0.96762505 -0.55039274 -0.77892992  0.302847    0.34914344 -1.46443137
 -1.57177771  0.38624748 -0.61698438  1.39977379  0.        ]",[-0.12295735  1.2312884 ],"[[ -1.94150722e+01  -3.00565726e+00   3.94267606e-02  -1.69713841e-01]
 [ -4.49149310e+01   1.33076746e-01   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.171029803292
36,[-0.57453197 -0.73022699],-1.33145,"[-0.0437155  -0.5410572  -1.45902316  0.15969841  0.34914303 -1.46442653
 -1.55835531  0.9241249  -0.65193596  1.51656499  0.        ]",[ 1.25713556 -0.30789027],"[[ -2.03093315e+01  -2.96328168e+00   3.94267606e-02  -1.69713841e-01]
 [ -4.45123043e+01   4.09134573e+00   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.185630015508
37,[-0.60989028 -0.73894364],-1.37237,"[-1.11659228 -0.5206115  -1.08910683 -0.07028296  0.34914262 -1.46442169
 -1.39704576  0.74770163 -0.61714324  1.65922066  0.        ]",[-1.88525431 -2.18880662],"[[ -2.11510097e+01  -2.89448119e+00   3.94267606e-02  -1.69713841e-01]
 [ -3.96716565e+01   2.79305092e+00   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.200333480169
38,[-0.49489832 -0.58627087],-1.34395,"[-1.57506323 -0.51507422 -0.00527436 -0.12190319  0.3491422  -1.46441685
 -1.50280743  0.20237186 -0.4590593   1.70776657  0.        ]",[-0.82731067 -0.57409152],"[[ -2.19762879e+01  -2.87888554e+00   3.94267606e-02  -1.69713841e-01]
 [ -4.28456419e+01  -1.22004278e+00   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.201201541462
39,[-0.42145145 -0.45103729],-1.39231,"[-1.08929573 -0.530734    1.14833913  0.03408836  0.34914179 -1.46441201
 -1.58369837 -0.10297931 -0.33366807  1.54640027  0.        ]",[-1.35395816  0.13396248],"[[ -2.28575579e+01  -2.92583186e+00   3.94267606e-02  -1.69713841e-01]
 [ -4.52732990e+01  -3.46712813e+00   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.180060573627
40,[-0.36499953 -0.4127492 ],-1.4416,"[ 0.12029508 -0.54704921  1.4620204   0.24696169  0.34914138 -1.46440717
 -1.68576792 -0.02135524 -0.39659966  1.36119156  0.        ]",[-0.1279254  -0.31118664],"[[ -2.37937586e+01  -2.98914706e+00   3.94267606e-02  -1.69713841e-01]
 [ -4.83365453e+01  -2.86645598e+00   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.159386034745
41,[-0.42155474 -0.48874128],-1.51443,"[ 1.08557635 -0.55254086  0.56312997  0.34283279  0.34914097 -1.46440233
 -1.67075162  0.33943573 -0.52827169  1.3309013   0.        ]",[-1.62014747 -0.82641918],"[[ -2.47559704e+01  -3.01744675e+00   3.94267606e-02  -1.69713841e-01]
 [ -4.78861145e+01  -2.11391607e-01   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.159699894702
42,[-0.38323456 -0.57272726],-1.46661,"[ 0.93270237 -0.552153   -0.83531243  0.33536278  0.34914056 -1.46439749
 -1.77108856  0.40333149 -0.61578467  1.41393383  0.        ]",[-0.86631066  0.73001237],"[[ -2.57439059e+01  -3.01524573e+00   3.94267606e-02  -1.69713841e-01]
 [ -5.08974048e+01   2.58820616e-01   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.172568803935
43,[-0.47155994 -0.68069267],-1.32604,"[-0.31024885 -0.54528248 -1.46309836  0.21978721  0.34914015 -1.46439265
 -1.85179269  0.79563249 -0.6261072   1.55004369  0.        ]",[-0.68198518 -0.9547456 ],"[[ -2.67861566e+01  -2.98110455e+00   3.94267606e-02  -1.69713841e-01]
 [ -5.33195574e+01   3.14576926e+00   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.188314122099
44,[-0.36861795 -0.5661217 ],-1.12474,"[-1.46352237 -0.53938371 -0.56869724  0.13763129  0.34913973 -1.46438781
 -1.90658917  0.27375561 -0.5056504   1.64964102  0.        ]",[-0.42953281  0.84255233],"[[ -2.78690491e+01  -2.95672273e+00   3.94267606e-02  -1.69713841e-01]
 [ -5.49642578e+01  -6.94713017e-01   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.195620342451
45,[-0.52535802 -0.48925903],-1.4453,"[-1.25085911 -0.53400479  0.9735879   0.07138536  0.34913932 -1.46438297
 -1.92698354  0.72930377 -0.35196509  1.56794635  0.        ]",[ 0.72353569 -0.69216399],"[[ -2.89744783e+01  -2.93698201e+00   3.94267606e-02  -1.69713841e-01]
 [ -5.55765733e+01   2.65766487e+00   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.182844097878
46,[-0.5217247  -0.45763302],-1.43152,"[ 0.07893765 -0.52637225  1.47181472 -0.01263867  0.34913891 -1.46437813
 -1.79485558  0.35011931 -0.33101087  1.36418986  0.        ]",[ 0.0384353  -0.73075652],"[[ -3.00462282e+01  -2.91182559e+00   3.94267606e-02  -1.69713841e-01]
 [ -5.16116801e+01  -1.32741090e-01   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.158583194102
47,[-0.38492376 -0.4901844 ],-1.39453,"[ 1.09905613 -0.53582746  0.52491344  0.09309432  0.3491385  -1.46437329
 -1.75573991 -0.04237729 -0.50164712  1.27065534  0.        ]",[-1.08287625 -0.32027586],"[[ -3.10666860e+01  -2.94345961e+00   3.94267606e-02  -1.69713841e-01]
 [ -5.04380507e+01  -3.02111142e+00   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.151879210754
48,[-0.26999766 -0.53550583],-1.39724,"[ 0.86756619 -0.55227976 -0.92755969  0.33787771  0.34913809 -1.46436845
 -1.85440112 -0.08868447 -0.61874611  1.42458221  0.        ]",[-0.45101433  1.12813295],"[[ -3.21051568e+01  -3.01598677e+00   3.94267606e-02  -1.69713841e-01]
 [ -5.33991256e+01  -3.36188483e+00   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.173893625025
49,[-0.37910998 -0.62903208],-1.27679,"[-0.46189635 -0.55475703 -1.44038495  0.38859994  0.34913767 -1.46436361
 -1.87866471  0.55187023 -0.57671764  1.56255789  0.        ]",[-0.98391907 -1.07888735],"[[ -3.31804480e+01  -3.03091994e+00   3.94267606e-02  -1.69713841e-01]
 [ -5.41275444e+01   1.35193256e+00   0.00000000e+00   0.00000000e+00]]",[-0.32877824 -0.36232674],-0.187857972898
