timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
10,[ 0.41168395 -0.52113235],-0.942398,"[-1.46043996  0.01461712  0.75253656 -1.75188772  1.5736472   0.52895954
  1.3477242  -2.73487164 -1.50747981  0.46423816  0.        ]",[ 1.07220844 -0.19265743],"[[  2.6437619   -1.97990972   0.18006619   0.05892872]
 [ 23.07513299 -21.97143329   0.           0.        ]]",[-0.13388242 -0.26047188],-0.189919672688
11,[ 0.46331233 -0.5021739 ],-0.924065,"[-1.62735167 -0.43391195  0.03214404 -1.08446764  1.57363024  0.52895744
  1.57338553 -2.78009119 -1.6173588   0.1303885   0.        ]",[-0.36452558 -1.09528738],"[[  3.14042052  -2.42260837   0.18006619   0.05892872]
 [ 26.57911658 -22.29731577   0.           0.        ]]",[-0.13388242 -0.26047188],-0.197672318824
12,[ 0.62352461 -0.48460165],-0.791853,"[-1.45187954 -0.71135737 -0.70878838  0.00642865  1.57361328  0.52895534
  1.44661484 -3.26877517 -1.54483687 -0.230045    0.        ]",[ 0.49607726  0.92758863],"[[  3.65225922  -2.90383799   0.18006619   0.05892872]
 [ 24.61102364 -25.81417685   0.           0.        ]]",[-0.13388242 -0.26047188],-0.1895906227
13,[ 0.65267867 -0.55190325],-0.789201,"[-0.97450135 -0.74692    -1.25647388  0.62304091  1.57359632  0.52895324
  1.54179994  0.09184031 -1.45316448 -0.37221976  0.        ]",[ 1.71448194 -0.51876955],"[[  4.15931278  -3.14522245   0.18006619   0.05892872]
 [ 26.08917318  -1.63431715   0.           0.        ]]",[-0.13388242 -0.26047188],-0.180853220548
14,[ 0.65517318 -0.55291182],-0.813439,"[-0.2475872  -0.74660884 -1.48191998  0.55605423  1.57357936  0.52895114
  1.76352665  0.68318229 -1.51417716 -0.35414138  0.        ]",[ 1.08598804 -0.01196109],"[[  4.71564195  -3.11924107   0.18006619   0.05892872]
 [ 29.53219381   2.62043799   0.           0.        ]]",[-0.13388242 -0.26047188],-0.188728868454
15,[ 0.66389662 -0.54266679],-0.902762,"[ 0.5556766  -0.74331562 -1.19359156  0.4191182   1.5735624   0.52894905
  1.98083955  0.68252517 -1.5846083  -0.40846343  0.        ]",[ 0.89495312 -1.3414491 ],"[[  5.34014472  -3.06606203   0.18006619   0.05892872]
 [ 32.90682542   2.61573231   0.           0.        ]]",[-0.13388242 -0.26047188],-0.200444331188
16,[ 0.65985954 -0.5194335 ],-0.855208,"[ 1.07842428 -0.73911249 -0.35237579  0.32765631  1.57354545  0.52894695
  2.16704791  0.47758458 -1.58254512 -0.50491761  0.        ]",[ 1.27043514 -0.19992303],"[[  6.02729579  -3.0304327    0.18006619   0.05892872]
 [ 35.79865571   1.14119325   0.           0.        ]]",[-0.13388242 -0.26047188],-0.203988322067
17,[ 0.65066326 -0.50176167],-0.733293,"[ 0.95962446 -0.73666791  0.74573359  0.28612541  1.57352849  0.52894485
  2.37634622  0.394684   -1.50865928 -0.56036461  0.        ]",[ 0.01388396 -0.22691034],"[[  6.77588266  -3.01421026   0.18006619   0.05892872]
 [ 39.04920454   0.54473333   0.           0.        ]]",[-0.13388242 -0.26047188],-0.196577022054
18,[ 0.60832751 -0.49625376],-0.635595,"[ 0.16001596 -0.73542076  1.47321821  0.26690075  1.57351153  0.52894275
  2.3300525   0.35296801 -1.42005204 -0.53239335  0.        ]",[ 1.16955446 -0.58762756],"[[  7.54966183  -3.00668992   0.18006619   0.05892872]
 [ 38.33110972   0.24459624   0.           0.        ]]",[-0.13388242 -0.26047188],-0.18334977399
19,[ 0.54584181 -0.50559473],-0.639313,"[-0.90466646 -0.73491112  1.36159114  0.25938003  1.57349458  0.52894065
  2.53610939  0.33007826 -1.3776828  -0.43693549  0.        ]",[ 0.09846014 -0.94890403],"[[  8.34839522  -3.00374609   0.18006619   0.05892872]
 [ 41.53156564   0.07991338   0.           0.        ]]",[-0.13388242 -0.26047188],-0.173104507383
20,[ 0.48548457 -0.52708364],-0.673604,"[-1.58455396 -0.73480783  0.40466219  0.25791578  1.57347762  0.52893855
  2.50820901  0.31886535 -1.41310396 -0.3345668   0.        ]",[-0.09519826 -0.26498718],"[[  9.17468861e+00  -3.00317307e+00   1.80066193e-01   5.89287229e-02]
 [  4.10992155e+01  -7.55023877e-04   0.00000000e+00   0.00000000e+00]]",[-0.13388242 -0.26047188],-0.173951932689
21,[ 0.4875932  -0.53802961],-0.761262,"[-1.41729538 -0.73470727 -0.77287765  0.25649735  1.57346067  0.52893645
  2.43148675  0.32435332 -1.50244241 -0.2945453   0.        ]",[-1.58823959  0.07607798],"[[  9.98472790e+00  -3.00261795e+00   1.80066193e-01   5.89287229e-02]
 [  3.99086800e+01   3.87384926e-02   0.00000000e+00   0.00000000e+00]]",[-0.13388242 -0.26047188],-0.185239923934
22,[ 0.58351803 -0.54387569],-0.872854,"[-0.60603722 -0.73402968 -1.43096996  0.24680505  1.57344371  0.52893435
  2.12559923  0.36620369 -1.58747986 -0.33367164  0.        ]",[ 1.14360282 -2.35507137],"[[ 10.7352499   -2.99882164   0.18006619   0.05892872]
 [ 35.15934558   0.33985728   0.           0.        ]]",[-0.13388242 -0.26047188],-0.198387535176
23,[ 0.62985611 -0.52818382],-0.899789,"[ 0.37765232 -0.73511418 -1.31407201  0.26258195  1.57342676  0.52893226
  2.33569929  0.28710276 -1.61886575 -0.42253497  0.        ]",[-0.10996834  0.38331605],"[[ 11.47117773  -3.005001     0.18006619   0.05892872]
 [ 38.42259404  -0.2292581    0.           0.        ]]",[-0.13388242 -0.26047188],-0.205734305104
24,[ 0.653835  -0.5237813],-0.881382,"[ 1.04506629 -0.73319703 -0.47213987  0.23527777  1.5734098   0.52893016
  2.25863846  0.49879639 -1.59320299 -0.52678155  0.        ]",[ 0.4695636  -0.34260591],"[[ 12.22763001  -2.9943042    0.18006619   0.05892872]
 [ 37.22660776   1.29386332   0.           0.        ]]",[-0.13388242 -0.26047188],-0.206416973965
25,[ 0.65080839 -0.50254542],-0.795236,"[ 1.00533383 -0.73087258  0.6429856   0.20465011  1.57339285  0.52892806
  2.33085065  0.30682663 -1.50433192 -0.58216051  0.        ]",[ 0.1151883  -1.90149598],"[[ 12.98342038  -2.98228505   0.18006619   0.05892872]
 [ 38.34870087  -0.08732289   0.           0.        ]]",[-0.13388242 -0.26047188],-0.19711597288
26,[ 0.61556911 -0.49130931],-0.615778,"[ 0.27056173 -0.736111    1.42924928  0.27786054  1.5733759   0.52892596
  2.31128719  0.11072017 -1.42198826 -0.54127692  0.        ]",[ 0.54323819  0.69816622],"[[ 13.74735268  -3.01098062   0.18006619   0.05892872]
 [ 38.04560456  -1.49827303   0.           0.        ]]",[-0.13388242 -0.26047188],-0.184076202161
27,[ 0.55218995 -0.50791866],-0.608309,"[-0.76871985 -0.73618923  1.43191664  0.27913099  1.57335895  0.52892386
  2.4012473   0.508997   -1.38395748 -0.45503377  0.        ]",[-0.24509495  0.10742401],"[[ 14.52228955  -3.01147792   0.18006619   0.05892872]
 [ 39.44340044   1.36726664   0.           0.        ]]",[-0.13388242 -0.26047188],-0.174788686232
28,[ 0.47711506 -0.53494614],-0.648646,"[-1.51093717 -0.73042642  0.63926316  0.1991569   1.573342    0.52892176
  2.28843045  0.56447106 -1.39546843 -0.33267194  0.        ]",[-0.17779733  0.3410159 ],"[[ 15.29358624  -2.98012807   0.18006619   0.05892872]
 [ 37.69209983   1.76640752   0.           0.        ]]",[-0.13388242 -0.26047188],-0.171442306133
29,[ 0.44786474 -0.55678564],-0.733433,"[-1.55535676 -0.71908945 -0.45239428  0.07617531  1.57332504  0.52891966
  2.19500785  0.74742373 -1.49966926 -0.24417691  0.        ]",[ 0.90216857  0.83072169],"[[ 16.03287801  -2.9315931    0.18006619   0.05892872]
 [ 36.24189048   3.082737     0.           0.        ]]",[-0.13388242 -0.26047188],-0.183524749113
30,[ 0.46973112 -0.57677561],-0.915237,"[-0.90219349 -0.6888585  -1.30225945 -0.15830263  1.57330809  0.52891757
  2.37874409  1.19634285 -1.68288333 -0.27686475  0.        ]",[-1.38989971 -1.07027959],"[[ 16.78635345  -2.83753269   0.18006619   0.05892872]
 [ 39.09605389   6.31267014   0.           0.        ]]",[-0.13388242 -0.26047188],-0.210388624718
31,[ 0.58340722 -0.56567967],-1.01116,"[ 0.07756454 -0.65221505 -1.43783709 -0.36507244  1.57329114  0.52891547
  2.07389759  0.6288865  -1.78147189 -0.49572321  0.        ]",[ 0.04032771 -0.03018012],"[[ 17.52077822  -2.75224234   0.18006619   0.05892872]
 [ 34.36228661   2.22996835   0.           0.        ]]",[-0.13388242 -0.26047188],-0.231024955532
32,[ 0.63169563 -0.56354201],-1.00041,"[ 0.84548542 -0.63050729 -0.88091872 -0.4666577   1.5732742   0.52891337
  2.04032837  0.60641612 -1.68973851 -0.71715333  0.        ]",[ 0.45618254 -1.11717184],"[[ 18.20279827  -2.70926511   0.18006619   0.05892872]
 [ 33.84145517   2.06831775   0.           0.        ]]",[-0.13388242 -0.26047188],-0.228760227817
33,[ 0.64198947 -0.52832472],-0.842474,"[ 1.12204375 -0.62984154  0.09309747 -0.46958075  1.57325725  0.52891127
  2.11344379  0.05068793 -1.48421518 -0.78936574  0.        ]",[ 1.1747301  -1.07561105],"[[ 18.89102507  -2.70801549   0.18006619   0.05892872]
 [ 34.97752382  -1.93000563   0.           0.        ]]",[-0.13388242 -0.26047188],-0.206685935374
34,[ 0.61876404 -0.49100524],-0.707334,"[ 0.73162777 -0.66771428  1.08728514 -0.28414935  1.5732403   0.52890917
  2.32376338 -0.49401773 -1.32926334 -0.66071595  0.        ]",[-1.58598299 -0.47918233],"[[ 19.62335474  -2.78593644   0.18006619   0.05892872]
 [ 38.24462454  -5.84902753   0.           0.        ]]",[-0.13388242 -0.26047188],-0.178944561999
35,[ 0.5915643  -0.48560366],-0.632561,"[-0.14294473 -0.71614806  1.53792378  0.04893858  1.57322335  0.52890707
  2.02008615 -0.74143483 -1.33687267 -0.50287044  0.        ]",[-0.80595303  0.65592929],"[[ 20.34093203  -2.92077553   0.18006619   0.05892872]
 [ 33.52877167  -7.62914728   0.           0.        ]]",[-0.13388242 -0.26047188],-0.17081180125
36,[ 0.54232842 -0.50745964],-0.688026,"[-0.97380214 -0.73952909  1.31768407  0.33661977  1.5732064   0.52890498
  1.77189546  0.01216591 -1.38803072 -0.43871589  0.        ]",[ 0.10558114 -0.64375511],"[[ 20.9728362   -3.03392675   0.18006619   0.05892872]
 [ 29.67449063  -2.20721625   0.           0.        ]]",[-0.13388242 -0.26047188],-0.174626918901
37,[ 0.4948405  -0.53189725],-0.732214,"[-1.50410627 -0.74055526  0.65602165  0.35678519  1.57318946  0.52890288
  1.76097293  0.39832885 -1.40825561 -0.38546472  0.        ]",[-0.67396255 -1.94098819],"[[ 21.56462797  -3.04179005   0.18006619   0.05892872]
 [ 29.50520006   0.5711117    0.           0.        ]]",[-0.13388242 -0.26047188],-0.175185115043
38,[ 0.51961553 -0.55125499],-0.748728,"[-1.61552365 -0.73863457 -0.16709759  0.32035985  1.57317251  0.52890078
  1.55153669  0.41531382 -1.44629359 -0.32602797  0.        ]",[-0.57707234 -1.17021011],"[[ 22.12209836  -3.02758285   0.18006619   0.05892872]
 [ 26.25267059   0.69332366   0.           0.        ]]",[-0.13388242 -0.26047188],-0.178345870292
39,[ 0.57840061 -0.562617  ],-0.826909,"[-1.36499985 -0.73691951 -0.85797951  0.29133915  1.57315557  0.52889868
  1.3709503   0.37915562 -1.50330588 -0.3035147   0.        ]",[ 2.1323619  -2.45274255],"[[ 22.61901294  -3.01624738   0.18006619   0.05892872]
 [ 23.44813554   0.43318806   0.           0.        ]]",[-0.13388242 -0.26047188],-0.185662764734
40,[ 0.61296171 -0.55868822],-0.87097,"[-0.83642793 -0.7358746  -1.33858198  0.27491289  1.57313862  0.52889658
  1.59596828  0.35023097 -1.56236409 -0.32028705  0.        ]",[-0.15500942 -1.0659428 ],"[[ 23.12304295  -3.00982436   0.18006619   0.05892872]
 [ 26.94321901   0.22509497   0.           0.        ]]",[-0.13388242 -0.26047188],-0.194488898315
41,[ 0.66571951 -0.55706573],-0.896747,"[-0.13052506 -0.73533388 -1.47599347  0.26674782  1.57312168  0.52889449
  1.52209432  0.33382705 -1.6058302  -0.37203863  0.        ]",[-0.22141023  0.46910424],"[[ 23.65039792  -3.0066298    0.18006619   0.05892872]
 [ 25.79610153   0.10708355   0.           0.        ]]",[-0.13388242 -0.26047188],-0.202214281035
42,[ 0.69484586 -0.55946904],-0.941519,"[ 0.51365398 -0.73152795 -1.22584331  0.21378122  1.57310473  0.52889239
  1.43276157  0.59175004 -1.62967825 -0.44920742  0.        ]",[ 0.01257033 -0.08133821],"[[ 24.15240131  -2.98586965   0.18006619   0.05892872]
 [ 24.4088504    1.96274935   0.           0.        ]]",[-0.13388242 -0.26047188],-0.208266433736
43,[ 0.70747226 -0.55352634],-0.92684,"[ 0.95718701 -0.72374259 -0.68999531  0.12327144  1.57308779  0.52889029
  1.40483621  0.54164017 -1.6158252  -0.54450831  0.        ]",[ 2.2384994   0.33263652],"[[ 24.63622867  -2.95023183   0.18006619   0.05892872]
 [ 23.97533046   1.60224613   0.           0.        ]]",[-0.13388242 -0.26047188],-0.210326339956
44,[ 0.66896814 -0.53890014],-0.895883,"[ 1.12302312 -0.71167718  0.05756162  0.01001736  1.57307085  0.52888819
  1.62917384  0.72040126 -1.54323966 -0.63199886  0.        ]",[-0.22501653 -1.18606817],"[[ 25.15069744  -2.90528322   0.18006619   0.05892872]
 [ 27.45991408   2.88837638   0.           0.        ]]",[-0.13388242 -0.26047188],-0.20491641229
45,[ 0.64362091 -0.51079023],-0.801611,"[ 0.91843239 -0.706313    0.8244212  -0.03369201  1.57305391  0.52888609
  1.53678417  0.16219202 -1.43644653 -0.64001059  0.        ]",[-1.03735241 -0.55338044],"[[ 25.68550042  -2.88781004   0.18006619   0.05892872]
 [ 26.02520646  -1.12767884   0.           0.        ]]",[-0.13388242 -0.26047188],-0.191402407585
46,[ 0.63317168 -0.50443435],-0.748664,"[ 0.45790145 -0.71917263  1.32562056  0.07750372  1.57303697  0.52888399
  1.24868812 -0.13920831 -1.39031504 -0.57338083  0.        ]",[-0.25001452 -0.94126241],"[[ 26.16111091  -2.93211967   0.18006619   0.05892872]
 [ 21.55075829  -3.29611233   0.           0.        ]]",[-0.13388242 -0.26047188],-0.181637294403
47,[ 0.62301081 -0.50174373],-0.691157,"[-0.07972589 -0.73772455  1.53076579  0.30510529  1.57302002  0.5288819
  1.15748428 -0.24422202 -1.42625535 -0.51488196  0.        ]",[ 2.30740109  0.1592941 ],"[[ 26.57791416  -3.02162668   0.18006619   0.05892872]
 [ 20.13434165  -4.05163894   0.           0.        ]]",[-0.13388242 -0.26047188],-0.1833664031
48,[ 0.56242537 -0.51411623],-0.658711,"[-0.67523371 -0.7409663   1.46928913  0.36609401  1.57300308  0.5288798
  1.38674034  0.37478034 -1.41034041 -0.47689578  0.        ]",[ 0.84894027  0.38731984],"[[ 27.01632962  -3.04541835   0.18006619   0.05892872]
 [ 23.69526773   0.40176814   0.           0.        ]]",[-0.13388242 -0.26047188],-0.179410690758
49,[ 0.50487483 -0.53235334],-0.647405,"[-1.25353087 -0.73778388  1.06681467  0.30622834  1.57298614  0.5288777
  1.57293343  0.58693343 -1.3900774  -0.40629863  0.        ]",[ 0.94173089  0.5358498 ],"[[ 27.51925306  -3.02206632   0.18006619   0.05892872]
 [ 26.58742977   1.92811194   0.           0.        ]]",[-0.13388242 -0.26047188],-0.173545649005
