timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 0.67324245 -1.41769576],-0.893414,"[ 1.18362713  2.26978497  0.13074891  0.58341166  0.88651111  0.11124014
 -0.08874214  0.36799206  0.58848547  0.02001025  0.        ]",[-0.22589373 -0.06440786],"[[ 0.07561792 -0.05400299  0.10242889  0.01193227]
 [ 0.00238969  0.00293725  0.          0.        ]]",[-0.36250228 -0.37584871],-0.107278296809
1,[ 0.69803005 -1.41116321],-0.965984,"[  1.18449729e+00   2.26957628e+00   1.17538906e-01   5.74754344e-01
   8.86509562e-01   1.11240030e-01  -1.17750543e-01   3.33521881e-01
   5.89099144e-01   1.93415355e-03   0.00000000e+00]",[ 0.34478742 -1.87180077],"[[ 0.06670039 -0.05650013  0.10242889  0.01193227]
 [-0.8911676  -0.25180311  0.          0.        ]]",[-0.36250228 -0.37584871],-0.107422963562
2,[ 0.70917058 -1.39543843],-1.06259,"[ 1.18484594  2.26458093  0.1116904   0.4199886   0.88650801  0.11123992
 -0.07284956 -0.20166196  0.5887297  -0.04651167  0.        ]",[ 1.44272378 -2.24441196],"[[ 0.06275409 -0.1012194   0.10242889  0.01193227]
 [ 0.49192577 -4.20694083  0.          0.        ]]",[-0.36250228 -0.37584871],-0.107747887407
3,[ 0.54014629 -1.42968392],-1.0231,"[  1.17889599e+00   2.23639087e+00   1.84835332e-01  -1.30500697e-03
   8.86506462e-01   1.11239809e-01   5.53077563e-02  -7.26382307e-01
   5.81058157e-01  -7.30541714e-02   0.00000000e+00]",[ 0.40450613 -1.41767076],"[[ 0.11220063 -0.2242657   0.10242889  0.01193227]
 [ 4.43958423 -8.08475365  0.          0.        ]]",[-0.36250228 -0.37584871],-0.107049541195
4,[ 0.25785691 -1.47492743],-1.03131,"[ 1.1555033   2.14651524  0.33711172 -0.65783858  0.88650491  0.1112397
  0.10445301 -1.24057961  0.55615731 -0.07430464  0.        ]",[-0.01887163 -1.35256868],"[[  0.21618113  -0.42408812   0.10242889   0.01193227]
 [  5.95341739 -11.88481178   0.           0.        ]]",[-0.36250228 -0.37584871],-0.103716750615
5,[-0.00970516 -1.49275577],-1.05914,"[ 1.11176421  1.93999662  0.5044712  -1.46358486  0.88650336  0.11123959
  0.09824659 -1.74450097  0.49654345 -0.11959992  0.        ]",[ 0.38724416 -0.40051674],"[[  3.33331930e-01  -6.99149981e-01   1.02428890e-01   1.19322734e-02]
 [  5.76224327e+00  -1.56089585e+01   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.0965888288753
6,[-0.25596127 -1.48607862],-1.00699,"[ 1.04270772  1.5927206   0.68159719 -2.19510876  0.88650181  0.11123948
  0.14429234 -1.91730906  0.38877831 -0.18099316  0.        ]",[ 0.75263821 -1.92973708],"[[  4.62807438e-01  -1.02414362e+00   1.02428890e-01   1.19322734e-02]
 [  7.18060029e+00  -1.68861178e+01   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.0842333664244
7,[-0.40323108 -1.36851454],-0.829301,"[ 0.91925829  1.10038662  0.89934391 -2.64949027  0.88650026  0.11123937
  0.23638997 -2.40789486  0.22209982 -0.20486949  0.        ]",[-0.01061481 -1.73501157],"[[  6.34882495e-01  -1.39824437e+00   1.02428890e-01   1.19322734e-02]
 [  1.00174996e+01  -2.05117958e+01   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.0643091868579
8,[-0.16449121 -1.08566856],-0.598826,"[ 0.73702851  0.47581938  1.11728626 -2.57214153  0.88649871  0.11123926
  0.22860124 -2.88863868 -0.03098158 -0.22596053  0.        ]",[-0.37047446 -1.37121515],"[[  8.32826769e-01  -1.84412898e+00   1.02428890e-01   1.19322734e-02]
 [  9.77758996e+00  -2.40648326e+01   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.0388811444994
9,[ 0.35984612 -0.63675177],-0.551546,"[ 0.5409906  -0.14658593  1.27753993 -1.67387269  0.88649716  0.11123915
  0.17469251 -3.35985413 -0.38769789 -0.25360106  0.        ]",[-0.35972557 -1.21394134],"[[  1.01171974e+00  -2.36036858e+00   1.02428890e-01   1.19322734e-02]
 [  8.11704315e+00  -2.75475803e+01   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.0426572551176
10,[ 0.76958245 -0.34463787],-0.768508,"[ 0.36287177 -0.52954878  1.37899511  0.09462789  0.88649561  0.11123904
  0.12321221 -3.82176024 -0.83605373 -0.19712601  0.        ]",[-0.27245287 -0.7372353 ],"[[  1.15815018e+00  -2.94557469e+00   1.02428890e-01   1.19322734e-02]
 [  6.53129891e+00  -3.09616960e+01   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.0903364237957
11,[ 0.76170176 -0.39691928],-0.726019,"[ 0.20986346 -0.5514254   1.43986973  1.068413    0.88649406  0.11123893
  0.08403647  0.23821468 -1.05536439 -0.11301035  0.        ]",[ 1.08026784  0.48706932],"[[ 1.27666995 -3.22741407  0.10242889  0.01193227]
 [ 5.32457229 -0.9563405   0.          0.        ]]",[-0.36250228 -0.37584871],-0.117072601445
12,[ 0.63687956 -0.46578923],-0.702146,"[ 0.01505596 -0.55591404  1.48719476  0.88124249  0.88649251  0.11123882
  0.20915891  0.96241852 -0.99579955 -0.14183602  0.        ]",[ 0.75729062 -1.10659782],"[[ 1.42183214 -3.17340359  0.10242889  0.01193227]
 [ 9.17871819  4.3959159   0.          0.        ]]",[-0.36250228 -0.37584871],-0.109703054137
13,[ 0.51086521 -0.48570332],-0.652845,"[-0.27578867 -0.55517607  1.50070294  0.61349124  0.88649096  0.11123871
  0.30059721  0.78852254 -0.91647923 -0.14431513  0.        ]",[ 0.99454834 -0.639822  ],"[[  1.63366628e+00  -3.09626222e+00   1.02428890e-01   1.19322734e-02]
 [  1.19952945e+01   3.11074351e+00   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.0992319724091
14,[ 0.40962169 -0.50612295],-0.67051,"[-0.64831021 -0.55051964  1.41866672  0.44847606  0.88648941  0.1112386
  0.42072078  0.6005722  -0.86296334 -0.11070026  0.        ]",[ 1.27803561 -0.93939174],"[[  1.91069714e+00  -3.04861448e+00   1.02428890e-01   1.19322734e-02]
 [  1.56954622e+01   1.72169930e+00   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.0913114629125
15,[ 0.34287119 -0.53605855],-0.615202,"[-1.06612837 -0.54687745  1.16351302  0.36383904  0.88648786  0.11123849
  0.53916757  0.47918209 -0.84065201 -0.05447281  0.        ]",[-0.14556945  0.15118145],"[[  2.26121314e+00  -3.02410030e+00   1.02428890e-01   1.19322734e-02]
 [  1.93439836e+01   8.24568480e-01   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.0872670945703
16,[ 0.31191811 -0.58946306],-0.697613,"[-1.39549233 -0.54282411  0.73459206  0.28693669  0.88648631  0.11123838
  0.50802395  0.55799134 -0.8452575   0.01322665  0.        ]",[-0.01806563 -1.29959047],"[[  2.63846794e+00  -3.00176509e+00   1.02428890e-01   1.19322734e-02]
 [  1.83846906e+01   1.40701408e+00   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.0872618212563
17,[ 0.36706984 -0.6027326 ],-0.66873,"[-1.55267089 -0.54364468  0.22547117  0.30148409  0.88648476  0.11123827
  0.4938823   0.21446273 -0.87653012  0.04447988  0.        ]",[ 0.58929216 -0.15240313],"[[  3.00179101e+00  -3.00599533e+00   1.02428890e-01   1.19322734e-02]
 [  1.79491067e+01  -1.13183300e+00   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.091463227695
18,[ 0.40990722 -0.65428883],-0.657288,"[-1.52695425 -0.54492379 -0.33308     0.3251179   0.88648321  0.11123815
  0.55809365  0.38072954 -0.91678087  0.06961074  0.        ]",[-0.01479378 -0.28387517],"[[  3.38061836e+00  -3.01286258e+00   1.02428890e-01   1.19322734e-02]
 [  1.99270177e+01   9.69640796e-02   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.0969964023467
19,[ 0.47710162 -0.68456209],-0.750092,"[-1.29932724 -0.54421924 -0.86003299  0.31196616  0.88648166  0.11123804
  0.54338466  0.39670491 -0.96703864  0.08008358  0.        ]",[ 1.53734534 -1.2198463 ],"[[  3.77461309e+00  -3.00904203e+00   1.02428890e-01   1.19322734e-02]
 [  1.94739614e+01   2.15033207e-01   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.103862451508
20,[ 0.54338765 -0.6966666 ],-0.804786,"[-0.86433251 -0.54366808 -1.27581175  0.3019417   0.88648011  0.11123793
  0.65940473  0.38015643 -1.02036513  0.06377095  0.        ]",[ 1.08223876 -1.55235665],"[[  4.19994906e+00  -3.00612866e+00   1.02428890e-01   1.19322734e-02]
 [  2.30477275e+01   9.27351201e-02   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.111015334999
21,[ 0.62916863 -0.67737705],-0.885886,"[-0.21176126 -0.54342862 -1.46636943  0.29766067  0.88647856  0.11123782
  0.77312791  0.37290788 -1.06683088  0.01398945  0.        ]",[-0.13262403 -0.63450972],"[[  4.69605057e+00  -3.00488418e+00   1.02428890e-01   1.19322734e-02]
 [  2.65507502e+01   3.91679707e-02   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.117303896956
22,[ 0.72278178 -0.63298821],-0.962585,"[ 0.47580869 -0.54325208 -1.28180704  0.29453258  0.88647701  0.11123771
  0.73901589  0.37343452 -1.08670555 -0.05902824  0.        ]",[-0.19683847  0.51248645],"[[  5.21652347e+00  -3.00397475e+00   1.02428890e-01   1.19322734e-02]
 [  2.55000414e+01   4.30631660e-02   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.120506717275
23,[ 0.68046457 -0.64582783],-0.962173,"[ 0.97022168 -0.53882038 -0.7823005   0.22168221  0.88647546  0.1112376
  0.69732708  0.64793776 -1.08004808 -0.14807895  0.        ]",[ 0.51358568 -0.29078141],"[[  5.71364066e+00  -2.98275878e+00   1.02428890e-01   1.19322734e-02]
 [  2.42159443e+01   2.07177603e+00   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.121070018609
24,[ 0.59886724 -0.64105576],-0.847845,"[ 1.18421923 -0.53162053 -0.08479231  0.12088276  0.88647391  0.11123749
  0.74777393  0.48666819 -1.02719849 -0.23219287  0.        ]",[ 0.83975542  0.30872164],"[[  6.21355061e+00  -2.95328172e+00   1.02428890e-01   1.19322734e-02]
 [  2.57698783e+01   8.79924182e-01   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.116359777939
25,[ 0.38573411 -0.67402124],-0.654925,"[ 1.03575598 -0.52314684  0.696416    0.0199066   0.88647236  0.11123738
  0.83914917  0.64981659 -0.92585073 -0.27065351  0.        ]",[ 0.86311805  0.52109625],"[[  6.75718858e+00  -2.92358595e+00   1.02428890e-01   1.19322734e-02]
 [  2.85845242e+01   2.08567158e+00   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.10470962588
26,[ 0.07632431 -0.7260263 ],-0.54258,"[ 0.46657157 -0.50153692  1.32432357 -0.1887149   0.88647081  0.11123727
  0.93171424  0.92355999 -0.78040272 -0.2281862   0.        ]",[-0.30666523 -0.46667229],"[[  7.35748753e+00  -2.86157478e+00   1.02428890e-01   1.19322734e-02]
 [  3.14358283e+01   4.10877087e+00   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.0844895074219
27,[-0.07549044 -0.70602387],-0.550364,"[-0.34561064 -0.47431295  1.49402836 -0.39632908  0.88646926  0.11123716
  0.87208162  0.66268286 -0.68351053 -0.05845473  0.        ]",[ 0.25503658 -0.87630626],"[[  7.96777463e+00  -2.79874371e+00   1.02428890e-01   1.19322734e-02]
 [  2.95990306e+01   2.18077865e+00   0.00000000e+00   0.00000000e+00]]",[-0.36250228 -0.37584871],-0.0662519140683
