timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 0.  0.],-2.76063,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[-0.55443251  1.28198737],"[[ 0.09628556 -0.02091473  0.06316268 -0.11472559]
 [-0.00249029 -0.00105841  0.          0.        ]]",[ 0.00981819 -0.0119973 ],-0.197288401994
1,[  8.95956182e-05  -1.78418227e-03],2.99366,"[ 0.78261248  0.02098615 -1.40265825  1.4106403   0.          0.
 -1.41421239  1.4142132   0.01235326 -0.13183947  0.        ]",[ 1.73254027 -0.15777896],"[[ 0.0742151   0.01880071  0.06316268 -0.11472559]
 [-2.19724301  3.95940103  0.          0.        ]]",[ 0.00981819 -0.0119973 ],-0.197128781911
2,[ 0.00048208 -0.00134759],-7.98737,"[ 0.65863438 -1.44511162 -1.14896741  1.64699429  0.          0.
  1.50659667  0.68344092 -0.57389527  1.6213791   0.        ]",[ 0.51869454  1.69559083],"[[ 0.07039957  0.09091842  0.06316268 -0.11472559]
 [ 1.80237427  3.25472349  0.          0.        ]]",[ 0.00981819 -0.0119973 ],-0.201273909769
3,[-0.00014594 -0.00188986],-16.0063,"[-1.66589827 -1.93945721  1.8366469   1.77248794  0.          0.
  1.59929862  1.71073695 -1.77565388  1.94220433  0.        ]",[-0.53376641  0.68971467],"[[ 0.1266618   0.19508634  0.06316268 -0.11472559]
 [ 3.81716242  7.14909154  0.          0.        ]]",[ 0.00981819 -0.0119973 ],-0.214474233521
4,[ 0.0003263 -0.0023324],-19.4398,"[-2.03157405 -2.15118267  1.97313023  1.90988508  0.          0.
  0.36879742  1.70732983 -2.08786913  1.96016868  0.        ]",[-0.46871992  1.56560172],"[[ 0.18105306  0.36405724  0.06316268 -0.11472559]
 [ 1.62926668  9.73936148  0.          0.        ]]",[ 0.00981819 -0.0119973 ],-0.229609723586
5,[ -1.23577192e-05  -2.86836294e-03],-15.774,"[-1.69252204 -2.28647123  1.61277231  1.96998239  0.          0.
 -0.66345001  1.82977019 -2.1581044   1.85386275  0.        ]",[ 0.87325968  0.64175658],"[[  0.19469928   0.59664465   0.06316268  -0.11472559]
 [ -0.25831607  13.50681442   0.           0.        ]]",[ 0.00981819 -0.0119973 ],-0.240170135812
6,[-0.00021447 -0.00216756],-15.6339,"[-1.82463854 -2.37194019  1.64916078  1.95679998  0.          0.
  1.23526574  1.70326547 -2.26942695  1.81865804  0.        ]",[ 0.49353464  0.33674814],"[[  0.22424654   0.88958175   0.06316268  -0.11472559]
 [  3.20171527  15.77934421   0.           0.        ]]",[ 0.00981819 -0.0119973 ],-0.249819377277
7,[-0.00041743 -0.00230611],-12.4997,"[-2.37645079 -2.38734371  2.05757462  1.84119348  0.          0.
  1.74439051  1.51416246 -2.34921468  1.74316952  0.        ]",[ 1.03980312 -0.83514437],"[[  0.3072489    1.21540647   0.06316268  -0.11472559]
 [  5.09238693  16.79973649   0.           0.        ]]",[ 0.00981819 -0.0119973 ],-0.257578012447
8,[ -8.90634838e-05  -2.02120352e-03],-13.8493,"[-2.67925908 -2.30156441  2.32910177  1.61740867  0.          0.          2.2724156
  0.75496435 -2.32217286  1.51372869  0.        ]",[ 0.6626041  -0.17145299],"[[  0.44781593   1.51487515   0.06316268  -0.11472559]
 [  8.95149064  13.15926768   0.           0.        ]]",[ 0.00981819 -0.0119973 ],-0.260119455022
9,[  8.37324187e-05  -1.89503632e-03],-9.23229,"[-2.81696432 -2.16674107  2.4246576   1.34458681  0.          0.
  2.16375827  0.53563193 -2.23544904  1.1155066   0.        ]",[ 1.24746207 -1.13862148],"[[  0.65139894   1.76862689   0.06316268  -0.11472559]
 [ 11.39870264  12.21902884   0.           0.        ]]",[ 0.00981819 -0.0119973 ],-0.256705898221
10,[ 0.00070504 -0.00122925],-13.0518,"[-2.87741588 -2.01283415  2.39575873  1.06692527  0.          0.
  2.23278842 -0.29426531 -2.10697917  0.51255937  0.        ]",[-0.13437215  0.40556431],"[[  0.9168431    1.97084149   0.06316268  -0.11472559]
 [ 15.13319338   8.01640404   0.           0.        ]]",[ 0.00981819 -0.0119973 ],-0.246980222165
