timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
28,[ 0.48108369 -0.53391749],-0.9483,"[ 0.31898799 -0.76599002 -1.34491053  0.26538814  1.46900379  0.19210009
  1.73640532  0.33712799 -1.52459421 -0.10809185  0.        ]",[-0.44068635 -0.92835382],"[[  5.14717503e+00  -3.00941150e+00   1.67688737e-01   1.83179544e-02]
 [  2.71316325e+01   2.00900911e-01   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.185357521529
29,[ 0.51400399 -0.52205628],-0.955478,"[ 0.86201185 -0.76548794 -0.8461775   0.25802151  1.46898771  0.1920994
  1.57882437  0.32376449 -1.51739672 -0.17706312  0.        ]",[-0.32305267 -0.22039958],"[[  5.66691238e+00  -3.00642778e+00   1.67688737e-01   1.83179544e-02]
 [  2.48497085e+01   1.04730838e-01   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.185321796897
30,[ 0.51638675 -0.50917339],-0.933209,"[ 1.10212417 -0.76510298 -0.17701815  0.25249665  1.46897163  0.19209871
  1.45652569  0.32335481 -1.48330214 -0.22924105  0.        ]",[-0.01164041 -0.99519719],"[[  6.14613755e+00  -3.00418934e+00   1.67688737e-01   1.83179544e-02]
 [  2.30787100e+01   1.01791233e-01   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.181472732588
31,[ 0.49246925 -0.4995265 ],-0.759924,"[ 1.04541698 -0.76496091  0.50626044  0.25051794  1.46895554  0.19209802
  1.42178217  0.30976526 -1.43393374 -0.25613123  0.        ]",[ 1.10232174  0.57821051],"[[  6.60266528e+00  -3.00338772e+00   1.67688737e-01   1.83179544e-02]
 [  2.25757405e+01   3.99451474e-03   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.175066803898
32,[ 0.4310596  -0.50647998],-0.730057,"[ 0.69169499 -0.76065092  1.12422478  0.19373374  1.46893946  0.19209733
  1.66428283  0.62793654 -1.36162976 -0.26541062  0.        ]",[ 0.28040953 -0.53346125],"[[  7.08942159e+00  -2.98033255e+00   1.67688737e-01   1.83179544e-02]
 [  2.60881691e+01   2.29391748e+00   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.165017543879
33,[ 0.41565245 -0.50546294],-0.636037,"[ 0.06233939 -0.75541259  1.50382803  0.1342738   1.46892338  0.19209664
  1.70524768  0.32820927 -1.28617334 -0.22117345  0.        ]",[-0.10435643  0.71095099],"[[  7.61714089e+00  -2.95609770e+00   1.67688737e-01   1.83179544e-02]
 [  2.66817973e+01   1.36772752e-01   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.153035434393
34,[ 0.36691153 -0.53397036],-0.650229,"[-0.65016861 -0.74767146  1.48397229  0.05871553  1.46890729  0.19209595
  1.64023125  0.71904792 -1.23858005 -0.12746643  0.        ]",[ 1.31569877 -0.7193917 ],"[[  8.14133237e+00  -2.92513953e+00   1.67688737e-01   1.83179544e-02]
 [  2.57404626e+01   2.94967870e+00   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.144152304701
35,[ 0.33811766 -0.54369295],-0.676092,"[-1.28155634 -0.73910175  1.04562136 -0.01362051  1.46889121  0.19209526
  1.87837439  0.31527033 -1.25114676 -0.00568914  0.        ]",[ 0.4170213  0.4970055],"[[  8.69075128e+00  -2.89530314e+00   1.67688737e-01   1.83179544e-02]
 [  2.91899580e+01   4.36915341e-02   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.144791322943
36,[ 0.29486108 -0.5720011 ],-0.772108,"[-1.62236731 -0.73254595  0.24080921 -0.06329987  1.46887513  0.19209457
  1.95244415  0.58872513 -1.33918426  0.08978214  0.        ]",[-0.83312794 -0.33107799],"[[  9.28531892e+00  -2.87468323e+00   1.67688737e-01   1.83179544e-02]
 [  3.02632044e+01   2.01176508e+00   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.157899699007
37,[ 0.28811896 -0.58352065],-0.83051,"[-1.51238376 -0.72329902 -0.59738003 -0.12718896  1.46885905  0.19209388
  1.68330127  0.40115357 -1.46552671  0.11501865  0.        ]",[ 0.48203378 -0.31467896],"[[  9.85147501e+00  -2.84799201e+00   1.67688737e-01   1.83179544e-02]
 [  2.63654133e+01   6.61827521e-01   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.176514935594
38,[ 0.32462537 -0.57595092],-0.886195,"[-1.04018343 -0.7230728  -1.2187144  -0.12865045  1.46884297  0.19209319
  1.77900514  0.22633928 -1.5678179   0.04796277  0.        ]",[ 1.29800738  0.07975411],"[[  1.03926944e+01  -2.84737880e+00   1.67688737e-01   1.83179544e-02]
 [  2.77519155e+01  -5.96298196e-01   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.191018470136
39,[ 0.37619904 -0.5610342 ],-0.976822,"[-0.27906888 -0.72615667 -1.48583016 -0.10805666  1.46882689  0.1920925
  2.01440064  0.27202398 -1.62005715 -0.07836111  0.        ]",[ 0.49732571 -0.87127778],"[[  1.09819453e+01  -2.85600620e+00   1.67688737e-01   1.83179544e-02]
 [  3.11618113e+01  -2.67500956e-01   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.198982977445
40,[ 0.46386158 -0.52029318],-0.976535,"[ 0.54236189 -0.73926587 -1.20098791 -0.0121645   1.46881081  0.19209181
  2.1077175  -0.20642718 -1.58388108 -0.20223211  0.        ]",[ 0.94124313 -1.56565643],"[[  1.16187478e+01  -2.89590464e+00   1.67688737e-01   1.83179544e-02]
 [  3.25139696e+01  -3.71087842e+00   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.195412484942
41,[ 0.48239613 -0.47982907],-0.906421,"[ 1.06652017 -0.76588671 -0.36903392  0.26462718  1.46879473  0.19209112
  2.32053446 -0.5227649  -1.49413976 -0.2134643   0.        ]",[ 1.13638426 -1.98983895],"[[  1.22999609e+01  -3.00910131e+00   1.67688737e-01   1.83179544e-02]
 [  3.55971477e+01  -5.98754301e+00   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.182705063789
42,[ 0.43066162 -0.48866242],-0.781402,"[ 0.96075554 -0.77179258  0.72774802  0.36990648  1.46877865  0.19209043
  2.54519193  0.3209205  -1.43619801 -0.22332621  0.        ]",[-1.24320083  0.37098012],"[[  1.30445628e+01  -3.05163261e+00   1.67688737e-01   1.83179544e-02]
 [  3.88520846e+01   8.43620394e-02   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.174598341669
43,[ 0.42079514 -0.50049645],-0.790501,"[ 0.22803049 -0.76951871  1.44734649  0.32449832  1.46876258  0.19208973
  2.21870062  0.53852948 -1.35475524 -0.22363136  0.        ]",[-0.66579908 -2.07197136],"[[  1.37741631e+01  -3.03331374e+00   1.67688737e-01   1.83179544e-02]
 [  3.41236930e+01   1.65047863e+00   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.162930212021
44,[ 0.40149438 -0.51040643],-0.731551,"[-0.64868042 -0.7665804   1.48443881  0.27534681  1.4687465   0.19208904
  1.99003108  0.38417979 -1.297888   -0.16054307  0.        ]",[ 0.84032724 -2.24202552],"[[  1.44234094e+01  -3.01344323e+00   1.67688737e-01   1.83179544e-02]
 [  3.08119881e+01   5.39660743e-01   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.153346802749
45,[ 0.36431095 -0.52879876],-0.715556,"[-1.3626524  -0.76551666  0.9367255   0.25939325  1.46873042  0.19208835
  2.17757075  0.33335315 -1.298115   -0.07460243  0.        ]",[ 0.48498828 -1.02705331],"[[  1.50669107e+01  -3.00698339e+00   1.67688737e-01   1.83179544e-02]
 [  3.35290923e+01   1.73880275e-01   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.152100774322
46,[ 0.33796734 -0.54705679],-0.688176,"[-1.63446956 -0.76516268 -0.03379397  0.25429339  1.46871435  0.19208766
  2.26426364  0.31682748 -1.35098903 -0.00631489  0.        ]",[ 0.07248035  1.09798825],"[[  1.57500988e+01  -3.00491746e+00   1.67688737e-01   1.83179544e-02]
 [  3.47855352e+01   5.49572350e-02   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.159381944516
47,[ 0.31938326 -0.57567459],-0.787913,"[-1.28168985 -0.75716303 -0.98524399  0.15386136  1.46869827  0.19208697
  2.23649306  0.86696635 -1.45512852  0.02902814  0.        ]",[ 1.88852354 -1.06200017],"[[  1.64417806e+01  -2.96409410e+00   1.67688737e-01   1.83179544e-02]
 [  3.43839467e+01   4.01421611e+00   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.174559710452
48,[ 0.3705408  -0.54989147],-0.951826,"[-0.4200499  -0.7473946  -1.47570696  0.05672115  1.4686822   0.19208628
  2.46275047  0.30590975 -1.56359236 -0.0465059   0.        ]",[ 0.36673268 -1.83120048],"[[  1.71623515e+01  -2.92432286e+00   1.67688737e-01   1.83179544e-02]
 [  3.76622508e+01  -2.35654162e-02   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.190557498794
49,[ 0.43981487 -0.50660235],-0.949036,"[ 0.56537958 -0.75724539 -1.18236252  0.15486599  1.46866612  0.19208559
  2.51145111 -0.24403655 -1.54834032 -0.16260388  0.        ]",[-0.53447946 -0.21334301],"[[  1.79226835e+01  -2.96450399e+00   1.67688737e-01   1.83179544e-02]
 [  3.83686334e+01  -3.98139112e+00   0.00000000e+00   0.00000000e+00]]",[-0.12335245 -0.23405315],-0.189599127412
