timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[-0.92876422 -1.1577065 ],-1.84976,"[ 1.06588802  1.51099833  0.0585864   0.69983352 -0.99982449 -1.5510924
 -0.1744484   0.26461389  1.89261964  1.45937868  0.        ]",[-2.4656866  -0.93011543],"[[ 0.03339047  0.08345781 -0.11688887 -0.17788472]
 [ 0.00168825  0.00403503  0.          0.        ]]",[-0.07771944 -0.15881877],-0.379452862696
1,[-0.89550304 -1.13512254],-1.77317,"[ 1.06662221  1.51389947 -0.00206487  0.62055993 -0.99981377 -1.5510641
 -0.52788882 -0.24750482  1.89729814  1.36793424  0.        ]",[-0.62451142 -0.91169519],"[[-0.00625229  0.04660164 -0.11688887 -0.17788472]
 [-3.95279929 -3.67738801  0.          0.        ]]",[-0.07771944 -0.15881877],-0.373914453389
2,[-0.85147554 -1.11046457],-1.64326,"[ 1.05835683  1.51281875 -0.15941008  0.38567762 -0.99980306 -1.5510358
 -0.74158106 -0.73941994  1.88321051  1.11970221  0.        ]",[ 0.90707326 -1.22263182],"[[-0.10929719 -0.062426   -0.11688887 -0.17788472]
 [-6.34374179 -7.21359175  0.          0.        ]]",[-0.07771944 -0.15881877],-0.356892315194
3,[-0.81192803 -1.0928781 ],-1.53395,"[ 1.03926716  1.47866546 -0.29484398 -0.00268832 -0.99979235 -1.5510075
 -0.40952577 -1.27055218  1.81424002  0.84346636  0.        ]",[ 0.47062295 -0.45403897],"[[ -0.19889677  -0.24500709  -0.11688887  -0.17788472]
 [ -2.62861297 -11.0317846    0.           0.        ]]",[-0.07771944 -0.15881877],-0.333244549278
4,[-0.77927363 -1.07843757],-1.41062,"[ 1.02935109  1.37615888 -0.34471683 -0.47805929 -0.99978164 -1.5509792
 -0.23844502 -1.49033549  1.70237674  0.63587025  0.        ]",[-0.59663839 -0.43770886],"[[ -0.23226415  -0.48149662  -0.11688887  -0.17788472]
 [ -0.71452185 -12.61189558   0.           0.        ]]",[-0.07771944 -0.15881877],-0.308679451138
5,[-0.71834368 -1.04150176],-1.25541,"[ 1.0162925   1.1882868  -0.40078387 -0.94689903 -0.99977093 -1.55095091
 -0.44815715 -1.69654732  1.5277201   0.44848088  0.        ]",[-1.7337091   0.73017823],"[[ -0.27009501  -0.74861013  -0.11688887  -0.17788472]
 [ -3.06086871 -14.09452539   0.           0.        ]]",[-0.07771944 -0.15881877],-0.277000386829
6,[-0.65722305 -1.00673079],-0.989744,"[ 0.97247191  0.95450991 -0.54643331 -1.29204996 -0.99976022 -1.55092261
 -0.79654004 -1.25534454  1.27092911  0.27347564  0.        ]",[-1.00734188 -2.00073722],"[[ -0.37042025  -0.99867946  -0.11688887  -0.17788472]
 [ -6.95872976 -10.92298331   0.           0.        ]]",[-0.07771944 -0.15881877],-0.234608198365
7,[-0.52178222 -0.91601908],-0.690427,"[ 0.8634402   0.67267325 -0.78958392 -1.52846616 -0.99974952 -1.55089432
 -1.13793314 -1.7758449   0.90599966  0.16106521  0.        ]",[-0.86877733 -0.81795615],"[[ -0.54791634  -1.25468406  -0.11688887  -0.17788472]
 [-10.7784584  -14.6649906    0.           0.        ]]",[-0.07771944 -0.15881877],-0.177972502322
8,[-0.36968833 -0.80753958],-0.467422,"[ 0.64980917  0.28437055 -1.08575645 -1.63518518 -0.99973881 -1.55086603
 -1.42633727 -2.18573635  0.44796866  0.2445226   0.        ]",[-0.58987054 -1.62579227],"[[ -0.79585955  -1.57755341  -0.11688887  -0.17788472]
 [-14.00544426 -17.61209937   0.           0.        ]]",[-0.07771944 -0.15881877],-0.111849454763
9,[-0.22946809 -0.69432545],-0.527156,"[ 0.31247009 -0.17803905 -1.35385604 -1.46905391 -0.9997281  -1.55083774
 -1.61052538 -2.68773442  0.08504071  0.61653654  0.        ]",[-0.8240411  -0.18122222],"[[ -1.09664516  -1.96601254  -0.11688887  -0.17788472]
 [-16.06653816 -21.22178104   0.           0.        ]]",[-0.07771944 -0.15881877],-0.0961040214956
