timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[-1.87205708 -1.65218353],-1.99244,"[  1.17446563e+00   2.18104069e+00   1.69402201e-03   7.49468431e-01
  -5.71820387e-01  -8.79330135e-01  -9.45148703e-02   3.64882306e-01
   1.81332791e+00   8.70786580e-01   0.00000000e+00]",[-2.67468237 -2.07930594],"[[-0.01162774  0.00196759 -0.06690146 -0.10256133]
 [-0.00258141 -0.00104355  0.          0.        ]]",[-0.28947997 -0.36327878],-0.294508300804
1,[-1.69037366 -1.59975123],-1.9422,"[ 1.17273848  2.18004107 -0.05739887  0.61927769 -0.57181942 -0.87932814
 -0.24091434 -0.17732853  1.80924089  0.76438813  0.        ]",[-1.76802481 -0.43999069],"[[-0.05135392 -0.03776547 -0.06690146 -0.10256133]
 [-3.95687647 -3.95907618  0.          0.        ]]",[-0.28947997 -0.36327878],-0.289899208843
2,[-1.54437029 -1.58787823],-1.88048,"[ 1.1548284   2.16868129 -0.23190732  0.3063839  -0.57181844 -0.87932614
 -0.38445238 -0.4050447   1.76616507  0.47300909  0.        ]",[-1.07415292 -1.6383597 ],"[[-0.16939047 -0.13362524 -0.06690146 -0.10256133]
 [-7.83388507 -5.62136114  0.          0.        ]]",[-0.28947997 -0.36327878],-0.275581417921
3,[-1.25810003 -1.54610693],-1.68192,"[ 1.0841642   2.12533945 -0.51113777 -0.17732715 -0.57181747 -0.87932414
 -0.52512743 -0.93201043  1.60142206  0.0337148   0.        ]",[-1.73148482 -2.46785968],"[[ -0.36419083  -0.28464831  -0.06690146  -0.10256133]
 [-11.63356765  -9.46811314   0.           0.        ]]",[-0.28947997 -0.36327878],-0.247992268596
4,[-0.90375793 -1.48275661],-1.3364,"[ 0.90654506  2.00372661 -0.86293614 -0.86217281 -0.5718165  -0.87932215
 -0.66304645 -1.4485194   1.19664097 -0.44741735  0.        ]",[-1.19224647 -0.78755379],"[[ -0.63423686  -0.51184108  -0.06690146  -0.10256133]
 [-15.35881569 -13.23855816   0.           0.        ]]",[-0.28947997 -0.36327878],-0.201012079514
5,[-0.54435182 -1.34840322],-0.789341,"[ 0.56630401  1.7562566  -1.21545531 -1.6199601  -0.57181553 -0.87932015
 -0.79830376 -1.83951331  0.5131638  -0.70716038  0.        ]",[-0.3158846  -0.30272335],"[[ -0.97806528  -0.80525064  -0.06690146  -0.10256133]
 [-19.01218034 -16.09280801   0.           0.        ]]",[-0.28947997 -0.36327878],-0.132819207628
6,[-0.43394139 -1.211061  ],-0.353066,"[ 0.07524035  1.38054834 -1.43856496 -2.22926295 -0.57181456 -0.87931815
 -0.83076107 -1.95983974 -0.22561238 -0.48109303  0.        ]",[-1.05968211 -1.53727042],"[[ -1.36710327  -1.1359212   -0.06690146  -0.10256133]
 [-19.88890507 -16.97125735   0.           0.        ]]",[-0.28947997 -0.36327878],-0.0609486451549
7,[-0.3839021  -1.03069329],-0.379592,"[-0.51752938  0.87956308 -1.43017772 -2.52855894 -0.57181359 -0.87931616
 -0.96284732 -2.45583079 -0.68818941  0.22989528  0.        ]",[-0.5562174  -1.31725899],"[[ -1.80067227  -1.51167609  -0.06690146  -0.10256133]
 [-23.45663444 -20.59207477   0.           0.        ]]",[-0.28947997 -0.36327878],-0.0685758823955
8,[-0.37333032 -0.81654668],-0.621864,"[-1.10857098  0.27412744 -1.10335716 -2.29024504 -0.57181261 -0.87931416
 -1.02739426 -2.94198765 -0.57023737  1.08107114  0.        ]",[ 0.44331972 -1.85729883],"[[ -2.28729476  -1.95912744  -0.06690146  -0.10256133]
 [-25.20012805 -24.14123118   0.           0.        ]]",[-0.28947997 -0.36327878],-0.1343630917
9,[-0.26182407 -0.57150841],-0.69468,"[ -1.48691317e+00  -2.90795865e-01  -5.23128727e-01  -1.27855092e+00
  -5.71811642e-01  -8.79312164e-01  -9.44189237e-01  -3.41861092e+00
   7.97498372e-04   1.37817599e+00   0.00000000e+00]",[-1.21591095  0.54934859],"[[ -2.76875242  -2.47686381  -0.06690146  -0.10256133]
 [-22.95281217 -27.62096743   0.           0.        ]]",[-0.28947997 -0.36327878],-0.163581211938
10,[-0.14123175 -0.4317669 ],-0.949859,"[-1.57143875 -0.57182334  0.19928937  0.28690545 -0.57181067 -0.87931017
 -1.07405777 -2.50524611  0.3522485   1.00775051  0.        ]",[ 0.03529144 -0.98922588],"[[ -3.26301262  -3.00196127  -0.06690146  -0.10256133]
 [-26.46065611 -20.95351997   0.           0.        ]]",[-0.28947997 -0.36327878],-0.140135400343
11,[-0.52517498 -0.49296677],-1.0773,"[-1.30558124 -0.58513899  0.91257754  0.79045924 -0.5718097  -0.87930817
 -1.04945907  0.35566859  0.32079437  0.8220062   0.        ]",[ 0.99565568 -2.35138526],"[[ -3.78555893  -3.15606469  -0.06690146  -0.10256133]
 [-25.79631855  -0.06852636   0.           0.        ]]",[-0.28947997 -0.36327878],-0.119627492567
12,[-0.69150794 -0.53880817],-1.01824,"[-0.80983843 -0.58483842  1.3555539   0.65995905 -0.57180873 -0.87930617
 -0.88459615  0.74672392  0.32268312  0.82382263  0.        ]",[-0.31685272 -1.15773479],"[[ -4.25680722  -3.1162424   -0.06690146  -0.10256133]
 [-21.34340519   2.78622798   0.           0.        ]]",[-0.28947997 -0.36327878],-0.119956830037
13,[-0.73672998 -0.5542776 ],-1.03417,"[-0.23157212 -0.58133786  1.50704237  0.49571154 -0.57180776 -0.87930418
 -0.91539731  0.64736527  0.33570521  0.80964098  0.        ]",[-1.87268036 -1.23941701],"[[ -4.69202301  -3.06605684  -0.06690146  -0.10256133]
 [-22.17540632   2.06090881   0.           0.        ]]",[-0.28947997 -0.36327878],-0.119735337704
14,[-0.7298038  -0.57338798],-1.04555,"[ 0.40638423 -0.57735629  1.35365083  0.39271007 -0.57180678 -0.87930218
 -1.04572775  0.52124712  0.320604    0.77536255  0.        ]",[ 0.02012718 -1.30665062],"[[ -5.17085163  -3.03449549  -0.06690146  -0.10256133]
 [-25.6957216    1.14024096   0.           0.        ]]",[-0.28947997 -0.36327878],-0.115265665285
15,[-0.69898331 -0.59386748],-0.81872,"[ 0.93048683 -0.57473827  0.8646854   0.33917548 -0.57180581 -0.87930018
 -1.02394177  0.44183559  0.27489898  0.75223675  0.        ]",[-0.16333021  1.45195643],"[[ -5.67886277  -3.01805131  -0.06690146  -0.10256133]
 [-25.10735255   0.56053497   0.           0.        ]]",[-0.28947997 -0.36327878],-0.109215323902
16,[-0.82374406 -0.70330489],-0.964247,"[ 1.16757966 -0.5643046   0.16859038  0.17444936 -0.57180484 -0.87929819
 -1.02946984  0.98276899  0.22694095  0.7232595   0.        ]",[-0.59321309 -0.89017658],"[[ -6.18250889  -2.9672205   -0.06690146  -0.10256133]
 [-25.25673957   4.50940864   0.           0.        ]]",[-0.28947997 -0.36327878],-0.102515560665
17,[-0.68657899 -0.69320756],-0.907436,"[ 1.05308959 -0.54938768 -0.59196817  0.0012866  -0.57180387 -0.87929619
 -1.09791265  0.48777751  0.15095278  0.7237016   0.        ]",[-1.3120862  -0.47065475],"[[ -6.70619246  -2.91328788  -0.06690146  -0.10256133]
 [-27.10547158   0.89593842   0.           0.        ]]",[-0.28947997 -0.36327878],-0.0968038544722
18,[-0.55743468 -0.6791383 ],-0.833436,"[ 0.54168565 -0.54968376 -1.23295493  0.00432185 -0.5718029  -0.87929419
 -1.22462976  0.23015679  0.09231281  0.82757794  0.        ]",[-0.74657939  0.24128142],"[[ -7.28264328  -2.91423858  -0.06690146  -0.10256133]
 [-30.52822259  -0.98470854   0.           0.        ]]",[-0.28947997 -0.36327878],-0.104105768816
19,[-0.51378953 -0.67901731],-0.793575,"[-0.29003243 -0.55270453 -1.46639491  0.03598252 -0.57180193 -0.8792922
 -1.3116869   0.36381674  0.10341718  0.96389859  0.        ]",[-0.17794087 -0.44835984],"[[ -7.91680168e+00  -2.92414311e+00  -6.69014567e-02  -1.02561327e-01]
 [ -3.28797717e+01  -8.97890779e-03   0.00000000e+00   0.00000000e+00]]",[-0.28947997 -0.36327878],-0.119701113319
20,[-0.45904055 -0.62767595],-0.812923,"[-1.1131856  -0.55785025 -1.09899252  0.09363283 -0.57180095 -0.8792902
 -1.31367204  0.12078274  0.19145151  1.05926476  0.        ]",[-1.59857088 -0.72402724],"[[ -8.57493616  -2.94212328  -0.06690146  -0.10256133]
 [-32.93351445  -1.78313882   0.           0.        ]]",[-0.28947997 -0.36327878],-0.134858271264
21,[-0.40837756 -0.52254623],-0.901303,"[-1.56442135 -0.57261424 -0.21514553  0.30062258 -0.57179998 -0.87928821
 -1.43612235 -0.12773535  0.3216461   1.02421164  0.        ]",[-1.81900141 -0.98209674],"[[ -9.26679249  -3.00618815  -0.06690146  -0.10256133]
 [-36.24107291  -3.59733296   0.           0.        ]]",[-0.28947997 -0.36327878],-0.139535404174
22,[-0.56204081 -0.50795424],-0.917722,"[-1.34137538 -0.57696869  0.85860897  0.38443156 -0.57179901 -0.87928621
 -1.55613458  0.3699704   0.37939115  0.92728378  0.        ]",[-0.32062455 -0.12290393],"[[ -1.00241392e+01  -3.03195447e+00  -6.69014567e-02  -1.02561327e-01]
 [ -3.94828150e+01   3.59400960e-02   0.00000000e+00   0.00000000e+00]]",[-0.28947997 -0.36327878],-0.134458501292
23,[-0.64723527 -0.5162378 ],-0.985729,"[-0.44599752 -0.57561422  1.484126    0.35640626 -0.57179804 -0.87928421
 -1.57418685  0.44402858  0.3789193   0.83226444  0.        ]",[-1.84085201 -0.77131141],"[[-10.81868956  -3.02334756  -0.06690146  -0.10256133]
 [-39.97060104   0.57657172   0.           0.        ]]",[-0.28947997 -0.36327878],-0.125577185254
24,[-0.65885794 -0.56228912],-1.02208,"[ 0.63520644 -0.57398367  1.19995277  0.32518344 -0.57179707 -0.87928222
 -1.6914671   0.41602861  0.31461746  0.75733067  0.        ]",[ 0.46006101 -1.29336074],"[[-11.64988719  -3.01374822  -0.06690146  -0.10256133]
 [-43.13860515   0.37217595   0.           0.        ]]",[-0.28947997 -0.36327878],-0.113090770346
25,[-0.60622394 -0.60116887],-0.959445,"[ 1.17009233 -0.57302636  0.13876932  0.30791762 -0.5717961  -0.87928022
 -1.59240502  0.38959568  0.21631242  0.76127263  0.        ]",[-1.55082957 -0.82130154],"[[-12.48581501  -3.00843493  -0.06690146  -0.10256133]
 [-40.46309407   0.17921949   0.           0.        ]]",[-0.28947997 -0.36327878],-0.105391881412
26,[-0.51308823 -0.62363589],-0.947822,"[ 0.79498932 -0.57252841 -1.00676865  0.29921474 -0.57179512 -0.87927822
 -1.70932385  0.37801174  0.15063707  0.85084399  0.        ]",[-1.78295112 -0.82022087],"[[-13.32676475  -3.0057554   -0.06690146  -0.10256133]
 [-43.62135583   0.09466074   0.           0.        ]]",[-0.28947997 -0.36327878],-0.110039351091
27,[-0.43865141 -0.62531054],-0.862933,"[-0.33160654 -0.57227325 -1.46288542  0.29482971 -0.57179415 -0.87927623
 -1.82392617  0.37127911  0.16994047  0.97596228  0.        ]",[-1.4811769  -1.72322659],"[[ -1.42302524e+01  -3.00440498e+00  -6.69014567e-02  -1.02561327e-01]
 [ -4.67170962e+01   4.55165139e-02   0.00000000e+00   0.00000000e+00]]",[-0.28947997 -0.36327878],-0.124606034237
28,[-0.43318239 -0.56490058],-0.873078,"[-1.40424314 -0.57218863 -0.71135531  0.29339596 -0.57179318 -0.87927423
 -1.93625763  0.36607447  0.2765914   1.03649646  0.        ]",[-1.19480837 -1.33784117],"[[ -1.51950401e+01  -3.00396347e+00  -6.69014567e-02  -1.02561327e-01]
 [ -4.97515537e+01   7.52661770e-03   0.00000000e+00   0.00000000e+00]]",[-0.28947997 -0.36327878],-0.137679313933
29,[-0.53795946 -0.50530744],-0.944481,"[-1.40489479 -0.57217892  0.74811806  0.29324609 -0.57179221 -0.87927223
 -2.04636288  0.36495826  0.38515217  0.96293788  0.        ]",[-0.52800772 -0.57707209],"[[ -1.62199141e+01  -3.00391743e+00  -6.69014567e-02  -1.02561327e-01]
 [ -5.27259394e+01  -6.17843549e-04   0.00000000e+00   0.00000000e+00]]",[-0.28947997 -0.36327878],-0.138336123175
