timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
10,[ 0.90119296 -0.61080045],-0.72995,"[-1.57540334 -0.42674456 -0.20579436 -0.94023388  0.70672525  1.30724433
  1.24152873 -3.058017   -0.92819588 -0.71155298  0.        ]",[ 1.38236125 -0.69018972],"[[  3.29851865  -2.56193116   0.08040322   0.14933345]
 [ 29.21737999 -24.61681576   0.           0.        ]]",[-0.16824193 -0.33482102],-0.133553758545
11,[ 1.12493122 -0.60226011],-0.934833,"[-1.19929791 -0.64070992 -1.01958131  0.49537394  0.70672324  1.30723761
  1.3989186  -2.6801958  -0.79046083 -1.0876623   0.        ]",[ 0.46639385 -1.2301142 ],"[[  3.9168013   -3.07678079   0.08040322   0.14933345]
 [ 32.59958384 -21.88826914   0.           0.        ]]",[-0.16824193 -0.33482102],-0.15820605419
12,[ 1.09154105 -0.67428112],-0.931356,"[-0.39723894 -0.6396322  -1.45596982  0.91450236  0.70672123  1.3072309
  1.45486003  0.53031159 -0.72828093 -1.11744709  0.        ]",[ 2.30301085  0.21217414],"[[  4.58085889  -3.21790621   0.08040322   0.14933345]
 [ 33.80185515   1.300187     0.           0.        ]]",[-0.16824193 -0.33482102],-0.157359976164
13,[ 1.08851433 -0.66285354],-0.868776,"[ 0.53407808 -0.64344488 -1.22609635  0.71304006  0.70671922  1.30722418
  1.60797025  0.93149387 -0.83732996 -1.11179555  0.        ]",[ 1.70777424 -1.49066522],"[[  5.28990948  -3.15005618   0.08040322   0.14933345]
 [ 37.09217607   4.19781548   0.           0.        ]]",[-0.16824193 -0.33482102],-0.164095860229
14,[ 1.05809772 -0.65857172],-0.854051,"[ 1.1257258  -0.64101993 -0.29716808  0.50657228  0.70671721  1.30721746
  1.75803318  0.72171198 -0.88338187 -1.22017128  0.        ]",[ 1.27940051 -0.49588418],"[[  6.0641097   -3.08055793   0.08040322   0.14933345]
 [ 40.3170835    2.68264693   0.           0.        ]]",[-0.16824193 -0.33482102],-0.17886330307
15,[ 0.91570842 -0.65044796],-0.776547,"[ 0.90340924 -0.6366553   0.89680544  0.38659768  0.7067152   1.30721074
  1.90512054  0.5501955  -0.81330599 -1.30262427  0.        ]",[ 0.63365832 -0.12422228],"[[  6.90216714  -3.0400595    0.08040322   0.14933345]
 [ 43.47812971   1.44385228   0.           0.        ]]",[-0.16824193 -0.33482102],-0.183090135225
16,[ 0.76879531 -0.62244165],-0.760944,"[-0.12653145 -0.63310144  1.52203209  0.31670661  0.70671319  1.30720402
  1.98179622  0.47828023 -0.71103955 -1.26576806  0.        ]",[ 1.52366864 -1.35225823],"[[  7.78826515  -3.01639432   0.08040322   0.14933345]
 [ 45.12618114   0.92444184   0.           0.        ]]",[-0.16824193 -0.33482102],-0.17298222001
17,[ 0.72897595 -0.6219523 ],-0.732081,"[-1.26599201 -0.6313658   0.99631552  0.28704834  0.70671117  1.3071973
  2.12444863  0.38193115 -0.68702529 -1.13964034  0.        ]",[ 0.53008083 -0.83778631],"[[  8.72154979  -3.00633156   0.08040322   0.14933345]
 [ 48.19207711   0.22855359   0.           0.        ]]",[-0.16824193 -0.33482102],-0.157386899121
18,[ 0.82007724 -0.663248  ],-0.846439,"[-1.54169287 -0.63091888 -0.37416838  0.2797858   0.70670916  1.30719059
  2.1776942   0.35790089 -0.77203766 -1.04677249  0.        ]",[ 1.58129159 -0.34762468],"[[  9.69687641  -3.00386554   0.08040322   0.14933345]
 [ 49.33677412   0.05499755   0.           0.        ]]",[-0.16824193 -0.33482102],-0.152557538858
19,[ 0.97802585 -0.67340773],-0.855005,"[-0.59964947 -0.63072337 -1.40975016  0.27666469  0.70670715  1.30718387
  2.31646235  0.35658112 -0.89130083 -1.08033386  0.        ]",[ 0.54716367 -1.3075831 ],"[[  1.07135372e+01  -3.00280562e+00   8.04032219e-02   1.49333446e-01]
 [  5.23193671e+01   4.54709038e-02   0.00000000e+00   0.00000000e+00]]",[-0.16824193 -0.33482102],-0.164913584289
20,[ 1.0559597 -0.6607244],-0.897794,"[ 0.7462637  -0.63071855 -1.04063213  0.27661353  0.70670514  1.30717715
  2.36904691  0.3472705  -0.92704074 -1.21911634  0.        ]",[ 2.02497302 -0.2125866 ],"[[  1.17712686e+01  -3.00278843e+00   8.04032219e-02   1.49333446e-01]
 [  5.34500058e+01  -2.17706633e-02   0.00000000e+00   0.00000000e+00]]",[-0.16824193 -0.33482102],-0.181957231004
21,[ 0.91303271 -0.67364931],-0.789923,"[ 1.09594338 -0.63065163  0.47490248  0.27556813  0.70670313  1.30717043
  2.50401717  0.35520161 -0.83308408 -1.32421649  0.        ]",[ 0.3828457  -0.77399352],"[[  1.28693771e+01  -3.00243350e+00   8.04032219e-02   1.49333446e-01]
 [  5.63511762e+01   3.55179876e-02   0.00000000e+00   0.00000000e+00]]",[-0.16824193 -0.33482102],-0.186714624184
22,[ 0.75027585 -0.63363183],-0.690303,"[-0.02934175 -0.63063425  1.51128452  0.27531644  0.70670112  1.30716371
  2.52260682  0.34861644 -0.70528588 -1.27313621  0.        ]",[ 0.9142335  -0.97541802],"[[  1.40004164e+01  -3.00234819e+00   8.04032219e-02   1.49333446e-01]
 [  5.67514177e+01  -1.20385808e-02   0.00000000e+00   0.00000000e+00]]",[-0.16824193 -0.33482102],-0.173513225815
23,[ 0.70631534 -0.62706453],-0.659555,"[-1.39126647 -0.6307244   0.80745476  0.27678614  0.70669911  1.307157
  2.63872612  0.34634613 -0.69352399 -1.11673926  0.        ]",[-0.43628135 -1.01825001],"[[  1.51604903e+01  -3.00284763e+00   8.04032219e-02   1.49333446e-01]
 [  5.92476572e+01  -2.84306899e-02   0.00000000e+00   0.00000000e+00]]",[-0.16824193 -0.33482102],-0.155195169969
24,[ 0.85945141 -0.66629481],-0.904473,"[-1.34550035 -0.63081674 -0.82746228  0.27829665  0.7066971   1.30715028
  2.50373363  0.3473587  -0.8140749  -1.04192322  0.        ]",[ 1.62369509 -1.70614007],"[[  1.63163443e+01  -3.00336090e+00   8.04032219e-02   1.49333446e-01]
 [  5.63474021e+01  -2.11120007e-02   0.00000000e+00   0.00000000e+00]]",[-0.16824193 -0.33482102],-0.155062616417
25,[ 1.01433229 -0.66064084],-0.836389,"[ 0.04706639 -0.63087414 -1.44107964  0.27924843  0.70669509  1.30714356
  2.63602407  0.34866249 -0.92295417 -1.13659733  0.        ]",[ 0.4844083  -0.24399288],"[[  1.74718252e+01  -3.00368437e+00   8.04032219e-02   1.49333446e-01]
 [  5.91912147e+01  -1.16899833e-02   0.00000000e+00   0.00000000e+00]]",[-0.16824193 -0.33482102],-0.173142357829
26,[ 0.96749198 -0.68111449],-0.848629,"[ 1.13477885 -0.63075671 -0.24928623  0.27738378  0.70669308  1.30713684
  2.67070223  0.35715486 -0.88756735 -1.29204046  0.        ]",[ 1.17950976 -1.59824335],"[[  1.86631358e+01  -3.00305122e+00   8.04032219e-02   1.49333446e-01]
 [  5.99373520e+01   4.96518714e-02   0.00000000e+00   0.00000000e+00]]",[-0.16824193 -0.33482102],-0.186826162317
27,[ 0.77455312 -0.65708125],-0.706794,"[ 0.47926346 -0.6307343   1.31938101  0.27705016  0.70669107  1.30713013
  2.79967529  0.34789095 -0.74328329 -1.30944332  0.        ]",[ 1.85108115 -0.89589354],"[[  1.98897026e+01  -3.00293809e+00   8.04032219e-02   1.49333446e-01]
 [  6.27100915e+01  -1.72514948e-02   0.00000000e+00   0.00000000e+00]]",[-0.16824193 -0.33482102],-0.179715593094
28,[ 0.67205215 -0.63172412],-0.637393,"[-1.15523163 -0.63078699  1.12273522  0.27792327  0.70668906  1.30712341
  2.92608665  0.34864585 -0.68178189 -1.15346685  0.        ]",[ 0.34383234 -0.47821231],"[[  2.11711735e+01  -3.00323485e+00   8.04032219e-02   1.49333446e-01]
 [  6.54279452e+01  -1.17938475e-02   0.00000000e+00   0.00000000e+00]]",[-0.16824193 -0.33482102],-0.158659547881
29,[ 0.82073569 -0.65500802],-0.808224,"[-1.43093    -0.6307368  -0.67539057  0.27714282  0.70668705  1.30711669
  2.92910867  0.35363684 -0.79925723 -1.0413709   0.        ]",[ 1.35174376 -0.53882062],"[[  2.24803955e+01  -3.00296995e+00   8.04032219e-02   1.49333446e-01]
 [  6.54940366e+01   2.42589446e-02   0.00000000e+00   0.00000000e+00]]",[-0.16824193 -0.33482102],-0.153925121329
30,[ 0.98131281 -0.67085505],-0.811105,"[ 0.13017861 -0.63066266 -1.42046475  0.27598037  0.70668504  1.30710997
  3.05294519  0.35235742 -0.92612521 -1.1453665   0.        ]",[ 0.84261945  0.16254145],"[[  2.38169924e+01  -3.00257528e+00   8.04032219e-02   1.49333446e-01]
 [  6.81567748e+01   1.50238271e-02   0.00000000e+00   0.00000000e+00]]",[-0.16824193 -0.33482102],-0.174289960089
31,[ 0.85204804 -0.70156169],-0.785791,"[ 1.15549734 -0.62938325  0.12889513  0.25601674  0.70668303  1.30710326
  3.14532901  0.44184189 -0.859918   -1.3185856   0.        ]",[ 1.1457549  -1.06998358],"[[ 25.20006331  -2.99579072   0.08040322   0.14933345]
 [ 70.14368548   0.66132972   0.           0.        ]]",[-0.16824193 -0.33482102],-0.187836549395
32,[ 0.72757506 -0.65579373],-0.633985,"[-0.11404079 -0.63221786  1.52106904  0.301753    0.70668102  1.30709654
  3.26486694  0.26459292 -0.69929256 -1.26582582  0.        ]",[ 1.17692813 -1.15311389],"[[ 26.6287288   -3.01132513   0.08040322   0.14933345]
 [ 72.7143909   -0.61883938   0.           0.        ]]",[-0.16824193 -0.33482102],-0.172367930834
33,[ 0.68227506 -0.64449549],-0.664833,"[-1.57337204 -0.63265856  0.2756044   0.30939369  0.70667901  1.30708982
  3.3820288   0.3687378  -0.72395145 -1.08476616  0.        ]",[ 1.29584172  0.55948063],"[[ 28.10829926  -3.0139173    0.08040322   0.14933345]
 [ 75.2342384    0.1333469    0.           0.        ]]",[-0.16824193 -0.33482102],-0.153502323412
34,[ 0.85348964 -0.70164156],-0.743939,"[-0.50001371 -0.62804195 -1.43682181  0.23609928  0.706677    1.30708311
  3.49685642  0.67558981 -0.9086744  -1.08712686  0.        ]",[-0.19691272 -0.81513346],"[[ 29.63776572  -2.98901561   0.08040322   0.14933345]
 [ 77.70413625   2.34957812   0.           0.        ]]",[-0.16824193 -0.33482102],-0.166989099903
35,[ 0.88162714 -0.70178127],-0.76652,"[ 1.11675913 -0.62504832 -0.33833487  0.19447867  0.70667499  1.30707639
  3.38892515  0.2228278  -0.89526038 -1.31118456  0.        ]",[ 0.12445555  0.01901393],"[[ 31.16858948  -2.97483357   0.08040322   0.14933345]
 [ 75.38602512  -0.92045807   0.           0.        ]]",[-0.16824193 -0.33482102],-0.189416403044
36,[ 0.73982251 -0.6710788 ],-0.646302,"[ 0.21641073 -0.62868719  1.44904887  0.24564979  0.70667298  1.30706968
  3.34234558  0.23629764 -0.71340663 -1.29375971  0.        ]",[ 1.42343116 -1.19053392],"[[ 32.66628145  -2.99226574   0.08040322   0.14933345]
 [ 74.3864991   -0.82316988   0.           0.        ]]",[-0.16824193 -0.33482102],-0.176306619947
37,[ 0.65575957 -0.64161652],-0.559018,"[-1.494902   -0.63239288  0.58146689  0.30489884  0.70667097  1.30706296
  3.45795583  0.29337261 -0.70712239 -1.10567114  0.        ]",[-1.07386285 -0.21772955],"[[ 34.17896227  -3.01239314   0.08040322   0.14933345]
 [ 76.87330955  -0.41094734   0.           0.        ]]",[-0.16824193 -0.33482102],-0.154779167536
38,[ 0.89605016 -0.66401452],-0.701914,"[-0.83592475 -0.63238363 -1.30867261  0.30476762  0.70666896  1.30705624
  3.20289322  0.37942334 -0.86561639 -1.06679747  0.        ]",[-0.33931307  0.41797871],"[[ 35.66143514  -3.01234884   0.08040322   0.14933345]
 [ 71.39222566   0.21055015   0.           0.        ]]",[-0.16824193 -0.33482102],-0.161542912699
39,[ 0.92409348 -0.70891356],-0.856694,"[ 0.88847108 -0.62853989 -0.86284751  0.24353457  0.70666695  1.30704953
  3.07458253  0.60838123 -0.92484734 -1.24921231  0.        ]",[ 1.66939574 -1.94803427],"[[ 37.06162036  -2.99154678   0.08040322   0.14933345]
 [ 68.63545781   1.86418113   0.           0.        ]]",[-0.16824193 -0.33482102],-0.18495117855
40,[ 0.80078334 -0.66657823],-0.700847,"[ 0.77890444 -0.62908474  1.0609672   0.25170902  0.70666494  1.30704281
  3.1954874   0.05550078 -0.7706143  -1.32847019  0.        ]",[-0.04437302 -1.95767847],"[[ 38.46041945  -2.99432757   0.08040322   0.14933345]
 [ 71.23584852  -2.12892278   0.           0.        ]]",[-0.16824193 -0.33482102],-0.183421362216
41,[ 0.68361056 -0.63383585],-0.687251,"[-0.99269878 -0.63378008  1.26434121  0.32974941  0.70666293  1.3070361
  3.12165587  0.30453551 -0.69024606 -1.18615204  0.        ]",[ 2.27656049  0.19975285],"[[ 39.86922662  -3.02081954   0.08040322   0.14933345]
 [ 69.6501313   -0.33030178   0.           0.        ]]",[-0.16824193 -0.33482102],-0.162836106463
42,[ 0.78864104 -0.65408623],-0.732159,"[-1.45689039 -0.63305794 -0.61951252  0.31669197  0.70666092  1.30702938
  3.24162814  0.43928843 -0.78819707 -1.05169636  0.        ]",[-0.48186682 -2.1711452 ],"[[ 41.28812034  -3.01639371   0.08040322   0.14933345]
 [ 72.23062358   0.64293668   0.           0.        ]]",[-0.16824193 -0.33482102],-0.154235213656
43,[ 0.97629166 -0.67299056],-0.792903,"[ 0.17351131 -0.6316886  -1.4073408   0.29310975  0.7066589   1.30702266
  3.08629621  0.38185437 -0.92306094 -1.14773445  0.        ]",[ 0.76044422  0.55714053],"[[ 42.69924338  -3.008394     0.08040322   0.14933345]
 [ 68.89281231   0.22813508   0.           0.        ]]",[-0.16824193 -0.33482102],-0.174302714249
44,[ 0.81141591 -0.72307521],-0.754381,"[ 1.1501088  -0.62651748  0.19450464  0.21464974  0.70665689  1.30701595
  3.16284326  0.68710124 -0.85174662 -1.33327199  0.        ]",[-0.75836347 -0.45182282],"[[ 44.0936245   -2.98171296   0.08040322   0.14933345]
 [ 70.53977311   2.43273846   0.           0.        ]]",[-0.16824193 -0.33482102],-0.188917024112
45,[ 0.69868052 -0.67225718],-0.635822,"[-0.0893543  -0.61952579  1.51880675  0.12608945  0.70665488  1.30700923
  2.95814882  0.43319237 -0.66201646 -1.26469956  0.        ]",[ 0.80384559 -0.77636378],"[[ 45.46028063  -2.95145758   0.08040322   0.14933345]
 [ 66.14053229   0.59893709   0.           0.        ]]",[-0.16824193 -0.33482102],-0.170329007724
46,[ 0.7040844  -0.62812299],-0.706418,"[-1.52158472 -0.62404143  0.50195191  0.18149157  0.70665287  1.30700252
  3.04522737  0.00642243 -0.70535339 -1.06154494  0.        ]",[ 1.20295979 -0.93635597],"[[ 46.80188591  -2.97040388   0.08040322   0.14933345]
 [ 68.01380618  -2.48332264   0.           0.        ]]",[-0.16824193 -0.33482102],-0.149788961362
47,[ 0.91075587 -0.65415549],-0.797653,"[-0.88384815 -0.63431215 -1.28107301  0.33989763  0.70665086  1.3069958
  3.1667135   0.21289613 -0.8510147  -1.06891234  0.        ]",[ 1.06607068 -0.31284946],"[[ 48.18838021  -3.02425849   0.08040322   0.14933345]
 [ 70.62695717  -0.99210777   0.           0.        ]]",[-0.16824193 -0.33482102],-0.160652490656
48,[ 0.92874914 -0.68823469],-0.793096,"[ 0.88735275 -0.63449126 -0.86449921  0.34335028  0.70664885  1.30698909
  3.28577358  0.40843095 -0.91172052 -1.22195063  0.        ]",[ 1.45426628 -0.52975739],"[[ 49.62661703  -3.02542818   0.08040322   0.14933345]
 [ 73.18815288   0.42010435   0.           0.        ]]",[-0.16824193 -0.33482102],-0.181134754256
49,[ 0.76016635 -0.68807381],-0.658816,"[ 0.690862   -0.63300873  1.15298496  0.31602073  0.70664684  1.30698237
  3.40246065  0.40949613 -0.77388717 -1.31359694  0.        ]",[ 1.97545173 -0.36457825],"[[ 51.11556769  -3.01616713   0.08040322   0.14933345]
 [ 75.69854355   0.42780387   0.           0.        ]]",[-0.16824193 -0.33482102],-0.181951470856
