timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 2.30936813 -1.07848799],-0.979534,"[ 1.19230736  2.32152637  0.01740304  1.12317554  1.10165955  0.98976041
 -0.0668583   0.3689756   0.41006584 -0.8374427   0.        ]",[ 2.08288513 -2.35624053],"[[ 0.00239365  0.0931957   0.12632789  0.11458208]
 [ 0.00455295 -0.00194639  0.          0.        ]]",[-0.37938502 -0.39453986],-0.133044145286
1,[ 2.26164985 -1.07194817],-1.02112,"[ 1.19108309  2.32569328  0.07639174  0.98093021  1.10165753  0.98975879
  0.05224623 -0.16323544  0.40940742 -0.8036724   0.        ]",[ 2.60324778 -2.49687876],"[[ 0.04218977  0.0534139   0.12632789  0.11458208]
 [ 3.9618769  -3.96302882  0.          0.        ]]",[-0.37938502 -0.39453986],-0.129906011808
2,[ 2.0913384  -1.11913717],-0.930292,"[ 1.17463525  2.32471589  0.25058874  0.55732291  1.10165551  0.98975717
  0.16899406 -0.68490529  0.40056464 -0.70400184  0.        ]",[ 0.54146403 -1.72422266],"[[ 0.1603467  -0.06480246  0.12632789  0.11458208]
 [ 7.84089816 -7.84565845  0.          0.        ]]",[-0.37938502 -0.39453986],-0.120297205578
3,[ 1.8157903  -1.19984877],-0.990558,"[ 1.11476569  2.27954171  0.50429324 -0.13187283  1.10165349  0.98975555
  0.22883953 -1.19613935  0.36964131 -0.57578954  0.        ]",[ 1.89222753 -2.08337156],"[[  0.33711483  -0.25989233   0.12632789   0.11458208]
 [  9.82930474 -11.65062791   0.           0.        ]]",[-0.37938502 -0.39453986],-0.106637606368
4,[ 1.43559825 -1.29293513],-0.912306,"[ 0.97342732  2.13066458  0.81580608 -1.02408684  1.10165147  0.98975393
  0.34210143 -1.69730939  0.29534055 -0.43110782  0.        ]",[ 0.59280469 -0.81387608],"[[  0.57145763  -0.53033079   0.12632789   0.11458208]
 [ 13.59250375 -15.38071797   0.           0.        ]]",[-0.37938502 -0.39453986],-0.0878367472492
5,[ 1.10244584 -1.32184243],-0.839405,"[ 0.70916737  1.82124859  1.14154632 -1.94453364  1.10164946  0.9897523
  0.40464299 -2.08939053  0.1538412  -0.28587283  0.        ]",[ 1.14415652 -1.86492415],"[[  0.86415607  -0.86722537   0.12632789   0.11458208]
 [ 15.67049253 -18.29892704   0.           0.        ]]",[-0.37938502 -0.39453986],-0.0622294172315
6,[ 0.83624065 -1.24934757],-0.797167,"[ 0.29566267  1.31919035  1.40329742 -2.63419913  1.10164744  0.98975068
  0.51446388 -2.57268552 -0.06987189 -0.18460362  0.        ]",[ 1.50447323  0.32146049],"[[  1.21417449  -1.26929701   0.12632789   0.11458208]
 [ 19.31936434 -21.89607466   0.           0.        ]]",[-0.37938502 -0.39453986],-0.0326295861244
7,[ 0.68559027 -1.07248259],-0.7069,"[-0.27562962  0.72250501  1.49339127 -2.77042927  1.10164542  0.98974906
  0.62211391 -2.34324354 -0.37718796 -0.13165853  0.        ]",[ 0.34987555 -0.86099133],"[[  1.63644583  -1.69008751   0.12632789   0.11458208]
 [ 22.8961115  -20.1884891    0.           0.        ]]",[-0.37938502 -0.39453986],-0.0309751570192
8,[ 0.8497299  -0.69020855],-0.869705,"[-0.8851587   0.1394865   1.29094741 -2.26105889  1.1016434   0.98974744
  0.65023119 -2.74728798 -0.70414455 -0.21640371  0.        ]",[ 0.73193199 -0.66980861],"[[  2.10374193  -2.12403097   0.12632789   0.11458208]
 [ 23.83034667 -23.1958465    0.           0.        ]]",[-0.37938502 -0.39453986],-0.0738339649226
9,[ 1.09348583 -0.40333882],-1.02483,"[-1.36900191 -0.34324829  0.77220531 -1.02816636  1.10164138  0.98974582
  0.72330043 -3.04165408 -0.96431666 -0.49931101  0.        ]",[ 0.47260508 -0.88447896],"[[  2.60470828  -2.60993131   0.12632789   0.11458208]
 [ 26.25813481 -25.38695176   0.           0.        ]]",[-0.37938502 -0.39453986],-0.12064101227
10,[ 1.322451   -0.44893891],-1.26608,"[-1.56280924 -0.53803654  0.01109874  0.54950372  1.10163937  0.9897442
  0.76401527 -1.13966573 -1.07676189 -0.79826612  0.        ]",[ 2.12607111 -0.31586352],"[[  3.14344215  -3.07460173   0.12632789   0.11458208]
 [ 27.61093643 -11.23071895   0.           0.        ]]",[-0.37938502 -0.39453986],-0.153741125003
11,[ 1.45501065 -0.56487799],-1.19801,"[-1.33120763 -0.54124136 -0.80902252  0.77472126  1.10163735  0.98974258
  0.86674552  0.54750311 -1.0802969  -0.88277302  0.        ]",[ 1.02085096 -0.11800551],"[[  3.72990942  -3.13746707   0.12632789   0.11458208]
 [ 31.02423378   1.32666406   0.           0.        ]]",[-0.37938502 -0.39453986],-0.160697019731
12,[ 1.5256381  -0.58834326],-1.20197,"[-0.62959209 -0.53944753 -1.38964309  0.60968146  1.10163533  0.98974095
  0.96742498  0.70798978 -1.15683289 -0.83457465  0.        ]",[ 0.90348395 -0.29895599],"[[  4.38395768  -3.09141532   0.12632789   0.11458208]
 [ 34.36940211   2.52115141   0.           0.        ]]",[-0.37938502 -0.39453986],-0.164795729943
13,[ 1.59434235 -0.59103906],-1.40178,"[ 0.33596001 -0.53510931 -1.3586661   0.45804815  1.10163331  0.98973933
  1.05460592  0.59188096 -1.23909488 -0.88631428  0.        ]",[ 1.072353   -0.34397223],"[[  5.10040914  -3.0490126    0.12632789   0.11458208]
 [ 37.26608592   1.65697429   0.           0.        ]]",[-0.37938502 -0.39453986],-0.177274780258
14,[ 1.58091342 -0.62729114],-1.49815,"[ 1.08079656 -0.53138489 -0.57056015  0.36970328  1.10163129  0.98973771
  1.15156201  0.48687152 -1.24330555 -0.99819734  0.        ]",[ 2.80904995  0.16490026],"[[  5.87805297  -3.02423563   0.12632789   0.11458208]
 [ 40.4875658    0.87540759   0.           0.        ]]",[-0.37938502 -0.39453986],-0.186139999406
15,[ 1.39782763 -0.64719021],-1.38244,"[ 1.06325893 -0.5269644   0.6404395   0.28474275  1.10162928  0.98973609
  1.2465996   0.57241976 -1.15400914 -1.07966221  0.        ]",[ 1.02359592 -0.11099019],"[[  6.71948712  -3.00033953   0.12632789   0.11458208]
 [ 43.64531754   1.51213531   0.           0.        ]]",[-0.37938502 -0.39453986],-0.184041386514
16,[ 1.13981783 -0.56808531],-1.19606,"[ 0.12951548 -0.52134165  1.45735817  0.19423153  1.10162726  0.98973447
  1.33975302  0.509552   -1.0252611  -1.03402877  0.        ]",[ 0.73118953 -1.76548206],"[[  7.62344827  -2.97479221   0.12632789   0.11458208]
 [ 46.74048368   1.04422399   0.           0.        ]]",[-0.37938502 -0.39453986],-0.168335571466
17,[ 1.12144148 -0.46219024],-1.14051,"[-1.09776781 -0.52561774  1.12461846  0.2616318   1.10162524  0.98973285
  1.39902896 -0.02499723 -1.00954692 -0.89347304  0.        ]",[ 1.21191995 -1.17842696],"[[  8.57801899  -2.99382591   0.12632789   0.11458208]
 [ 48.71006807  -2.93434349   0.           0.        ]]",[-0.37938502 -0.39453986],-0.154729271734
