timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 0.66905499 -1.59382498],-2.47061,"[ 1.1901006   2.31836064 -0.06265891  1.08659267 -1.14395059  0.7094605
 -0.06957375  0.36887008  2.33625454 -0.66754201  0.        ]",[ 0.95950836 -2.74475491],"[[-0.05209991  0.08356016 -0.13337774  0.08207544]
 [-0.00291789 -0.00176325  0.          0.        ]]",[-0.38149059 -0.39648154],-0.353276149437
1,[ 0.60849845 -1.58296442],-2.48857,"[ 1.19183115  2.32197459 -0.00628071  0.94463802 -1.14394837  0.70945961
  0.04521286 -0.1636353   2.33721656 -0.63693756  0.        ]",[ 0.76951809 -2.02647768],"[[-0.01405887  0.0437826  -0.13337774  0.08207544]
 [ 3.79437338 -3.9627876   0.          0.        ]]",[-0.38149059 -0.39648154],-0.352565359175
2,[ 0.31859237 -1.64191067],-2.48462,"[ 1.18618579  2.31936865  0.15026325  0.52220277 -1.14394616  0.70945871
  0.13500907 -0.68555452  2.33441057 -0.5590939   0.        ]",[-0.04858068 -1.92191732],"[[ 0.0916333  -0.07442542 -0.13337774  0.08207544]
 [ 6.76494963 -7.84506917  0.          0.        ]]",[-0.38149059 -0.39648154],-0.350221231041
3,[-0.11656891 -1.73988581],-2.4973,"[ 1.15764741  2.27160408  0.34350606 -0.16401814 -1.14394394  0.70945782
  0.12519961 -1.196964    2.31832323 -0.5073467   0.        ]",[ 0.08255528 -1.08109471],"[[  0.22367652  -0.26949479  -0.13337774   0.08207544]
 [  6.440444   -11.64918468   0.           0.        ]]",[-0.38149059 -0.39648154],-0.346901896154
4,[-0.5652945  -1.82548428],-2.47336,"[ 1.10630967  2.11950539  0.52932317 -1.05018638 -1.14394172  0.70945692
  0.13126218 -1.69826653  2.2776131  -0.53031304  0.        ]",[-1.03754178 -2.30588232],"[[  0.35449801  -0.53989245  -0.13337774   0.08207544]
 [  6.64100503 -15.37814441   0.           0.        ]]",[-0.38149059 -0.39648154],-0.34202985826
5,[-0.92811704 -1.84615231],-2.43069,"[ 1.05702498  1.79883585  0.65466875 -1.97751115 -1.14393951  0.70945603
  0.00772193 -2.18944585  2.18824903 -0.68209962  0.        ]",[-2.39890054 -1.85729796],"[[  0.44631581  -0.88411362  -0.13337774   0.08207544]
 [  2.55414697 -19.03184688   0.           0.        ]]",[-0.38149059 -0.39648154],-0.334336443332
6,[-1.14462972 -1.77273774],-2.38006,"[ 1.05048427  1.27276839  0.66917574 -2.65835039 -1.14393729  0.70945513
 -0.11343335 -2.67093666  1.98856487 -0.9750951   0.        ]",[-1.04921666 -1.61853097],"[[  0.45718983  -1.30068636  -0.13337774   0.08207544]
 [ -1.45381351 -22.61354947   0.           0.        ]]",[-0.38149059 -0.39648154],-0.319660910025
7,[-1.01053727 -1.51849997],-2.20149,"[ 1.08921183  0.58137733  0.57653962 -2.70382855 -1.14393507  0.70945424
 -0.23227506 -3.14292701  1.60667061 -1.25042134  0.        ]",[-1.33744753 -1.13264917],"[[  0.38867323  -1.78818513  -0.13337774   0.08207544]
 [ -5.38523843 -26.12467882   0.           0.        ]]",[-0.38149059 -0.39648154],-0.288341433537
8,[-0.43220913 -1.01625764],-1.82888,"[ 1.1517201  -0.11158924  0.37034831 -1.76818853 -1.14393286  0.70945334
 -0.34883657 -3.60559324  1.08815747 -1.253013    0.        ]",[-1.05959036 -0.17845622],"[[  0.24228263  -2.34521196  -0.13337774   0.08207544]
 [ -9.24123307 -29.56657775   0.           0.        ]]",[-0.38149059 -0.39648154],-0.232104390652
9,[ 0.42599261 -0.491294  ],-1.38831,"[ 1.19168723 -0.51279421  0.04352959  0.06422195 -1.14393064  0.70945245
 -0.46307792 -3.62182691  0.72859793 -0.84275924  0.        ]",[ 1.02288001 -1.22323191],"[[  1.95354057e-02  -2.93775774e+00  -1.33377737e-01   8.20754366e-02]
 [ -1.30204760e+01  -2.96876538e+01   0.00000000e+00   0.00000000e+00]]",[-0.38149059 -0.39648154],-0.163759345337
