timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
0,[ 0.37144268 -1.45593822],-0.93803,"[ 1.18254545  2.28329548  0.12833107  0.52362255  1.11454034 -0.07977327
 -0.06555628  0.36998195  0.40051449  0.19090614  0.        ]",[ 0.78104346 -2.58590215],"[[ 0.07655653 -0.07284572  0.12783638 -0.01075901]
 [ 0.00323266  0.00433838  0.          0.        ]]",[-0.37474316 -0.38114908],-0.0840042219977
1,[ 0.34099102 -1.44423723],-0.911738,"[ 1.17860078  2.27807084  0.17422546  0.38577673  1.11453797 -0.07977319
  0.03189539 -0.16600428  0.39839166  0.20915271  0.        ]",[ 1.1512154  -1.28168975],"[[ 0.10763601 -0.11249969  0.12783638 -0.01075901]
 [ 3.09441914 -3.95652987  0.          0.        ]]",[-0.37474316 -0.38114908],-0.0842346656297
2,[ 0.1296082  -1.47254395],-0.903048,"[ 1.15667649  2.24944608  0.32205046 -0.02022876  1.11453559 -0.07977311
  0.15472592 -0.6914171   0.38641925  0.27775441  0.        ]",[ 0.029385   -1.98269573],"[[ 0.20861616 -0.23058719  0.12783638 -0.01075901]
 [ 6.99062808 -7.83926447  0.          0.        ]]",[-0.37474316 -0.38114908],-0.0850827084399
3,[-0.11608693 -1.48632324],-0.890198,"[ 1.1037982   2.160363    0.52095608 -0.66357727  1.11453322 -0.07977304
  0.15407811 -1.2062161   0.35574843  0.33999228  0.        ]",[-0.35276854 -1.88034976],"[[  3.48222737e-01  -4.25542446e-01   1.27836377e-01  -1.07590117e-02]
 [  6.97008437e+00  -1.16435761e+01   0.00000000e+00   0.00000000e+00]]",[-0.37474316 -0.38114908],-0.0841110795385
4,[-0.30100846 -1.4774909 ],-0.802126,"[ 1.03561537  1.95685644  0.68952444 -1.46032309  1.11453085 -0.07977296
  0.10577426 -1.71074412  0.30122772  0.30160766  0.        ]",[-1.20897194 -0.58995454],"[[  4.72252202e-01  -6.95822507e-01   1.27836377e-01  -1.07590117e-02]
 [  5.43788445e+00  -1.53720147e+01   0.00000000e+00   0.00000000e+00]]",[-0.37474316 -0.38114908],-0.0755305394846
5,[-0.35609725 -1.41512668],-0.755801,"[ 0.99015555  1.60569366  0.77768414 -2.2039379   1.11452848 -0.07977288
 -0.02234481 -1.98548003  0.2036288   0.12518868  0.        ]",[-0.45214412 -0.33574463],"[[  5.40237292e-01  -1.02363325e+00   1.27836377e-01  -1.07590117e-02]
 [  1.37393763e+00  -1.74023471e+01   0.00000000e+00   0.00000000e+00]]",[-0.37474316 -0.38114908],-0.0564158571578
6,[-0.25533435 -1.2879765 ],-0.681411,"[ 0.98354367  1.1339678   0.78941059 -2.6513196   1.1145261  -0.07977281
 -0.07963621 -2.11868133  0.02708683 -0.12435274  0.        ]",[-0.49679368 -1.38299016],"[[  5.49484163e-01  -1.38155701e+00   1.27836377e-01  -1.07590117e-02]
 [ -4.43350300e-01  -1.83867722e+01   0.00000000e+00   0.00000000e+00]]",[-0.37474316 -0.38114908],-0.0364604365899
7,[ 0.04345141 -1.0487349 ],-0.552895,"[ 1.00360117  0.56441764  0.75303355 -2.63356655  1.11452373 -0.07977273
 -0.14138703 -2.60516601 -0.26532309 -0.34498293  0.        ]",[ 0.21692002 -1.0228846 ],"[[  5.20967297e-01  -1.78536426e+00   1.27836377e-01  -1.07590117e-02]
 [ -2.40209122e+00  -2.19819967e+01   0.00000000e+00   0.00000000e+00]]",[-0.37474316 -0.38114908],-0.0450464291124
8,[ 0.39991206 -0.70577276],-0.605726,"[ 1.02943697 -0.03672146  0.70235504 -1.91591166  1.11452136 -0.07977266
 -0.11288991 -3.08205876 -0.6655739  -0.39742636  0.        ]",[ 0.43586272  0.04788477],"[[  4.81995018e-01  -2.26036622e+00   1.27836377e-01  -1.07590117e-02]
 [ -1.49816676e+00  -2.55064417e+01   0.00000000e+00   0.00000000e+00]]",[-0.37474316 -0.38114908],-0.0799006798999
9,[ 0.81182516 -0.39176148],-0.841289,"[ 1.03725131 -0.45308577  0.68604346 -0.51100345  1.11451899 -0.07977258
 -0.05760818 -2.98804103 -1.03303682 -0.19322845  0.        ]",[ 0.17068167  0.74700729],"[[  4.69622505e-01  -2.76352623e+00   1.27836377e-01  -1.07590117e-02]
 [  2.55365427e-01  -2.48118571e+01   0.00000000e+00   0.00000000e+00]]",[-0.37474316 -0.38114908],-0.11454951669
10,[ 0.86402512 -0.38725692],-1.12694,"[ 1.02977468 -0.55305307  0.70165017  0.70293611  1.11451661 -0.0797725
 -0.03644747 -0.42168682 -1.21836265  0.07914228  0.        ]",[ 0.90176862 -1.2495194 ],"[[ 0.48146018 -3.12016519  0.12783638 -0.01075901]
 [ 0.92658038 -5.84631191  0.          0.        ]]",[-0.37474316 -0.38114908],-0.136561015192
11,[ 0.82417619 -0.45607668],-1.10881,"[ 0.99339592 -0.55331588  0.77181676  0.74498174  1.11451424 -0.07977243
  0.07554512  0.65623567 -1.21607131  0.07498329  0.        ]",[ 0.07150705 -1.15830684],"[[ 0.53563527 -3.13220976  0.12783638 -0.01075901]
 [ 4.47897544  2.11961597  0.          0.        ]]",[-0.37474316 -0.38114908],-0.136233247824
12,[ 0.76531339 -0.47574019],-0.927294,"[ 0.92408796 -0.55091354  0.88521573  0.57215841  1.11451187 -0.07977235
  0.08167546  0.68774293 -1.18565762  0.02980319  0.        ]",[ 1.07931965 -0.01120402],"[[ 0.62716606 -3.0826758   0.12783638 -0.01075901]
 [ 4.67343161  2.35246372  0.          0.        ]]",[-0.37474316 -0.38114908],-0.13203480924
13,[ 0.65738988 -0.50566435],-0.981234,"[ 0.80759002 -0.54554712  1.03597415  0.411626    1.1145095  -0.07977227
  0.20357897  0.67546232 -1.1461496  -0.00330148  0.        ]",[-0.28628412 -0.79656333],"[[ 0.75943123 -3.03653706  0.12783638 -0.01075901]
 [ 8.54019681  2.26171622  0.          0.        ]]",[-0.37474316 -0.38114908],-0.126772656607
14,[ 0.627056   -0.47784588],-0.93603,"[ 0.646008   -0.54130473  1.19224199  0.32348923  1.11450712 -0.0797722
  0.16251197  0.452573   -1.1107769  -0.01258826  0.        ]",[ 1.54594175 -1.26182588],"[[ 0.91716526 -3.01111622  0.12783638 -0.01075901]
 [ 7.23756484  0.61455519  0.          0.        ]]",[-0.37474316 -0.38114908],-0.12204679614
15,[ 0.54519165 -0.47821271],-0.929229,"[ 0.43270075 -0.5400943   1.33671375  0.30137269  1.11450475 -0.07977212
  0.28281481  0.38718624 -1.08535918 -0.003084    0.        ]",[ 0.3361713  -1.19428337],"[[  1.10020355e+00  -3.00472466e+00   1.27836377e-01  -1.07590117e-02]
 [  1.10535528e+01   1.31346760e-01   0.00000000e+00   0.00000000e+00]]",[-0.37474316 -0.38114908],-0.118579025628
16,[ 0.478441  -0.4697755],-0.920755,"[ 0.13299397 -0.53986888  1.45598422  0.29737767  1.11450238 -0.07977205
  0.31787694  0.37123829 -1.06110227  0.01840481  0.        ]",[ 0.31398516 -1.25309499],"[[  1.33243338e+00  -3.00356960e+00   1.27836377e-01  -1.07590117e-02]
 [  1.21657253e+01   1.34936445e-02   0.00000000e+00   0.00000000e+00]]",[-0.37474316 -0.38114908],-0.115248985114
17,[ 0.40932488 -0.47412106],-0.868338,"[-0.213354   -0.53987115  1.49774416  0.29742928  1.11450001 -0.07977197
  0.34947581  0.36834967 -1.04130657  0.0485156   0.        ]",[-0.37555191 -0.41905367],"[[  1.58580448e+00  -3.00358461e+00   1.27836377e-01  -1.07590117e-02]
 [  1.31680444e+01  -7.85042342e-03   0.00000000e+00   0.00000000e+00]]",[-0.37474316 -0.38114908],-0.112588101611
18,[ 0.35509801 -0.49059466],-0.927427,"[-0.54833691 -0.5397827   1.44774341  0.29587765  1.11449763 -0.07977189
  0.29438047  0.37414246 -1.02865427  0.08241392  0.        ]",[ 0.04100414 -1.08013284],"[[  1.83163116e+00  -3.00313600e+00   1.27836377e-01  -1.07590117e-02]
 [  1.14204467e+01   3.49615341e-02   0.00000000e+00   0.00000000e+00]]",[-0.37474316 -0.38114908],-0.111027564754
19,[ 0.30444881 -0.51650274],-0.919325,"[-0.84004921 -0.53977668  1.32437238  0.29578282  1.11449526 -0.07977182
  0.29237072  0.36727804 -1.02392703  0.11601255  0.        ]",[ 0.06995956 -0.7369453 ],"[[  2.05940057e+00  -3.00310867e+00   1.27836377e-01  -1.07590117e-02]
 [  1.13567075e+01  -1.57638024e-02   0.00000000e+00   0.00000000e+00]]",[-0.37474316 -0.38114908],-0.110678183443
