timestep,avg_action_dist,rewards,obs,actions,human_obs,logstd_action_dist,original_rewards
10,[ 0.16394724 -0.78647578],-1.35807,"[ 0.79142548 -0.65516412  1.04416207  0.70900253 -1.55734074  1.24427616
  0.00622742  0.03849497  1.00129727 -1.15986237  0.        ]",[ 0.0488767  -0.82837228],"[[ 0.74406406 -3.15192913 -0.18248295  0.14250782]
 [ 2.64241646 -2.22672431  0.          0.        ]]",[-0.15741844 -0.33034688],-0.227665940843
11,[ 0.00745229 -0.8537662 ],-1.37662,"[ 0.73941818 -0.65512545  1.10248124  0.64161595 -1.55732992  1.24426973
  0.01309545  0.72434842  1.02128739 -1.18385832  0.        ]",[ 0.44976531 -1.39369337],"[[ 0.79833225 -3.12883959 -0.18248295  0.14250782]
 [ 2.78384753  2.71973096  0.          0.        ]]",[-0.15741844 -0.33034688],-0.231733276541
12,[-0.0578647  -0.87294769],-1.44952,"[ 0.66504247 -0.65237893  1.17590713  0.48695976 -1.5573191   1.2442633
  0.09689366  0.66498743  1.05977301 -1.21757824  0.        ]",[ 1.92899425 -0.61103539],"[[ 0.87132308 -3.0758009  -0.18248295  0.14250782]
 [ 4.50947065  2.29162839  0.          0.        ]]",[-0.15741844 -0.33034688],-0.238559947826
13,[-0.12058339 -0.87884778],-1.44013,"[ 0.52230966 -0.64837234  1.29053153  0.38154525 -1.55730828  1.24425687
  0.28482427  0.53409619  1.09633443 -1.2328448   0.        ]",[ 0.0471344  -1.53266004],"[[ 1.00034123 -3.03955208 -0.18248295  0.14250782]
 [ 8.37944657  1.34764058  0.          0.        ]]",[-0.15741844 -0.33034688],-0.243705717292
14,[-0.14850023 -0.87302887],-1.46815,"[ 0.31859303 -0.64553417  1.40799218  0.32555472 -1.55729746  1.24425044
  0.2858287   0.43784784  1.12709005 -1.2303485   0.        ]",[ 0.19909511 -1.44200367],"[[ 1.16813777 -3.02024699 -0.18248295  0.14250782]
 [ 8.40014319  0.65349853  0.          0.        ]]",[-0.15741844 -0.33034688],-0.246837784788
15,[-0.16791523 -0.86358601],-1.4696,"[ 0.09111278 -0.64402647  1.48893208  0.29921113 -1.55728664  1.244244
  0.31603146  0.38865289  1.15009214 -1.21738639  0.        ]",[ 0.19931478  0.16989962],"[[ 1.34238097 -3.01114875 -0.18248295  0.14250782]
 [ 9.02210588  0.29870835  0.          0.        ]]",[-0.15741844 -0.33034688],-0.248345483484
16,[-0.20409817 -0.86433303],-1.47911,"[-0.16272478 -0.64174828  1.52654262  0.26259221 -1.55727582  1.24423757
  0.3456805   0.48112148  1.17438357 -1.19684157  0.        ]",[-0.50190437 -0.97574137],"[[ 1.52894906 -2.99848341 -0.18248295  0.14250782]
 [ 9.63266689  0.96560454  0.          0.        ]]",[-0.15741844 -0.33034688],-0.249465390294
17,[-0.13114861 -0.82399547],-1.52528,"[-0.39708036 -0.64351798  1.51539902  0.29078539 -1.557265    1.24423114
  0.2399148   0.21656896  1.18414635 -1.17479131  0.        ]",[ 0.46235811 -1.42250225],"[[ 1.69974981 -3.00823685 -0.18248295  0.14250782]
 [ 7.45471229 -0.94235344  0.          0.        ]]",[-0.15741844 -0.33034688],-0.248905648543
18,[-0.1392135  -0.81868607],-1.52108,"[-0.61995307 -0.64450783  1.46311265  0.30751915 -1.55725418  1.24422471
  0.32164749  0.35779948  1.17927413 -1.15764353  0.        ]",[ 0.33372159 -0.78527307],"[[ 1.86573109 -3.01401989 -0.18248295  0.14250782]
 [ 9.13779269  0.07620954  0.          0.        ]]",[-0.15741844 -0.33034688],-0.247087317856
19,[-0.13110006 -0.80590463],-1.55577,"[-0.86634142 -0.64392073  1.3520627   0.2975523  -1.55724336  1.24421828
  0.377027    0.37488864  1.18595758 -1.13009096  0.        ]",[ 1.23717237 -1.34938954],"[[  2.05992906  -3.01057634  -0.18248295   0.14250782]
 [ 10.27820127   0.19946294   0.           0.        ]]",[-0.15741844 -0.33034688],-0.245829886273
20,[-0.12342209 -0.79330981],-1.51129,"[-1.13967616 -0.64336006  1.14347168  0.28827683 -1.55723254  1.24421185
  0.55941518  0.36398355  1.18623248 -1.09465962  0.        ]",[-0.58860296 -0.52271785],"[[  2.30317638  -3.00737026  -0.18248295   0.14250782]
 [ 14.03401439   0.12082154   0.           0.        ]]",[-0.15741844 -0.33034688],-0.243319791313
21,[-0.03535281 -0.7698825 ],-1.50697,"[-1.36748431 -0.64295163  0.85522533  0.28166662 -1.55722172  1.24420542
  0.43275094  0.36066941  1.17747192 -1.05919131  0.        ]",[-1.17854018 -1.03894669],"[[  2.55768699  -3.00508465  -0.18248295   0.14250782]
 [ 11.42573808   0.09692596   0.           0.        ]]",[-0.15741844 -0.33034688],-0.239811012918
22,[ 0.05740273 -0.75244313],-1.54531,"[-1.48815187 -0.64277008  0.60898094  0.27878011 -1.55721091  1.24419899
  0.22949456  0.35000666  1.16577916 -1.03580164  0.        ]",[ 0.25898116 -1.49021231],"[[ 2.74420743 -3.00408648 -0.18248295  0.14250782]
 [ 7.24025545  0.02003232  0.          0.        ]]",[-0.15741844 -0.33034688],-0.236826985858
23,[ 0.09947036 -0.74748933],-1.58835,"[-1.55465139 -0.64273751  0.39060785  0.27828816 -1.55720009  1.24419256
  0.27232822  0.34745412  1.15323103 -1.01925344  0.        ]",[ 2.43325036 -0.53053506],"[[  2.89786243e+00  -3.00391652e+00  -1.82482950e-01   1.42507816e-01]
 [  8.12230465e+00   1.62915883e-03   0.00000000e+00   0.00000000e+00]]",[-0.15741844 -0.33034688],-0.234221972665
24,[ 0.13213383 -0.74983513],-1.53696,"[-1.59399956 -0.64264725  0.09356944  0.27687704 -1.55718927  1.24418613
  0.45679089  0.35178824  1.13371797 -1.00104126  0.        ]",[ 0.901923   -0.61251817],"[[  3.09842009  -3.00342859  -0.18248295   0.14250782]
 [ 11.92080243   0.03289238   0.           0.        ]]",[-0.15741844 -0.33034688],-0.230690124551
25,[ 0.19320585 -0.75438327],-1.52402,"[-1.55946449 -0.64255433 -0.31095802  0.27542898 -1.55717845  1.2441797
  0.61874388  0.34972144  1.10286011 -0.98418281  0.        ]",[ 0.89257445 -2.08360664],"[[  3.37029711  -3.00292785  -0.18248295   0.14250782]
 [ 15.25578599   0.01799252   0.           0.        ]]",[-0.15741844 -0.33034688],-0.225925710961
26,[ 0.26796347 -0.76239443],-1.4629,"[-1.38064189 -0.6425802  -0.77525937  0.27586825 -1.55716763  1.24417327
  0.77569267  0.34450823  1.06110899 -0.97786834  0.        ]",[ 0.27347532 -0.40711886],"[[  3.70784001  -3.00308003  -0.18248295   0.14250782]
 [ 18.48773467  -0.01959907   0.           0.        ]]",[-0.15741844 -0.33034688],-0.220633415156
27,[ 0.34818232 -0.77504551],-1.39555,"[-1.02763985 -0.64253439 -1.18442002  0.27516983 -1.55715682  1.24416684
  0.81049847  0.35091018  1.01509751 -0.98954039  0.        ]",[-0.3447533 -0.611131 ],"[[  4.08478639  -3.00283861  -0.18248295   0.14250782]
 [ 19.20451287   0.02657691   0.           0.        ]]",[-0.15741844 -0.33034688],-0.216180333305
28,[ 0.38838995 -0.79540598],-1.37295,"[-0.57505379 -0.64247789 -1.41928028  0.27430371 -1.557146    1.24416041
  0.72574686  0.34823249  0.97690623 -1.01857976  0.        ]",[ 0.91369847 -1.49102171],"[[  4.45136688e+00  -3.00253917e+00  -1.82482950e-01   1.42507816e-01]
 [  1.74593526e+01   7.27146868e-03   0.00000000e+00   0.00000000e+00]]",[-0.15741844 -0.33034688],-0.214018127307
29,[ 0.34396648 -0.83216238],-1.26428,"[-0.05422549 -0.64253697 -1.45908675  0.27526797 -1.55713518  1.24415398
  0.88463851  0.34351619  0.95015615 -1.06316654  0.        ]",[-1.22439606 -0.77810364],"[[  4.83338258  -3.00287298  -0.18248295   0.14250782]
 [ 20.73131487  -0.02673633   0.           0.        ]]",[-0.15741844 -0.33034688],-0.214493521197
30,[ 0.32270122 -0.85915732],-1.30413,"[ 0.42910188 -0.64258235 -1.29240607  0.2760169  -1.55712437  1.24414755
  0.6724329   0.34661004  0.93999848 -1.11416399  0.        ]",[ 0.45544706 -0.8168755 ],"[[  5.20416632e+00  -3.00313228e+00  -1.82482950e-01   1.42507816e-01]
 [  1.63616204e+01  -4.41821936e-03   0.00000000e+00   0.00000000e+00]]",[-0.15741844 -0.33034688],-0.217458819264
31,[ 0.23843387 -0.88483381],-1.3005,"[ 0.79807468 -0.64259288 -0.9784235   0.27621294 -1.55711355  1.24414112
  0.74427144  0.34687946  0.94556805 -1.16208443  0.        ]",[-0.32076057 -0.17359898],"[[  5.54624148e+00  -3.00320031e+00  -1.82482950e-01   1.42507816e-01]
 [  1.78409653e+01  -2.46952746e-03   0.00000000e+00   0.00000000e+00]]",[-0.15741844 -0.33034688],-0.221962551647
32,[ 0.16358531 -0.90010321],-1.32556,"[ 1.04823256 -0.64247321 -0.54984748  0.27434367 -1.55710274  1.24413469
  0.665444    0.35358792  0.9647432  -1.20550792  0.        ]",[-0.80947649 -1.13619808],"[[  5.886775    -3.00255383  -0.18248295   0.14250782]
 [ 16.21779512   0.04591662   0.           0.        ]]",[-0.15741844 -0.33034688],-0.227567560599
33,[ 0.11693494 -0.90187436],-1.38008,"[ 1.14693206 -0.64247991 -0.13181609  0.27447828 -1.55709192  1.24412826
  0.49421011  0.34355735  0.99043573 -1.23445779  0.        ]",[-0.88982008 -1.46003252],"[[  6.17575329  -3.00260061  -0.18248295   0.14250782]
 [ 12.69178579  -0.02641644   0.           0.        ]]",[-0.15741844 -0.33034688],-0.232653161269
34,[ 0.0906972  -0.89856434],-1.40074,"[ 1.14676324 -0.64258096  0.19127725  0.27610953 -1.55708111  1.24412183
  0.31091848  0.34365996  1.01372005 -1.24946374  0.        ]",[-0.82199935 -0.86176983],"[[ 6.39172016 -3.00316515 -0.18248295  0.14250782]
 [ 8.9174788  -0.02567086  0.          0.        ]]",[-0.15741844 -0.33034688],-0.236325912935
35,[ 0.07448912 -0.89604527],-1.46043,"[ 1.11126105 -0.64262687  0.40332395  0.27686856 -1.55707029  1.2441154
  0.14429565  0.3464982   1.03056615 -1.25627799  0.        ]",[ 0.74066395 -1.75894785],"[[  6.53564473e+00  -3.00342794e+00  -1.82482950e-01   1.42507816e-01]
 [  5.48641209e+00  -5.19632279e-03   0.00000000e+00   0.00000000e+00]]",[-0.15741844 -0.33034688],-0.238650106963
36,[ 0.01766118 -0.89746577],-1.41933,"[ 1.05131735 -0.64265942  0.59951065  0.27741594 -1.55705948  1.24410897
  0.28143165  0.34576555  1.04738394 -1.26025908  0.        ]",[-0.6727819  -0.77645534],"[[ 6.67370599 -3.0036175  -0.18248295  0.14250782]
 [ 8.31030343 -0.01047443  0.          0.        ]]",[-0.15741844 -0.33034688],-0.240741685152
37,[ -5.73247671e-04  -8.93627405e-01],-1.46794,"[ 0.96733697 -0.64264687  0.78453741  0.27724468 -1.55704866  1.24410254
  0.14408272  0.34851609  1.06459342 -1.26174486  0.        ]",[ 0.93931544  0.05356311],"[[ 6.81153529 -3.00355846 -0.18248295  0.14250782]
 [ 5.48205149  0.00936759  0.          0.        ]]",[-0.15741844 -0.33034688],-0.242676367165
38,[-0.06888737 -0.89713407],-1.45346,"[ 0.8539685  -0.64222159  0.96467244  0.270552   -1.55703785  1.24409611
  0.31941958  0.37792433  1.08411425 -1.26177146  0.        ]",[ 0.20816194 -0.82391324],"[[ 6.95740169 -3.00124318 -0.18248295  0.14250782]
 [ 9.09255598  0.22145914  0.          0.        ]]",[-0.15741844 -0.33034688],-0.244746760423
39,[-0.10930043 -0.88944983],-1.43434,"[ 0.67427447 -0.64210664  1.16733414  0.26878257 -1.55702703  1.24408968
  0.35070127  0.33612348  1.10768721 -1.25560786  0.        ]",[-0.99422262 -1.080096  ],"[[ 7.14571583 -3.00063108 -0.18248295  0.14250782]
 [ 9.7367156  -0.07999264  0.          0.        ]]",[-0.15741844 -0.33034688],-0.246767482033
40,[-0.11089319 -0.87943304],-1.46313,"[ 0.50430413 -0.6423842   1.30287731  0.27316535 -1.55701622  1.24408325
  0.15017484  0.33865807  1.12433379 -1.24610746  0.        ]",[-0.34231004 -0.81472747],"[[ 7.29902088 -3.00214782 -0.18248295  0.14250782]
 [ 5.6075501  -0.06170836  0.          0.        ]]",[-0.15741844 -0.33034688],-0.247805075978
41,[-0.11382002 -0.87285638],-1.47032,"[ 0.3871694  -0.64251882  1.373663    0.27532328 -1.5570054   1.24407683
  0.07896551  0.34437919  1.13431534 -1.23878573  0.        ]",[-0.08525837 -0.20608119],"[[ 7.3964599  -3.0028946  -0.18248295  0.14250782]
 [ 4.14123807 -0.02044354  0.          0.        ]]",[-0.15741844 -0.33034688],-0.248311172767
42,[-0.12039092 -0.86852735],-1.45873,"[ 0.28840901 -0.64244412  1.42150037  0.27416881 -1.55699459  1.2440704
  0.05859094  0.35246924  1.14262352 -1.23235224  0.        ]",[-0.79019926 -0.28835176],"[[ 7.47507528 -3.00249541 -0.18248295  0.14250782]
 [ 3.72169616  0.03790536  0.          0.        ]]",[-0.15741844 -0.33034688],-0.248713918586
43,[-0.09822607 -0.86045003],-1.49956,"[ 0.23392424 -0.6423262   1.44369463  0.27233659 -1.55698378  1.24406397
 -0.09692443  0.35063024  1.14726219 -1.22865613  0.        ]",[-0.04581709 -1.65699941],"[[ 7.51737944 -3.0018617  -0.18248295  0.14250782]
 [ 0.5193918   0.02464875  0.          0.        ]]",[-0.15741844 -0.33034688],-0.248934376301
44,[-0.09543799 -0.8585887 ],-1.5011,"[ 0.22292138 -0.64239516  1.44782538  0.2734522  -1.55697296  1.24405754
 -0.1062333   0.3417856   1.14779999 -1.22780385  0.        ]",[ 0.04719061 -1.51804075],"[[ 7.525844   -3.00224789 -0.18248295  0.14250782]
 [ 0.32770386 -0.0391304   0.          0.        ]]",[-0.15741844 -0.33034688],-0.248928133574
45,[-0.09682402 -0.85803401],-1.51945,"[ 0.21201852 -0.6425305   1.45180684  0.27562306 -1.55696215  1.24405111
 -0.0974744   0.3427526   1.14798465 -1.22688726  0.        ]",[ 0.7538194  -1.77968939],"[[ 7.53420762 -3.00299913 -0.18248295  0.14250782]
 [ 0.50805809 -0.03215114  0.          0.        ]]",[-0.15741844 -0.33034688],-0.248878283378
46,[-0.12402406 -0.86074448],-1.51818,"[ 0.15946391 -0.6426197   1.46950425  0.27707026 -1.55695134  1.24404468
  0.04698049  0.34466233  1.15129658 -1.22298626  0.        ]",[ 1.23486124 -1.0769328 ],"[[ 7.57421323 -3.00349996 -0.18248295  0.14250782]
 [ 3.48259014 -0.01837315  0.          0.        ]]",[-0.15741844 -0.33034688],-0.248940307566
47,[-0.15918767 -0.85832989],-1.5009,"[ 0.01386569 -0.64266627  1.50589053  0.27784162 -1.55694053  1.24403826
  0.23591094  0.34593713  1.16044821 -1.21179484  0.        ]",[ 0.53566964 -1.13694443],"[[ 7.68289815 -3.00376699 -0.18248295  0.14250782]
 [ 7.37293721 -0.00917409  0.          0.        ]]",[-0.15741844 -0.33034688],-0.249087550223
48,[-0.17491704 -0.84888273],-1.4742,"[-0.21500413 -0.64268774  1.52775234  0.27821341 -1.55692971  1.24403183
  0.33182015  0.34661659  1.17252791 -1.1925696   0.        ]",[-1.05570856 -2.05078454],"[[  7.85017185e+00  -3.00389580e+00  -1.82482950e-01   1.42507816e-01]
 [  9.34785071e+00  -4.26835087e-03   0.00000000e+00   0.00000000e+00]]",[-0.15741844 -0.33034688],-0.24896698868
49,[-0.13187373 -0.82941598],-1.48021,"[-0.41425817 -0.64269653  1.51275835  0.27838271 -1.5569189   1.2440254
  0.13055308  0.34694339  1.18064766 -1.17420624  0.        ]",[-1.20898088 -1.54332206],"[[  7.99554731e+00  -3.00395457e+00  -1.82482950e-01   1.42507816e-01]
 [  5.20350705e+00  -1.90592370e-03   0.00000000e+00   0.00000000e+00]]",[-0.15741844 -0.33034688],-0.24849988299
