timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.398175272177,"[[ -5.65838792e-02   6.81742445e-02  -1.86562748e-01   3.32267381e-02]
 [ -8.11291207e-05  -1.15721213e-03   0.00000000e+00   0.00000000e+00]]",[-5.47440243 -2.99048638],-5.46038,"[ 0.98013992  1.7239027  -0.09835268  1.03341297 -1.61146657  0.2925588
  0.93900319  0.33828119  3.11275869 -0.2643799   0.        ]",[-0.8093403 -0.5987255],[-4.56993997 -3.59564075]
1,-0.399028710835,"[[-0.09626057  0.02843891 -0.18656275  0.03322674]
 [-3.95442481 -3.95919031  0.          0.        ]]",[-5.43631554 -2.89511323],-5.49905,"[ 0.97586917  1.72624011 -0.16052096  0.90341406 -1.61146476  0.2925587
  0.82104652 -0.20824426  3.10786088 -0.37754809  0.        ]",[-0.8093403 -0.5987255],[-5.48969092 -3.77029528]
2,-0.39892892353,"[[-0.21423972 -0.08967113 -0.18656275  0.03322674]
 [-7.83060285 -7.83888544  0.          0.        ]]",[-5.67243719 -3.15891504],-5.45145,"[ 0.95016585  1.72183177 -0.34359632  0.51693347 -1.61146295  0.2925586
  0.70542157 -0.74395267  3.04889621 -0.70877467  0.        ]",[-0.8093403 -0.5987255],[-6.21447093 -3.52267924]
3,-0.390176709959,"[[ -0.40897544  -0.28460426  -0.18656275   0.03322674]
 [-11.630407   -11.64173994   0.           0.        ]]",[-5.96871805 -3.86845732],-5.26244,"[ 0.86613114  1.67767584 -0.63443725 -0.10945701 -1.61146114  0.2925585
  0.59207489 -1.2690503   2.81403507 -1.20777811  0.        ]",[-0.8093403 -0.5987255],[-6.05305803 -4.15137441]
4,-0.361097988624,"[[ -0.67896112  -0.55483774  -0.18656275   0.03322674]
 [-15.35599293 -15.36914225   0.           0.        ]]",[-5.5549345 -4.69663  ],-4.55918,"[ 0.66974897  1.54379952 -0.99639197 -0.91535613 -1.61145933  0.2925584
  0.48094214 -1.7837281   2.25979943 -1.71224223  0.        ]",[-0.8093403 -0.5987255],[-5.75722293 -4.03274237]
5,-0.299297186538,"[[ -1.02273722  -0.89887552  -0.18656275   0.03322674]
 [-19.00989217 -19.02237824   0.           0.        ]]",[-4.10282946 -4.81117249],-3.53181,"[ 0.30717116  1.26638948 -1.35086094 -1.75333624 -1.61145752  0.2925583
  0.37194781 -2.28816253  1.36887477 -1.90899161  0.        ]",[-0.8093403 -0.5987255],[-4.2468853  -5.03975801]
6,-0.199568461105,"[[ -1.43889628  -1.31524688  -0.18656275   0.03322674]
 [-22.59468809 -22.60272252   0.           0.        ]]",[-3.05005836 -4.35464859],-2.71316,"[-0.24194359  0.81555907 -1.56738358 -2.3589885  -1.61145571  0.2925582
  0.26501481 -2.78252828  0.45028595 -1.4809634   0.        ]",[-0.8093403 -0.5987255],[-2.8904555  -3.83504331]
7,-0.0893687706785,"[[ -1.92607656  -1.80250823  -0.18656275   0.03322674]
 [-26.11218788 -26.1116556    0.           0.        ]]",[-2.11740899 -3.42037868],-2.58608,"[-0.91773404  0.22729275 -1.48288743 -2.37781894 -1.6114539   0.2925581
  0.16008923 -3.26702825  0.11422215 -0.51831385  0.        ]",[-0.8093403 -0.5987255],[-1.30813788 -3.58001536]
8,-0.122594028845,"[[ -2.48293462  -2.35925011  -0.18656275   0.03322674]
 [-29.56220833 -29.55116408   0.           0.        ]]",[-2.82466483 -2.93496871],-3.01631,"[-1.54219482 -0.35755808 -0.97135457 -1.49886041 -1.61145208  0.292558
  0.05717653 -3.74193504  0.66295748  0.20193807  0.        ]",[-0.8093403 -0.5987255],[-2.78193061 -2.36078311]
9,-0.195250087076,"[[ -3.10809553  -2.98410954  -0.18656275   0.03322674]
 [-32.94175003 -32.92389749   0.           0.        ]]",[-4.39968681 -3.18189168],-3.23077,"[-1.83629989 -0.69699254 -0.06210327  0.29654616 -1.61145027  0.2925579
 -0.04363381 -4.20761265  1.31314273 -0.0688017   0.        ]",[-0.8093403 -0.5987255],[-4.56295593 -4.0774251 ]
