timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.146425161199,"[[-0.08623308  0.03540718  0.14851701  0.11892693]
 [ 0.00494793  0.00038405  0.          0.        ]]",[ 1.69290006  0.19850746],-2.55956,"[ 1.00216479  1.82813596 -0.11561479  0.89531021  1.28314271  1.03468633
  0.98061744  0.34239548  0.16300931 -1.08212041  0.        ]",[-0.73571968 -0.55844957],[ 2.54090592  0.96357043]
1,-0.135285085621,"[[-0.04645945  0.07367991  0.14851701  0.11892693]
 [ 3.95925714  3.81418378  0.          0.        ]]",[ 1.09809172 -0.2286028 ],-2.46518,"[ 1.00585211  1.82552537 -0.05367167  1.02231014  1.28314149  1.03468556
  1.09994068  0.8607227   0.16616789 -0.97166957  0.        ]",[-0.73571968 -0.55844957],[ 1.31241132 -0.10156566]
2,-0.105848528258,"[[ 0.07163263  0.14515573  0.14851701  0.11892693]
 [ 7.8370455   3.33499557  0.          0.        ]]",[ 0.34942666 -0.49025854],-2.34877,"[ 1.00377362  1.81576903  0.13053988  1.25838459  1.28314027  1.03468479
  1.21695462  0.79559648  0.14295697 -0.68580343  0.        ]",[-0.73571968 -0.55844957],[ 0.16523569 -0.85647979]
3,-0.0718071587249,"[[ 0.23339024  0.17716471  0.14851701  0.11892693]
 [ 8.33703824 -0.12257661  0.          0.        ]]",[-0.03469877 -0.43883592],-2.19822,"[ 0.96943765  1.80934673  0.37982911  1.36338048  1.28313906  1.03468402
  1.23204114  0.32568284  0.06488052 -0.36694521  0.        ]",[-0.73571968 -0.55844957],[-0.14228232 -0.42523497]
4,-0.0441242636874,"[[ 0.39283562  0.15784618  0.14851701  0.11892693]
 [ 7.60991661 -1.80367189  0.          0.        ]]",[-0.3097665  -0.36927164],-2.11296,"[ 0.90081476  1.8133696   0.6163602   1.30007467  1.28313784  1.03468326
  1.21009867  0.09720757 -0.03919861 -0.11330229  0.        ]",[-0.73571968 -0.55844957],[-0.65775389  0.61844081]
5,-0.0250686797867,"[[ 0.51740732  0.14671073  0.14851701  0.11892693]
 [ 4.856428    0.68184358  0.          0.        ]]",[-0.51976001 -0.57761389],-2.06229,"[ 0.82427219  1.81547805  0.79090122  1.26349383  1.28313662  1.03468249
  1.12700932  0.43501033 -0.14815246  0.07530052  0.        ]",[-0.73571968 -0.55844957],[-0.36570495 -0.44570438]
6,-0.0192051316238,"[[ 0.59906392  0.14251115  0.14851701  0.11892693]
 [ 3.31436348 -1.09587724  0.          0.        ]]",[-0.47265455 -0.42483956],-2.1111,"[ 0.7637899   1.81623168  0.89898123  1.24968129  1.28313541  1.03468172
  1.08047561  0.19340263 -0.23322872  0.19348607  0.        ]",[-0.73571968 -0.55844957],[-0.43910894 -0.26343002]
7,-0.0203121748726,"[[ 0.64726886  0.11035274  0.14851701  0.11892693]
 [ 1.51213058 -2.11656299  0.          0.        ]]",[-0.32627282 -0.27311477],-2.13903,"[ 0.7244432   1.82129699  0.96007582  1.1436612   1.28313419  1.03468095
  1.02609123  0.05468254 -0.26797964  0.23931881  0.        ]",[-0.73571968 -0.55844957],[-0.58586674 -0.0247124 ]
8,-0.0198168379216,"[[ 0.65395822  0.06746928  0.14851701  0.11892693]
 [-0.83537749 -2.17160215  0.          0.        ]]",[-0.06104824 -0.14856437],-2.08996,"[ 0.71877578  1.82605312  0.96838366  1.00171338  1.28313297  1.03468019
  0.9552529   0.04720222 -0.24826665  0.21811095  0.        ]",[-0.73571968 -0.55844957],[-0.25994876 -0.54232081]
9,-0.0218182291538,"[[  6.27107180e-01   2.92731202e-03   1.48517013e-01   1.18926934e-01]
 [ -1.84636264e+00  -4.27558385e+00   0.00000000e+00   0.00000000e+00]]",[ 0.29931223  0.1704236 ],-2.00233,"[ 0.74121975  1.82888866  0.93477947  0.78738114  1.28313176  1.03467942
  0.92474511 -0.2387473  -0.17998091  0.13012173  0.        ]",[-0.73571968 -0.55844957],[-0.04310712 -0.03764501]
10,-0.0324917137031,"[[ 0.58883561 -0.08323009  0.14851701  0.11892693]
 [-1.9803505  -4.33994223  0.          0.        ]]",[ 0.50268173  0.31631896],-1.96411,"[  7.71794779e-01   1.82456453e+00   8.85747413e-01   5.01360519e-01
   1.28313054e+00   1.03467865e+00   9.20701327e-01  -2.47494084e-01
  -9.73946239e-02   9.27667683e-04   0.00000000e+00]",[-0.73571968 -0.55844957],[ 0.65963029  0.18812996]
11,-0.0413440296135,"[[ 0.57579939 -0.16170316  0.14851701  0.11892693]
 [ 0.66791511 -3.51012548  0.          0.        ]]",[ 0.31325924  0.27784064],-1.95577,"[ 0.7818223   1.81258298  0.868752    0.24257894  1.28312933  1.03467789
  1.00061386 -0.13471457 -0.05253099 -0.08806769  0.        ]",[-0.73571968 -0.55844957],[ 1.20041228 -0.35540338]
12,-0.0392648798441,"[[ 0.62872112 -0.24534303  0.14851701  0.11892693]
 [ 4.6111356  -4.84938699  0.          0.        ]]",[-0.07395318  0.36017641],-2.02507,"[ 0.73989227  1.79145662  0.93681645 -0.02957743  1.28312811  1.03467712
  1.11960238 -0.31673204 -0.06711877 -0.07709169  0.        ]",[-0.73571968 -0.55844957],[-0.4384907   0.52761122]
