timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-1.04678,"[ 1.0348258   1.18819816 -0.09818859 -0.18836816 -0.01750765  0.15429938
  0.03577316 -0.0516437   1.05054521 -0.25344513  0.        ]",[-0.77892184 -0.09874225],-0.206677889374,[-0.0532394   0.10784877],[-0.01265745  0.01401628],"[[-0.08399223 -0.06924985  0.00722119  0.02235476]
 [-0.00437011  0.00487924  0.          0.        ]]"
1,-1.13034,"[ 1.0304238   1.18773814 -0.14556742 -0.19451105 -0.01750696  0.15429316
 -0.25554095 -0.10239148  1.04434035 -0.29885096  0.        ]",[ 1.36284052  1.52949278],-0.207437052787,[-0.05356665  0.10783842],[-0.01265745  0.01401628],"[[-0.11499307 -0.07306403  0.00722119  0.02235476]
 [-3.08545612 -0.3850016   0.          0.        ]]"
2,-1.18979,"[ 1.02657429  1.18996678 -0.17820824 -0.14271171 -0.01750627  0.15428694
  0.12413234  0.41382958  1.04389238 -0.30532749  0.        ]",[ 1.03705795 -0.51300419],-0.20764141184,[-0.05252037  0.10709843],[-0.01265745  0.01401628],"[[-0.13641479 -0.04097539  0.00722119  0.02235476]
 [ 0.92991839  3.58065318  0.          0.        ]]"
3,-1.01737,"[ 1.03522154  1.19087019 -0.08945454 -0.0610682  -0.01750558  0.15428072
  0.4965127   0.13995982  1.05715254 -0.18850173  0.        ]",[-1.96000894 -0.92576741],-0.20570357316,[-0.05264823  0.10767824],[-0.01265745  0.01401628],"[[-0.07830228  0.00953049  0.00722119  0.02235476]
 [ 4.86821739  1.47695153  0.          0.        ]]"
4,-1.12779,"[ 1.0391071   1.19081242 -0.00243069 -0.07321977 -0.01750489  0.15427451
  0.11345995 -0.34084856  1.06040107 -0.11509153  0.        ]",[ 0.79219023  1.01236762],-0.204479930386,[-0.05351742  0.10837291],[-0.01265745  0.01401628],"[[ -2.15801325e-02   2.01321644e-03   7.22118721e-03   2.23547599e-02]
 [  8.17480075e-01  -2.21637548e+00   0.00000000e+00   0.00000000e+00]]"
5,-1.15315,"[ 1.03887339  1.19069872  0.0707135  -0.0799619  -0.0175042   0.15426829
  0.408118    0.18020449  1.06017898 -0.05194743  0.        ]",[-0.2624639  -0.71214822],-0.203436183975,[-0.05259711  0.10763419],[-0.01265745  0.01401628],"[[  2.60340481e-02  -2.15836295e-03   7.22118721e-03   2.23547599e-02]
 [  3.93356785e+00   1.78588317e+00   0.00000000e+00   0.00000000e+00]]"
6,-1.15053,"[ 1.03313638  1.19057296  0.17418843 -0.06851849 -0.01750351  0.15426207
  0.30266275 -0.19146467  1.0543127   0.04695654  0.        ]",[-0.64992504 -0.91665297],-0.201821161164,[-0.05318192  0.10821461],[-0.01265745  0.01401628],"[[ 0.09351859  0.0049168   0.00722119  0.02235476]
 [ 2.81859529 -1.06885458  0.          0.        ]]"
7,-1.03112,"[ 1.02849121  1.18870082  0.22004875 -0.16157046 -0.01750283  0.15425586
  0.05437141 -0.66111455  1.05378295  0.04674574  0.        ]",[-1.11508703  0.63418409],-0.201752286672,[-0.05390571  0.10886201],[-0.01265745  0.01401628],"[[ 0.12354936 -0.05265437  0.00722119  0.02235476]
 [ 0.19321755 -4.67624282  0.          0.        ]]"
8,-1.13824,"[ 1.03371044  1.18114931  0.16522809 -0.27010567 -0.01750214  0.15424965
 -0.32020585 -0.32188934  1.05750914 -0.05212709  0.        ]",[ 0.38908271  0.29500252],-0.203062989564,[-0.05388067  0.10830283],[-0.01265745  0.01401628],"[[ 0.0876746  -0.12004013  0.00722119  0.02235476]
 [-3.76750529 -2.07102099  0.          0.        ]]"
9,-1.14108,"[ 1.03844224  1.17600193  0.0744783  -0.31703813 -0.01750145  0.15424343
 -0.16762133 -0.16452869  1.05486038 -0.1555604   0.        ]",[-0.28768357 -0.86868792],-0.204576870769,[-0.05354504  0.1079955 ],[-0.01265745  0.01401628],"[[ 0.02851034 -0.14933556  0.00722119  0.02235476]
 [-2.15428835 -0.86254802  0.          0.        ]]"
10,-1.01588,"[ 1.03846942  1.16438604 -0.00858984 -0.39916387 -0.01750076  0.15423722
 -0.2710973  -0.6101064   1.04200854 -0.26717034  0.        ]",[-0.08816536  1.60554121],-0.205999867294,[-0.05412951  0.10853237],[-0.01265745  0.01401628],"[[-0.02555312 -0.20092199  0.00722119  0.02235476]
 [-3.24842748 -4.28469058  0.          0.        ]]"
11,-0.968025,"[ 1.03273174  1.15147931 -0.11263268 -0.4702842  -0.01750007  0.15423101
 -0.29814463 -0.08343513  1.01719675 -0.39108109  0.        ]",[-0.78346695  0.95006697],-0.207624137041,[-0.0534688  0.1075602],[-0.01265745  0.01401628],"[[-0.0933922  -0.24603565  0.00722119  0.02235476]
 [-3.53451477 -0.24015448  0.          0.        ]]"
12,-1.18143,"[ 1.01232154  1.16098589 -0.26632018 -0.41829287 -0.01749938  0.1542248
 -0.58480248  0.40719903  0.99040711 -0.50354203  0.        ]",[ 0.37533672 -1.60894794],-0.209981367155,[-0.05310031  0.10650913],[-0.01265745  0.01401628],"[[-0.19449201 -0.21303507  0.00722119  0.02235476]
 [-6.5653631   3.52765687  0.          0.        ]]"
