timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.929708,"[ 1.06961643  1.59698617  0.15977047 -0.54791324  1.18091731 -0.47145532
  0.40072624 -0.28927906  0.22042801  0.48720679  0.        ]",[-0.88611557  1.26665451],-0.097397542714,[-0.16207519  0.99323833],[-0.03681937 -0.05081102],"[[ 0.05556327  0.00856482  0.13396044 -0.04873223]
 [-0.0005814  -0.00091223  0.          0.        ]]"
1,-0.980351,"[ 1.07145739  1.59556451  0.1059128  -0.45691393  1.18090142 -0.47145208
  0.0864912   0.25652857  0.22110611  0.464634    0.        ]",[ 1.09643517  0.23842506],-0.0956048175037,[-0.15818949  0.98481095],[-0.03681937 -0.05081102],"[[ 0.02036594  0.04828828  0.13396044 -0.04873223]
 [-3.50747054  3.96005249  0.          0.        ]]"
2,-0.928526,"[ 1.07167093  1.58557422  0.06033281 -0.25644779  1.18088552 -0.47144884
  0.44714387  0.37559799  0.21700433  0.48988809  0.        ]",[-0.19911573  1.00146515],-0.0972325161974,[-0.15619078  0.98083401],[-0.03681937 -0.05081102],"[[-0.00940021  0.13615912  0.13396044 -0.04873223]
 [ 0.51746076  4.82415826  0.          0.        ]]"
3,-0.960087,"[ 1.0716846   1.55187237  0.0638986   0.04689098  1.18086963 -0.4714456
  0.3755144   0.90809488  0.19716064  0.60254574  0.        ]",[-0.78427445  0.62464994],-0.105394479731,[-0.1498372   0.96672833],[-0.03681937 -0.05081102],"[[ -7.07136352e-03   2.71414945e-01   1.33960440e-01  -4.87322350e-02]
 [ -2.81896459e-01   8.68854370e+00   0.00000000e+00   0.00000000e+00]]"
4,-0.903266,"[ 1.07037601  1.46438038  0.00769042  0.46690219  1.18085373 -0.47144236
  0.09793369  1.22535737  0.15637222  0.69895595  0.        ]",[-1.18260198  2.8489551 ],-0.11144057424,[-0.14158501  0.94468617],[-0.03681937 -0.05081102],"[[ -0.04379015   0.46828761   0.13396044  -0.04873223]
 [ -3.37967275  10.9910332    0.           0.        ]]"
5,-0.938453,"[ 1.05602356  1.28674021 -0.15474924  0.95339754  1.18083784 -0.47143912
 -0.2506861   1.7411346   0.09573118  0.72834704  0.        ]",[-1.18416404  1.51347881],-0.109692097922,[-0.12655781  0.90306175],[-0.03681937 -0.05081102],"[[ -0.15041854   0.72566626   0.13396044  -0.04873223]
 [ -7.27024166  14.73431008   0.           0.        ]]"
6,-0.894265,"[  9.94951265e-01   9.70706719e-01  -4.27417132e-01   1.42854820e+00
   1.18082195e+00  -4.71435885e-01  -5.92436821e-01   2.24660094e+00
  -3.66937759e-04   6.91975968e-01   0.00000000e+00]",[-0.63973376  3.14482731],-0.098593489297,[-0.10570035  0.84026259],[-0.03681937 -0.05081102],"[[ -0.33408884   1.05716326   0.13396044  -0.04873223]
 [-11.08416616  18.40307069   0.           0.        ]]"
7,-0.920163,"[ 0.84549287  0.50036768 -0.76318656  1.71051312  1.18080605 -0.47143265
 -0.79972529  2.74186167 -0.15818104  0.61892662  0.        ]",[ 1.16914766  1.6584869 ],-0.0813628673287,[-0.08056706  0.75328445],[-0.03681937 -0.05081102],"[[ -0.57898251   1.46129714   0.13396044  -0.04873223]
 [-13.39754056  21.99824882   0.           0.        ]]"
8,-0.907845,"[ 0.64620177 -0.074513   -1.0286564   1.57256738  1.18079016 -0.47142941
 -0.42134985  3.22707015 -0.41172226  0.59872336  0.        ]",[ 0.08961676  1.47668388],-0.0783265144456,[-0.06245647  0.68329048],[-0.03681937 -0.05081102],"[[ -0.80457132   1.9366071    0.13396044  -0.04873223]
 [ -9.17499637  25.52115425   0.           0.        ]]"
9,-0.897626,"[ 0.45381121 -0.6067434  -1.19932124  0.83736965  1.18077427 -0.47142617
 -0.37322099  3.70266304 -0.76786407  0.59118889  0.        ]",[-1.44675794  1.27634498],-0.103176161915,[-0.0585374   0.66121513],[-0.03681937 -0.05081102],"[[ -0.98268359   2.4816852    0.13396044  -0.04873223]
 [ -8.63791947  28.97517669   0.           0.        ]]"
