timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-1.17684,"[ 1.12029327  2.27048164  0.00435084 -0.4864539  -0.73058664 -0.22357893
 -0.17887622 -0.36041073  1.95216407  0.23428102  0.        ]",[ 0.73155859  3.88896747],-0.295057105323,[ 0.52292806  3.25050783],[-0.14618817 -0.09704921],"[[ 0.00758405  0.07180874 -0.08310142 -0.02732698]
 [-0.00383994 -0.00115707  0.          0.        ]]"
1,-1.21753,"[ 1.11940848  2.26531998  0.0479909  -0.35204095 -0.73058503 -0.22357859
 -0.06215749  0.16277097  1.9453422   0.31870225  0.        ]",[-0.77520332  3.93560661],-0.29562433471,[ 0.65850395  3.14425802],[-0.14618817 -0.09704921],"[[ 0.03652859  0.11150239 -0.08310142 -0.02732698]
 [ 2.88867177  3.95733247  0.          0.        ]]"
2,-1.18793,"[ 1.11759195  2.23694699  0.0877809   0.04353156 -0.73058342 -0.22357825
 -0.18826634  0.67590116  1.91866493  0.46612828  0.        ]",[ 1.06843947  4.33161036],-0.295543395616,[ 0.86009544  2.99035192],[-0.14618817 -0.09704921],"[[ 0.06294565  0.2296029  -0.08310142 -0.02732698]
 [-0.2365497   7.83977394  0.          0.        ]]"
3,-1.22528,"[ 1.1137069   2.14842329  0.14038326  0.67036791 -0.73058181 -0.22357791
 -0.02849576  1.17851349  1.84254917  0.68271049  0.        ]",[ 3.04011908  1.85771904],-0.292776410291,[ 1.07928789  2.75418425],[-0.14618817 -0.09704921],"[[  0.09793971   0.4245538   -0.08310142  -0.02732698]
 [  3.72285926  11.64265239   0.           0.        ]]"
4,-1.17033,"[ 1.08960469  1.94595479  0.30928052  1.44683234 -0.7305802  -0.22357757
  0.12814988  1.67117499  1.62624785  1.03122861  0.        ]",[ 2.29616006  3.4870961 ],-0.282945901397,[ 1.22447753  2.47953367],[-0.14618817 -0.09704921],"[[  0.21134367   0.69480735  -0.08310142  -0.02732698]
 [  7.60482663  15.37028162   0.           0.        ]]"
5,-1.17793,"[ 1.01046889  1.57657124  0.5824764   2.20040463 -0.73057858 -0.22357724
  0.28176945  2.15406834  1.18743222  1.36112821  0.        ]",[ 1.05616701  2.08697835],-0.258228945256,[ 1.26968133  2.23899221],[-0.14618817 -0.09704921],"[[  0.40163282   1.03887285  -0.08310142  -0.02732698]
 [ 11.41180312  19.02407605   0.           0.        ]]"
6,-1.10716,"[ 0.82418392  1.02185208  0.92628738  2.64758065 -0.73057697 -0.2235769
  0.43246203  2.62736834  0.55494272  1.42129057  0.        ]",[ 1.07584667  2.78363969],-0.210384674109,[ 1.26273417  2.00634885],[-0.14618817 -0.09704921],"[[  0.66733239   1.45528723  -0.08310142  -0.02732698]
 [ 15.14624628  22.6053979    0.           0.        ]]"
7,-0.977432,"[ 0.4775839   0.34453647  1.2676444   2.43784152 -0.73057536 -0.22357656
  0.58029637  3.09125862 -0.00331092  1.01459342  0.        ]",[ 0.15411501  2.44054606],-0.135876123379,[ 1.18150735  1.82786202],[-0.14618817 -0.09704921],"[[  1.00701091   1.94261512  -0.08310142  -0.02732698]
 [ 18.80986242  26.11568259   0.           0.        ]]"
8,-0.826361,"[-0.00597912 -0.27467238  1.47526723  1.30622764 -0.73057375 -0.22357622
  0.59013492  3.54600584 -0.06270172  0.35089055  0.        ]",[ 1.5827398   1.00931293],-0.0551308194974,[ 1.15220523  1.82015467],[-0.14618817 -0.09704921],"[[  1.38565663e+00   2.49945577e+00  -8.31014208e-02  -2.73269751e-02]
 [  1.90537067e+01   2.95569992e+01   0.00000000e+00   0.00000000e+00]]"
9,-0.719517,"[-0.57736043 -0.55636864  1.46065866 -0.67215305 -0.73057214 -0.22357589
  0.734792    3.16301828  0.40374851  0.07472883  0.        ]",[ 1.21739227  2.9500081 ],-0.0853060614473,[ 1.03548038  1.85144436],[-0.14618817 -0.09704921],"[[  1.8027096    3.12444591  -0.08310142  -0.02732698]
 [ 22.6385907   26.65949816   0.           0.        ]]"
