timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.930512,"[ 1.13267408  2.38559244  0.08066629 -0.65123561  0.75201232 -0.91954289
 -0.22743009 -0.36465028  0.71467537  0.98281647  0.        ]",[-0.94210319  3.97664263],-0.176892920239,[-1.60872078  4.05370665],[-0.17922343 -0.12092286],"[[ 0.07973909  0.02857481  0.08615998 -0.10739182]
 [ 0.00137825 -0.00407568  0.          0.        ]]"
1,-0.908114,"[ 1.13583144  2.38278235  0.02482207 -0.50756177  0.75201108 -0.9195411
 -0.34612884  0.1515105   0.71617395  0.95420575  0.        ]",[-1.36030744  3.99547103],-0.174547680984,[-1.42134595  3.93675137],[-0.17922343 -0.12092286],"[[ 0.04235838  0.06823649  0.08615998 -0.10739182]
 [-3.72703088  3.95703658  0.          0.        ]]"
2,-0.84491,"[ 1.13356585  2.36095677 -0.14496682 -0.08293906  0.75200984 -0.91953931
 -0.4697711   0.65745675  0.71452782  0.86507814  0.        ]",[-1.05130468  4.37755308],-0.166873166269,[-1.15305996  3.77098799],[-0.17922343 -0.12092286],"[[-0.07114841  0.18633403  0.08615998 -0.10739182]
 [-7.6107209   7.83976299  0.          0.        ]]"
3,-0.893796,"[ 1.08993836  2.28159166 -0.42561557  0.59487512  0.7520086  -0.91953752
 -0.59097053  1.15336512  0.69055052  0.71504011  0.        ]",[-2.26882346  2.52583496],-0.152578003135,[-0.81241691  3.53238821],[-0.17922343 -0.12092286],"[[ -0.26155892   0.38131358   0.08615998  -0.10739182]
 [-11.41768471  11.64546888   0.           0.        ]]"
4,-0.763399,"[ 0.94880548  2.08785189 -0.79182899  1.44487652  0.75200736 -0.91953573
 -0.70978245  1.63940334  0.6139503   0.51797648  0.        ]",[ 0.14444733  4.39164728],-0.130264914206,[-0.40368521  3.18774652],[-0.17922343 -0.12092286],"[[ -0.52735586   0.65164804   0.08615998  -0.10739182]
 [-15.14966192  15.3754581    0.           0.        ]]"
5,-0.775938,"[ 0.69506678  1.72209438 -1.13460278  2.28888517  0.75200612 -0.91953394
 -0.68210362  2.11556274  0.47093739  0.37430534  0.        ]",[ 0.9534624   2.20133876],-0.1048022164,[ 0.07177927  2.72303677],[-0.17922343 -0.12092286],"[[ -0.82162686   0.99582142   0.08615998  -0.10739182]
 [-14.2802896   19.02968683   0.           0.        ]]"
6,-0.73971,"[ 0.42084628  1.16019531 -1.34907439  2.82661421  0.75200487 -0.91953215
 -0.55303167  2.58219908  0.28674316  0.40626606  0.        ]",[ 0.60029361  1.0642158 ],-0.0870130195951,[ 0.5365271   2.22250509],[-0.17922343 -0.12092286],"[[ -1.06655891   1.41234568   0.08615998  -0.10739182]
 [-10.22610336  22.61091357   0.           0.        ]]"
7,-0.726962,"[ 0.19458603  0.46022688 -1.45672289  2.67750437  0.75200363 -0.91953036
 -0.47094677  3.03969535  0.04335844  0.59120905  0.        ]",[ 1.1639432   0.95459106],-0.0862163600167,[ 0.69431549  1.99496806],[-0.17922343 -0.12092286],"[[ -1.24521521   1.89979211   0.08615998  -0.10739182]
 [ -7.64779951  26.12211002   0.           0.        ]]"
8,-0.765429,"[ 0.04546416 -0.19522064 -1.5012497   1.54433228  0.75200239 -0.91952857
 -0.34005511  3.46474012 -0.31505039  0.82130801  0.        ]",[ 0.71791512  2.43052652],-0.108622597633,[ 0.5294081   2.00697947],[-0.17922343 -0.12092286],"[[ -1.35692375   2.45496497   0.08615998  -0.10739182]
 [ -3.53645027  29.38440645   0.           0.        ]]"
9,-0.884408,"[-0.01096077 -0.52199681 -1.51316372 -0.5191129   0.75200115 -0.91952678
 -0.24730167  3.11730148 -0.80808391  0.90875818  0.        ]",[ 0.95265304  1.85370875],-0.143205637194,[-0.05961803  2.10271001],[-0.17922343 -0.12092286],"[[ -1.39841703   3.07654442   0.08615998  -0.10739182]
 [ -0.62303727  26.71828893   0.           0.        ]]"
