timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-1.1764,"[ 1.07111823  1.35186554  0.21040007 -0.59977615 -0.60924836  0.77559852
  0.29438939 -0.21208202  1.53808902 -0.53221021  0.        ]",[ 1.23265252  2.1389873 ],-0.290176332505,[-0.14928888  0.48205608],[-0.01705367 -0.02839485],"[[ 0.09977292 -0.0911107  -0.0682475   0.09493401]
 [-0.00354708  0.00015326  0.          0.        ]]"
1,-1.2145,"[ 1.06453051  1.35528712  0.27033842 -0.52368409 -0.60924014  0.77558631
  0.64965789  0.32103972  1.53220911 -0.44331845  0.        ]",[-1.6022617   0.00368656],-0.285906867515,[-0.14752014  0.48116332],[-0.01705367 -0.02839485],"[[ 0.13937781 -0.05139523 -0.0682475   0.09493401]
 [ 3.9508707   3.95820803  0.          0.        ]]"
2,-1.24533,"[ 1.05604667  1.35641414  0.32835139 -0.37287162 -0.60923193  0.77557409
  0.28722503  0.31265803  1.51591341 -0.32693859  0.        ]",[-1.63901783 -0.28240271],-0.279789056547,[-0.14766733  0.48114887],[-0.01705367 -0.02839485],"[[ 0.17792086  0.02714489 -0.0682475   0.09493401]
 [-0.08313201  3.89600593  0.          0.        ]]"
3,-1.20889,"[ 1.0650193   1.35152993  0.2661202  -0.24645899 -0.60922372  0.77556188
 -0.06799948  0.15185609  1.51627763 -0.33704847  0.        ]",[-1.16591189  0.75915289],-0.280136499323,[-0.14826721  0.48125866],[-0.01705367 -0.02839485],"[[ 0.13658885  0.09308728 -0.0682475   0.09493401]
 [-4.03690843  2.70220464  0.          0.        ]]"
4,-1.21785,"[ 1.07774044  1.337724    0.08437424 -0.08722861 -0.6092155   0.77554967
 -0.41634368  0.54973288  1.52763987 -0.44809078  0.        ]",[ 1.79490667  0.62009906],-0.285421973987,[-0.14735794  0.47936368],[-0.01705367 -0.02839485],"[[ 0.01694959  0.17676903 -0.0682475   0.09493401]
 [-7.91411273  5.65611289  0.          0.        ]]"
5,-1.19898,"[ 1.0709634   1.2971636  -0.09378388  0.16714975 -0.60920729  0.77553745
 -0.04693673  0.86514844  1.52158028 -0.51547691  0.        ]",[-0.33817016  0.64250985],-0.287107629776,[-0.14562079  0.47762954],[-0.01705367 -0.02839485],"[[-0.10008055  0.31338673 -0.0682475   0.09493401]
 [-3.80256721  7.99786721  0.          0.        ]]"
6,-1.22828,"[ 1.05319804  1.20853323 -0.22759813  0.49130489 -0.60919908  0.77552524
 -0.16045409  1.1865338   1.49558377 -0.50606239  0.        ]",[-0.04386028 -0.4276088 ],-0.282915138613,[-0.14406213  0.47518307],[-0.01705367 -0.02839485],"[[ -0.18880869   0.49728537  -0.0682475    0.09493401]
 [ -5.06603675  10.38403351   0.           0.        ]]"
7,-1.20635,"[ 1.01950387  1.07998968 -0.37865492  0.79159988 -0.60919086  0.77551303
 -0.16698089  0.93075532  1.45831469 -0.51287713  0.        ]",[-0.95462714 -0.29928365],-0.27773265644,[-0.14363357  0.47410601],[-0.01705367 -0.02839485],"[[-0.29085828  0.68591505 -0.0682475   0.09493401]
 [-5.13869831  8.48525897  0.          0.        ]]"
8,-1.13899,"[ 0.95105292  0.94794225 -0.57768402  1.00793212 -0.60918265  0.77550082
 -0.49715956  0.74863438  1.42149119 -0.59292929  0.        ]",[-0.46543318  1.02082556],-0.275959276184,[-0.14307229  0.47220531],[-0.01705367 -0.02839485],"[[-0.43050288  0.84205585 -0.0682475   0.09493401]
 [-8.8135943   7.13327873  0.          0.        ]]"
9,-1.13402,"[ 0.81633898  0.77033198 -0.83161161  1.21473895 -0.60917444  0.77548861
 -0.64707586  1.26295545  1.36161708 -0.7186448   0.        ]",[ 2.78183132  1.98246277],-0.274049717638,[-0.14000899  0.46784869],[-0.01705367 -0.02839485],"[[ -0.62351641   1.02303447  -0.0682475    0.09493401]
 [-10.48222328  10.95182      0.           0.        ]]"
