timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.480897,"[ 1.39386834  2.68707334 -0.15967918 -0.56865782  1.65919023  0.65995918
 -0.20980662 -0.37120998 -0.02674052 -0.46160197  0.        ]",[-0.34639774  7.49432422],-0.0527831580358,[ 0.10671699  8.67363739],[-0.85031462 -0.21935472],"[[  9.13657780e-02   6.22142536e-02   1.92064974e-01   7.61795151e-02]
 [  7.14135640e-05  -2.01813516e-03   0.00000000e+00   0.00000000e+00]]"
1,-0.477648,"[ 1.39546825  2.68195342 -0.18047583 -0.39647733  1.65918888  0.65995898
 -0.23958678  0.12760646 -0.029476   -0.44963069  0.        ]",[ 0.8583116   7.60863203],-0.0513025675185,[ 0.28890932  8.35517788],[-0.85031462 -0.21935472],"[[ 0.07760306  0.10190748  0.19206497  0.07617952]
 [-1.37177032  3.95814012  0.          0.        ]]"
2,-0.50374,"[ 1.39469861  2.65221091 -0.17006301  0.11060069  1.65918753  0.65995877
 -0.16532153  0.61631437 -0.05515746 -0.33313809  0.        ]",[ 0.43692441  7.42609554],-0.0369516467414,[ 0.50004494  7.84229994],[-0.85031462 -0.21935472],"[[ 0.08449196  0.21999858  0.19206497  0.07617952]
 [ 2.0492961   7.838046    0.          0.        ]]"
3,-0.580539,"[ 1.38566299  2.55669118 -0.08282106  0.91538204  1.65918619  0.65995857
 -0.12870624  1.09543102 -0.14907533 -0.07593839  0.        ]",[-0.33795854  5.42520781],-0.0038196439908,[ 0.31792444  7.21538544],[-0.85031462 -0.21935472],"[[  0.14240035   0.41492387   0.19206497   0.07617952]
 [  3.73599743  11.641808     0.           0.        ]]"
4,-0.516444,"[ 1.37132234  2.33524884  0.00763276  1.91516474  1.65918484  0.65995836
 -0.1593503   1.56520388 -0.3408894   0.19936071  0.        ]",[-0.06910572  6.27643764],-0.0383560441189,[ 0.04234117  6.42555952],[-0.85031462 -0.21935472],"[[  0.20295608   0.68518026   0.19206497   0.07617952]
 [  2.32436157  15.37139401   0.           0.        ]]"
5,-0.51436,"[ 1.35803551  1.92823534  0.07161636  2.89067645  1.65918349  0.65995816
 -0.16628223  2.0256249  -0.63510438  0.39967243  0.        ]",[-1.08401843  4.90129535],-0.0826626163149,[-0.3385807   5.36839104],[-0.85031462 -0.21935472],"[[  0.24623778   1.0292835    0.19206497   0.07617952]
 [  2.00503671  19.0267444    0.           0.        ]]"
6,-0.476452,"[ 1.35803138  1.31389537  0.07163078  3.4794365   1.65918214  0.65995795
 -0.25302415  2.47703942 -0.98277806  0.43254102  0.        ]",[-0.25170046  4.75417805],-0.122641772226,[-0.4692708  4.443573 ],[-0.85031462 -0.21935472],"[[  0.2462476    1.44577705   0.19206497   0.07617952]
 [ -1.99077535  22.61060618   0.           0.        ]]"
7,-0.53774,"[  1.37299204e+00   5.60407680e-01  -1.44784295e-03   3.23063963e+00
   1.65918080e+00   6.59957750e-01  -2.73761480e-01   2.91940698e+00
  -1.32016031e+00   2.59960583e-01   0.00000000e+00]",[-0.59652254  4.4277453 ],-0.156697353938,[-0.58616602  3.97292662],[-0.85031462 -0.21935472],"[[  0.19684662   1.93322701   0.19206497   0.07617952]
 [ -2.94605338  26.12266438   0.           0.        ]]"
8,-0.704444,"[ 1.39053182 -0.13248921 -0.1242753   1.79965309  1.65917945  0.65995754
 -0.32371976  3.35300413 -1.5879894  -0.11484191  0.        ]",[-1.60657658  4.59398183],-0.187459182361,[-1.23299062  3.99346089],[-0.85031462 -0.21935472],"[[  0.11483661   2.49022004   0.19206497   0.07617952]
 [ -5.24740882  29.56512163   0.           0.        ]]"
9,-0.896294,"[ 1.39903888 -0.45386315 -0.34168531 -0.72518398  1.6591781   0.65995734
 -0.40739873  2.99264262 -1.70056693 -0.65087523  0.        ]",[-1.77253467  5.11134541],-0.214732641364,[-2.69517827  4.8014183 ],[-0.85031462 -0.21935472],"[[ -0.02878155   3.11537592   0.19206497   0.07617952]
 [ -9.10212445  26.70420738   0.           0.        ]]"
10,-0.75242,"[ 1.35718046 -0.43902669 -0.67140827 -1.44654672  1.65917676  0.65995713
 -0.48946342 -0.62288003 -1.72126256 -0.79428059  0.        ]",[-2.56631311  6.63627695],-0.223663018641,[-2.601578    5.79077816],[-0.85031462 -0.21935472],"[[ -0.24875725   3.2815641    0.19206497   0.07617952]
 [-12.88247794  -2.00003287   0.           0.        ]]"
11,-0.750212,"[ 1.20093183 -0.45230177 -1.08238243 -1.06425236  1.65917541  0.65995693
 -0.56988069 -1.01195107 -1.71320324 -0.6776265   0.        ]",[-2.68354253  4.86605309],-0.217390629664,[-2.72668719  5.69201994],[-0.85031462 -0.21935472],"[[ -0.54357565   3.19330101   0.19206497   0.07617952]
 [-16.58694342  -5.08893606   0.           0.        ]]"
