timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-1.27509,"[ 1.20626192  2.75940365 -0.16357674 -1.07972826 -0.88354956  1.55671031
 -0.28870119 -0.37421886  2.2276876  -1.67614726  0.        ]",[ 4.39919534  6.85247276],-0.364068352469,[ 2.57197237  5.60710907],[-0.2949315  -0.11837313],"[[-0.02074258 -0.04643282 -0.10198008  0.17864412]
 [-0.00306766  0.00443351  0.          0.        ]]"
1,-1.271,"[ 1.20631129  2.76107531 -0.1051566  -0.89868745 -0.88354833  1.55670614
 -0.19368469  0.12610054  2.22955027 -1.56772875  0.        ]",[ 3.29564951  6.99296503],-0.357891276799,[ 2.61209774  5.40456533],[-0.2949315  -0.11837313],"[[ 0.01887174 -0.00663263 -0.10198008  0.17864412]
 [ 3.95133735  3.9624004   0.          0.        ]]"
2,-1.32872,"[ 1.19352633  2.75114324  0.06812427 -0.36197706 -0.8835471   1.55670196
 -0.10054608  0.61651718  2.19662468 -1.24776437  0.        ]",[ 1.7931032   4.95598518],-0.337194241755,[ 2.58965707  5.14949417],[-0.2949315  -0.11837313],"[[ 0.13678985  0.11154096 -0.10198008  0.17864412]
 [ 7.82758867  7.84202919  0.          0.        ]]"
3,-1.25974,"[ 1.13061923  2.68644518  0.34696244  0.50467977 -0.88354586  1.55669778
 -0.00924201  1.09721935  2.02154663 -0.75734023  0.        ]",[ 2.3015417   5.10532933],-0.29607988944,[ 2.33910275  4.88913107],[-0.2949315  -0.11837313],"[[  0.3314662    0.30653629  -0.10198008   0.17864412]
 [ 11.62748958  11.64481597   0.           0.        ]]"
4,-1.12407,"[ 0.96179409  2.50201878  0.70145443  1.61325987 -0.88354463  1.5566936
  0.08027947  1.5683811   1.57271855 -0.24325211  0.        ]",[ 2.30728084  4.38517257],-0.227440868962,[ 1.75603247  4.62047768],[-0.2949315  -0.11837313],"[[  0.60139476   0.5768306   -0.10198008   0.17864412]
 [ 15.35320258  15.37214898   0.           0.        ]]"
5,-0.954001,"[ 0.62852499  2.1288076   1.06244786  2.7545042  -0.8835434   1.55668942
  0.16807906  2.0301633   0.81945582 -0.00321034  0.        ]",[ 0.63848837  3.7274211 ],-0.128769399025,[ 0.87951088  4.39032698],[-0.2949315  -0.11837313],"[[  0.94511655   0.92092782  -0.10198008   0.17864412]
 [ 19.00725429  19.02531653   0.           0.        ]]"
6,-0.787016,"[ 0.12130889  1.53043349  1.30500648  3.55862043 -0.88354216  1.55668524
  0.21984435  2.48278859  0.02722187 -0.34691249  0.        ]",[-1.14307167  4.37789869],-0.0413567787664,[-0.05732871  4.27081776],[-0.2949315  -0.11837313],"[[  1.34687188   1.33736209  -0.10198008   0.17864412]
 [ 21.16162928  22.60609951   0.           0.        ]]"
7,-0.919322,"[-0.40446122  0.75795277  1.32403934  3.53609542 -0.88354093  1.55668107
  0.11483101  2.92661175 -0.27959717 -1.12519883  0.        ]",[-1.33009138  3.90790679],-0.124472246621,[-0.61927348  4.60701084],[-0.2949315  -0.11837313],"[[  1.72625479   1.82471298  -0.10198008   0.17864412]
 [ 16.7911914   26.11732731   0.           0.        ]]"
8,-1.03703,"[ -7.93104685e-01  -3.15399051e-04   1.19609358e+00   2.26642403e+00
  -8.83539695e-01   1.55667689e+00   1.18674754e-02   3.36166861e+00
   2.26672981e-02  -1.71991979e+00   0.00000000e+00]",[-0.69416621  5.41426511],-0.194823244095,[-0.6585182   4.82727242],[-0.2949315  -0.11837313],"[[  2.01908834   2.38159359  -0.10198008   0.17864412]
 [ 12.50606234  29.55930874   0.           0.        ]]"
9,-1.09374,"[-1.05299394 -0.42627718  1.02446677 -0.25623145 -0.88353846  1.55667271
 -0.06004743  3.05740255  0.56881907 -1.73405869  0.        ]",[-0.65301329  2.78300642],-0.217216415001,[-0.62389755  4.76995802],[-0.2949315  -0.11837313],"[[  2.23918962   3.00663254  -0.10198008   0.17864412]
 [  9.51311297  27.15244358   0.           0.        ]]"
10,-0.784301,"[-1.21865433 -0.43762324  0.86143685 -1.1565818  -0.88353723  1.55666853
 -0.12672386 -0.37565794  0.71298957 -1.59912973  0.        ]",[-0.86456608  5.60496669],-0.212670327618,[ 0.37436241  4.57350874],[-0.2949315  -0.11837313],"[[ 2.40160759  3.20494239 -0.10198008  0.17864412]
 [ 6.73817758 -0.00681983  0.          0.        ]]"
11,-0.793616,"[-1.30664262 -0.44075393  0.74882744 -0.91406814 -0.88353599  1.55666436
 -0.21218307 -0.84020977  0.68324718 -1.63676583  0.        ]",[ 0.71188187  5.49337709],-0.21436710171,[ 0.46742576  4.62420177],[-0.2949315  -0.11837313],"[[ 2.50068554  3.15160655 -0.10198008  0.17864412]
 [ 3.18154309 -3.68193899  0.          0.        ]]"
12,-0.939121,"[-1.37801573 -0.43831391  0.6374005  -0.613286   -0.88353476  1.55666018
 -0.14597053 -0.71738356  0.65509203 -1.68379757  0.        ]",[-0.79770611  3.619522  ],-0.217267500217,[ 0.36293703  4.66026163],[-0.2949315  -0.11837313],"[[ 2.5919643   3.0854783  -0.10198008  0.17864412]
 [ 5.93715876 -2.71025706  0.          0.        ]]"
13,-0.926885,"[-1.4361308  -0.43321665  0.52669594 -0.42514341 -0.88353353  1.556656
 -0.22468295 -0.56403346  0.64352697 -1.71347531  0.        ]",[ 0.1360228   4.28334315],-0.219567817657,[ 0.27824166  4.68475914],[-0.2949315  -0.11837313],"[[ 2.67783989  3.04400751 -0.10198008  0.17864412]
 [ 2.6613155  -1.49709634  0.          0.        ]]"
14,-0.872196,"[-1.47025691 -0.42947909  0.44898654 -0.32751247 -0.88353229  1.55665182
 -0.21300744 -0.46774615  0.64065958 -1.72914317  0.        ]",[-0.13821964  5.65426285],-0.22099938069,[ 0.21927361  4.69459867],[-0.2949315  -0.11837313],"[[ 2.73594144  3.02242554 -0.10198008  0.17864412]
 [ 3.14721652 -0.7353634   0.          0.        ]]"
