timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.464901,"[ 1.4109753   2.69238473 -0.22968875 -1.08291946  1.24756009  0.48650689
 -0.20782671 -0.37084499  0.35228905 -0.46809768  0.        ]",[ 0.36131345  9.73718951],-0.0831757841931,[ 0.21359742  9.00788975],[-0.88046372 -0.21989919],"[[ 0.0525244  -0.05547337  0.14427015  0.0560722 ]
 [-0.0005394   0.00158818  0.          0.        ]]"
1,-0.552506,"[ 1.40979805  2.69460708 -0.20792956 -0.90948583  1.24755944  0.48650677
 -0.17680582  0.1275837   0.35053529 -0.40685965  0.        ]",[ 0.64320499  7.89215322],-0.0786678816129,[ 0.45036098  8.72052956],[-0.88046372 -0.21989919],"[[ 0.06683899 -0.01571966  0.14427015  0.0560722 ]
 [ 1.42724931  3.9605907   0.          0.        ]]"
2,-0.553711,"[ 1.40286367  2.68654755 -0.12640942 -0.3944871   1.24755878  0.48650664
 -0.12216962  0.61609122  0.32686183 -0.20694139  0.        ]",[ 0.66704954  8.29661778],-0.0653246418803,[ 0.73276597  8.30389977],[-0.88046372 -0.21989919],"[[ 0.1206148   0.10242344  0.14427015  0.0560722 ]
 [ 3.94197388  7.84079003  0.          0.        ]]"
3,-0.566066,"[ 1.37810252  2.62569174  0.03030815  0.43845556  1.24755813  0.48650652
 -0.06655974  1.09492324  0.22130047  0.13251853  0.        ]",[ 0.89073251  8.95274713],-0.0529364090919,[ 0.93478662  7.69627571],[-0.88046372 -0.21989919],"[[  0.22513421   0.2973995    0.14427015   0.0560722 ]
 [  6.50151386  11.6441393    0.           0.        ]]"
4,-0.560461,"[ 1.30981828  2.44788709  0.26821493  1.50651498  1.24755747  0.4865064
  0.00719199  1.56422824 -0.06206128  0.55324219  0.        ]",[ 0.10089403  7.91424567],-0.0727210422206,[ 0.50693041  7.00719976],[-0.88046372 -0.21989919],"[[  0.38922105   0.56768345   0.14427015   0.0560722 ]
 [  9.89606407  15.37182082   0.           0.        ]]"
5,-0.592788,"[ 1.18056152  2.08455082  0.53655774  2.61070134  1.24755682  0.48650627
  0.01162573  2.0243691  -0.56164758  0.86430824  0.        ]",[-0.17084117  5.9055991 ],-0.121607039726,[-0.13024777  6.12001228],[-0.88046372 -0.21989919],"[[  0.58918726   0.91179086   0.14427015   0.0560722 ]
 [ 10.10013446  19.02672102   0.           0.        ]]"
6,-0.542069,"[ 1.01221235  1.49869992  0.76393244  3.39710841  1.24755617  0.48650615
 -0.00735293  2.47542721 -1.14847651  0.86060385  0.        ]",[-0.06058902  6.44276016],-0.169428678093,[ 0.01991915  5.27482414],[-0.88046372 -0.21989919],"[[  0.78242304   1.32827253   0.14427015   0.0560722 ]
 [  9.22660934  22.6094914    0.           0.        ]]"
7,-0.641427,"[ 0.82214841  0.73901258  0.94022275  3.39459643  1.24755551  0.48650603
 -0.01644612  2.91753385 -1.60968532  0.49751674  0.        ]",[-0.03135664  4.60940318],-0.200808229379,[ 0.07848927  4.65353298],[-0.88046372 -0.21989919],"[[  0.96275396   1.81569631   0.14427015   0.0560722 ]
 [  8.80807987  26.12118074   0.           0.        ]]"
8,-0.779013,"[ 0.61546845 -0.01056691  1.07144691  2.19493514  1.24755486  0.4865059
 -0.02283428  3.35088632 -1.72368008 -0.0834595   0.        ]",[-0.38328085  4.83994623],-0.204876239403,[-0.60698146  4.88159037],[-0.88046372 -0.21989919],"[[  1.13596606   2.37265633   0.14427015   0.0560722 ]
 [  8.51405382  29.56336267   0.           0.        ]]"
9,-0.927735,"[ 0.41771714 -0.43719211  1.15324656 -0.21516536  1.2475542   0.48650578
 -0.05940418  3.77566867 -1.39402096 -0.54338921  0.        ]",[-1.77252892  5.99473892],-0.172712876207,[-1.85254526  5.52903366],[-0.88046372 -0.21989919],"[[  1.28936454   2.99777732   0.14427015   0.0560722 ]
 [  6.83086262  32.93750636   0.           0.        ]]"
10,-0.624547,"[ 0.28973384 -0.43719473  1.18691386 -1.46650323  1.24755355  0.48650566
 -0.14839534 -0.37046111 -1.13870643 -0.60611256  0.        ]",[-0.3107256   7.24900444],-0.145378208454,[-0.65475768  6.80249166],[-0.88046372 -0.21989919],"[[ 1.38488427  3.28539591  0.14427015  0.0560722 ]
 [ 2.73489558  0.00467144  0.          0.        ]]"
11,-0.562782,"[ 0.2329167  -0.44967315  1.1973701  -1.14280081  1.2475529   0.48650553
 -0.17630564 -1.02018251 -1.20858297 -0.59840421  0.        ]",[ 0.47207867  7.90642545],-0.153082446184,[-0.35042515  7.00943708],[-0.88046372 -0.21989919],"[[ 1.42669218  3.21080977  0.14427015  0.0560722 ]
 [ 1.45027584 -5.15608781  0.          0.        ]]"
12,-0.66029,"[ 0.16798932 -0.45301084  1.20604898 -0.73864514  1.24755224  0.48650541
 -0.13631891 -0.84911565 -1.28541835 -0.58946351  0.        ]",[ 0.11085518  5.50771081],-0.161705088853,[-0.06382985  6.82245874],[-0.88046372 -0.21989919],"[[ 1.47416343  3.11817761  0.14427015  0.0560722 ]
 [ 3.29072979 -3.79730118  0.          0.        ]]"
13,-0.618646,"[ 0.07234333 -0.44821418  1.21259489 -0.48534145  1.24755159  0.48650529
 -0.12819667 -0.63516783 -1.32965684 -0.58701433  0.        ]",[-0.70572658  7.24777121],-0.166870233334,[-0.07494389  6.75619507],[-0.88046372 -0.21989919],"[[ 1.54372891  3.06006845  0.14427015  0.0560722 ]
 [ 3.66456791 -2.09790902  0.          0.        ]]"
14,-0.59988,"[ 0.0109962  -0.44362022  1.21291993 -0.35392327  1.24755093  0.48650516
 -0.19047974 -0.50079351 -1.35188303 -0.58815627  0.        ]",[-0.58588708  7.92628563],-0.169590325765,[-0.14739582  6.7659955 ],[-0.88046372 -0.21989919],"[[ 1.58825795  3.02982389  0.14427015  0.0560722 ]
 [ 0.79788633 -1.03057107  0.          0.        ]]"
15,-0.639158,"[ 0.02129407 -0.4409295   1.21307552 -0.29149519  1.24755028  0.48650504
 -0.24122141 -0.43081919 -1.36447438 -0.585973    0.        ]",[-0.66627824  6.93790874],-0.171003486832,[-0.15753767  6.74073267],[-0.88046372 -0.21989919],"[[ 1.58078318  3.01542238  0.14427015  0.0560722 ]
 [-1.53758302 -0.47476408  0.          0.        ]]"
16,-0.669572,"[ 0.09968715 -0.43960704  1.21147445 -0.26331693  1.24754963  0.48650492
 -0.29787419 -0.39749049 -1.37372216 -0.57830853  0.        ]",[ 0.48040953  5.74059901],-0.171769348357,[-0.11451579  6.67115831],[-0.88046372 -0.21989919],"[[ 1.52386925  3.00891351  0.14427015  0.0560722 ]
 [-4.14512141 -0.21003418  0.          0.        ]]"
17,-0.616686,"[ 0.18620149 -0.4390087   1.20395969 -0.25101863  1.24754897  0.48650479
 -0.25476547 -0.38242421 -1.37983353 -0.56971942  0.        ]",[-0.85545704  7.9349177 ],-0.172124329796,[-0.06448977  6.5480237 ],[-0.88046372 -0.21989919],"[[ 1.46087441  3.00607099  0.14427015  0.0560722 ]
 [-2.16097613 -0.090363    0.          0.        ]]"
18,-0.653472,"[ 0.29079406 -0.43874975  1.18668816 -0.24577756  1.24754832  0.48650467
 -0.32742384 -0.37584446 -1.38473721 -0.55915279  0.        ]",[ 0.08472732  6.33545615],-0.172255826538,[-0.02661078  6.46594906],[-0.88046372 -0.21989919],"[[ 1.38410124  3.00485929  0.14427015  0.0560722 ]
 [-5.50519637 -0.03810065  0.          0.        ]]"
