timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-0.991386,"[ 1.30436586  2.64635173 -0.10461579 -0.96870251 -1.38614571 -0.12546047
 -0.2222464  -0.3700255   2.66815223  0.17124739  0.        ]",[ 2.37686342  7.89375273],-0.370255630962,[ 1.94871593  8.07759762],[-0.66078722 -0.21644582],"[[ 0.07606248 -0.0338576  -0.15964245 -0.01495752]
 [ 0.00016345  0.0008978   0.          0.        ]]"
1,-1.04968,"[ 1.29910407  2.64720947 -0.04600009 -0.8003641  -1.38614442 -0.12546043
 -0.13516838  0.1306182   2.65977578  0.27634995  0.        ]",[ 2.44940964  6.93702216],-0.37031147693,[ 2.3120892   7.94001627],[-0.66078722 -0.21644582],"[[ 0.11574077  0.00587258 -0.15964245 -0.01495752]
 [ 3.95450452  3.95893414  0.          0.        ]]"
2,-1.11504,"[ 1.27071889  2.63529237  0.12633972 -0.30121252 -1.38614312 -0.12546039
 -0.04981117  0.62135272  2.59703098  0.58200462  0.        ]",[ 1.97211555  7.16675488],-0.368028090613,[ 2.59896779  7.71859217],[-0.66078722 -0.21644582],"[[ 0.23372165  0.12397752 -0.15964245 -0.01495752]
 [ 7.83070064  7.83863017  0.          0.        ]]"
3,-1.13925,"[ 1.18319843  2.5688058   0.39923892  0.50339278 -1.38614182 -0.12546034
  0.03386506  1.10236688  2.3776142   1.03609586  0.        ]",[ 2.65802701  7.76721981],-0.356348078834,[ 2.74570918  7.33234978],[-0.66078722 -0.21644582],"[[  0.42845981   0.31890551  -0.15964245  -0.01495752]
 [ 11.63056134  11.64148128   0.           0.        ]]"
4,-1.05451,"[ 0.98412346  2.38503651  0.73698229  1.52940229 -1.38614053 -0.1254603
  0.11590801  1.57383566  1.8854326   1.48158624  0.        ]",[ 3.33021856  6.94737469],-0.324733596077,[ 2.69976926  6.6687727 ],[-0.66078722 -0.21644582],"[[  6.98449549e-01   5.89133746e-01  -1.59642453e-01  -1.49575193e-02]
 [  1.53562525e+01   1.53688756e+01   0.00000000e+00   0.00000000e+00]]"
5,-0.892341,"[ 0.62195889  2.01779208  1.06424739  2.57979118 -1.38613923 -0.12546026
  0.19637325  2.03592137  1.11873501  1.62745654  0.        ]",[ 3.37691408  5.90111824],-0.262281338608,[ 2.35822368  6.04150057],[-0.66078722 -0.21644582],"[[  1.04223225e+00   9.33166096e-01  -1.59642453e-01  -1.49575193e-02]
 [  1.90102973e+01   1.90221029e+01   0.00000000e+00   0.00000000e+00]]"
6,-0.657216,"[ 0.07896755  1.43328062  1.25742607  3.30914064 -1.38613793 -0.12546022
  0.27531675  2.48878567  0.35470093  1.19470254  0.        ]",[ 1.93512877  5.23775232],-0.164577721908,[ 1.84900045  5.60800362],[-0.66078722 -0.21644582],"[[  1.45840092e+00   1.34953194e+00  -1.59642453e-01  -1.49575193e-02]
 [  2.25952383e+01   2.26024490e+01   0.00000000e+00   0.00000000e+00]]"
7,-0.462584,"[-0.58325695  0.68313608  1.1637605   3.26341016 -1.38613664 -0.12546018
  0.35277653  2.93261714  0.1092807   0.29639582  0.        ]",[ 1.35190398  5.17937028],-0.0547775012919,[ 1.38378     5.28619671],[-0.66078722 -0.21644582],"[[  1.94559306e+00   1.83678807e+00  -1.59642453e-01  -1.49575193e-02]
 [  2.61128016e+01   2.61114143e+01   0.00000000e+00   0.00000000e+00]]"
8,-0.532082,"[-1.18772387 -0.04804875  0.66791472  2.05732047 -1.38613534 -0.12546014
  0.42874629  3.36766854  0.60365307 -0.33352557  0.        ]",[ 2.12032779  5.91725959],-0.104965348216,[ 2.03233099  5.19903374],[-0.66078722 -0.21644582],"[[  2.50246257e+00   2.39352587e+00  -1.59642453e-01  -1.49575193e-02]
 [  2.95627019e+01   2.95510073e+01   0.00000000e+00   0.00000000e+00]]"
9,-0.48915,"[-1.4609076  -0.45150312 -0.19667931 -0.30444934 -1.38613405 -0.1254601
  0.50315299  3.05707792  1.13284622 -0.04388329  0.        ]",[ 2.301149    5.20520553],-0.16862361537,[ 2.48171067  4.89397812],[-0.66078722 -0.21644582],"[[  3.12763011e+00   3.01838350e+00  -1.59642453e-01  -1.49575193e-02]
 [  3.29416222e+01   2.70955701e+01   0.00000000e+00   0.00000000e+00]]"
