timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.10217643947,[-0.08607264 -0.15363155],[-0.20947705 -1.49948311],-1.09143,"[ 1.07275016  1.90856636  0.17326512  0.77684128  0.93279189  0.05032344
  0.3281172   0.31844346  0.47829157  0.20359149  0.        ]","[[ 0.07613901  0.06818061  0.10781887  0.00640033]
 [-0.00133326  0.00391262  0.          0.        ]]",[ 0.00430847 -2.79125511]
1,-0.102083501463,[-0.08607264 -0.15363155],[-0.18757169 -1.46327496],-1.11776,"[ 1.07272759  1.91103643  0.17350794  0.67042417  0.93278764  0.05032332
  0.32962199 -0.21925498  0.4820867   0.17035417  0.        ]","[[ 0.07629905  0.02853017  0.10781887  0.00640033]
 [ 0.01727088 -3.95575938  0.          0.        ]]",[ 0.12150658 -0.44868578]
2,-0.101891100666,[-0.08607264 -0.15363155],[-0.18464105 -1.4506278 ],-1.10744,"[ 1.07215542  1.90857197  0.18136615  0.41218528  0.93278338  0.05032319
  0.36854821 -0.44989745  0.48598376  0.09699796  0.        ]","[[ 0.08147032 -0.06762644  0.10781887  0.00640033]
 [ 0.49825064 -5.65424054  0.          0.        ]]",[-0.29881249 -2.02892913]
3,-0.101730716413,[-0.08607264 -0.15363155],[-0.14547023 -1.39769149],-1.06042,"[ 1.07237101  1.88038047  0.17835829  0.00915979  0.93277913  0.05032307
  0.27219757 -0.97231915  0.47859968 -0.03501166  0.        ]","[[  7.94910901e-02  -2.19311303e-01   1.07818872e-01   6.40033162e-03]
 [ -6.92233790e-01  -9.50142642e+00   0.00000000e+00   0.00000000e+00]]",[-1.295459    0.17475362]
4,-0.104273713808,[-0.08607264 -0.15363155],[-0.06475662 -1.38305855],-0.974971,"[ 1.07628239  1.8086188   0.09707156 -0.45388017  0.93277487  0.05032295
 -0.04690538 -0.85260458  0.4344129  -0.26910716  0.        ]","[[  2.60877591e-02  -4.00494777e-01   1.07818872e-01   6.40033162e-03]
 [ -4.63501174e+00  -8.61986602e+00   0.00000000e+00   0.00000000e+00]]",[-0.74582306 -1.13843869]
5,-0.115363614844,[-0.08607264 -0.15363155],[ 0.07634077 -1.27975082],-0.913849,"[ 1.0704432   1.67633163 -0.08773058 -0.94758263  0.93277062  0.05032283
 -0.27821389 -1.36696015  0.29966749 -0.60421209  0.        ]","[[ -9.52863365e-02  -6.10896566e-01   1.07818872e-01   6.40033162e-03]
 [ -7.49301862e+00  -1.24076858e+01   0.00000000e+00   0.00000000e+00]]",[-0.55425203 -0.8213174 ]
6,-0.137328506927,[-0.08607264 -0.15363155],[ 0.15318671 -1.18274271],-0.98209,"[  1.02797309e+00   1.43045329e+00  -3.42928339e-01  -1.49298299e+00
   9.32766366e-01   5.03227028e-02  -4.43712219e-01  -1.77507721e+00
   1.30918359e-03  -9.60264588e-01   0.00000000e+00]","[[ -2.65661422e-01  -8.89205970e-01   1.07818872e-01   6.40033162e-03]
 [ -9.53789157e+00  -1.54132261e+01   0.00000000e+00   0.00000000e+00]]",[ 1.18076825  0.09081371]
7,-0.157929157852,[-0.08607264 -0.15363155],[ 0.15393923 -1.09297013],-0.923153,"[ 0.95881567  1.09354773 -0.55711383 -1.90167278  0.93276211  0.05032258
 -0.10835665 -1.68492407 -0.37431327 -1.14118692  0.        ]","[[ -4.14846977e-01  -1.19081065e+00   1.07818872e-01   6.40033162e-03]
 [ -5.39433147e+00  -1.47494436e+01   0.00000000e+00   0.00000000e+00]]",[-1.67305537 -0.92406276]
8,-0.173581836578,[-0.08607264 -0.15363155],[ 0.13760622 -0.95026267],-1.01572,"[ 0.86336318  0.67788023 -0.75422569 -2.08979402  0.93275786  0.05032246
 -0.42010796 -2.14194989 -0.77448835 -1.13335719  0.        ]","[[ -5.61377509e-01  -1.51956989e+00   1.07818872e-01   6.40033162e-03]
 [ -9.24625265e+00  -1.81152676e+01   0.00000000e+00   0.00000000e+00]]",[ 0.27142832 -1.11192878]
9,-0.180873070429,[-0.08607264 -0.15363155],[ 0.0955387  -0.77245998],-0.964825,"[ 0.7190099   0.16889684 -0.96349623 -1.93294788  0.9327536   0.05032233
 -0.31856688 -2.63085812 -1.15347736 -0.89711333  0.        ]","[[ -7.33713814e-01  -1.91800327e+00   1.07818872e-01   6.40033162e-03]
 [ -7.99165444e+00  -2.17160694e+01   0.00000000e+00   0.00000000e+00]]",[-0.84752962  0.78562633]
10,-0.174206583099,[-0.08607264 -0.15363155],[ 0.05388629 -0.75763756],-0.950457,"[ 0.52245344 -0.27112014 -1.1607239  -1.3796224   0.93274935  0.05032221
 -0.57754165 -2.14996833 -1.34047754 -0.51073822  0.        ]","[[ -9.25653096e-01  -2.31679435e+00   1.07818872e-01   6.40033162e-03]
 [ -1.11914792e+01  -1.81748574e+01   0.00000000e+00   0.00000000e+00]]",[ 1.83891828 -1.47842485]
11,-0.150848714631,[-0.08607264 -0.15363155],[ 0.01799368 -0.67838842],-0.840917,"[ 0.30770268 -0.57309111 -1.30644786 -0.51459111  0.9327451   0.05032209
 -0.23934992 -2.63869206 -1.27964984 -0.13336638  0.        ]","[[ -1.10755981e+00  -2.71640659e+00   1.07818872e-01   6.40033162e-03]
 [ -7.01291500e+00  -2.17743873e+01   0.00000000e+00   0.00000000e+00]]",[ 0.35311424 -0.83593147]
12,-0.120771755007,[-0.08607264 -0.15363155],[-0.01110675 -0.78718621],-0.750549,"[ 0.14799391 -0.68835094 -1.38064635  0.51913099  0.93274084  0.05032196
 -0.11496676 -0.89991967 -1.08402602  0.06498495  0.        ]","[[ -1.23240528e+00  -3.11379816e+00   1.07818872e-01   6.40033162e-03]
 [ -5.47608973e+00  -8.96923074e+00   0.00000000e+00   0.00000000e+00]]",[ 1.15753972 -0.63650822]
13,-0.109080693991,[-0.08607264 -0.15363155],[-0.03619906 -0.86204147],-0.685007,"[ 0.05687728 -0.68880432 -1.41198447  0.61648944  0.93273659  0.05032184
  0.21429376  0.5929241  -1.00116075  0.09989862  0.        ]","[[-1.30110791 -3.15003441  0.10781887  0.00640033]
 [-1.40788103  2.02482353  0.          0.        ]]",[-1.64449483 -2.192946  ]
