timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.226987400255,[-0.77573699 -0.29448092],[ 2.32895112  1.4519459 ],-2.90421,"[ 1.21104885  2.37483248 -0.06073807  0.43987173  0.57333075  1.51874503
 -1.47285502  0.21991263  0.87336991 -1.52202364  0.        ]","[[-0.01401363  0.02694922  0.06581293  0.17534655]
 [-0.00034799 -0.00279661  0.          0.        ]]",[ 2.44466392  1.66975591]
1,-0.217029169865,[-0.77573699 -0.29448092],[ 2.12119389  1.70922267],-2.82819,"[  1.21072848e+00   2.37212230e+00  -2.29838780e-03   5.54900062e-01
   5.73330441e-01   1.51874302e+00  -1.36581679e+00   6.94119464e-01
   8.69839927e-01  -1.41324922e+00   0.00000000e+00]","[[ 0.02565456  0.06660624  0.06581293  0.17534655]
 [ 3.95400886  3.95531199  0.          0.        ]]",[ 1.54558416  3.77194382]
2,-0.18605392124,[-0.77573699 -0.29448092],[ 1.92659283  1.68501794],-2.77451,"[ 1.19694761  2.35056393  0.17079026  0.89476392  0.57333014  1.51874101
 -1.26089313  1.15893938  0.82290034 -1.09499543  0.        ]","[[ 0.14362595  0.18463941  0.06581293  0.17534655]
 [ 7.83025659  7.83507478  0.          0.        ]]",[ 2.76135758  0.87258711]
3,-0.131972587286,[-0.77573699 -0.29448092],[ 1.69494152  1.4928652 ],-2.45721,"[ 1.13279628  2.27431236  0.44896473  1.42373112  0.57332983  1.518739
 -1.15802946  1.55410798  0.63558516 -0.61989459  0.        ]","[[  0.33835813   0.37443506   0.06581293   0.17534655]
 [ 11.63040907  11.1334818    0.           0.        ]]",[ 1.09676849  0.97127947]
4,-0.0536741613678,[-0.77573699 -0.29448092],[ 1.53115678  1.30559075],-2.06668,"[ 0.96315693  2.09242541  0.8019348   2.08057955  0.57332953  1.51873698
 -1.05717782  1.98824835  0.19601252 -0.13815725  0.        ]","[[  0.60834623   0.63346304   0.06581293   0.17534655]
 [ 15.3562365   14.75719533   0.           0.        ]]",[ 2.2603058   1.57039972]
5,-0.0461956550377,[-0.77573699 -0.29448092],[ 1.67973566  1.24314249],-1.70341,"[ 0.63047229  1.74700707  1.16016204  2.74942968  0.57332922  1.51873497
 -0.95826842  2.42737061 -0.5151053   0.06501154  0.        ]","[[  0.95212911   0.96538314   0.06581293   0.17534655]
 [ 19.01031622  18.42251899   0.           0.        ]]",[ 1.09487178  1.0486507 ]
6,-0.150798682266,[-0.77573699 -0.29448092],[ 2.06061459  1.3570534 ],-1.60914,"[ 0.10674683  1.20816202  1.40313549  3.20712391  0.57332891  1.51873296
 -0.86123284  2.85772936 -1.26063094 -0.3107494   0.        ]","[[  1.36829757   1.36987637   0.06581293   0.17534655]
 [ 22.59517459  22.01473402   0.           0.        ]]",[ 1.98230516  0.46952885]
7,-0.232174270341,[-0.77573699 -0.29448092],[ 2.3880043   1.54420173],-1.9531,"[-0.55957563  0.55127264  1.37393442  3.17262863  0.57332861  1.51873095
 -0.76602726  3.02785999 -1.56473177 -1.18246911  0.        ]","[[  1.85548739   1.82442053   0.06581293   0.17534655]
 [ 26.11242892  23.43489095   0.           0.        ]]",[ 3.17962433  1.4810919 ]
8,-0.258196967665,[-0.77573699 -0.29448092],[ 2.53633428  1.47842491],-2.04851,"[-1.20216364 -0.0846315   0.94160534  2.47173453  0.5733283   1.51872894
 -0.67266998  3.44626055 -1.19040222 -1.89406686  0.        ]","[[  2.41233913   2.32815887   0.06581293   0.17534655]
 [ 29.56140282  26.92737541   0.           0.        ]]",[ 2.56455292  2.93909081]
9,-0.211339884771,[-0.77573699 -0.29448092],[ 2.40441394  0.74911296],-1.95637,"[-1.54627758 -0.4990534   0.11301772  1.05336817  0.573328    1.51872692
 -0.58119391  3.85650069 -0.63643784 -1.75200663  0.        ]","[[  3.03748069   2.90106183   0.06581293   0.17534655]
 [ 32.94087961  30.35181705   0.           0.        ]]",[ 1.58981323  0.23180035]
10,-0.175590475777,[-0.77573699 -0.29448092],[ 1.77428997 -0.00521189],-2.3498,"[-1.32166793 -0.53957887 -0.8572089   0.23200105  0.57332769  1.51872491
 -0.49169456  0.42945121 -0.63242042 -1.42980886  0.        ]","[[  3.72947529   3.18623752   0.06581293   0.17534655]
 [ 36.24733      1.74639091   0.           0.        ]]",[ 1.03358645  0.54993845]
11,-0.177580569903,[-0.77573699 -0.29448092],[ 1.81291461 -0.16373527],-2.26057,"[-0.48032682 -0.5409771  -1.476147    0.33650803  0.57332739  1.5187229
 -0.4039528  -0.18345423 -0.65924279 -1.43609724  0.        ]","[[  4.48694415   3.15023445   0.06581293   0.17534655]
 [ 39.48884943  -3.36950222   0.           0.        ]]",[ 0.86175293 -0.05486689]
12,-0.176158413111,[-0.77573699 -0.29448092],[ 2.03394246 -0.30259749],-1.53461,"[ 0.59869359 -0.53829283 -1.26375602  0.53948816  0.57332708  1.51872089
 -0.33275936 -0.20764857 -0.66525456 -1.42016798  0.        ]","[[  5.30311051   3.08029711   0.06581293   0.17534655]
 [ 42.11900915  -3.57145182   0.           0.        ]]",[ 1.61117368 -1.66512837]
13,-0.171664454856,[-0.77573699 -0.29448092],[ 2.07270885 -0.20095304],-1.28808,"[ 1.2033737  -0.51957723 -0.19647192  0.85789853  0.57332678  1.51871888
 -0.24816923 -0.67364653 -0.71277607 -1.35412081  0.        ]","[[  6.17684634   2.96984359   0.06581293   0.17534655]
 [ 45.24409556  -7.46111483   0.           0.        ]]",[ 1.34398931  0.06694213]
14,-0.18180691964,[-0.77573699 -0.29448092],[ 2.0486505   0.12850749],-1.68733,"[ 0.76244595 -0.46844503  1.04640421  1.26638573  0.57332647  1.51871686
 -0.16526112 -0.62445683 -0.87402303 -1.35213602  0.        ]","[[  7.11246054   2.82474358   0.06581293   0.17534655]
 [ 48.30704201  -7.05053412   0.           0.        ]]",[ 3.06431137  0.16569746]
15,-0.217710985263,[-0.77573699 -0.29448092],[ 1.83092308  0.66369736],-2.05076,"[-0.51966484 -0.39591907  1.38569234  1.62447471  0.57332617  1.51871485
 -0.08400494 -0.52960523 -1.00749279 -1.61778952  0.        ]","[[  8.1087212    2.69167957   0.06581293   0.17534655]
 [ 51.30895989  -6.25881561   0.           0.        ]]",[ 2.25560596  1.9711659 ]
16,-0.24354873112,[-0.77573699 -0.29448092],[ 1.71273327  1.03902519],-2.42576,"[-1.50717146 -0.33789034  0.33917374  1.84006482  0.57332586  1.51871284
 -0.0043538  -0.04107067 -0.80974068 -1.97492949  0.        ]","[[  9.16442375   2.60741947   0.06581293   0.17534655]
 [ 54.25158117  -2.18104723   0.           0.        ]]",[ 2.24886578  1.36094246]
17,-0.218213829676,[-0.77573699 -0.29448092],[ 1.78370023  0.8964808 ],-2.33013,"[-1.07992789 -0.33526329 -1.15049903  1.84886973  0.57332556  1.51871083
  0.07374186  0.43765142 -0.38157048 -1.87574893  0.        ]","[[ 10.27840143   2.60389162   0.06581293   0.17534655]
 [ 57.13673713   1.81481724   0.           0.        ]]",[ 1.99232207  1.29234611]
18,-0.156645497681,[-0.77573699 -0.29448092],[ 2.0789156   0.17715627],-0.843479,"[ 0.43494589 -0.38808679 -1.36421527  1.65626435  0.57332525  1.51870882
  0.15031938  0.90686634 -0.33815491 -1.349458    0.        ]","[[ 11.44951945   2.67948308   0.06581293   0.17534655]
 [ 59.96580698   5.73132857   0.           0.        ]]",[ 2.20055185  0.07960525]
19,-0.156921729684,[-0.77573699 -0.29448092],[ 2.41847873 -0.25613332],-0.863953,"[ 1.20278361 -0.45484831  0.12207257  1.34511694  0.57332495  1.5187068
  0.22538927  0.93027734 -0.72185581 -1.20765169  0.        ]","[[ 12.67666205   2.79606831   0.06581293   0.17534655]
 [ 62.73917937   5.92674436   0.           0.        ]]",[ 1.77645993 -0.42129925]
20,-0.200260338585,[-0.77573699 -0.29448092],[ 2.24321842 -0.0984394 ],-1.89339,"[ 0.07410486 -0.4974999   1.40984226  1.06583022  0.57332464  1.51870479
  0.29896072  0.71576403 -0.86752559 -1.53826704  0.        ]","[[ 13.95871726   2.8966361    0.06581293   0.17534655]
 [ 65.45719402   4.1362199    0.           0.        ]]",[ 2.68362931  0.33035958]
21,-0.204328823285,[-0.77573699 -0.29448092],[ 1.87603402  0.19065225],-2.37112,"[-1.43731785 -0.52466255  0.55174274  0.79545666  0.57332434  1.51870278
  0.37107184  0.86222357 -0.65584502 -1.68158347  0.        ]","[[  1.52945907e+01   2.99162364e+00   6.58129318e-02   1.75346554e-01]
 [  6.81212591e+01   5.35871256e+00   0.00000000e+00   0.00000000e+00]]",[ 2.82876081 -0.42985964]
22,-0.181174985199,[-0.77573699 -0.29448092],[ 1.75721669 -0.12320793],-2.26458,"[-0.94680521 -0.53324194 -1.25978061  0.66130598  0.57332403  1.51870077
  0.44173797  0.23343987 -0.5601989  -1.50844802  0.        ]","[[  1.66832101e+01   3.03819753e+00   6.58129318e-02   1.75346554e-01]
 [  7.07319412e+01   1.10299906e-01   0.00000000e+00   0.00000000e+00]]",[ 1.80593439 -0.00825133]
23,-0.172511100977,[-0.77573699 -0.29448092],[ 2.13544893 -0.56393212],-1.05668,"[ 0.86254532 -0.53177437 -1.01825177  0.68824118  0.57332373  1.51869876
  0.51100473  0.13594618 -0.65739601 -1.39009908  0.        ]","[[  1.81235240e+01   3.02886743e+00   6.58129318e-02   1.75346554e-01]
 [  7.32909265e+01  -7.03472389e-01   0.00000000e+00   0.00000000e+00]]",[ 2.78021016 -1.15059249]
24,-0.188142925023,[-0.77573699 -0.29448092],[ 2.10764861 -0.34192336],-1.85058,"[ 0.82604987 -0.52088482  0.98019124  0.84260545  0.57332342  1.51869675
  0.57889086 -0.33713259 -0.80366201 -1.45976306  0.        ]","[[  1.96145067e+01   2.97518138e+00   6.58129318e-02   1.75346554e-01]
 [  7.57989069e+01  -4.65222596e+00   0.00000000e+00   0.00000000e+00]]",[ 2.05677859  0.02632718]
