timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.344548830446,[-0.65257102 -0.25198072],[ 2.44523954  0.50962329],-3.08285,"[ 1.21089789  2.24820642  0.03886605  0.30884199 -0.88584241  1.36206261
 -1.49244963  0.21289643  2.07019211 -1.24079198  0.        ]","[[ 0.07705734 -0.01672041 -0.10406343  0.15712449]
 [ 0.00232202 -0.00070417  0.          0.        ]]",[ 1.96688597  0.46607961]
1,-0.339518396135,[-0.65257102 -0.25198072],[ 2.34170198  0.48256147],-3.08659,"[ 1.20559686  2.24839213  0.0973539   0.36035008 -0.88584133  1.36205995
 -1.38144411  0.43840408  2.0632656  -1.15379496  0.        ]","[[  1.16786620e-01   1.76653860e-03  -1.04063426e-01   1.57124490e-01]
 [  3.95743952e+00   1.84325888e+00   0.00000000e+00   0.00000000e+00]]",[ 2.42064336 -0.21966493]
2,-0.324967705519,[-0.65257102 -0.25198072],[ 2.22493267  0.32678962],-3.05719,"[ 1.17714848  2.24777023  0.26919261  0.43767786 -0.88584025  1.3620573
 -1.27260471  0.32738627  2.02624766 -0.92338824  0.        ]","[[ 0.23484409  0.0295236  -0.10406343  0.15712449]
 [ 7.83539504  0.93547661  0.          0.        ]]",[ 2.75519742  0.05701459]
3,-0.299608572265,[-0.65257102 -0.25198072],[ 2.04779577  0.18693447],-2.72075,"[ 1.08968244  2.24659161  0.54120966  0.49551283 -0.88583917  1.36205464
 -1.1659305   0.35254745  1.91800579 -0.58271486  0.        ]","[[  0.42968677   0.05029741  -0.10406343   0.15712449]
 [ 11.63621904   1.14121981   0.           0.        ]]",[ 1.15314619  0.37657991]
4,-0.258594181408,[-0.65257102 -0.25198072],[ 1.82011151  0.23031914],-2.503,"[ 0.89103322  2.24292719  0.87768086  0.59986489 -0.88583809  1.36205199
 -1.06137983  0.5319557   1.66919577 -0.16228882  0.        ]","[[  0.69978685   0.08784084  -0.10406343   0.15712449]
 [ 15.36139241   2.60822966   0.           0.        ]]",[ 1.5589212   0.38361141]
5,-0.19697768232,[-0.65257102 -0.25198072],[ 1.61910439  0.57997465],-1.99149,"[ 0.53001799  2.23150693  1.20338815  0.78478543 -0.88583701  1.36204933
 -0.95889568  0.71120837  1.20758565  0.22963518  0.        ]","[[  1.04365162   0.15471187  -0.10406343   0.15712449]
 [ 19.01294461   4.07396878   0.           0.        ]]",[ 1.94178958  0.05624438]
6,-0.11353891531,[-0.65257102 -0.25198072],[ 1.61488748  1.24320054],-1.44118,"[-0.01076057  2.20871371  1.39509368  1.01124182 -0.88583593  1.36204668
 -0.85842129  0.72836618  0.53330268  0.39493334  0.        ]","[[  1.45982901   0.23759937  -0.10406343   0.15712449]
 [ 22.5928955    4.21427282   0.           0.        ]]",[ 1.69526407  0.87344299]
7,-0.0187666251942,[-0.65257102 -0.25198072],[ 1.72334337  1.96614325],-1.11975,"[-0.66966216  2.16001588  1.30080536  1.32582229 -0.88583485  1.36204402
 -0.75996058  1.14086341 -0.24421171  0.11142243  0.        ]","[[  1.94688485   0.35572765  -0.10406343   0.15712449]
 [ 26.10110351   7.58723839   0.           0.        ]]",[ 1.62002683  2.54885303]
8,-0.122453782848,[-0.65257102 -0.25198072],[ 2.04076719  2.63147974],-1.17579,"[-1.27049436  2.0434615   0.80619596  1.80148735 -0.88583377  1.36204137
 -0.66342705  1.60639731 -0.82052102 -0.77402915  0.        ]","[[  2.50341467   0.54566731  -0.10406343   0.15712449]
 [ 29.54064968  11.39389809   0.           0.        ]]",[ 2.24075125  3.66831694]
9,-0.245513998272,[-0.65257102 -0.25198072],[ 2.37372303  3.17699623],-1.19848,"[-1.54165497  1.80928436 -0.05501072  2.37537427 -0.88583269  1.36203871
 -0.56875066  2.06257891 -0.72631171 -2.01317774  0.        ]","[[  3.12806967   0.81097397  -0.10406343   0.15712449]
 [ 32.91402797  15.12411732   0.           0.        ]]",[ 3.09651406  3.13597863]
10,-0.330689894986,[-0.65257102 -0.25198072],[ 2.47589707  3.17818928],-1.81792,"[-1.23695593  1.41366818 -1.00277435  2.89878815 -0.88583161  1.36203606
 -0.47586215  2.50954404  0.19249374 -2.78599689  0.        ]","[[  3.81955119   1.15012985  -0.10406343   0.15712449]
 [ 36.22370549  18.77902406   0.           0.        ]]",[ 3.06216565  2.24413634]
11,-0.337319367157,[-0.65257102 -0.25198072],[ 2.23607874  2.43024683],-2.0118,"[-0.34998001  0.85046695 -1.54059637  3.14156591 -0.88583053  1.3620334
 -0.38470306  2.94746986  1.24357124 -2.32999756  0.        ]","[[  4.57660741   1.56164247  -0.10406343   0.15712449]
 [ 39.47176362  22.36008713   0.           0.        ]]",[ 2.11523357  2.11080545]
12,-0.250164443214,[-0.65257102 -0.25198072],[ 1.9959532   1.41696346],-1.58871,"[ 0.7093391   0.19453887 -1.21994246  2.83541788 -0.88582945  1.36203075
 -0.29525474  3.37662813  1.33078354 -1.16441364  0.        ]","[[  5.39801597   2.04405574  -0.10406343   0.15712449]
 [ 42.65886735  25.86955101   0.           0.        ]]",[ 1.5728489   1.34700977]
13,-0.148743421791,[-0.65257102 -0.25198072],[ 2.32868528  0.82087612],-0.353543,"[ 1.21498537 -0.36837788 -0.07595686  1.80132766 -0.88582837  1.36202809
 -0.20756997  3.7974261   0.59718034 -0.88063493  0.        ]","[[  6.28254388   2.59596932  -0.10406343   0.15712449]
 [ 45.78313472  29.31077028   0.           0.        ]]",[ 2.8868637   0.61946793]
14,-0.181518506499,[-0.65257102 -0.25198072],[ 2.23601198  0.67517734],-1.16946,"[ 0.6431961  -0.57285694  1.12448611  0.41822136 -0.88582729  1.36202544
 -0.12180346  1.68519109  0.4466329  -1.36926329  0.        ]","[[  7.22888659   3.1190416   -0.10406343   0.15712449]
 [ 48.83905323  12.0387653    0.           0.        ]]",[ 1.75018178  1.20481948]
15,-0.199105390689,[-0.65257102 -0.25198072],[ 1.80912066  0.79875982],-1.98639,"[-0.67684727 -0.57234231  1.29773444  0.25739858 -0.88582621  1.36202278
 -0.03783583 -0.04259059  0.61131072 -1.42446321  0.        ]","[[  8.23568366   3.17677056  -0.10406343   0.15712449]
 [ 51.83087658  -2.0895651    0.           0.        ]]",[ 2.22862354  1.05110694]
16,-0.197076951045,[-0.65257102 -0.25198072],[ 1.679847    0.85769451],-1.96313,"[-1.53135783 -0.57273954  0.10654144  0.42769488 -0.88582514  1.36202013
  0.04448626 -0.17458638  0.62288094 -1.39433887  0.        ]","[[  9.30173059   3.11564037  -0.10406343   0.15712449]
 [ 54.76406822  -3.16891474   0.           0.        ]]",[ 1.57526007  1.7731581 ]
17,-0.192853992819,[-0.65257102 -0.25198072],[ 1.73729467  0.7721374 ],-1.91401,"[-0.90688395 -0.56883818 -1.32057805  0.57467638 -0.88582406  1.36201747
  0.12517936 -0.0378099   0.64406263 -1.3322231   0.        ]","[[ 10.42585932   3.0628095   -0.10406343   0.15712449]
 [ 57.63921799  -2.05047464   0.           0.        ]]",[ 2.26637666  0.74040887]
18,-0.179196700767,[-0.65257102 -0.25198072],[ 1.90731204  0.65906537],-1.10914,"[ 0.62775521 -0.56473611 -1.28629045  0.66038431 -0.88582298  1.36201482
  0.20427447  0.07845369  0.5862983  -1.23880716  0.        ]","[[ 11.60691973   3.03191013  -0.10406343   0.15712449]
 [ 60.45743065  -1.09977128   0.           0.        ]]",[ 2.18510756  0.01593021]
19,-0.172092632057,[-0.65257102 -0.25198072],[ 1.96357703  0.67015576],-1.06034,"[ 1.16228697 -0.56115388  0.3300992   0.71891962 -0.8858219   1.36201216
  0.28180276  0.08860111  0.46215382 -1.26609982  0.        ]","[[ 12.84378428   3.01074814  -0.10406343   0.15712449]
 [ 63.21981662  -1.0167941    0.           0.        ]]",[ 1.920872    0.12206222]
20,-0.187827239484,[-0.65257102 -0.25198072],[ 1.8727572   0.89391899],-1.64273,"[-0.16088994 -0.55817196  1.40418774  0.76116179 -0.88582082  1.36200951
  0.35779691  0.14987574  0.43759897 -1.43558728  0.        ]","[[ 14.13534805   2.99544028  -0.10406343   0.15712449]
 [ 65.92754121  -0.51574302   0.           0.        ]]",[ 1.56748756  1.34367075]
21,-0.20522172098,[-0.65257102 -0.25198072],[ 1.74626946  0.94348955],-1.83893,"[-1.50628296 -0.56034794  0.25851589  0.73080088 -0.88581974  1.36200685
  0.43228994  0.25557919  0.5929912  -1.50001349  0.        ]","[[ 15.4805302    3.00644534  -0.10406343   0.15712449]
 [ 68.58178104   0.34860797   0.           0.        ]]",[ 1.5640193   2.52875121]
22,-0.196256940176,[-0.65257102 -0.25198072],[ 1.76444995  0.72799075],-1.84295,"[-0.70078538 -0.56070713 -1.43715932  0.72553809 -0.88581866  1.3620042
  0.50530569  0.20752466  0.6764271  -1.33936767  0.        ]","[[  1.68782686e+01   3.00835104e+00  -1.04063426e-01   1.57124490e-01]
 [  7.11833861e+01  -4.43381094e-02   0.00000000e+00   0.00000000e+00]]",[ 2.13040556  0.67011498]
23,-0.174032831576,[-0.65257102 -0.25198072],[ 1.91727853  0.55479586],-0.868966,"[ 1.03139748 -0.56036139 -0.81260197  0.73058923 -0.88581758  1.36200154
  0.57687589  0.20022406  0.55065512 -1.21555039  0.        ]","[[ 18.32752228   3.00652146  -0.10406343   0.15712449]
 [ 73.73348775  -0.10403474   0.           0.        ]]",[ 2.9154249   0.60436785]
