timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.310116776436,[-0.75474709 -0.30788112],[ 1.51404309 -1.95975518],-3.21984,"[ 1.20488872  2.33962086  0.10013435  0.08144698 -0.78671205  0.7333321
 -1.47758193  0.21838737  2.0254251  -0.65858103  0.        ]","[[ 0.098888   -0.09760103 -0.09156164  0.08436116]
 [-0.00041998 -0.00295448  0.          0.        ]]",[ 2.02814584 -0.82432987]
1,-0.308563441729,[-0.75474709 -0.30788112],[ 1.41316009 -2.24376702],-2.87654,"[ 1.19839241  2.33421206  0.1582519  -0.01275738 -0.7867115   0.73333161
 -1.36991751 -0.17345586  2.02194349 -0.61825542  0.        ]","[[ 0.13858299 -0.13042376 -0.09156164  0.08436116]
 [ 3.95674015 -3.26842913  0.          0.        ]]",[ 1.42346176 -2.5214001 ]
2,-0.303581376787,[-0.75474709 -0.30788112],[ 1.29973865 -2.52910829],-2.74215,"[ 1.16639263  2.30676549  0.32884758 -0.30939084 -0.78671096  0.73333113
 -1.26437535 -0.64100032  2.00476632 -0.50605011  0.        ]","[[ 0.25663857 -0.23488578 -0.09156164  0.08436116]
 [ 7.83590808 -7.16477025  0.          0.        ]]",[ 2.22226615 -3.00529606]
3,-0.293797856812,[-0.75474709 -0.30788112],[ 1.22160494 -2.80497384],-2.32483,"[ 1.07320487  2.22280084  0.59794812 -0.80580283 -0.78671041  0.73333065
 -1.16091813 -1.09926797  1.95492388 -0.33679646  0.        ]","[[  0.45150847  -0.41649924  -0.09156164   0.08436116]
 [ 11.63845363 -10.9838065    0.           0.        ]]",[ 1.68567343 -3.31417   ]
4,-0.27681274963,[-0.75474709 -0.30788112],[ 1.19438684 -2.98932409],-1.86675,"[ 0.86725104  2.03035294  0.9287285  -1.43948486 -0.78670986  0.73333016
 -1.05949862 -1.54841562  1.84500826 -0.1319246   0.        ]","[[  0.72167744  -0.67373146  -0.09156164   0.08436116]
 [ 15.36611076 -14.72685066   0.           0.        ]]",[ 0.58469244 -2.45131655]
5,-0.251386480286,[-0.75474709 -0.30788112],[ 1.29670537 -2.96940374],-1.46698,"[ 0.51856618  1.67520155  1.23303689 -2.07590214 -0.78670931  0.73332968
 -1.00477492 -1.98853193  1.65979104  0.04170828  0.        ]","[[  1.04917933  -1.00506969  -0.09156164   0.08436116]
 [ 17.37745845 -18.39464962   0.           0.        ]]",[ 2.00878966 -3.69970676]
6,-0.215963549945,[-0.75474709 -0.30788112],[ 1.42298865 -2.75655508],-1.25017,"[ 0.01998856  1.13268917  1.41515639 -2.48828274 -0.78670877  0.73332919
 -0.90640591 -2.41988768  1.39531379  0.12876219  0.        ]","[[  1.43300258  -1.40903254  -0.09156164   0.08436116]
 [ 20.99300371 -21.98947017   0.           0.        ]]",[ 1.73280872 -2.41061952]
7,-0.170691794177,[-0.75474709 -0.30788112],[ 1.33141518 -2.54370928],-1.06922,"[-0.60119099  0.45366285  1.35536886 -2.38529926 -0.78670822  0.73332871
 -0.80995479 -2.84256898  1.06532908  0.07533059  0.        ]","[[  1.8884297   -1.8841667   -0.09156164   0.08436116]
 [ 24.53806097 -25.51204134   0.           0.        ]]",[ 0.61810261 -3.21509187]
8,-0.129410027618,[-0.75474709 -0.30788112],[ 1.10710883 -2.259835  ],-1.34983,"[-1.1873503  -0.19513409  0.95177721 -1.52572518 -0.78670767  0.73332822
 -0.75653064 -3.25680996  0.75337078 -0.19223694  0.        ]","[[  2.39889307  -2.42904495  -0.09156164   0.08436116]
 [ 26.50165629 -28.96432731   0.           0.        ]]",[ 1.21896442 -1.54710794]
9,-0.127432806067,[-0.75474709 -0.30788112],[ 1.05000234 -1.5239768 ],-1.67115,"[-1.52927012 -0.5400174   0.21591805  0.07656215 -0.78670712  0.73332774
 -0.66304657 -2.9630184   0.56946351 -0.6667973   0.        ]","[[  2.96340052  -3.04228941  -0.09156164   0.08436116]
 [ 29.93766426 -26.51605697   0.           0.        ]]",[ 0.51830193 -0.59910684]
10,-0.137980438547,[-0.75474709 -0.30788112],[ 1.38616014  0.03476131],-1.94534,"[-1.42236446 -0.54198729 -0.66715232  0.60669118 -0.78670658  0.73332725
 -0.62330543  0.30161051  0.58285963 -0.79262045  0.        ]","[[  3.57681304  -3.22605443  -0.09156164   0.08436116]
 [ 31.39834279   0.69051059   0.           0.        ]]",[ 1.27864487  1.0518441 ]
11,-0.123439321449,[-0.75474709 -0.30788112],[ 1.47605753 -0.12512511],-1.83074,"[-0.8004297  -0.54705133 -1.35738269  0.39576821 -0.78670603  0.73332677
 -0.53248774  0.91130152  0.52858598 -0.67313452  0.        ]","[[  4.23827157  -3.1529445   -0.09156164   0.08436116]
 [ 34.73634968   5.77152056   0.           0.        ]]",[ 0.76489963 -0.5247344 ]
12,-0.11151963167,[-0.75474709 -0.30788112],[ 1.534922   -0.36859608],-1.41368,"[ 0.16409911 -0.54227235 -1.47632147  0.12609067 -0.78670548  0.73332628
 -0.46880506  0.64831395  0.40554804 -0.68305851  0.        ]","[[  4.95648334  -3.0595047   -0.09156164   0.08436116]
 [ 37.07700663   3.57985503   0.           0.        ]]",[ 1.70576584 -0.33761415]
13,-0.119821917936,[-0.75474709 -0.30788112],[ 1.68735147 -0.38827372],-1.09303,"[ 1.00588745 -0.53307514 -0.81971587 -0.03892952 -0.78670493  0.7333258
 -0.38105853  0.47950514  0.37209636 -0.81617086  0.        ]","[[  5.73038225  -3.00202336  -0.09156164   0.08436116]
 [ 40.30213476   2.17304953   0.           0.        ]]",[ 1.12159732 -0.26444662]
14,-0.137371444412,[-0.75474709 -0.30788112],[ 1.77687192 -0.30196887],-1.56535,"[ 1.15592928 -0.52576898  0.36908133 -0.13178216 -0.78670439  0.73332531
 -0.29504841  0.34885661  0.46678187 -0.92007821  0.        ]","[[  6.56814331  -2.96948724  -0.09156164   0.08436116]
 [ 43.46344144   1.08426122   0.           0.        ]]",[ 1.3958261  -0.24756797]
15,-0.146182852721,[-0.75474709 -0.30788112],[ 1.6735754  -0.24550346],-1.8557,"[ 0.34965224 -0.52278515  1.32092589 -0.16491001 -0.78670384  0.73332483
 -0.21073956  0.22885832  0.60118272 -0.87434046  0.        ]","[[  7.46850306  -2.95783619  -0.09156164   0.08436116]
 [ 46.56221834   0.08422905   0.           0.        ]]",[ 1.49999668  0.88174407]
16,-0.139231270365,[-0.75474709 -0.30788112],[ 1.51823139 -0.29821265],-1.94998,"[-0.92244132 -0.51212135  1.19100987 -0.2688207  -0.78670329  0.73332434
 -0.12809803  0.64784946  0.66438621 -0.68486289  0.        ]","[[  8.4302242   -2.92111866  -0.09156164   0.08436116]
 [ 49.59971291   3.57598896   0.           0.        ]]",[ 1.75232838 -2.07470875]
17,-0.11271145369,[-0.75474709 -0.30788112],[ 1.28544641 -0.52044034],-1.8088,"[-1.55062629 -0.50159645 -0.08571672 -0.35619831 -0.78670274  0.73332386
 -0.04710112  0.16456662  0.52940581 -0.50794411  0.        ]","[[  9.45208744  -2.89000964  -0.09156164   0.08436116]
 [ 52.57675911  -0.4515553    0.           0.        ]]",[ 1.2602131  -0.95303929]
18,-0.100874595776,[-0.75474709 -0.30788112],[ 1.29449201 -0.75753951],-1.67741,"[-0.78631899 -0.51690348 -1.3650021  -0.22458849 -0.7867022   0.73332337
  0.03230369 -0.28681067  0.36513058 -0.59963239  0.        ]","[[ 10.53290457  -2.9367822   -0.09156164   0.08436116]
 [ 55.49528781  -4.21320777   0.           0.        ]]",[ 0.96100166 -1.79941122]
19,-0.114076106369,[-0.75474709 -0.30788112],[ 1.45530653 -0.47783217],-1.22062,"[ 0.69281952 -0.53910044 -1.19722636  0.05879907 -0.78670165  0.73332289
  0.1059456  -0.07265534  0.36412759 -0.75946712  0.        ]","[[ 11.66996662  -3.03610835  -0.09156164   0.08436116]
 [ 58.20200046  -2.42849842   0.           0.        ]]",[ 0.62023533 -0.29023704]
20,-0.129245309129,[-0.75474709 -0.30788112],[ 1.71825361 -0.3595576 ],-1.51722,"[ 1.15756538 -0.54034739  0.36307541  0.08331985 -0.7867011   0.73332241
  0.14141438  0.29514861  0.441212   -0.85369534  0.        ]","[[ 12.84708733  -3.04463976  -0.09156164   0.08436116]
 [ 59.50565873   0.63667476   0.           0.        ]]",[ 1.87716366  0.35810228]
21,-0.140837018532,[-0.75474709 -0.30788112],[ 1.61693478 -0.3048954 ],-1.75451,"[-0.0702949  -0.53606782  1.42530515  0.00622134 -0.78670055  0.73332192
  0.21708495  0.46400388  0.58155322 -0.83143411  0.        ]","[[ 14.06510614  -3.01778843  -0.09156164   0.08436116]
 [ 62.28693456   2.04386736   0.           0.        ]]",[ 1.14078975  0.59916513]
