timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.371471107665,[ 0.11204124 -0.80061618],-0.371471107665,"[ 1.05756355  1.5864498  -0.09633002  0.52763024 -1.38716179  0.25434296
  0.32255756  0.22385301  2.23114083 -0.27242335  0.        ]","[[-0.09317845  0.02838943 -0.15861623  0.03458725]
 [ 0.00151634  0.00066141  0.          0.        ]]",[-0.01300392 -0.10312732],[-0.35981536 -1.27618229]
1,-0.371636855369,[ 0.55229571 -2.02775247],-0.371636855369,"[ 1.05812353  1.58692373 -0.08948906  0.46015555 -1.38714846  0.25434207
  0.36013229 -0.19203667  2.22978102 -0.29140465  0.        ]","[[-0.08868908 -0.00340596 -0.15861623  0.03458725]
 [ 0.44593624 -3.1696337   0.          0.        ]]",[-0.01300392 -0.10312732],[-0.36337021 -1.27682209]
2,-0.371580479714,[ 0.09228618 -0.8409045 ],-0.371580479714,"[ 1.06125194  1.57996812 -0.04254232  0.2430344  -1.38713513  0.25434118
  0.54424011 -0.7033458   2.22445019 -0.32687087  0.        ]","[[-0.05792278 -0.10590535 -0.15861623  0.03458725]
 [ 2.62343839 -7.06731178  0.          0.        ]]",[-0.01300392 -0.10312732],[-0.37192309 -1.2927599 ]
3,-0.370105477423,[-1.83431896  0.47133833],-0.370105477423,"[ 1.06357476  1.53887817  0.04251619 -0.11762528 -1.3871218   0.25434029
  0.5708192  -1.12179261  2.20620185 -0.37952296  0.        ]","[[ -2.29954674e-03  -2.79256223e-01  -1.58616231e-01   3.45872549e-02]
 [  2.93782263e+00  -1.02571427e+01   0.00000000e+00   0.00000000e+00]]",[-0.01300392 -0.10312732],[-0.36417383 -1.30302262]
4,-0.366732352019,[-0.94716651 -0.43033012],-0.366732352019,"[ 1.06338897  1.4560378   0.07078049 -0.4817141  -1.38710847  0.2543394
  0.23134529 -0.85012224  2.16211082 -0.49269998  0.        ]","[[ 0.01617364 -0.46362115 -0.15861623  0.03458725]
 [-1.07716594 -8.18626851  0.          0.        ]]",[-0.01300392 -0.10312732],[-0.30480742 -1.32094288]
5,-0.360394001636,[-0.87268334 -1.22356037],-0.360394001636,"[ 1.06229214  1.33948787 -0.01935497 -0.8048442  -1.38709514  0.25433851
 -0.08365795 -1.05220542  2.06667217 -0.70097981  0.        ]","[[-0.04274858 -0.64280289 -0.15861623  0.03458725]
 [-4.80273811 -9.72677866  0.          0.        ]]",[-0.01300392 -0.10312732],[-0.22291827 -1.27217448]
6,-0.344996761531,[-1.0250857  -0.54159346],-0.344996761531,"[ 1.04290538  1.14176127 -0.21657797 -1.16177735 -1.38708181  0.25433762
 -0.36751946 -1.5461989   1.85299185 -0.98825847  0.        ]","[[ -0.17248565  -0.87512184  -0.15861623   0.03458725]
 [ -8.15999652 -13.49256136   0.           0.        ]]",[-0.01300392 -0.10312732],[-0.11780272 -1.15747643]
7,-0.313030768932,[-1.17053944 -0.9083129 ],-0.313030768932,"[ 0.96746178  0.8380248  -0.51265215 -1.48158317 -1.38706848  0.25433673
 -0.68852488 -1.79226106  1.46916756 -1.241769    0.        ]","[[ -0.37377509  -1.16379478  -0.15861623   0.03458725]
 [-11.95656989 -15.36846057   0.           0.        ]]",[-0.01300392 -0.10312732],[ 0.00540688 -0.9983834 ]
8,-0.257833910519,[-0.10696663 -1.03161068],-0.257833910519,"[ 0.77954119  0.42986983 -0.88026862 -1.65022762 -1.38705515  0.25433584
 -1.00331372 -2.22389229  0.94295555 -1.28559067  0.        ]","[[ -0.65025724  -1.50418044  -0.15861623   0.03458725]
 [-15.67965211 -18.65910239   0.           0.        ]]",[-0.01300392 -0.10312732],[ 0.05825194 -0.78970754]
9,-0.181937727173,[-0.48986044 -1.51803985],-0.181937727173,"[ 0.46427907 -0.069004   -1.21178868 -1.53159291 -1.38704182  0.25433495
 -1.01320697 -2.69464053  0.48117875 -0.97616026  0.        ]","[[ -0.96502301  -1.91337304  -0.15861623   0.03458725]
 [-15.79673934 -22.24820489   0.           0.        ]]",[-0.01300392 -0.10312732],[ 0.03314021 -0.58646512]
10,-0.117566583922,[ 0.14614841 -1.05608458],-0.117566583922,"[ 0.04771493 -0.56128566 -1.4271778  -0.97606531 -1.38702849  0.25433406
 -1.15111895 -3.15601697  0.3625354  -0.43955323  0.        ]","[[ -1.29732348  -2.39363436  -0.15861623   0.03458725]
 [-17.42792693 -25.76624679   0.           0.        ]]",[-0.01300392 -0.10312732],[-0.02150518 -0.3707557 ]
