timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.193414767216,[-4.57159536 -1.10377209],-0.193414767216,"[ 1.01526471  1.68869533  0.02936688  1.02440019  1.02186521 -1.33662836
  0.07256148  0.29704087  0.42212829  1.95824701  0.        ]","[[ 0.0989251  -0.04304082  0.11778692 -0.15435391]
 [-0.00302604 -0.00125036  0.          0.        ]]",[-0.45670667 -0.33324569],[-3.54598546 -1.99769855]
1,-0.182560766011,[-2.76439869 -2.0074376 ],-0.182560766011,"[ 1.01982352  1.68538543 -0.03087837  0.92344239  1.02186413 -1.33662643
 -0.37419812 -0.26620097  0.42628629  1.82072967  0.        ]","[[ 0.05919007 -0.08277798  0.11778692 -0.15435391]
 [-3.95731929 -3.95927917  0.          0.        ]]",[-0.45670667 -0.33324569],[-2.46979213 -1.01888537]
2,-0.149199328595,[-0.21843962 -0.3243935 ],-0.149199328595,"[ 1.01985186  1.66329494 -0.21031156  0.62594307  1.02186305 -1.33662451
 -0.81213384 -0.81829368  0.39286624  1.41499776  0.        ]","[[-0.05884697 -0.2008897   0.11778692 -0.15435391]
 [-7.83351437 -7.83896263  0.          0.        ]]",[-0.45670667 -0.33324569],[-0.69236422  0.19961007]
3,-0.100392511599,[ 0.22812405 -0.89279111],-0.100392511599,"[ 0.9865019   1.60081576 -0.45669203  0.21571479  1.02186197 -1.33662258
 -0.89223865 -0.97894203  0.23470838  0.88093794  0.        ]","[[-0.22263065 -0.36899585  0.11778692 -0.15435391]
 [-8.54253291 -8.96788113  0.          0.        ]]",[-0.45670667 -0.33324569],[ 0.71814853  0.74073935]
4,-0.0460860699023,[ 1.88360472  1.12300235],-0.0460860699023,"[ 0.9172295   1.47195606 -0.68888015 -0.26558065  1.02186089 -1.33662066
 -0.77111047 -1.45676788 -0.070728    0.40073169  0.        ]","[[ -0.38272374  -0.5820435    0.11778692  -0.15435391]
 [ -7.47042783 -12.32568568   0.           0.        ]]",[-0.45670667 -0.33324569],[ 1.90523016  1.82782602]
5,-0.00291831011492,[ 1.98079977  1.51106579],-0.00291831011492,"[ 0.85070512  1.30128266 -0.83799937 -0.66802047  1.02185981 -1.33661873
 -0.3076576  -0.85876344 -0.39454283  0.13322092  0.        ]","[[-0.49097669 -0.78639417  0.11778692 -0.15435391]
 [-3.36838898 -8.12337906  0.          0.        ]]",[-0.45670667 -0.33324569],[ 1.74581003  1.67744839]
6,-0.0155122452188,[-0.16956155  2.03295637],-0.0155122452188,"[ 0.83172703  1.18121109 -0.87397391 -0.87213497  1.02185873 -1.33661681
  0.14671025 -0.27259121 -0.5517532   0.0692254   0.        ]","[[-0.51799528 -0.90753296  0.11778692 -0.15435391]
 [ 0.65323841 -4.00421627  0.          0.        ]]",[-0.45670667 -0.33324569],[ 0.59608746  1.09757578]
7,-0.0187361397818,[-0.7463843   0.25460193],-0.0187361397818,"[ 0.83615703  1.13932172 -0.86577669 -0.93255494  1.02185765 -1.33661488
  0.06931488  0.30218326 -0.58221018  0.06998699  0.        ]","[[-0.51180375 -0.94709197  0.11778692 -0.15435391]
 [-0.0317902   0.03485226  0.          0.        ]]",[-0.45670667 -0.33324569],[ 0.46151343  0.41910446]
8,-0.022984063765,[ 0.16363834 -0.60178383],-0.022984063765,"[ 0.81404211  1.15089375 -0.90556018 -0.91635471  1.02185657 -1.33661296
 -0.26429578  0.44567081 -0.61554717  0.03929994  0.        ]","[[-0.54206593 -0.93627815  0.11778692 -0.15435391]
 [-2.98458883  1.04317252  0.          0.        ]]",[-0.45670667 -0.33324569],[ 1.34962165  0.40730333]
9,-0.0330293926139,[ 1.14012916  1.16328493],-0.0330293926139,"[ 0.77290675  1.14742024 -0.97297416 -0.92125251  1.02185549 -1.33661103
 -0.18439449  0.10362113 -0.69746378 -0.01301916  0.        ]","[[-0.59466197 -0.93953136  0.11778692 -0.15435391]
 [-2.27738144 -1.36048376  0.          0.        ]]",[-0.45670667 -0.33324569],[ 1.49436259  0.97372639]
10,-0.0327120392903,[-0.52485962  0.14266094],-0.0327120392903,"[ 0.76848413  1.16100719 -0.97977695 -0.90188834  1.02185441 -1.33660911
  0.26757914  0.67074898 -0.69289168 -0.0175257   0.        ]","[[-0.60007204 -0.92675492  0.11778692 -0.15435391]
 [ 1.72304712  2.62484707  0.          0.        ]]",[-0.45670667 -0.33324569],[-0.09227258 -0.14497028]
11,-0.0241986218282,[ 0.07099499 -0.44892631],-0.0241986218282,"[  7.79276329e-01   1.22067365e+00  -9.63028502e-01  -8.10431322e-01
   1.02185333e+00  -1.33660718e+00   2.90862410e-02   7.43830130e-01
  -6.14965870e-01   1.13325377e-03   0.00000000e+00]","[[-0.58679056 -0.86910525  0.11778692 -0.15435391]
 [-0.38785694  3.13840779  0.          0.        ]]",[-0.45670667 -0.33324569],[ 0.46473971 -0.25946724]
12,-0.0205343638064,[ 0.63511017 -0.83012823],-0.0205343638064,"[ 0.77535403  1.26461274 -0.9691685  -0.73573075  1.02185225 -1.33660525
  0.06175223  0.48202059 -0.57812873  0.00306047  0.        ]","[[-0.59164682 -0.82479629  0.11778692 -0.15435391]
 [-0.09872964  1.29861994  0.          0.        ]]",[-0.45670667 -0.33324569],[ 0.54585993  0.03283308]
13,-0.0168225164824,[-0.63027849  0.61014825],-0.0168225164824,"[ 0.79388256  1.25751741 -0.93956632 -0.74824704  1.02185117 -1.33660333
  0.34598841  0.01050018 -0.55060962  0.02721437  0.        ]","[[-0.56837987 -0.83206909  0.11778692 -0.15435391]
 [ 2.41704821 -2.01485063  0.          0.        ]]",[-0.45670667 -0.33324569],[-0.00124833  0.49099386]
14,-0.0141237660714,[ 1.2803593   0.12760026],-0.0141237660714,"[ 0.81142163  1.24209316 -0.91008426 -0.77484035  1.0218501  -1.3366014
  0.05876103  0.36008897 -0.53245308  0.04971177  0.        ]","[[-0.54554604 -0.84771783  0.11778692 -0.15435391]
 [-0.12520157  0.44178166  0.          0.        ]]",[-0.45670667 -0.33324569],[ 0.50847518  0.17720322]
15,-0.00570138436075,[-0.48090244 -0.62630359],-0.00570138436075,"[ 0.83861592  1.25570795 -0.86115902 -0.75140374  1.02184902 -1.33659948
  0.50602772  0.4305669  -0.46513448  0.096784    0.        ]","[[-0.50833058 -0.83391316  0.11778692 -0.15435391]
 [ 3.83355765  0.93704594  0.          0.        ]]",[-0.45670667 -0.33324569],[-0.92508864 -0.36302799]
16,-0.00556875769158,[ 0.08330148 -0.17769523],-0.00556875769158,"[ 0.87673829  1.24949309 -0.78449579 -0.76217779  1.02184794 -1.33659755
  0.28258318  0.07511898 -0.39195157  0.16652944  0.        ]","[[-0.45150236 -0.84023342  0.11778692 -0.15435391]
 [ 1.85585278 -1.5607557   0.          0.        ]]",[-0.45670667 -0.33324569],[-0.20723185  0.25616634]
17,-0.00972589314274,[-0.59421266  0.2833426 ],-0.00972589314274,"[ 0.90108022  1.21143557 -0.72915402 -0.82529089  1.02184686 -1.33659563
  0.31569683 -0.02062033 -0.37463708  0.20661836  0.        ]","[[-0.41144464 -0.87819875  0.11778692 -0.15435391]
 [ 2.14894292 -2.23353425  0.          0.        ]]",[-0.45670667 -0.33324569],[-0.33705631  0.39493996]
18,-0.0106527482584,[-0.09479512 -0.09160473],-0.0106527482584,"[ 0.9118586   1.17740255 -0.70261322 -0.87780097  1.02184578 -1.3365937
  0.04523182  0.14543141 -0.38140286  0.22101552  0.        ]","[[-0.39248426 -0.9111617   0.11778692 -0.15435391]
 [-0.24493875 -1.06665694  0.          0.        ]]",[-0.45670667 -0.33324569],[ 0.2516236   0.35872185]
19,-0.0083070333822,[ 0.66620133 -0.57023686],-0.0083070333822,"[ 0.90702113  1.15125746 -0.71469445 -0.91580806  1.0218447  -1.33659178
  0.00341467  0.09683624 -0.41695748  0.2025455   0.        ]","[[-0.40109657 -0.93592108  0.11778692 -0.15435391]
 [-0.61506156 -1.40814382  0.          0.        ]]",[-0.45670667 -0.33324569],[ 0.43519494  0.52814066]
20,-0.00947376081992,[-0.19288744  1.41901866],-0.00947376081992,"[ 0.91498226  1.09640846 -0.69464594 -0.9894738   1.02184362 -1.33658985
  0.30267132 -0.22061728 -0.44758268  0.20756202  0.        ]","[[-0.3868225  -0.98646644  0.11778692 -0.15435391]
 [ 2.03365352 -3.6389479   0.          0.        ]]",[-0.45670667 -0.33324569],[-0.1902546   0.90901411]
21,-0.0120501273732,[ 0.69950526  1.06358193],-0.0120501273732,"[ 0.93213496  1.06034305 -0.64842614 -1.0337533   1.02184254 -1.33658793
  0.21176889  0.35313657 -0.436528    0.24055589  0.        ]","[[-0.35422201 -1.01879228  0.11778692 -0.15435391]
 [ 1.22907958  0.39292355  0.          0.        ]]",[-0.45670667 -0.33324569],[-0.37454739  0.13487841]
22,-0.0218075942734,[-2.76456315 -0.63371378],-0.0218075942734,"[ 0.95653167  1.11307475 -0.57342461 -0.96791698  1.02184146 -1.336586
  0.52158561  0.91538811 -0.32414641  0.32302221  0.        ]","[[-0.30212687 -0.97129175  0.11778692 -0.15435391]
 [ 3.97126048  4.3439692   0.          0.        ]]",[-0.45670667 -0.33324569],[-1.85469651 -1.23031652]
23,-0.0343292364747,[ 1.18673479  0.12035382],-0.0343292364747,"[ 0.97231445  1.17815174 -0.51654046 -0.87666808  1.02184038 -1.33658408
  0.06576583  0.54624644 -0.21983742  0.40404487  0.        ]","[[-0.26318093 -0.91043895  0.11778692 -0.15435391]
 [-0.06318392  1.74994914  0.          0.        ]]",[-0.45670667 -0.33324569],[-0.55285895 -0.51559275]
24,-0.0455330038257,[-1.666122  -2.1512625],-0.0455330038257,"[ 0.98580691  1.21871864 -0.45980022 -0.81356158  1.0218393  -1.33658215
  0.51290227  0.60896067 -0.14045014  0.48358176  0.        ]","[[-0.22473672 -0.8710183   0.11778692 -0.15435391]
 [ 3.89440578  2.19065583  0.          0.        ]]",[-0.45670667 -0.33324569],[-1.93549347 -1.09897387]
25,-0.0530392072221,[-0.50773221 -0.68751771],-0.0530392072221,"[ 0.99693241  1.22242045 -0.40407353 -0.80754178  1.02183822 -1.33658023
  0.05732611  0.03950183 -0.0970518   0.54662117  0.        ]","[[-0.1873058  -0.86735526  0.11778692 -0.15435391]
 [-0.13787879 -1.81102742  0.          0.        ]]",[-0.45670667 -0.33324569],[-0.72332847  0.02814181]
26,-0.0423393904384,[ 0.25583151  1.04552266],-0.0423393904384,"[ 0.99036762  1.15698884 -0.43818523 -0.90762232  1.02183714 -1.3365783
 -0.16924434 -0.34270202 -0.17818692  0.47560028  0.        ]","[[-0.21018345 -0.93052339  0.11778692 -0.15435391]
 [-2.14324375 -4.49683837  0.          0.        ]]",[-0.45670667 -0.33324569],[ 0.08392191  0.85817623]
27,-0.031784830188,[-0.27953837  1.33878411],-0.031784830188,"[ 0.97983525  1.10369628 -0.48605395 -0.98011815  1.02183606 -1.33657638
 -0.05023159  0.23339304 -0.2607571   0.4045749   0.        ]","[[-0.24247985 -0.97984211  0.11778692 -0.15435391]
 [-1.0898684  -0.44852422  0.          0.        ]]",[-0.45670667 -0.33324569],[-0.16797939  0.14470436]
28,-0.02851651967,[-0.67642642 -0.80730105],-0.02851651967,"[ 0.96767639  1.13724794 -0.53411764 -0.93536042  1.02183498 -1.33657445
 -0.17288778  0.79817195 -0.27013362  0.36960916  0.        ]","[[-0.27516965 -0.94899238  0.11778692 -0.15435391]
 [-2.17549213  3.52027148  0.          0.        ]]",[-0.45670667 -0.33324569],[-0.07584226 -0.64861345]
29,-0.0189778186926,[ 1.05610487 -1.08475614],-0.0189778186926,"[ 0.93667323  1.17719015 -0.63537428 -0.87808539  1.0218339  -1.33657253
 -0.47028811  0.33348386 -0.32029669  0.28503155  0.        ]","[[-0.34508996 -0.91135024  0.11778692 -0.15435391]
 [-4.80776684  0.25483657  0.          0.        ]]",[-0.45670667 -0.33324569],[ 0.97977328  0.19890036]
30,-0.00820522959713,[ 0.43573827  0.83390666],-0.00820522959713,"[ 0.90730245  1.14041409 -0.7139702  -0.93097726  1.02183282 -1.3365706
 -0.01239017 -0.23087334 -0.42619183  0.20043756  0.        ]","[[-0.40058195 -0.94604389  0.11778692 -0.15435391]
 [-0.75494194 -3.71098927  0.          0.        ]]",[-0.45670667 -0.33324569],[ 0.67586708  1.02911139]
