timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.18133323042,[-1.21905693 -0.46258855],-0.18133323042,"[ 1.06790863  1.97874146 -0.06328445  0.63379689  0.71975235 -1.16160413
  0.17469871  0.31353735  0.67237853  1.15648365  0.        ]","[[-0.00262526 -0.02078956  0.08262582 -0.13193218]
 [-0.00414758 -0.00385918  0.          0.        ]]",[-0.10004875 -0.08676552],[-0.92420489 -0.9998821 ]
1,-0.173796538765,[ 1.08564585 -0.73862305],-0.173796538765,"[ 1.0666451   1.97799233 -0.12349633  0.58333457  0.71975087 -1.16160042
 -0.15792144  0.06904006  0.66924905  1.07129347  0.        ]","[[-0.04239076 -0.03922817  0.08262582 -0.13193218]
 [-3.95923599 -1.83390817  0.          0.        ]]",[-0.10004875 -0.08676552],[-0.48986578 -0.82591259]
2,-0.162394737162,[-1.13575202 -0.63301432],-0.162394737162,"[ 1.06327939  1.97169003 -0.1819941   0.40401949  0.71974939 -1.16159672
  0.1814453  -0.31705438  0.65622594  0.94600869  0.        ]","[[-0.08108803 -0.10490167  0.08262582 -0.13193218]
 [ 0.07606919 -4.72380488  0.          0.        ]]",[-0.10004875 -0.08676552],[-0.55704719 -0.82574016]
3,-0.146159016266,[ 0.60885967  0.3018086 ],-0.146159016266,"[ 1.05789944  1.94588209 -0.23952323  0.08366024  0.7197479  -1.16159302
 -0.1512964  -0.6392241   0.62029175  0.77809423  0.        ]","[[-0.11926336 -0.22357235  0.08262582 -0.13193218]
 [-3.88045399 -7.13523163  0.          0.        ]]",[-0.10004875 -0.08676552],[-0.02884242 -0.64425743]
4,-0.126120636038,[ 0.50084612 -0.85765376],-0.126120636038,"[ 1.04713281  1.89701017 -0.31846011 -0.25553947  0.71974642 -1.16158932
  0.05767239 -0.46081561  0.55283728  0.58610138  0.        ]","[[-0.17194209 -0.35287884  0.08262582 -0.13193218]
 [-1.39567809 -5.79986342  0.          0.        ]]",[-0.10004875 -0.08676552],[ 0.02710809 -0.70004052]
5,-0.110653149592,[ 1.06292246  0.54324605],-0.110653149592,"[ 1.04522166  1.81496921 -0.33001105 -0.62628394  0.71974494 -1.16158562
  0.22671842 -0.89927793  0.48000923  0.4633066   0.        ]","[[-0.17968789 -0.50180425  0.08262582 -0.13193218]
 [ 0.61439029 -9.08173335  0.          0.        ]]",[-0.10004875 -0.08676552],[ 0.12487103 -0.6262511 ]
6,-0.102764231557,[-0.87425909  0.54242206],-0.102764231557,"[ 1.05640213  1.69954184 -0.2524105  -0.98814003  0.71974346 -1.16158191
  0.55833518 -0.58805572  0.4281349   0.43402916  0.        ]","[[-0.12783805 -0.66006691  0.08262582 -0.13193218]
 [ 4.55753094 -6.75227002  0.          0.        ]]",[-0.10004875 -0.08676552],[-0.19048148 -0.80550808]
7,-0.0996651842774,[-1.01438398 -1.12682485],-0.0996651842774,"[ 1.06421233  1.60165462 -0.16872425 -1.21963404  0.71974197 -1.16157821
  0.25980086 -0.28308711  0.39886774  0.44443313  0.        ]","[[-0.07230291 -0.77220943  0.08262582 -0.13193218]
 [ 1.00778068 -4.46961153  0.          0.        ]]",[-0.10004875 -0.08676552],[ 0.00378537 -0.78728235]
8,-0.0829478484757,[-1.59941401 -0.00208305],-0.0829478484757,"[ 1.06192867  1.475147   -0.19850573 -1.45475007  0.71974049 -1.16157451
 -0.07452484 -0.80010366  0.30264361  0.34715664  0.        ]","[[-0.09203193 -0.90042878  0.08262582 -0.13193218]
 [-2.96755153 -8.33944067  0.          0.        ]]",[-0.10004875 -0.08676552],[ 0.53635472 -0.51189262]
9,-0.0503183867035,[-0.57534087 -0.28351619],-0.0503183867035,"[ 1.04240771  1.29247142 -0.34610294 -1.70527142  0.71973901 -1.16157081
 -0.40239064 -0.77898153  0.10055559  0.16439885  0.        ]","[[-0.19049716 -1.0656315   0.08262582 -0.13193218]
 [-6.86607273 -8.18135653  0.          0.        ]]",[-0.10004875 -0.08676552],[ 1.05919254 -0.32696879]
10,-0.0154748966878,[ 1.58939875 -1.5907159 ],-0.0154748966878,"[ 0.98283     1.08215195 -0.57768897 -1.89781649  0.71973753 -1.16156711
 -0.58247484 -0.90721442 -0.1950832  -0.00554798  0.        ]","[[-0.3493022  -1.238889    0.08262582 -0.13193218]
 [-9.00738806 -9.14118234  0.          0.        ]]",[-0.10004875 -0.08676552],[ 1.21141624 -0.22266614]
11,-0.0388086337705,[ 0.8896738  -1.22459142],-0.0388086337705,"[ 0.90350246  0.79626847 -0.76942115 -2.03033433  0.71973605 -1.16156341
 -0.23471071 -1.41213455 -0.52019713 -0.04632301  0.        ]","[[ -0.48796111  -1.4596317    0.08262582  -0.13193218]
 [ -4.87228415 -12.92049593   0.           0.        ]]",[-0.10004875 -0.08676552],[ 1.10861826 -0.17081346]
12,-0.0710002346425,[ 1.05549056 -1.20530578],-0.0710002346425,"[ 0.86081587  0.40477384 -0.84986448 -2.00079613  0.71973456 -1.1615597
  0.06945604 -1.90703091 -0.7865044   0.07913465  0.        ]","[[ -0.54911944  -1.75520871   0.08262582  -0.13193218]
 [ -1.25557672 -16.62483457   0.           0.        ]]",[-0.10004875 -0.08676552],[ 0.9629553  -0.15797183]
13,-0.0986136938385,[ 0.87277826  1.3956828 ],-0.0986136938385,"[ 0.87159137 -0.05038173 -0.83060097 -1.63863953  0.71973308 -1.161556
  0.40435524 -2.39209345 -0.95568068  0.34114665  0.        ]","[[ -0.53427792  -2.12413516   0.08262582  -0.13193218]
 [  2.72655723 -20.25565452   0.           0.        ]]",[-0.10004875 -0.08676552],[ 0.78575259 -0.12424897]
14,-0.119706242424,[-0.15836996  0.56758676],-0.119706242424,"[ 0.9303242  -0.40535425 -0.71216361 -0.97948273  0.7197316  -1.1615523
  0.69033513 -1.80950461 -0.9997832   0.63663213  0.        ]","[[ -0.44563153  -2.48549754   0.08262582  -0.13193218]
 [  6.12701998 -15.89507144   0.           0.        ]]",[-0.10004875 -0.08676552],[ 0.56528693 -0.11319923]
15,-0.137038685732,[ 0.26066091  0.64105934],-0.137038685732,"[ 0.99160196 -0.59442687 -0.55097378 -0.28375495  0.71973012 -1.1615486
  0.62739804 -1.46719278 -0.98517029  0.88288648  0.        ]","[[ -0.33059968  -2.7776919    0.08262582  -0.13193218]
 [  5.37868058 -13.3329157    0.           0.        ]]",[-0.10004875 -0.08676552],[ 0.46593943 -0.03860092]
16,-0.153064026709,[ 0.05677277  0.83464262],-0.153064026709,"[ 1.03581979 -0.67109684 -0.38057867  0.3484131   0.71972864 -1.1615449
  0.70525003 -0.87861423 -0.95936168  1.08526652  0.        ]","[[-0.21373898 -3.01623315  0.08262582 -0.13193218]
 [ 6.30439593 -8.92741655  0.          0.        ]]",[-0.10004875 -0.08676552],[ 0.27900118 -0.00802246]
17,-0.156660045438,[ 0.52997955 -0.57874048],-0.156660045438,"[ 1.06258317 -0.67871485 -0.19036248  0.51257938  0.71972715 -1.1615412
  0.71369205  0.36448587 -0.94827264  1.1318181   0.        ]","[[-0.08664259 -3.07647493  0.08262582 -0.13193218]
 [ 6.40479296  0.37719857  0.          0.        ]]",[-0.10004875 -0.08676552],[ 0.04610717 -0.0867877 ]
18,-0.152436779145,[-2.13160129 -0.96966094],-0.152436779145,"[ 1.06522351 -0.67643817  0.03340412  0.4513453   0.71972567 -1.16153749
  0.87950282  0.49571238 -0.93831554  1.09681689  0.        ]","[[ 0.06123516 -3.05404456  0.08262582 -0.13193218]
 [ 8.3763868   1.35943479  0.          0.        ]]",[-0.10004875 -0.08676552],[-0.18491718 -0.16278744]
19,-0.148318720941,[ 1.48372127 -0.54982104],-0.148318720941,"[ 1.04320806 -0.67337223  0.2228652   0.38795566  0.71972419 -1.16153379
  0.5325731   0.43717453 -0.9229604   1.06735344  0.        ]","[[ 0.18737396 -3.0307778   0.08262582 -0.13193218]
 [ 4.25124022  0.92128492  0.          0.        ]]",[-0.10004875 -0.08676552],[ 0.03310499 -0.04500574]
20,-0.145121967694,[ 1.32338094 -1.67335407],-0.145121967694,"[ 1.00017141 -0.67112701  0.4046231   0.34899062  0.71972271 -1.16153009
  0.85847204  0.38423888 -0.90527562  1.04933834  0.        ]","[[ 0.31127903 -3.01644687  0.08262582 -0.13193218]
 [ 8.1263523   0.52506704  0.          0.        ]]",[-0.10004875 -0.08676552],[-0.3156423  -0.16705181]
21,-0.141933432078,[-0.58324749  0.62028197],-0.141933432078,"[ 0.88730287 -0.66990491  0.68267819  0.32957766  0.71972122 -1.16152639
  1.17791788  0.34466813 -0.87786189  1.03937162  0.        ]","[[  0.51191665  -3.00929762   0.08262582  -0.13193218]
 [ 11.92475392   0.22888505   0.           0.        ]]",[-0.10004875 -0.08676552],[-0.72823614 -0.29876816]
22,-0.136929259689,[-0.32800034  0.4715526 ],-0.136929259689,"[ 0.71374591 -0.66422394  0.94500973  0.25056172  0.71971974 -1.16152269
  0.96385912  0.67218864 -0.83314015  1.02427167  0.        ]","[[ 0.7248747  -2.9801233   0.08262582 -0.13193218]
 [ 9.37952653  2.68037385  0.          0.        ]]",[-0.10004875 -0.08676552],[-0.79605871 -0.32688004]
23,-0.129365654729,[-1.52481447  0.5225766 ],-0.129365654729,"[ 0.53758614 -0.64549508  1.12491294  0.05780943  0.71971826 -1.16151899
  0.839025    0.91455091 -0.75816112  1.00434447  0.        ]","[[ 0.89757273 -2.90831449  0.08262582 -0.13193218]
 [ 7.89521455  4.49446224  0.          0.        ]]",[-0.10004875 -0.08676552],[-0.88494474 -0.41655463]
24,-0.121553838622,[-1.87871029 -0.12069312],-0.121553838622,"[ 0.40350581 -0.60402294  1.22674782 -0.23016585  0.71971678 -1.16151529
  0.49290018  1.17909069 -0.65507514  0.99405234  0.        ]","[[ 1.01418415 -2.79855827  0.08262582 -0.13193218]
 [ 3.7796428   6.4745594   0.          0.        ]]",[-0.10004875 -0.08676552],[-0.80092758 -0.4654572 ]
25,-0.115538245088,[-0.48547413  0.54814198],-0.115538245088,"[ 0.36106049 -0.53941839  1.25404661 -0.54056011  0.7197153  -1.16151158
  0.15362717  1.09810063 -0.55024354  0.98969228  0.        ]","[[ 1.04930126 -2.67514915  0.08262582 -0.13193218]
 [-0.25446098  5.86837664  0.          0.        ]]",[-0.10004875 -0.08676552],[-0.60858697 -0.44748318]
26,-0.110295559732,[-1.7080964 -1.1705311],-0.110295559732,"[ 0.39055393 -0.44584476  1.23530165 -0.86521101  0.71971381 -1.16150788
 -0.00759689  1.37254007 -0.44292869  0.97969938  0.        ]","[[ 1.0249779  -2.53717113  0.08262582 -0.13193218]
 [-2.17148405  7.92258563  0.          0.        ]]",[-0.10004875 -0.08676552],[-0.61255628 -0.55762661]
27,-0.10419046656,[ 1.26502878 -0.3926965 ],-0.10419046656,"[ 0.48751854 -0.34998272  1.16590241 -1.11786769  0.71971233 -1.16150418
 -0.33693026  0.82258526 -0.36448022  0.9444031   0.        ]","[[ 0.94225799 -2.42002069  0.08262582 -0.13193218]
 [-6.08739923  3.80620385  0.          0.        ]]",[-0.10004875 -0.08676552],[-0.23335207 -0.38433892]
