timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.247197273823,[-1.27755303 -3.14793731],-0.247197273823,"[ 1.06463003  1.49965388 -0.10786461  1.39794622 -0.32684794 -0.06178856
  0.04739606  0.29144877  2.04655838  0.21812525  0.        ]","[[-0.0108923   0.0357013  -0.03708497 -0.00703031]
 [ 0.00115169  0.00492788  0.          0.        ]]",[-0.72106498 -0.61925155],[-1.11929858 -3.67682767]
1,-0.246826952878,[-1.07660402 -4.16469198],-0.246826952878,"[ 1.06287794  1.5004873  -0.16725317  1.29673284 -0.3268478  -0.06178854
 -0.45507681 -0.32017857  2.04406824  0.06068314  0.        ]","[[ -5.05445526e-02  -3.91352832e-03  -3.70849733e-02  -7.03031146e-03]
 [ -3.95321532e+00  -3.95322387e+00   0.00000000e+00   0.00000000e+00]]",[-0.72106498 -0.61925155],[-1.04328382 -3.35056281]
2,-0.244564941053,[ 0.12059773 -2.62516981],-0.244564941053,"[ 1.04434697  1.49065034 -0.34285313  0.99598739 -0.32684767 -0.06178851
 -0.94761942 -0.91969985  1.98723933 -0.40178627  0.        ]","[[ -1.68499889e-01  -1.21905394e-01  -3.70849733e-02  -7.03031146e-03]
 [ -7.82943561e+00  -7.83303316e+00   0.00000000e+00   0.00000000e+00]]",[-0.72106498 -0.61925155],[-0.60095429 -2.87821817]
3,-0.238078409849,[-0.25463078 -2.37974897],-0.238078409849,"[ 0.99228099  1.43450152 -0.56113374  0.51080304 -0.32684754 -0.06178849
 -0.86716421 -1.50761393  1.7840659  -1.00259337  0.        ]","[[ -3.18735285e-01  -3.16739946e-01  -3.70849733e-02  -7.03031146e-03]
 [ -7.19627307e+00  -1.16377338e+01   0.00000000e+00   0.00000000e+00]]",[-0.72106498 -0.61925155],[-0.39621949 -2.19989133]
4,-0.224647614018,[ 0.10284235 -1.32019233],-0.224647614018,"[ 0.90791157  1.27848996 -0.77198928 -0.10841395 -0.3268474  -0.06178847
 -0.97699688 -2.08379053  1.38296775 -1.55716846  0.        ]","[[ -4.71331660e-01  -5.86906570e-01  -3.70849733e-02  -7.03031146e-03]
 [ -8.06064035e+00  -1.53664918e+01   0.00000000e+00   0.00000000e+00]]",[-0.72106498 -0.61925155],[-0.47560227 -1.81436181]
5,-0.201005010946,[ 0.28138644 -1.40264343],-0.201005010946,"[ 0.7912924   0.96599251 -0.9705988  -0.74311491 -0.32684727 -0.06178844
 -0.90509422 -2.64862268  0.78180248 -1.89731252  0.        ]","[[ -6.26864980e-01  -9.30912060e-01  -3.70849733e-02  -7.03031146e-03]
 [ -7.49478516e+00  -1.90218626e+01   0.00000000e+00   0.00000000e+00]]",[-0.72106498 -0.61925155],[-0.3584758  -1.14580262]
6,-0.16510051208,[ 0.50552488 -0.28450002],-0.16510051208,"[ 0.66491734  0.46788888 -1.1283827  -1.18510455 -0.32684714 -0.06178842
 -0.74501157 -3.20228704  0.11904312 -1.83335877  0.        ]","[[ -7.64118522e-01  -1.34730027e+00  -3.70849733e-02  -7.03031146e-03]
 [ -6.23496929e+00  -2.26050039e+01   0.00000000e+00   0.00000000e+00]]",[-0.72106498 -0.61925155],[ 0.16531312 -0.07868776]
7,-0.118902747349,[ 1.09462813 -0.18407792],-0.118902747349,"[ 0.55664863 -0.13558699 -1.2345371  -1.17817366 -0.32684701 -0.0617884
 -0.4755154  -3.30722647 -0.36782043 -1.36596857  0.        ]","[[ -8.67539485e-01  -1.80621534e+00  -3.70849733e-02  -7.03031146e-03]
 [ -4.11408906e+00  -2.32842188e+01   0.00000000e+00   0.00000000e+00]]",[-0.72106498 -0.61925155],[ 0.95613164  1.01365447]
8,-0.068182156927,[ 1.11343396  1.62932614],-0.068182156927,"[ 0.51002572 -0.68463635 -1.27401386 -0.6414777  -0.32684687 -0.06178838
  0.03749873 -3.34864948 -0.51620856 -0.7246601   0.        ]","[[ -9.09316856e-01  -2.27459085e+00  -3.70849733e-02  -7.03031146e-03]
 [ -7.67696270e-02  -2.35523881e+01   0.00000000e+00   0.00000000e+00]]",[-0.72106498 -0.61925155],[ 1.17044115  1.44835448]
9,-0.0235899509854,[ 0.32937232  1.0049022 ],-0.0235899509854,"[ 0.55270451 -1.02622298 -1.23800636  0.21745982 -0.32684674 -0.06178835
  0.54061845 -2.66474752 -0.38808772 -0.18199726  0.        ]","[[ -8.71129364e-01  -2.70123265e+00  -3.70849733e-02  -7.03031146e-03]
 [  3.88268316e+00  -1.91264993e+01   0.00000000e+00   0.00000000e+00]]",[-0.72106498 -0.61925155],[ 0.44144362  1.20071542]
10,-0.0232762703194,[-0.00179168  1.17127317],-0.0232762703194,"[ 0.64780629 -1.1459771  -1.1466686   1.04816949 -0.32684661 -0.06178833
  0.69656784 -1.64016232 -0.17965766  0.18213271  0.        ]","[[ -7.81163734e-01  -3.04023486e+00  -3.70849733e-02  -7.03031146e-03]
 [  5.10997613e+00  -1.24957931e+01   0.00000000e+00   0.00000000e+00]]",[-0.72106498 -0.61925155],[-0.13365707  0.66588151]
11,-0.0306783871858,[-0.89727116  0.43060415],-0.0306783871858,"[ 0.74480561 -1.15247816 -1.03385752  1.25179136 -0.32684647 -0.06178831
  0.68288788  0.41299286 -0.12319483  0.2592366   0.        ]","[[-0.68004269 -3.12009021 -0.03708497 -0.00703031]
 [ 5.00232054  0.79144561  0.          0.        ]]",[-0.72106498 -0.61925155],[-1.18091238 -0.08462906]
12,-0.0260633928801,[-0.21263978 -0.30551366],-0.0260633928801,"[ 0.79986089 -1.15014713 -0.95812829  1.1457009  -0.32684634 -0.06178829
  0.21889824  0.75184337 -0.1543948   0.19778639  0.        ]","[[-0.61663281 -3.07853422 -0.03708497 -0.00703031]
 [ 1.35081863  2.98435906  0.          0.        ]]",[-0.72106498 -0.61925155],[-0.57884014 -0.17946705]
13,-0.0226865136867,[-0.33637373 -0.11323464],-0.0226865136867,"[ 0.81488212 -1.14476261 -0.93561058  1.02616745 -0.32684621 -0.06178826
  0.10851329  0.55578224 -0.17946442  0.13910995  0.        ]","[[-0.59833246 -3.03157763 -0.03708497 -0.00703031]
 [ 0.4821125   1.71552847  0.          0.        ]]",[-0.72106498 -0.61925155],[-0.32606971 -0.02792075]
