timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.249671760763,[ 0.24781804 -1.29743161],-0.249671760763,"[ 1.0518202   2.00314866 -0.16057412  0.93323219 -0.27434073 -0.52712809
  0.15133568  0.3169299   1.55412324  0.59912463  0.        ]","[[-0.0358145   0.06273869 -0.03272186 -0.05954782]
 [ 0.0036009   0.00118368  0.          0.        ]]",[-0.17200752 -0.09806985],[-1.15266907 -1.88395619]
1,-0.2492109196,[-0.38597317 -1.03855726],-0.2492109196,"[ 1.05225507  2.00542709 -0.14555091  0.82340182 -0.2743404  -0.52712735
  0.2377255  -0.20958513  1.55465158  0.57966034  0.        ]","[[-0.02589173  0.02303047 -0.03272186 -0.05954782]
 [ 0.9854019  -3.95880765  0.          0.        ]]",[-0.17200752 -0.09806985],[-1.04799128 -1.7230556 ]
2,-0.246020151414,[-0.49897547 -0.22439554],-0.246020151414,"[ 1.05239563  1.99969794 -0.1391784   0.49679657 -0.27434008 -0.52712662
  0.10179091 -0.7255456   1.54901425  0.47670825  0.        ]","[[-0.02168361 -0.09508112 -0.03272186 -0.05954782]
 [-0.55945652 -7.83941993  0.          0.        ]]",[-0.17200752 -0.09806985],[-0.66544318 -1.49892557]
3,-0.238169278875,[-0.3602309  -0.85990861],-0.238169278875,"[ 1.05075592  1.96082818 -0.1859197   0.04997272 -0.27433976 -0.52712588
 -0.07090372 -0.82294351  1.51339388  0.27199404  0.        ]","[[-0.05256412 -0.25921943 -0.03272186 -0.05954782]
 [-2.52208292 -8.57197275  0.          0.        ]]",[-0.17200752 -0.09806985],[-0.25128013 -1.38796473]
4,-0.22439993468,[ 0.52871444 -1.02717032],-0.22439993468,"[ 1.04299429  1.86408497 -0.28284382 -0.47719968 -0.27433944 -0.52712514
 -0.19182526 -1.25301506  1.41252452 -0.00870634  0.        ]","[[ -0.11679321  -0.46311312  -0.03272186  -0.05954782]
 [ -3.89632282 -11.80661831   0.           0.        ]]",[-0.17200752 -0.09806985],[ 0.22490616 -1.18611348]
5,-0.203693817757,[ 0.45582542 -1.48509982],-0.203693817757,"[  1.03141116e+00   1.65704729e+00  -3.67007430e-01  -1.10031690e+00
  -2.74339115e-01  -5.27124407e-01  -9.33908997e-04  -1.74848935e+00
   1.21967699e+00  -2.82361382e-01   0.00000000e+00]","[[ -0.17295251  -0.73663561  -0.03272186  -0.05954782]
 [ -1.72690148 -15.53319977   0.           0.        ]]",[-0.17200752 -0.09806985],[ 0.46673119 -0.97830272]
6,-0.175463521083,[-0.40379026  0.09095837],-0.175463521083,"[ 1.02726862  1.29002354 -0.39099469 -1.68729297 -0.27433879 -0.52712367
  0.16076359 -2.23412166  0.94840044 -0.45220435  0.        ]","[[ -0.18905199  -1.08394771  -0.03272186  -0.05954782]
 [  0.11074086 -19.18581843   0.           0.        ]]",[-0.17200752 -0.09806985],[ 0.53614354 -0.81670552]
7,-0.139447736277,[ 0.74603099  0.41540935],-0.139447736277,"[ 1.02341201  0.80919751 -0.41157942 -1.99206021 -0.27433847 -0.52712293
  0.01982105 -2.13566984  0.62275492 -0.501055    0.        ]","[[ -0.20290733  -1.46023545  -0.03272186  -0.05954782]
 [ -1.49102406 -18.4454429    0.           0.        ]]",[-0.17200752 -0.09806985],[ 0.64302504 -0.61379004]
8,-0.103038301639,[ 1.36176384 -0.62728507],-0.103038301639,"[ 1.02343302  0.34347796 -0.41145876 -1.93078977 -0.27433815 -0.5271222
  0.2820767  -1.86847368  0.34194615 -0.41527207  0.        ]","[[ -0.20282636  -1.80898205  -0.03272186  -0.05954782]
 [  1.4894248  -16.43587554   0.           0.        ]]",[-0.17200752 -0.09806985],[ 0.52627808 -0.48834983]
9,-0.0693800786611,[ 1.06397214 -0.60951042],-0.0693800786611,"[ 1.03997969 -0.0858614  -0.30813824 -1.54310101 -0.27433782 -0.52712146
  0.62773057 -2.1554719   0.15429657 -0.2127694   0.        ]","[[ -0.13362591  -2.15935891  -0.03272186  -0.05954782]
 [  5.4176687  -18.59455314   0.           0.        ]]",[-0.17200752 -0.09806985],[ 0.37622005 -0.41294986]
