timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.216377826513,[-0.25856976 -1.41198304],-0.216377826513,"[ 1.06800654  1.9626361  -0.09675915  0.41640069  0.03394449  0.41986743
  0.17848012  0.31290097  1.24621927 -0.46259653  0.        ]","[[-0.03202595 -0.09733592  0.00351904  0.05031873]
 [ 0.00017395  0.00241145  0.          0.        ]]",[-0.09442589 -0.09276065],[ 0.60636812 -1.28579056]
1,-0.21765185287,[ 0.85303255 -0.48023742],-0.21765185287,"[ 1.06746858  1.95646959 -0.11227374  0.30912665  0.03394444  0.41986673
  0.09319899 -0.21617584  1.23975269 -0.51531684  0.        ]","[[ -4.22699177e-02  -1.37012026e-01   3.51903665e-03   5.03187257e-02]
 [ -1.02117797e+00  -3.95682868e+00   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[ 0.76082706 -1.19959807]
2,-0.218537311718,[ 0.02274107 -1.81494485],-0.218537311718,"[ 1.068145    1.93259341 -0.09160892  0.04849727  0.03394439  0.41986604
  0.37670873 -0.45998618  1.22527901 -0.57773358  0.        ]","[[ -2.86264051e-02  -2.34454560e-01   3.51903665e-03   5.03187257e-02]
 [  2.37422599e+00  -5.78133673e+00   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[ 0.62918508 -1.2648294 ]
3,-0.21766966596,[-0.57397351 -0.98367206],-0.21766966596,"[ 1.06845577  1.86993121 -0.0189741  -0.35073381  0.03394435  0.41986534
  0.38041701 -0.97381434  1.19880943 -0.62933194  0.        ]","[[  1.93040086e-02  -3.88660832e-01   3.51903665e-03   5.03187257e-02]
 [  2.41864470e+00  -9.62647481e+00   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[ 0.66499364 -1.24780262]
4,-0.2162885041,[ 0.05533476 -0.55965732],-0.2162885041,"[ 1.06732759  1.72321832  0.01908081 -0.8972666   0.0339443   0.41986465
  0.18691546 -1.46871278  1.12341379 -0.77243647  0.        ]","[[  4.44264923e-02  -6.18348722e-01   3.51903665e-03   5.03187257e-02]
 [  1.01221553e-01  -1.33299851e+01   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[ 0.75821424 -1.20895779]
5,-0.21190015297,[ 0.98132809 -0.7257299 ],-0.21190015297,"[ 1.06704968  1.4621439   0.02544237 -1.45933218  0.03394425  0.41986396
  0.20503156 -1.72957462  0.97470291 -0.95995749  0.        ]","[[  4.86284887e-02  -9.04535273e-01   3.51903665e-03   5.03187257e-02]
 [  3.18188143e-01  -1.52821620e+01   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[ 0.75767171 -1.19365335]
6,-0.199940337686,[ 0.78630149 -1.32178289],-0.199940337686,"[ 1.06251789  1.07812535  0.09385451 -1.89039917  0.0339442   0.41986326
  0.52871773 -2.07326789  0.77893916 -1.06190704  0.        ]","[[  9.38862452e-02  -1.23598558e+00   3.51903665e-03   5.03187257e-02]
 [  4.19474132e+00  -1.78542405e+01   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[ 0.60006988 -1.10512137]
7,-0.177261837643,[ 1.290231   -3.08549013],-0.177261837643,"[ 1.03836058  0.56468387  0.26499483 -2.03691109  0.03394415  0.41986257
  0.78160952 -2.5551884   0.55143532 -1.04089404  0.        ]","[[  2.08168662e-01  -1.62925709e+00   3.51903665e-03   5.03187257e-02]
 [  7.22345111e+00  -2.14608196e+01   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[ 0.4134534  -0.90469182]
8,-0.142280254957,[ 0.31578918 -1.03256331],-0.142280254957,"[ 0.96266923 -0.02060967  0.52926037 -1.67741794  0.03394411  0.41986187
  1.10015686 -3.02749506  0.28539155 -0.90049971  0.        ]","[[  3.90913820e-01  -2.09394016e+00   3.51903665e-03   5.03187257e-02]
 [  1.10384840e+01  -2.49956038e+01   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[ 0.09944304 -0.53898078]
9,-0.0969670996491,[ 1.50434699  0.19462859],-0.0969670996491,"[ 0.80543468 -0.51370103  0.83488508 -0.6551634   0.03394406  0.41986118
  1.18627591 -3.49036229 -0.03065559 -0.65934557  0.        ]","[[  6.22032333e-01  -2.62861104e+00   3.51903665e-03   5.03187257e-02]
 [  1.20699127e+01  -2.84599489e+01   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[-0.12563771 -0.14937435]
10,-0.0643987440425,[-1.18720248 -0.79626458],-0.0643987440425,"[ 0.53601507 -0.68396995  1.13968449  0.60694444  0.03394401  0.41986048
  1.49697231 -1.1370294  -0.26771775 -0.43542295  0.        ]","[[  9.00759983e-01  -3.11438667e+00   3.51903665e-03   5.03187257e-02]
 [  1.57909651e+01  -1.08485618e+01   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[-0.26411811 -0.15796563]
11,-0.059171166885,[ 1.16818227  1.07552977],-0.059171166885,"[ 0.2066992  -0.68411413  1.34943538  0.74312135  0.03394396  0.41985979
  1.14031875  0.58267289 -0.33575984 -0.38534047  0.        ]","[[  1.17372543e+00  -3.16441055e+00   3.51903665e-03   5.03187257e-02]
 [  1.15196377e+01   2.02102483e+00   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[-0.25390893 -0.28108776]
12,-0.0608890256647,[-0.94953477 -0.52576986],-0.0608890256647,"[-0.15570786 -0.68225643  1.45470594  0.524217    0.03394392  0.4198591
  1.45188104  1.11100443 -0.24926269 -0.40663372  0.        ]","[[  1.44155690e+00  -3.08397325e+00   3.51903665e-03   5.03187257e-02]
 [  1.52510625e+01   5.97487362e+00   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[-0.61572742 -0.59173411]
13,-0.0584553714395,[-1.23808165  0.60598934],-0.0584553714395,"[-0.52607278 -0.66854358  1.45354317  0.26058148  0.03394387  0.4198584
  1.11274266  0.816997   -0.15406682 -0.37197532  0.        ]","[[  1.70582706e+00  -2.98655137e+00   3.51903665e-03   5.03187257e-02]
 [  1.11894911e+01   3.77465281e+00   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[-0.50345254 -0.55593157]
14,-0.0538823906966,[ 0.42035005 -0.24456948],-0.0538823906966,"[-0.77482216 -0.6419367   1.39187887 -0.00274393  0.03394382  0.41985771
  0.76365206  1.12762407 -0.07882018 -0.30025008  0.        ]","[[  1.88766978e+00  -2.88773447e+00   3.51903665e-03   5.03187257e-02]
 [  7.00870605e+00   6.09928861e+00   0.00000000e+00   0.00000000e+00]]",[-0.09442589 -0.09276065],[-0.42379799 -0.68621647]
