timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.357047804421,[ 0.95452194 -1.20574704],-0.357047804421,"[ 0.99844986  1.86788578 -0.01067567  0.74910018 -1.2368747   0.59175233
  0.10066549  0.31019079  2.58588349 -0.46130175  0.        ]","[[ 0.08770607 -0.07865992 -0.14250122  0.06891545]
 [ 0.00095513 -0.0029639   0.          0.        ]]",[-0.30305207 -0.18452513],[-0.40878931 -2.63431907]
1,-0.356078053875,[-0.09921559 -1.44390966],-0.356078053875,"[ 0.99255414  1.86265897  0.04719476  0.64437425 -1.23687251  0.59175176
  0.48266066 -0.22922478  2.5824757  -0.42701575  0.        ]","[[ 0.12562592 -0.11846116 -0.14250122  0.06891545]
 [ 3.77844883 -3.96395199  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.45559886 -2.37496376]
2,-0.354593370114,[-0.16110584 -3.22605923],-0.354593370114,"[ 0.97595421  1.83483082  0.15458522  0.33687573 -1.23687031  0.5917512
  0.43556383 -0.75773634  2.57213369 -0.40972797  0.        ]","[[ 0.19652221 -0.23667875 -0.14250122  0.06891545]
 [ 3.31271958 -7.84487301  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.34111741 -2.19465184]
3,-0.353191856017,[-0.23221475 -2.76481071],-0.353191856017,"[ 0.95656979  1.74965792  0.24315209 -0.1496049  -1.23686811  0.59175064
  0.36462641 -1.27577116  2.54730536 -0.49707809  0.        ]","[[  0.25573877  -0.43174295  -0.14250122   0.06891545]
 [  2.61123434 -11.6488723    0.           0.        ]]",[-0.30305207 -0.18452513],[-0.20282432 -2.10966063]
4,-0.349185721885,[-0.31549052 -1.93088882],-0.349185721885,"[ 0.93959992  1.55665313  0.30589615 -0.75087652 -1.23686591  0.59175008
  0.26660551 -1.78353623  2.47707769 -0.68845728  0.        ]","[[  0.29823907  -0.7021307   -0.14250122   0.06891545]
 [  1.64192485 -15.37748255   0.           0.        ]]",[-0.30305207 -0.18452513],[-0.17678949 -2.11527467]
5,-0.338259185746,[-0.55310134 -2.44607082],-0.338259185746,"[ 0.93074242  1.20638647  0.3351375  -1.33195464 -1.23686371  0.59174952
  0.13711941 -2.28123653  2.31111375 -0.95862278  0.        ]","[[  0.31823225  -1.04634944  -0.14250122   0.06891545]
 [  0.36146142 -19.03222633   0.           0.        ]]",[-0.30305207 -0.18452513],[-0.28922287 -2.11915231]
6,-0.31469910856,[-0.79512509 -1.18557959],-0.31469910856,"[ 0.93735461  0.68234574  0.31349528 -1.67196383 -1.23686151  0.59174896
 -0.0850371  -2.76905733  1.99287603 -1.23812078  0.        ]","[[  0.30342296  -1.46293563  -0.14250122   0.06891545]
 [ -1.83540293 -22.61448512   0.           0.        ]]",[-0.30305207 -0.18452513],[-0.45559898 -2.07271457]
7,-0.272031741026,[-0.58514751 -1.98998062],-0.272031741026,"[ 0.96375664  0.0447565   0.21299065 -1.49903485 -1.23685932  0.5917484
 -0.39987442 -3.24721248  1.50322156 -1.37847077  0.        ]","[[  0.23548134  -1.95045563  -0.14250122   0.06891545]
 [ -4.94877064 -26.12585375   0.           0.        ]]",[-0.30305207 -0.18452513],[-0.58713174 -1.81620347]
8,-0.208608886849,[-0.61876468 -0.3077784 ],-0.208608886849,"[ 0.99453887 -0.53518007  0.02979907 -0.60965109 -1.23685712  0.59174784
 -0.62457545 -3.71592376  0.97362644 -1.16593496  0.        ]","[[  0.11421213  -2.50750847  -0.14250122   0.06891545]
 [ -7.1707998  -29.56798804   0.           0.        ]]",[-0.30305207 -0.18452513],[-0.32639059 -1.20858109]
9,-0.150878653882,[ 0.1688151   0.20246809],-0.150878653882,"[ 1.00204753 -0.79344373 -0.22549905  0.86073378 -1.23685492  0.59174727
 -0.85812513 -3.05021485  0.72986787 -0.58863887  0.        ]","[[ -0.05238358  -3.10522168  -0.14250122   0.06891545]
 [ -9.48033481 -24.67965867   0.           0.        ]]",[-0.30305207 -0.18452513],[ 0.07843655 -0.44181317]
10,-0.146850746235,[-0.53040153 -0.96564665],-0.146850746235,"[ 0.9644634  -0.78530386 -0.50012101  1.26396465 -1.23685272  0.59174671
 -0.7714325   0.57005487  0.7681413  -0.40306344  0.        ]","[[-0.23338547 -3.25798881 -0.14250122  0.06891545]
 [-8.62305801  1.9051792   0.          0.        ]]",[-0.30305207 -0.18452513],[-0.48088512 -0.73660553]
11,-0.148318199767,[-0.60096614 -0.72258932],-0.148318199767,"[ 0.87403077 -0.79350511 -0.77830324  1.0495251  -1.23685052  0.59174615
 -0.96652191  0.94510852  0.75345063 -0.47948472  0.        ]","[[ -0.42520233  -3.17663621  -0.14250122   0.06891545]
 [-10.55226903   4.65932971   0.           0.        ]]",[-0.30305207 -0.18452513],[-0.41174063 -0.84883296]
12,-0.147623799599,[-0.43761059 -0.49611541],-0.147623799599,"[ 0.69917285 -0.79296231 -1.08383507  0.8374561  -1.23684833  0.59174559
 -1.18601842  0.7451128   0.72381303 -0.53451845  0.        ]","[[ -0.65802576  -3.09641283  -0.14250122   0.06891545]
 [-12.72284351   3.19070196   0.           0.        ]]",[-0.30305207 -0.18452513],[-0.2253646  -0.57950056]
13,-0.145189525848,[-0.35234577  0.30633452],-0.145189525848,"[ 0.41994053 -0.78848547 -1.37312597  0.70972722 -1.23684613  0.59174503
 -1.33576229  0.54689217  0.69759243 -0.54133079  0.        ]","[[ -0.92734014  -3.04798678  -0.14250122   0.06891545]
 [-14.20365524   1.73510748   0.           0.        ]]",[-0.30305207 -0.18452513],[ 0.05951932 -0.1974446 ]
14,-0.14126111553,[ 0.60234926 -0.21709425],-0.14126111553,"[ 0.04213032 -0.78125238 -1.58795163  0.587547   -1.23684393  0.59174447
 -1.44838905  0.70740013  0.66767434 -0.52492263  0.        ]","[[ -1.22258816  -3.00145878  -0.14250122   0.06891545]
 [-15.31742964   2.91377416   0.           0.        ]]",[-0.30305207 -0.18452513],[ 0.29234621  0.03650033]
15,-0.136379987773,[-0.0883305   1.57492859],-0.136379987773,"[-0.35566642 -0.77052774 -1.67643158  0.45955113 -1.23684173  0.59174391
 -1.1765538   0.58251905  0.63636275 -0.49170134  0.        ]","[[ -1.50196608  -2.9523842   -0.14250122   0.06891545]
 [-12.62932344   1.99673685   0.           0.        ]]",[-0.30305207 -0.18452513],[ 0.5224821   0.27615389]
16,-0.128559003829,[ 1.92157169  0.22486048],-0.128559003829,"[-0.72432273 -0.74656059 -1.65393915  0.25546871 -1.23683953  0.59174334
 -1.18661071  1.11636426  0.58252329 -0.44625034  0.        ]","[[ -1.7555507   -2.87311685  -0.14250122   0.06891545]
 [-12.72879413   5.91694264   0.           0.        ]]",[-0.30305207 -0.18452513],[ 0.69806111  0.32951561]
17,-0.115984998945,[ 1.06968669 -0.06906044],-0.115984998945,"[-1.02075661 -0.69187822 -1.56063255 -0.05960139 -1.23683734  0.59174278
 -0.7607399   1.22169729  0.49105514 -0.38402679  0.        ]","[[-1.9678726  -2.74701695 -0.14250122  0.06891545]
 [-8.51744687  6.69045199  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.58925992  0.19476014]
18,-0.103020701622,[ 0.92678426 -0.0641241 ],-0.103020701622,"[-1.18919964 -0.61523125 -1.47255731 -0.36686694 -1.23683514  0.59174222
 -0.34331788  1.16644326  0.39286417 -0.32879064  0.        ]","[[-2.09680565 -2.61727854 -0.14250122  0.06891545]
 [-4.38964353  6.28471828  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.30685508  0.00191256]
19,-0.0911263267563,[-0.07745454 -1.21628044],-0.0911263267563,"[-1.25152363 -0.52551206 -1.43228815 -0.63538205 -1.23683294  0.59174166
  0.03650864  1.11492832  0.29016254 -0.30613628  0.        ]","[[-2.14691271 -2.4953794  -0.14250122  0.06891545]
 [-0.63361432  5.90644049  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.00551862 -0.2201599 ]
20,-0.0840292065845,[ 0.02833843 -0.04269602],-0.0840292065845,"[-1.27055341 -0.46040347 -1.41906449 -0.79350623 -1.23683074  0.5917411
  0.00676751  0.55979479  0.22219882 -0.30442707  0.        ]","[[-2.16253604 -2.41815166 -0.14250122  0.06891545]
 [-0.9277182   1.82992083  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.02873144 -0.15582901]
21,-0.0808326083062,[ 0.71909772  0.06483688],-0.0808326083062,"[-1.29132695 -0.42933245 -1.40410819 -0.86090096 -1.23682854  0.59174054
  0.01996968  0.53183874  0.19428612 -0.2976073   0.        ]","[[-2.17978052 -2.38361295 -0.14250122  0.06891545]
 [-0.79716461  1.62463422  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.01344469 -0.17620261]
22,-0.0782627666183,[-1.48108182  0.6400382 ],-0.0782627666183,"[-1.27595384 -0.39691038 -1.41522129 -0.92651088 -1.23682635  0.59173998
  0.30944241  0.56241287  0.15968945 -0.3132186   0.        ]","[[-2.16700298 -2.34886758 -0.14250122  0.06891545]
 [ 2.06537     1.84915342  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.24980363 -0.35130048]
23,-0.0738232509808,[ 1.44897976  0.53796833],-0.0738232509808,"[-1.27452921 -0.33623223 -1.4162316  -1.03796524 -1.23682415  0.59173942
 -0.09502917  0.90255471  0.10330797 -0.32901057  0.        ]","[[-2.16582627 -2.28682358 -0.14250122  0.06891545]
 [-1.93435875  4.34692881  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.02161571 -0.28963712]
24,-0.0679905004183,[-0.43038838  1.51738133],-0.0679905004183,"[-1.27281602 -0.22332794 -1.41744409 -1.21258935 -1.23682195  0.59173885
  0.30914145  1.18089144  0.00815803 -0.36534655  0.        ]","[[-2.16441207 -2.17937749 -0.14250122  0.06891545]
 [ 2.06239274  6.390856    0.          0.        ]]",[-0.30305207 -0.18452513],[-0.42921433 -0.71843207]
25,-0.0670446552454,[-0.09351429 -1.54079125],-0.0670446552454,"[-1.2438536  -0.031778   -1.43746287 -1.43287024 -1.23681975  0.59173829
  0.13267199  1.70288223 -0.1327586  -0.46775784  0.        ]","[[ -2.14067265  -2.01310094  -0.14250122   0.06891545]
 [  0.31732934  10.22403089   0.           0.        ]]",[-0.30305207 -0.18452513],[-0.40818354 -1.03529012]
26,-0.0726019477107,[-0.90127168 -0.793626  ],-0.0726019477107,"[-1.240689    0.17095541 -1.43958399 -1.58465289 -1.23681755  0.59173773
  0.09461769  1.13611151 -0.25387766 -0.57368579  0.        ]","[[-2.13810243 -1.85037871 -0.14250122  0.06891545]
 [-0.05897959  6.06206514  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.38647553 -0.88163626]
27,-0.0731766873483,[-1.3636802   0.21394787],-0.0731766873483,"[-1.2856481   0.28566734 -1.40822242 -1.63920109 -1.23681536  0.59173717
 -0.26596136  0.69189846 -0.31493774 -0.5912296   0.        ]","[[-2.17505823 -1.76186625 -0.14250122  0.06891545]
 [-3.62465661  2.80007085  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.02502611 -0.54553819]
28,-0.0623668061742,[ 0.40524503 -0.25095709],-0.0623668061742,"[-1.41417449  0.36983376 -1.30335667 -1.66598173 -1.23681316  0.59173661
 -0.65894628  0.79980231 -0.35701797 -0.49108873  0.        ]","[[-2.28654252 -1.69791502 -0.14250122  0.06891545]
 [-7.51078919  3.59245011  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.34547406 -0.44121656]
29,-0.0478993362445,[ 0.46867671 -0.79768907],-0.0478993362445,"[-1.551462    0.45098419 -1.15999046 -1.68156363 -1.23681096  0.59173605
 -0.48169523  0.65478774 -0.38533431 -0.35286712  0.        ]","[[-2.41917188 -1.63675014 -0.14250122  0.06891545]
 [-5.75800437  2.52756688  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.22754747 -0.44651264]
30,-0.035566378675,[ 0.22117021 -1.05489348],-0.035566378675,"[-1.63844088  0.47541671 -1.04568513 -1.6843134  -1.23680876  0.59173549
 -0.28254289  0.21782202 -0.37732746 -0.2339343   0.        ]","[[-2.51457251 -1.61839336 -0.14250122  0.06891545]
 [-3.78864238 -0.68120877  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.10111065 -0.33302861]
31,-0.0251906227591,[-0.83825601  0.18321546],-0.0251906227591,"[-1.69254441  0.40467172 -0.96144502 -1.6738776  -1.23680656  0.59173493
 -0.18639222 -0.3195651  -0.31235982 -0.11833476  0.        ]","[[-2.58080526 -1.67161105 -0.14250122  0.06891545]
 [-2.83783618 -4.62741074  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.11454207 -0.21126072]
32,-0.024022659153,[ 0.0951313  -0.00445038],-0.024022659153,"[-1.75699019  0.29340583 -0.8420186  -1.64210162 -1.23680437  0.59173436
 -0.51624981 -0.20822308 -0.19942755  0.02354911  0.        ]","[[-2.67028912 -1.75595594 -0.14250122  0.06891545]
 [-6.09970959 -3.80979343  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.51346493 -0.06750758]
33,-0.0388918046238,[ 0.57914071 -1.12490343],-0.0388918046238,"[-1.82548474  0.19511668 -0.67759881 -1.59789632 -1.23680217  0.5917338
 -0.46599162 -0.20033986 -0.0635675   0.16510642  0.        ]","[[-2.78729698 -1.83157097 -0.14250122  0.06891545]
 [-5.60272471 -3.75190563  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.61246824 -0.03520653]
34,-0.0596273660025,[ 1.7805695   0.89232648],-0.0596273660025,"[-1.86467714  0.05079461 -0.54910302 -1.50373684 -1.23679997  0.59173324
 -0.22296117 -0.72945814  0.10106924  0.24410561  0.        ]","[[-2.87523854 -1.9455933  -0.14250122  0.06891545]
 [-3.19946917 -7.63738322  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.56056297  0.004049  ]
35,-0.0737052670383,[ 1.42000472  0.02904993],-0.0737052670383,"[-1.87336402 -0.08926118 -0.51397917 -1.37543126 -1.23679777  0.59173268
  0.18367954 -0.22775643  0.22346399  0.23998723  0.        ]","[[-2.89888358 -2.06137687 -0.14250122  0.06891545]
 [ 0.8216806  -3.95324181  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.24095781 -0.13318729]
36,-0.0765546443707,[ 1.23075568 -0.07193794],-0.0765546443707,"[-1.85150129 -0.17800153 -0.59677405 -1.27250618 -1.23679558  0.59173212
  0.5823369  -0.2014626   0.25508301  0.18234483  0.        ]","[[-2.84289695 -2.13850469 -0.14250122  0.06891545]
 [ 4.76388687 -3.76015974  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.17199126 -0.31099945]
37,-0.0749694825636,[-1.27161057 -1.68339048],-0.0749694825636,"[-1.78155143 -0.26267889 -0.78878014 -1.15602882 -1.23679338  0.59173156
  0.97312727 -0.23011748  0.24435345  0.07624627  0.        ]","[[-2.70884662 -2.21581951 -0.14250122  0.06891545]
 [ 8.62830488 -3.97058189  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.62159622 -0.51077342]
38,-0.0810933634453,[ 0.09386639 -2.0158036 ],-0.0810933634453,"[-1.69009794 -0.38285612 -0.96546021 -0.95354595 -1.23679118  0.591731
  0.55555655 -0.75858592  0.28559187 -0.03180653  0.        ]","[[-2.57770966 -2.33416698 -0.14250122  0.06891545]
 [ 4.49908269 -7.85127883  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.22553751 -0.19241828]
39,-0.0991880047296,[-1.51171534  0.25351997],-0.0991880047296,"[-1.61245261 -0.5521777  -1.08216653 -0.56269727 -1.23678898  0.59173044
  0.58413061 -1.27662067  0.42261955 -0.13186474  0.        ]","[[ -2.48489263  -2.52936024  -0.14250122   0.06891545]
 [  4.78164804 -11.65536828   0.           0.        ]]",[-0.30305207 -0.18452513],[-0.17954382 -0.10062909]
40,-0.121809750796,[ 0.50509108 -0.8895377 ],-0.121809750796,"[-1.56173588 -0.69344875 -1.14752998 -0.05207852 -1.23678678  0.59172987
  0.1741824  -1.10850175  0.59455589 -0.23867138  0.        ]","[[ -2.42993279  -2.7500809   -0.14250122   0.06891545]
 [  0.72780254 -10.42083686   0.           0.        ]]",[-0.30305207 -0.18452513],[ 0.26103368  0.22362164]
41,-0.146895578758,[ 0.15588393 -0.17938242],-0.146895578758,"[-1.52820869 -0.7793896  -1.18699526  0.56221941 -1.23678459  0.59172931
  0.37492943 -1.56004209  0.77560653 -0.38182355  0.        ]","[[ -2.3954595   -2.99176635  -0.14250122   0.06891545]
 [  2.71292731 -13.7366518    0.           0.        ]]",[-0.30305207 -0.18452513],[ 0.19477625  0.31690064]
42,-0.159367398142,[-0.79117995  0.70573617],-0.159367398142,"[-1.46692969 -0.79376337 -1.25261919  0.88021384 -1.23678239  0.59172875
  0.43197248  0.29407284  0.85872346 -0.46954897  0.        ]","[[-2.33554063 -3.11258399 -0.14250122  0.06891545]
 [ 3.27701065 -0.12135062  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.08565089  0.41440645]
43,-0.154675984892,[ 1.05624982  1.48472588],-0.154675984892,"[-1.43111401 -0.79160871 -1.28755008  0.78825135 -1.23678019  0.59172819
  0.10864786  0.74572179  0.82641425 -0.44004461  0.        ]","[[-2.30207924 -3.07776605 -0.14250122  0.06891545]
 [ 0.07976349  3.19524148  0.          0.        ]]",[-0.30305207 -0.18452513],[ 0.26568943  0.45349672]
44,-0.143110978206,[ 1.62258835 -0.56174762],-0.143110978206,"[-1.38540169 -0.7758136  -1.32890228  0.51782816 -1.23677799  0.59172763
  0.50888986  1.27634136  0.74194869 -0.38036809  0.        ]","[[-2.26077331 -2.9747663  -0.14250122  0.06891545]
 [ 4.03762299  7.09174729  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.11993787  0.05199578]
45,-0.128587318645,[-0.06554104 -0.31807665],-0.128587318645,"[-1.24430739 -0.74056685 -1.43707552  0.21362952 -1.2367758   0.59172707
  0.9011701   0.95434539  0.62090467 -0.34939252  0.        ]","[[-2.14110013 -2.85665521 -0.14250122  0.06891545]
 [ 7.91675631  4.72724888  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.5483402  -0.26834044]
46,-0.118870222008,[ 0.12687399  0.22233818],-0.118870222008,"[-1.04624429 -0.70606363 -1.54899365  0.01082078 -1.2367736   0.59172651
  0.85906353  0.77009815  0.52058496 -0.37810331  0.        ]","[[-1.9869426  -2.77568508 -0.14250122  0.06891545]
 [ 7.50038963  3.37427541  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.54471266 -0.33533248]
47,-0.112598959213,[-0.26980021  0.0271788 ],-0.112598959213,"[-0.8350297  -0.66645149 -1.62737454 -0.17308487 -1.2367714   0.59172595
  0.89483456  0.88090226  0.43072505 -0.44283658  0.        ]","[[-1.83338552 -2.70003575 -0.14250122  0.06891545]
 [ 7.85412785  4.18794929  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.64008975 -0.51927692]
48,-0.11005755382,[-0.57457296 -0.98562028],-0.11005755382,"[-0.62759452 -0.6143947  -1.66935066 -0.36969132 -1.2367692   0.59172539
  0.77107535  0.88427625  0.34765501 -0.53907988  0.        ]","[[-1.6885818  -2.61602809 -0.14250122  0.06891545]
 [ 6.63032553  4.21273354  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.60292244 -0.61338413]
49,-0.112432833097,[-1.00628435 -0.84850893],-0.112432833097,"[-0.4696218  -0.58366945 -1.6799145  -0.46960042 -1.236767    0.59172482
  0.52775186  0.34146446  0.3135569  -0.62091881  0.        ]","[[-1.58011715 -2.57176635 -0.14250122  0.06891545]
 [ 4.22419119  0.22671701  0.          0.        ]]",[-0.30305207 -0.18452513],[-0.4016597 -0.4902454]
