timestep,avg_action_dist,actions,original_rewards,rewards,human_obs,obs,logstd_action_dist
0,[-0.51403064 -1.55384052],[-0.97622106 -0.67375581],-0.320324437411,-0.320324437411,"[[-0.06793746 -0.07365326 -0.11117396 -0.00474643]
 [ 0.0018303   0.00149546  0.          0.        ]]","[ 1.07696248  1.72496035 -0.06159175  0.35212613 -0.97328116 -0.05543011
  0.24707845  0.25713733  1.97421789 -0.05528918  0.        ]",[-0.01921752 -0.08594671]
1,[-0.41783059 -1.51432717],[-2.09639549 -1.44546741],-0.319531818068,-0.319531818068,"[[-0.1066376  -0.10037545 -0.11117396 -0.00474643]
 [-3.85899543 -2.66483265  0.          0.        ]]","[ 1.0722709   1.72200626 -0.12028032  0.29093829 -0.97327653 -0.05542998
 -0.07174915 -0.09547236  1.96328366 -0.13871586  0.        ]",[-0.01921752 -0.08594671]
2,[-0.22905076 -1.43548524],[-0.13053202 -2.69888286],-0.315445001049,-0.315445001049,"[[ -2.22727485e-01  -1.92855364e-01  -1.11173963e-01  -4.74642628e-03]
 [ -7.73710893e+00  -6.57014350e+00   0.00000000e+00   0.00000000e+00]]","[ 1.04584479  1.70490652 -0.2945254   0.08072696 -0.9732719  -0.05542984
 -0.39200422 -0.6119314   1.90186398 -0.39231979  0.        ]",[-0.01921752 -0.08594671]
3,[-0.04524015 -1.33342159],[-1.90390727 -1.18593728],-0.304352025794,-0.304352025794,"[[ -3.81102450e-01  -3.62678945e-01  -1.11173963e-01  -4.74642628e-03]
 [ -8.09924518e+00  -1.03994449e+01   0.00000000e+00   0.00000000e+00]]","[ 0.98049527  1.64605918 -0.52448766 -0.29420283 -0.97326728 -0.05542971
 -0.42190842 -1.11833517  1.73387469 -0.73694129  0.        ]",[-0.01921752 -0.08594671]
4,[ 0.15534452 -1.15993905],[-0.81782929 -0.27112219],-0.280593582501,-0.280593582501,"[[ -5.81164965e-01  -6.08314246e-01  -1.11173963e-01  -4.74642628e-03]
 [ -1.18945717e+01  -1.41515589e+01   0.00000000e+00   0.00000000e+00]]","[ 0.85210143  1.50142182 -0.794032   -0.7923015  -0.97326265 -0.05542957
 -0.73532653 -1.61452285  1.39466633 -1.0826886   0.        ]",[-0.01921752 -0.08594671]
5,[ 0.24511081 -1.00570941],[ 0.52855345 -1.59792319],-0.238318751431,-0.238318751431,"[[ -8.49172740e-01  -8.99290586e-01  -1.11173963e-01  -4.74642628e-03]
 [ -1.48964179e+01  -1.49433933e+01   0.00000000e+00   0.00000000e+00]]","[ 0.60871422  1.2503985  -1.10115006 -1.27820432 -0.97325802 -0.05542943
 -0.98321676 -1.71922273  0.85820256 -1.28364554  0.        ]",[-0.01921752 -0.08594671]
6,[ 0.17283174 -0.81497669],[ 0.75912864  0.08997167],-0.180102895532,-0.180102895532,"[[ -1.12317719e+00  -1.23491758e+00  -1.11173963e-01  -4.74642628e-03]
 [ -1.25121375e+01  -1.86070871e+01   0.00000000e+00   0.00000000e+00]]","[ 0.29231368  0.88032801 -1.33063728 -1.64879291 -0.97325339 -0.0554293
 -0.78631778 -2.20369568  0.29853099 -1.16495331  0.        ]",[-0.01921752 -0.08594671]
7,[ 0.09290515 -0.69502926],[ 1.01858828 -1.34598203],-0.117531111129,-0.117531111129,"[[ -1.34082909e+00  -1.59979040e+00  -1.11173963e-01  -4.74642628e-03]
 [ -9.26369196e+00  -1.78826105e+01   0.00000000e+00   0.00000000e+00]]","[ 0.00773482  0.42674833 -1.44053424 -1.77624754 -0.97324877 -0.05542916
 -0.51805657 -2.1078603  -0.04817408 -0.79529981  0.        ]",[-0.01921752 -0.08594671]
8,[ 0.03034454 -0.49929762],[ 1.31981664  1.57214038],-0.0606860921059,-0.0606860921059,"[[ -1.48457662e+00  -1.99362131e+00  -1.11173963e-01  -4.74642628e-03]
 [ -5.12476501e+00  -2.14884489e+01   0.00000000e+00   0.00000000e+00]]","[-0.18927612 -0.05561917 -1.4749465  -1.57477871 -0.97324414 -0.05542903
 -0.17625914 -2.58465672 -0.11858342 -0.36790916  0.        ]",[-0.01921752 -0.08594671]
9,[ 0.02603085 -0.44478521],[-0.17547703 -0.58045106],-0.0398106026654,-0.0398106026654,"[[ -1.54636042e+00  -2.37939576e+00  -1.11173963e-01  -4.74642628e-03]
 [ -1.06670434e+00  -1.71035795e+01   0.00000000e+00   0.00000000e+00]]","[-0.27495088 -0.45151053 -1.48013558 -1.06583736 -0.97323951 -0.05542889
  0.15886022 -2.00477434  0.01766067 -0.05503378  0.        ]",[-0.01921752 -0.08594671]
