timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.308394676142,[ 0.40557782 -1.53671447],-0.308394676142,"[ 1.0682804   1.48365674 -0.15158568  1.38339671 -0.80598762  0.47195212
  0.04411473  0.29039529  2.62006303 -0.6585708   0.        ]","[[-0.04168639  0.02385646 -0.09240794  0.05486174]
 [-0.00465419  0.00072114  0.          0.        ]]",[-0.75874645 -0.63834351],[ 0.1914503  -1.90342391]
1,-0.308571912509,[-0.11925125 -1.82521837],-0.308571912509,"[ 1.06905442  1.48386591 -0.12762473  1.28173633 -0.80598715  0.47195192
  0.25062246 -0.32718032  2.61982195 -0.67122274  0.        ]","[[-0.02566552 -0.01586336 -0.09240794  0.05486174]
 [ 1.60138872 -3.95950332  0.          0.        ]]",[-0.75874645 -0.63834351],[ 0.22422254 -1.62769866]
2,-0.309299769394,[-0.25120569 -1.8947162 ],-0.309299769394,"[ 1.06952542  1.47212456 -0.08723631  0.98039584 -0.80598668  0.47195171
  0.18608397 -0.93240139  2.61143179 -0.76299192  0.        ]","[[  1.32639967e-03  -1.33992792e-01  -9.24079366e-02   5.48617369e-02]
 [  1.09946371e+00  -7.84050582e+00   0.00000000e+00   0.00000000e+00]]",[-0.75874645 -0.63834351],[ 0.12714335 -1.48765349]
3,-0.309641987954,[ 0.21940889 -1.15078664],-0.309641987954,"[ 1.06940185  1.41279808 -0.06955669  0.49541473 -0.8059862   0.47195151
  0.05568468 -1.52560909  2.56662341 -0.99527271  0.        ]","[[  0.01314097  -0.32896939  -0.09240794   0.05486174]
 [  0.08532934 -11.64447953   0.           0.        ]]",[-0.75874645 -0.63834351],[-0.14253953 -1.45165253]
4,-0.306035082672,[-0.74003593 -1.42606582],-0.306035082672,"[ 1.06912674  1.25255504 -0.05398184 -0.12139074 -0.80598573  0.47195131
  0.16720841 -2.10717964  2.44356665 -1.30629758  0.        ]","[[  0.02355047  -0.59927699  -0.09240794   0.05486174]
 [  0.95266602 -15.373846     0.           0.        ]]",[-0.75874645 -0.63834351],[-0.46740708 -1.54857874]
5,-0.294493614766,[-1.3792356  -2.17981156],-0.294493614766,"[ 1.06940205  0.93545143 -0.0697024  -0.74983172 -0.80598526  0.4719511
 -0.21165443 -2.67703198  2.17850382 -1.67627597  0.        ]","[[  1.30435720e-02  -9.43417938e-01  -9.24079366e-02   5.48617369e-02]
 [ -1.99380480e+00  -1.90280971e+01   0.00000000e+00   0.00000000e+00]]",[-0.75874645 -0.63834351],[-1.07950962 -1.73509634]
6,-0.268880532743,[-1.34178345 -1.41929218],-0.268880532743,"[ 1.06638205  0.43372724 -0.1881367  -1.18055437 -0.80598479  0.4719509
 -0.71555322 -3.23557673  1.6780046  -2.03617323  0.        ]","[[ -0.06614739  -1.35991674  -0.09240794   0.05486174]
 [ -5.91269904 -22.60988027   0.           0.        ]]",[-0.75874645 -0.63834351],[-1.64066231 -1.59183383]
7,-0.221247663984,[-1.35742008 -0.29372612],-0.221247663984,"[ 1.03396478 -0.2070083  -0.42012739 -1.14000241 -0.80598432  0.47195069
 -1.20985401 -3.78308239  0.9702146  -2.07667429  0.        ]","[[ -0.22296712  -1.84734161  -0.09240794   0.05486174]
 [ -9.75695284 -26.12093371   0.           0.        ]]",[-0.75874645 -0.63834351],[-1.70654809 -0.83115125]
8,-0.153363506886,[ 0.70737463  0.97566634],-0.153363506886,"[ 0.92279184 -0.80224172 -0.74811752 -0.45093819 -0.80598385  0.47195049
 -1.69462081 -3.8836697   0.37221515 -1.558218    0.        ]","[[ -0.45593269  -2.37623312  -0.09240794   0.05486174]
 [-13.52706997 -26.76610244   0.           0.        ]]",[-0.75874645 -0.63834351],[ 0.0662894   0.79527891]
9,-0.100997101814,[ 0.27221942  1.228279  ],-0.100997101814,"[ 0.73568431 -1.12307855 -1.04836693  0.62945942 -0.80598338  0.47195028
 -1.3004124  -3.19852366  0.28606981 -0.82172115  0.        ]","[[ -0.69572016  -2.86747318  -0.09240794   0.05486174]
 [-10.46126377 -22.37259003   0.           0.        ]]",[-0.75874645 -0.63834351],[ 0.43887252  1.33386683]
10,-0.100450483829,[-0.79818654  0.77870052],-0.100450483829,"[ 0.53490443 -1.17197468 -1.25401685  1.40532513 -0.80598291  0.47195008
 -1.13513371 -0.31014407  0.50192269 -0.4420339   0.        ]","[[-0.89205282 -3.17401975 -0.09240794  0.05486174]
 [-9.17587432 -3.85039561  0.          0.        ]]",[-0.75874645 -0.63834351],[-0.42817107  0.61908281]
11,-0.100301668518,[ 0.87479122  1.24031521],-0.100301668518,"[ 0.27766203 -1.17255027 -1.42656562  1.35699255 -0.80598244  0.47194988
 -1.51808555  0.82589967  0.49384835 -0.45840401  0.        ]","[[ -1.10545134  -3.15513212  -0.09240794   0.05486174]
 [-12.154161     3.43466703   0.           0.        ]]",[-0.75874645 -0.63834351],[ 0.23862714  0.76348042]
12,-0.0934343265823,[-0.16134829 -0.20404538],-0.0934343265823,"[ 0.0015762  -1.1667816  -1.53561154  1.08157667 -0.80598197  0.47194967
 -1.0417713   1.43278672  0.39770813 -0.49892128  0.        ]","[[-1.31136753 -3.04739145 -0.09240794  0.05486174]
 [-8.44979919  7.32643534  0.          0.        ]]",[-0.75874645 -0.63834351],[-0.1052902  0.09191  ]
13,-0.083336212172,[ 0.30422267  0.415589  ],-0.083336212172,"[-0.24395545 -1.13733507 -1.58019427  0.73589466 -0.8059815   0.47194947
 -1.10240149  1.28418104  0.2649979  -0.51971243  0.        ]","[[-1.48509469 -2.91042409 -0.09240794  0.05486174]
 [-8.92133602  6.37348549  0.          0.        ]]",[-0.75874645 -0.63834351],[ 0.318546    0.17396989]
14,-0.0720551499126,[ 0.16817741 -0.47199276],-0.0720551499126,"[-0.48007842 -1.08090117 -1.58103298  0.38748551 -0.80598103  0.47194926
 -0.92479955  1.52113456  0.12361402 -0.51128945  0.        ]","[[-1.64966302 -2.76770859 -0.09240794  0.05486174]
 [-7.54010347  7.89299945  0.          0.        ]]",[-0.75874645 -0.63834351],[ 0.15386398 -0.32865736]
15,-0.0610755683729,[ 0.75196574 -0.85595591],-0.0610755683729,"[-0.6824695  -1.0027026  -1.54912567  0.06961568 -0.80598055  0.47194906
 -0.81998636  1.2053447  -0.01188571 -0.48240006  0.        ]","[[-1.7922865  -2.63016656 -0.09240794  0.05486174]
 [-6.7249592   5.86795202  0.          0.        ]]",[-0.75874645 -0.63834351],[ 0.34374657 -0.11662769]
16,-0.0536470579169,[-0.27894625  0.52505156],-0.0536470579169,"[-0.82527915 -0.94541859 -1.50744524 -0.1094031  -0.80598008  0.47194885
 -0.42007057  0.65872222 -0.08896172 -0.43923356  0.        ]","[[-1.89557985 -2.54797723 -0.09240794  0.05486174]
 [-3.61475526  2.36264746  0.          0.        ]]",[-0.75874645 -0.63834351],[-0.40291908  0.23467508]
17,-0.0474250647768,[-0.24748127 -0.08962195],-0.0474250647768,"[-0.93610937 -0.89267742 -1.46317542 -0.24953854 -0.80597961  0.47194865
 -0.55286167  0.97563369 -0.15011371 -0.3965876   0.        ]","[[-1.9782368  -2.4803341  -0.09240794  0.05486174]
 [-4.64749336  4.39489838  0.          0.        ]]",[-0.75874645 -0.63834351],[-0.11273798 -0.17792484]
18,-0.0395366947462,[ 0.38279923 -0.50856203],-0.0395366947462,"[-1.06725897 -0.82101927 -1.39575729 -0.41247761 -0.80597914  0.47194844
 -0.66700157  0.9067386  -0.22176692 -0.33365096  0.        ]","[[-2.08009318 -2.3968689  -0.09240794  0.05486174]
 [-5.53517872  3.95310107  0.          0.        ]]",[-0.75874645 -0.63834351],[ 0.32824013 -0.14042088]
19,-0.0324751911185,[ 1.08008704 -0.50079756],-0.0324751911185,"[-1.18235218 -0.76711751 -1.32116592 -0.51878584 -0.80597867  0.47194824
 -0.45804457  0.58052154 -0.2628617  -0.25998338  0.        ]","[[-2.17449164 -2.33879568 -0.09240794  0.05486174]
 [-3.91009139  1.86118281  0.          0.        ]]",[-0.75874645 -0.63834351],[ 0.12345161  0.12073806]
20,-0.0297513689786,[-1.70163497  0.40574943],-0.0297513689786,"[-1.22634845 -0.75078236 -1.2882652  -0.54867271 -0.8059782   0.47194804
  0.06094031  0.26553912 -0.27106766 -0.22687569  0.        ]","[[-2.21219669 -2.321838   -0.09240794  0.05486174]
 [ 0.12612821 -0.15869215  0.          0.        ]]",[-0.75874645 -0.63834351],[-0.87641943  0.30157903]
21,-0.0271861276226,[ 0.30150292  0.44057045],-0.0271861276226,"[-1.26858325 -0.73810414 -1.2541137  -0.57118298 -0.80597773  0.47194783
 -0.448409    0.51658175 -0.27416271 -0.19259009  0.        ]","[[-2.24941902 -2.30885975 -0.09240794  0.05486174]
 [-3.83515407  1.45116018  0.          0.        ]]",[-0.75874645 -0.63834351],[ 0.31693643  0.2165845 ]
22,-0.0218879975118,[ 0.22204596 -0.07504382],-0.0218879975118,"[-1.33821436 -0.6917277  -1.19168373 -0.64876349 -0.80597726  0.47194763
 -0.28517965  0.78413721 -0.30332217 -0.13644486  0.        ]","[[-2.31338517 -2.26262187 -0.09240794  0.05486174]
 [-2.56569783  3.16690462  0.          0.        ]]",[-0.75874645 -0.63834351],[-0.02199727 -0.22424194]
23,-0.0176203335951,[-0.07998377 -0.29282293],-0.0176203335951,"[-1.38177431 -0.62915488 -1.148239   -0.74271839 -0.80597679  0.47194742
 -0.16562265  0.72801951 -0.35294647 -0.10342662  0.        ]","[[-2.35536999 -2.20289434 -0.09240794  0.05486174]
 [-1.63588736  2.80704364  0.          0.        ]]",[-0.75874645 -0.63834351],[-0.21289542 -0.30888095]
24,-0.0145987026897,[ 0.03803863  0.58668721],-0.0145987026897,"[-1.41728083 -0.58131028 -1.1099695  -0.80716896 -0.80597632  0.47194722
 -0.20216238  0.53854911 -0.38676041 -0.07304148  0.        ]","[[-2.39093899 -2.15894404 -0.09240794  0.05486174]
 [-1.92006225  1.59203676  0.          0.        ]]",[-0.75874645 -0.63834351],[ 0.01527405 -0.12590852]
25,-0.0125024644921,[-0.28570162 -1.85677928],-0.0125024644921,"[-1.45234457 -0.51963482 -1.06934478 -0.88179749 -0.80597585  0.47194701
 -0.17792978  0.89589231 -0.43099244 -0.04316745  0.        ]","[[-2.42744928 -2.10411171 -0.09240794  0.05486174]
 [-1.73160265  3.88355874  0.          0.        ]]",[-0.75874645 -0.63834351],[-0.11418954 -0.67835218]
26,-0.00980680284832,[ 0.65362252  0.54744811],-0.00980680284832,"[-1.49412992 -0.47665666 -1.01673995 -0.92863525 -0.80597537  0.47194681
 -0.31890453  0.26645209 -0.45094435  0.00317343  0.        ]","[[-2.47308173 -2.06693891 -0.09240794  0.05486174]
 [-2.82798222 -0.15282272  0.          0.        ]]",[-0.75874645 -0.63834351],[ 0.56518805  0.1357359 ]
27,-0.00807261516888,[-0.27433674 -0.71961964],-0.00807261516888,"[-1.52036117 -0.45467709 -0.9810484  -0.95104992 -0.8059749   0.47194661
  0.02095396  0.60492678 -0.45688998  0.03585474  0.        ]","[[-2.50312204 -2.04821775 -0.09240794  0.05486174]
 [-0.18486029  2.01769942  0.          0.        ]]",[-0.75874645 -0.63834351],[-0.32132366 -0.44749528]
28,-0.00762846794561,[ 0.2785698   0.20594336],-0.00762846794561,"[-1.53269579 -0.44122901 -0.96346494 -0.96426877 -0.80597443  0.4719464
 -0.11817916  0.15437027 -0.46204329  0.05133771  0.        ]","[[-2.51767586 -2.03685267 -0.09240794  0.05486174]
 [-1.26691585 -0.87156151  0.          0.        ]]",[-0.75874645 -0.63834351],[ 0.26134402  0.18134251]
29,-0.00535561103023,[-0.29405734  1.10802818],-0.00535561103023,"[-1.54434756 -0.45197585 -0.94634656 -0.95373345 -0.80597396  0.4719462
  0.02682214  0.2842114  -0.44500302  0.07043391  0.        ]","[[-2.53169972 -2.04592989 -0.09240794  0.05486174]
 [-0.13922334 -0.03893537  0.          0.        ]]",[-0.75874645 -0.63834351],[-0.07571849 -0.00267181]
30,-0.00816968543081,[-0.23944486 -1.27084887],-0.00816968543081,"[-1.55610183 -0.40550878 -0.92854609 -0.99761018 -0.80597349  0.47194599
 -0.12252999  0.90181039 -0.47984163  0.08043452  0.        ]","[[-2.54613813 -2.00697215 -0.09240794  0.05486174]
 [-1.30075266  3.92151192  0.          0.        ]]",[-0.75874645 -0.63834351],[ 0.02864781 -0.79816437]
31,-0.0100608967214,[ 0.67717638 -0.02338278],-0.0100608967214,"[-1.58376491 -0.35945569 -0.88434513 -1.03694175 -0.80597302  0.47194579
 -0.2410441   0.27225194 -0.50201683  0.11705612  0.        ]","[[-2.58140097 -1.96904784 -0.09240794  0.05486174]
 [-2.22245108 -0.11562246  0.          0.        ]]",[-0.75874645 -0.63834351],[ 0.6448859   0.00327742]
32,-0.00904197763709,[ 0.1311206  -0.10998957],-0.00904197763709,"[-1.59664617 -0.36339632 -0.86253322 -1.03373176 -0.80597255  0.47194558
  0.10926986  0.25813467 -0.48885433  0.13970631  0.        ]","[[-2.59851492 -1.97226857 -0.09240794  0.05486174]
 [ 0.50197987 -0.2061509   0.          0.        ]]",[-0.75874645 -0.63834351],[-0.16203251 -0.11162421]
33,-0.00871849730405,[ 0.07125593  0.00794268],-0.00871849730405,"[-1.58525931 -0.37371223 -0.88184981 -1.02519291 -0.80597208  0.47194538
  0.17473299  0.1908498  -0.48822331  0.12208809  0.        ]","[[-2.58336722 -1.98072071 -0.09240794  0.05486174]
 [ 1.01109426 -0.63762418  0.          0.        ]]",[-0.75874645 -0.63834351],[-0.35024694 -0.05933893]
